date,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.10.24,-4.0000000000048885,-2.999999999997449,-24.000000000001798,-32.999999999994145,-91.00000000001884,-81.00000000000307,-90.99999999999665,-82.99999999999974,-38.0000000000047,-7.9999999999968985,-9.000000000000341,-133.00000000000534,-158.0000000000137,-25.000000000005684,-99.00000000000463,-110.99999999999443,-70.0000000000145,-57.00000000000216,-39.00000000000148,-64.99999999999773,-75.00000000000284,-12.000000000000899,,-1309.0000000000618
2016.10.24,-7.000000000005002,87.99999999999919,-58.000000000002494,-58.99999999999794,-94.00000000001629,-141.00000000000534,-144.99999999999514,-99.00000000000463,-41.000000000002146,-6.0000000000060005,-99.00000000000375,-266.0000000000107,-264.0000000000198,-91.00000000000819,-218.00000000000708,-148.99999999999915,-35.00000000000725,-98.99999999998954,-55.999999999997385,-51.9999999999925,-94.00000000001629,-41.000000000002146,,-2026.0000000000896
2016.10.24,18.000000000000682,96.00000000000719,-36.0000000000027,-53.00000000000304,-90.00000000001229,-213.00000000000807,-134.99999999999625,-85.00000000000173,-34.000000000000696,15.999999999993797,-173.00000000000182,-268.0000000000016,-266.0000000000107,-156.0000000000059,-226.99999999999943,-163.00000000000205,59.99999999999339,-71.99999999998852,-91.99999999999875,-117.999999999995,-82.00000000000429,95.00000000000064,,-1978.000000000037
2016.10.24,75.9999999999934,156.00000000000057,-41.000000000002146,-41.000000000002146,-64.0000000000196,-268.0000000000007,-195.00000000000074,-87.00000000000374,-23.00000000000635,22.999999999995246,-231.99999999999932,-292.00000000000335,-270.00000000001467,-192.00000000000728,-263.99999999999756,-177.00000000000495,125.99999999998168,-43.99999999999693,-140.00000000000057,-140.00000000000057,-141.00000000001333,60.99999999999994,,-2169.000000000103
2016.10.24,88.99999999999864,156.00000000000057,-63.00000000000195,-19.999999999997797,-77.00000000001594,-234.99999999999943,-141.00000000000225,-100.00000000000009,9.999999999998899,36.0000000000027,-142.00000000001012,-236.99999999999832,-273.0000000000121,-153.0000000000058,-224.000000000002,-202.9999999999976,164.99999999999292,-13.999999999995794,-123.99999999999523,-84.00000000000318,-131.99999999999878,41.9999999999976,,-1724.0000000000448
2016.10.24,87.0000000000033,162.00000000001768,-55.000000000005045,-19.999999999997797,-56.000000000011596,-213.99999999999864,-175.99999999999838,-90.99999999999665,4.999999999999449,56.0000000000005,-114.00000000000432,-296.9999999999917,-250.00000000001688,-132.99999999999557,-320.00000000000915,-207.00000000000162,151.9999999999966,-86.99999999998909,-112.99999999999955,-93.99999999999409,-141.99999999999767,109.99999999999899,,-1796.999999999991
2016.10.24,21.000000000000796,195.00000000001182,-68.00000000000139,-65.00000000000395,-67.00000000001705,-174.0000000000066,-175.99999999999838,-119.99999999999788,-46.999999999997044,31.999999999998696,-94.0000000000083,-351.0000000000124,-310.0000000000103,-105.99999999999454,-316.99999999998954,-258.0000000000027,20.999999999982144,-106.99999999999932,-66.0000000000025,-105.00000000000398,-158.0000000000137,126.0000000000039,,-2194.0000000000623
2016.10.24,7.999999999995566,165.00000000001512,3.999999999992898,-129.00000000000134,-78.00000000000028,-156.0000000000059,-146.99999999999713,-40.00000000000669,-100.00000000000009,56.99999999999594,-15.000000000000568,-202.00000000001327,-91.00000000001884,-49.000000000006594,-235.00000000000742,-72.0000000000054,-92.00000000000318,-87.99999999999386,-149.99999999999147,-158.00000000000125,-219.00000000001364,184.00000000000637,,-1603.000000000061
2016.10.24,39.00000000000148,221.00000000000452,-75.00000000000284,-54.999999999993946,-81.00000000001995,-134.00000000000034,-161.99999999999548,-9.00000000000345,-79.00000000000685,29.999999999996696,-1.0000000000047748,-180.0000000000024,-53.00000000001415,-18.000000000000682,-242.00000000000887,-32.0000000000098,-28.000000000005798,-97.99999999999898,-126.99999999999534,-96.9999999999942,-246.99999999999721,168.00000000000148,,-1260.000000000051
2016.10.24,69.99999999999318,302.0000000000023,-155.00000000000514,14.999999999998348,-104.00000000001519,-82.99999999999841,-116.00000000000499,-94.00000000000519,-70.99999999999883,51.99999999999649,99.99999999999432,-107.99999999999699,-173.00000000000094,24.00000000000091,-161.99999999999548,-151.00000000001222,-29.00000000001235,-113.99999999999011,-87.99999999999386,-60.99999999999284,-182.99999999999983,48.000000000003595,,-1081.0000000000332
2016.10.24,106.99999999999932,295.0000000000008,-121.00000000000443,24.000000000001798,-119.00000000000244,-131.00000000000023,-121.00000000000443,-68.00000000000139,-29.999999999996696,70.0000000000034,109.99999999999943,-76.99999999999375,-68.00000000000139,7.999999999995566,-123.99999999999079,-69.9999999999923,-2.0000000000131024,-85.99999999999852,-81.99999999999363,-70.99999999999795,-151.9999999999966,94.00000000000519,,-613.999999999982
2016.10.24,105.00000000000398,285.00000000000193,-75.9999999999983,23.00000000000635,-162.00000000001768,-180.99999999999739,-170.99999999999892,-79.00000000000685,-19.00000000000235,68.00000000000139,78.99999999999352,-93.00000000000975,-38.0000000000047,15.000000000000568,-144.0000000000108,-28.000000000005798,-14.000000000002899,-80.99999999998886,-117.999999999995,-75.00000000000284,-194.0000000000053,135.00000000000733,,-763.0000000000323
2016.10.24,87.0000000000033,275.000000000003,-65.99999999999939,26.000000000003798,-148.99999999999915,-152.00000000000102,-155.00000000000514,-60.00000000000449,4.000000000004,68.99999999999685,86.99999999998909,-86.99999999999264,-21.00000000000435,30.000000000001137,-134.99999999999625,1.0000000000065512,19.999999999997797,-83.99999999998897,-117.999999999995,-48.00000000000182,-214.00000000000307,90.0000000000012,,-599.9999999999845
2016.10.24,58.9999999999975,242.00000000000887,3.999999999992898,-36.0000000000027,-145.00000000001734,-150.00000000000568,-155.00000000000514,-14.999999999998348,-38.0000000000047,87.99999999999919,102.99999999999443,-78.00000000000028,114.99999999999844,22.00000000000557,-144.99999999999514,82.00000000000429,-43.999999999999595,-91.99999999999875,-140.00000000000057,-84.00000000000318,-253.00000000001432,123.00000000000644,,-537.0000000000381
2016.10.24,66.99999999999307,250.00000000001688,13.999999999991797,-20.999999999993246,-131.00000000001444,-171.99999999999704,-150.00000000000568,-2.000000000002,-36.999999999998145,78.00000000000028,73.99999999999807,-76.0000000000094,108.99999999998133,-7.000000000005002,-151.9999999999966,79.99999999999119,-43.00000000001525,-81.99999999999363,-192.99999999999784,-100.99999999999909,-304.9999999999997,175.99999999999838,,-624.0000000000559
2016.10.24,70.99999999999795,252.0000000000078,59.99999999999339,-43.999999999999595,-129.00000000000134,-177.0000000000067,-148.0000000000037,42.999999999993044,-51.99999999999649,71.99999999999429,40.99999999999682,-96.99999999999153,183.99999999998417,-21.000000000000796,-150.99999999999002,154.99999999999403,-68.00000000000139,-82.99999999999841,-186.9999999999976,-120.00000000000455,-290.00000000001245,194.0000000000053,,-495.0000000000378
2016.10.24,69.99999999999318,236.00000000001398,43.999999999999595,-54.999999999993946,-130.0000000000079,-137.00000000000045,-136.99999999999824,46.00000000000159,-70.99999999999883,65.00000000000395,66.99999999999307,-129.00000000000134,169.99999999998127,13.999999999995794,-151.9999999999966,164.00000000000858,-63.99999999999739,-85.99999999999852,-186.9999999999976,-103.9999999999992,-306.00000000000625,129.00000000000134,,-553.0000000000039
2016.10.24,4.9999999999954525,195.00000000001182,61.999999999995396,-146.00000000000168,-103.00000000000864,-129.99999999999545,-139.99999999999568,53.999999999998494,-139.00000000000023,60.99999999999994,42.999999999992156,-161.00000000001114,156.00000000000057,-22.00000000000557,-200.00000000000017,134.99999999999625,-198.00000000000927,-96.9999999999942,-240.99999999999966,-164.00000000000148,-382.0000000000157,201.00000000000674,,-1211.000000000042
2016.10.24,-9.000000000000341,126.0000000000039,135.99999999999167,-158.99999999999804,-98.0000000000203,-158.00000000000125,-153.00000000000313,98.99999999999353,-112.99999999999643,75.9999999999983,27.000000000001023,-134.00000000001188,234.00000000000088,-34.99999999999659,-204.00000000000418,218.00000000000708,-167.00000000000603,-88.99999999999864,-250.99999999999056,-168.99999999999693,-382.0000000000157,226.99999999999943,,-978.0000000000442
2016.10.24,-99.00000000000375,-7.999999999985796,185.00000000000182,-192.00000000000327,-108.00000000001918,-138.9999999999958,-131.00000000000333,107.99999999999699,-124.00000000000189,4.000000000004,-38.000000000010914,-205.00000000001074,164.99999999999292,-16.999999999995907,-180.0000000000024,228.99999999999034,-165.9999999999995,-100.99999999999909,-244.99999999999034,-141.9999999999959,-377.0000000000051,196.00000000000728,,-1385.0000000000296
2016.10.24,-25.99999999999625,4.000000000004,195.00000000000074,-153.00000000000313,-102.00000000000209,-173.00000000000182,-92.99999999999864,151.9999999999966,-143.9999999999997,-87.99999999999919,-200.00000000000284,-221.00000000000452,105.99999999998388,-91.00000000000819,-150.99999999999002,262.999999999991,-215.00000000000963,-37.9999999999967,-328.9999999999935,-179.9999999999926,-344.00000000001097,140.0000000000068,,-1688.0000000000268
2016.10.24,18.999999999991246,0.0,239.0000000000003,-173.9999999999964,-97.00000000001374,-189.00000000000716,-90.0000000000012,185.00000000000182,-156.99999999999602,-85.00000000000173,-375.0,-463.0000000000134,38.99999999998904,-177.99999999999727,-253.99999999999866,269.9999999999925,-168.0000000000126,-13.999999999995794,-391.9999999999959,-221.9999999999942,-429.00000000001273,153.00000000000313,,-2382.0000000000587
2016.10.24,54.99999999999261,12.000000000012001,271.9999999999945,-180.99999999999784,20.999999999982144,-198.99999999999807,-139.00000000000023,219.00000000000253,-158.99999999999804,-82.99999999999974,-378.0000000000001,-415.99999999999415,107.99999999999699,-195.99999999999795,-348.9999999999993,276.00000000000955,-84.0000000000174,-34.99999999999659,-423.9999999999924,-242.00000000000443,-490.0000000000126,213.00000000000762,,-2199.000000000011
2016.10.24,64.99999999999773,93.00000000000975,270.99999999999903,-134.99999999999625,23.999999999979593,-204.00000000000773,-155.00000000000514,214.00000000000307,-126.0000000000039,9.999999999998899,-261.0000000000099,-405.0000000000109,176.99999999998272,-224.00000000000375,-374.0000000000077,273.9999999999965,37.99999999998249,-52.99999999999727,-412.9999999999967,-203.99999999999352,-524.0000000000133,226.00000000000398,,-1686.0000000000923
