date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURCAD,EURAUD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.01.23,-57.99999999998029,-17.999999999984695,-97.99999999999898,-1.999999999990898,-130.99999999999224,-112.000000000001,-119.99999999999788,-119.99999999999788,-180.99999999999784,-297.9999999999983,-165.9999999999995,-134.99999999999625,-1350.0000000000086,-4.000000000004,0.0,-18.999999999991246,,-2811.99999999994
2017.01.23,-93.99999999999409,-47.99999999998139,-100.99999999999909,29.000000000001247,-122.99999999999534,-73.99999999999629,-67.00000000000594,-87.00000000000374,-160.00000000000458,-346.0000000000019,19.00000000001345,-146.00000000000168,-192.00000000000728,49.99999999999449,173.9999999999964,80.99999999999774,,-1084.999999999988
2017.01.23,-133.99999999998968,-159.99999999998238,-78.00000000000296,38.0000000000047,-280.9999999999979,-120.99999999999334,-126.99999999999933,-104.00000000000409,-284.0000000000065,-363.0000000000022,-20.999999999982144,-228.99999999999034,-150.99999999999625,29.999999999996696,256.0000000000007,-41.000000000002146,,-1769.999999999947
2017.01.23,-148.99999999999915,-142.99999999998204,287.00000000000614,92.00000000000318,-286.99999999999284,-112.000000000001,-175.00000000000293,-163.99999999999747,-291.0000000000079,-234.99999999998522,-43.999999999999595,-113.00000000000753,70.99999999999795,65.99999999998829,319.99999999999807,-26.999999999999247,,-903.9999999999811
2017.01.23,-160.99999999998892,-195.9999999999962,356.9999999999993,85.00000000000173,-283.99999999999534,-131.99999999999878,-175.00000000000293,-161.99999999999548,-289.0000000000059,-300.99999999999574,-62.99999999999084,-205.99999999999508,88.99999999999864,5.999999999994898,292.9999999999988,-14.999999999987246,,-1153.9999999999588
2017.01.23,-200.99999999998454,-290.9999999999968,358.0000000000041,87.00000000000374,-290.9999999999968,-187.99999999998818,-165.00000000000404,-112.99999999999643,-274.00000000000756,-363.9999999999866,1.0000000000065512,-319.999999999987,93.00000000000352,-50.0000000000167,229.99999999999687,-12.999999999996348,,-1500.999999999946
2017.01.23,-194.99999999998963,-308.9999999999815,341.0000000000082,-13.999999999991797,-254.99999999999412,-193.99999999998306,-158.99999999999804,-39.00000000000014,-226.00000000000398,-529.999999999986,56.000000000011596,-570.9999999999882,161.00000000000136,-180.0000000000024,214.00000000000307,-113.99999999999189,,-2013.9999999998859
2017.01.23,-347.9999999999928,-440.9999999999803,439.9999999999977,6.0000000000060005,-378.999999999996,-228.99999999999034,-158.99999999999804,-19.999999999997797,-273.000000000001,-566.9999999999842,96.00000000000719,-554.9999999999944,237.99999999999955,-151.00000000001222,243.00000000000432,-167.00000000000603,,-2265.9999999999377
2017.01.23,-555.9999999999787,-452.99999999999227,655.0000000000011,126.99999999999933,-467.9999999999906,-217.0000000000005,-116.00000000000499,-7.9999999999968985,-297.9999999999983,-688.9999999999841,124.99999999999733,-513.9999999999923,298.9999999999924,-84.0000000000174,339.0000000000004,-187.00000000000384,,-2044.9999999999693
2017.01.23,-553.9999999999878,-447.99999999998175,650.0000000000057,121.00000000000443,-441.99999999999795,-185.99999999999727,-134.0000000000008,-41.9999999999976,-292.9999999999988,-651.9999999999859,103.00000000000864,-480.99999999999807,213.99999999999864,-137.00000000000932,326.0000000000041,-190.00000000000128,,-2144.9999999999354
2017.01.23,-728.9999999999797,-490.999999999997,688.0000000000024,195.00000000000074,-500.9999999999959,-188.9999999999947,-94.00000000000519,-14.999999999998348,-297.00000000000284,-804.0000000000047,175.00000000001404,-438.00000000000506,262.00000000000045,-46.0000000000127,358.0000000000028,-224.000000000002,,-2149.9999999999773
2017.01.23,-680.9999999999983,-478.0000000000006,662.9999999999967,135.00000000000733,-467.9999999999906,-168.99999999999693,-94.00000000000519,21.00000000000435,-290.00000000000136,-800.9999999999851,173.00000000000094,-496.00000000000756,287.9999999999967,-99.00000000000463,358.0000000000028,-205.99999999999508,,-2143.9999999999764
2017.01.23,-553.9999999999878,-434.9999999999854,650.9999999999962,128.00000000000588,-451.9999999999969,-170.99999999998784,-102.00000000000209,24.999999999997247,-292.9999999999988,-766.0,160.00000000000458,-507.9999999999973,281.9999999999965,-87.99999999999919,405.9999999999952,-261.9999999999845,,-1978.9999999999443
2017.01.23,-554.9999999999944,-451.99999999998573,563.0000000000024,75.00000000000284,-431.99999999999903,-150.99999999999002,-70.0000000000034,48.000000000003595,-248.00000000000378,-773.9999999999858,188.00000000001037,-530.9999999999926,283.9999999999918,-93.00000000000975,348.9999999999993,-194.0000000000053,,-1992.9999999999595
2017.01.23,-444.9999999999843,-394.9999999999898,557.0000000000022,68.00000000000139,-345.99999999999073,-150.99999999999002,-63.99999999999739,55.000000000005045,-202.9999999999976,-726.0000000000044,197.00000000000273,-537.9999999999941,290.9999999999968,-101.00000000001774,351.0000000000013,-177.00000000000495,,-1626.9999999999616
2017.01.23,-564.9999999999933,-475.99999999998755,554.000000000002,101.00000000000664,-428.9999999999905,-148.99999999999915,-63.99999999999739,46.00000000000159,-212.00000000000108,-723.9999999999914,174.00000000000747,-502.00000000000244,269.999999999996,-104.99999999999955,346.0000000000019,-190.99999999998562,,-1925.9999999999325
2017.01.23,-730.9999999999927,-539.999999999985,905.0000000000011,150.00000000000568,-520.9999999999936,-146.99999999998602,-68.00000000000139,51.000000000001044,-263.99999999999756,-858.0000000000032,182.99999999999983,-534.9999999999966,457.9999999999984,-117.00000000001154,339.99999999999585,-262.999999999991,,-1956.9999999999563
2017.01.23,-680.9999999999983,-511.99999999997914,933.9999999999975,168.00000000000148,-551.9999999999969,-146.00000000000168,-145.00000000000622,19.00000000000235,-322.00000000000006,-770.9999999999884,26.0000000000149,-468.9999999999861,463.99999999999864,-136.00000000000279,373.00000000000114,-292.00000000000335,,-2041.9999999999468
2017.01.23,-969.999999999982,-520.9999999999936,868.0000000000092,98.0000000000092,-590.999999999997,-139.00000000000023,-141.99999999999767,12.999999999996348,-348.9999999999993,-1273.9999999999973,39.00000000001125,-597.0000000000031,457.9999999999984,-192.00000000001438,390.99999999999693,-384.00000000000654,,-3291.9999999999704
2017.01.23,-996.9999999999812,-533.99999999999,775.0000000000057,52.000000000007596,-522.9999999999957,-224.000000000002,-209.9999999999991,36.999999999998145,-295.0000000000008,-1336.0000000000039,8.000000000008,-644.0000000000001,426.00000000000193,-280.0000000000136,251.99999999999667,-333.9999999999899,,-3826.9999999999577
2017.01.23,-908.999999999982,-487.99999999999955,734.0000000000089,-17.000000000000348,-441.99999999999795,-241.00000000000233,-211.00000000000563,85.00000000000173,-261.0000000000001,-1314.9999999999995,31.000000000003247,-700.999999999996,501.99999999999534,-304.9999999999997,224.000000000002,-302.9999999999866,,-3616.999999999958
2017.01.23,-773.9999999999858,-422.9999999999956,662.0000000000061,-30.999999999992145,-343.9999999999999,-241.99999999998667,-212.00000000000108,89.00000000000574,-243.00000000000432,-1312.9999999999864,6.000000000017103,-699.9999999999895,496.9999999999999,-299.00000000000483,212.99999999999653,-261.9999999999845,,-3375.9999999999054
2017.01.23,-813.9999999999814,-322.9999999999844,621.0000000000093,-18.999999999991246,-333.9999999999899,-204.00000000000418,-233.00000000000543,39.999999999995595,-258.9999999999981,-1275.0000000000039,-56.99999999999594,-617.0000000000009,391.9999999999959,-293.0000000000099,202.9999999999976,-217.99999999998488,,-3389.999999999952
2017.01.23,-861.0000000000007,-300.99999999999574,590.0000000000034,-22.999999999995246,-318.99999999999153,-157.99999999999147,-221.99999999999997,31.999999999998696,-240.00000000000688,-1411.9999999999911,-100.99999999999554,-584.0000000000067,384.00000000000034,-299.00000000000483,148.0000000000037,-168.99999999999693,,-3534.999999999971
2017.01.23,-911.9999999999795,-401.99999999999125,688.0000000000024,-19.999999999997797,-312.9999999999966,-102.99999999998644,-172.00000000000549,151.00000000000114,-136.99999999999824,-1461.0000000000011,-79.99999999999119,-655.9999999999899,486.99999999999477,-354.0000000000099,68.99999999999685,-180.99999999998673,,-3395.999999999939
