date,EURCHF,EURJPY,empty,sum
2020.05.25,-178.99999999999582,-137.99999999999102,,-316.9999999999868
2020.05.25,-68.00000000000139,-161.00000000000136,,-229.00000000000276
2020.05.25,-114.99999999999844,-260.9999999999957,,-375.9999999999941
2020.05.25,-136.00000000000279,-320.99999999999795,,-457.00000000000074
2020.05.25,-134.99999999999625,-378.0000000000001,,-512.9999999999964
2020.05.25,-146.00000000000168,-435.0000000000023,,-581.000000000004
2020.05.25,-147.00000000000824,-423.0000000000018,,-570.00000000001
2020.05.25,-131.00000000001444,-400.99999999999625,,-532.0000000000107
2020.05.25,-96.00000000000719,-277.000000000001,,-373.0000000000082
2020.05.25,-99.00000000000463,-218.9999999999941,,-317.99999999999875
2020.05.25,-83.00000000001084,-193.9999999999884,,-276.99999999999926
2020.05.25,-80.00000000001339,-188.99999999999295,,-269.00000000000637
2020.05.25,-55.000000000005045,-195.99999999999795,,-251.000000000003
2020.05.25,-52.000000000007596,-192.99999999999784,,-245.00000000000543
2020.05.25,-60.99999999999994,-193.9999999999884,,-254.99999999998835
2020.05.25,-66.99999999999484,-193.9999999999884,,-260.99999999998323
2020.05.25,-83.00000000001084,-182.00000000000216,,-265.000000000013
2020.05.25,-120.00000000000898,-171.99999999999704,,-292.000000000006
2020.05.25,-121.99999999999989,-177.99999999999727,,-299.99999999999716
2020.05.25,-97.00000000001374,-83.99999999998897,,-181.00000000000273
2020.05.25,-87.00000000001484,-57.999999999992724,,-145.00000000000756
2020.05.25,-49.99999999999449,-93.99999999999409,,-143.99999999998857
2020.05.25,-92.00000000000318,-126.99999999999534,,-218.99999999999852
2020.05.25,-90.99999999999665,-217.9999999999893,,-308.99999999998596
2020.05.25,-103.00000000000864,-268.0000000000007,,-371.0000000000093
2020.05.25,-127.00000000001043,-335.9999999999985,,-463.000000000009
2020.05.25,-143.00000000000423,-327.99999999998875,,-470.99999999999295
2020.05.25,-143.00000000000423,-316.99999999999307,,-459.99999999999727
2020.05.25,-151.9999999999966,-281.9999999999965,,-433.99999999999307
2020.05.25,-171.00000000001003,-405.00000000000114,,-576.0000000000111
2020.05.25,-161.00000000001114,-405.00000000000114,,-566.0000000000123
2020.05.25,-87.00000000001484,-345.9999999999894,,-433.00000000000426
2020.05.25,-69.00000000000794,-370.9999999999951,,-440.00000000000307
2020.05.25,-26.999999999999247,-280.9999999999917,,-307.99999999999096
2020.05.25,-38.0000000000047,-230.99999999999454,,-268.99999999999926
2020.05.25,-25.00000000000835,-246.9999999999999,,-272.00000000000824
2020.05.25,-46.0000000000127,-263.9999999999958,,-310.00000000000847
2020.05.25,-29.999999999996696,-248.99999999999523,,-278.9999999999919
2020.05.25,11.999999999989797,-233.99999999999466,,-222.00000000000486
