,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['EURJPY', 'CADJPY', 'CHFJPY']",80.0,-0.6008755774115063,S
1,1,GBPUSD,15,"['USDCAD', 'EURJPY']",100.0,-0.9747767460317458,S
2,2,USDJPY,30,['AUDCAD'],80.0,-0.23234805428014735,S
3,3,AUDUSD,15,['EURNZD'],100.0,-0.7511658616383368,S
4,4,GBPCHF,10,['CHFJPY'],80.0,-0.9552600000000028,S
5,5,EURCHF,10,"['USDCHF', 'AUDNZD']",80.0,-0.9891600000000011,S
6,6,CADCHF,15,['NZDUSD'],80.0,0.7472655796980539,B
7,7,AUDCHF,10,['AUDCAD'],80.0,0.6019051587301818,B
8,8,GBPJPY,10,['USDCAD'],80.0,-0.9518700000000022,S
9,9,GBPCAD,20,"['AUDNZD', 'NZDCHF', 'EURCHF', 'NZDJPY']",100.0,0.5930022424797398,B
10,10,GBPAUD,15,['NZDUSD'],100.0,0.7467590157064896,B
11,11,EURNZD,10,"['EURGBP', 'AUDCHF']",80.0,-0.9617184523809519,S
12,12,AUDJPY,10,['EURGBP'],80.0,0.9617599999999998,B
13,13,NZDJPY,10,"['USDCHF', 'USDCAD']",80.0,-0.9875,S
14,14,AUDCAD,10,['GBPCAD'],80.0,-0.42806079365078675,S
