date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.11.01,-41.000000000002146,-8.000000000009777,0.0,-80.00000000000229,-251.00000000000122,0.0,-202.9999999999976,0.0,-18.999999999991246,-16.0000000000049,0.0,-15.00000000000945,0.0,-132.000000000005,0.0,-174.0000000000066,-130.99999999999224,-116.00000000000499,,-1186.0000000000275
2021.11.01,-52.000000000007596,0.0,17.000000000000348,-87.00000000000374,-255.00000000000523,60.000000000015596,-202.0000000000022,135.99999999999167,104.99999999999955,2.999999999997449,103.99999999999298,2.999999999997449,127.99999999999478,-123.00000000000466,99.99999999999432,-168.99999999999693,-151.00000000000114,-139.00000000000023,,-522.0000000000375
2021.11.01,-67.00000000001705,-4.0000000000048885,42.0000000000087,-55.000000000005045,-245.0000000000063,67.00000000001705,-165.9999999999995,115.99999999999389,114.00000000000298,3.999999999992898,170.99999999998784,-51.000000000001044,117.99999999999588,-111.0000000000042,44.999999999987494,-191.0000000000025,-117.00000000000044,-182.00000000000438,,-512.0000000000587
2021.11.01,-55.000000000005045,64.99999999999773,38.0000000000047,-73.00000000000084,-269.00000000000813,73.00000000001194,-192.00000000000327,126.99999999999933,149.00000000001023,-4.999999999999449,143.00000000000423,-35.999999999991594,201.00000000000674,-156.99999999999648,122.99999999999045,-278.0000000000058,-134.0000000000008,-217.99999999999596,,-497.9999999999821
2021.11.01,-71.00000000002105,34.99999999999659,-24.000000000001798,-131.00000000000333,-313.00000000000773,62.000000000006494,-265.0000000000041,180.99999999999784,196.00000000000728,-33.000000000005244,43.999999999999595,95.00000000000064,307.99999999999716,-216.99999999999875,146.0000000000008,-322.00000000000273,-171.99999999999437,-246.00000000000176,,-727.0000000000344
2021.11.01,-60.000000000015596,-39.00000000000148,24.000000000001798,-80.00000000000229,-282.9999999999888,41.000000000002146,-212.00000000000108,125.99999999999278,127.00000000001043,-29.999999999996696,31.999999999987594,-52.000000000007596,127.00000000001043,-144.99999999999602,-10.000000000005116,-230.00000000000398,-112.000000000001,-165.9999999999995,,-942.0000000000139
2021.11.01,-11.00000000000545,-78.00000000000296,58.000000000002494,-25.00000000000835,-198.99999999999363,64.0000000000196,-168.99999999999693,84.99999999999064,121.00000000000443,24.000000000001798,109.99999999998789,-123.99999999999079,127.00000000001043,-88.00000000000807,-49.000000000006594,-191.0000000000025,-90.99999999999665,-211.00000000000563,,-647.0000000000002
2021.11.01,-17.000000000000348,-55.999999999997385,46.999999999997044,-50.0000000000056,-221.99999999998886,52.000000000007596,-185.00000000000182,70.99999999999883,113.00000000000753,0.999999999995449,107.99999999999699,-139.00000000000023,134.00000000001188,-114.00000000000432,-59.00000000001171,-219.99999999999886,-100.99999999999554,-202.0000000000022,,-838.9999999999914
2021.11.01,-22.0000000000109,-40.99999999999682,14.999999999987246,-31.000000000003247,-256.99999999999613,54.0000000000207,-221.99999999999997,100.00000000000009,167.00000000000603,-2.000000000002,68.00000000000139,-110.99999999999443,262.00000000000665,-114.99999999999488,-33.00000000000125,-206.00000000000307,-81.9999999999932,-189.00000000000583,,-644.9999999999795
2021.11.01,-51.000000000001044,-40.99999999999682,11.00000000000545,-18.0000000000069,-282.9999999999888,43.00000000001525,-224.9999999999974,115.99999999999389,163.00000000000205,-31.999999999998696,76.99999999999375,-56.99999999999594,273.9999999999965,-85.99999999999852,-11.00000000000989,-167.0000000000016,-32.999999999994145,-158.99999999999804,,-478.999999999981
2021.11.01,-50.0000000000167,-9.000000000000341,12.999999999996348,-14.000000000002899,-279.00000000000705,54.0000000000207,-221.00000000000452,108.99999999999244,131.00000000000333,-29.000000000001247,87.99999999999919,-75.00000000000284,185.00000000001293,-141.9999999999959,30.9999999999917,-173.00000000000182,-27.999999999994696,-150.00000000000568,,-559.000000000017
2021.11.01,-43.999999999999595,69.99999999999318,31.000000000003247,2.999999999997449,-350.9999999999902,78.00000000000028,-256.0000000000007,114.99999999999844,174.00000000000747,-40.00000000000669,110.99999999999443,-90.99999999999665,249.00000000001032,-159.9999999999966,28.999999999996362,-206.00000000000307,-19.00000000000235,-148.0000000000037,,-454.9999999999984
2021.11.01,13.999999999980695,94.99999999999886,75.00000000000284,52.99999999999194,-343.00000000000443,89.00000000000574,-243.00000000000432,88.99999999999464,142.00000000000878,-34.000000000000696,109.00000000000354,-151.9999999999966,151.00000000001222,-159.9999999999966,21.99999999999136,-195.99999999999795,2.000000000002,-131.00000000000333,,-418.00000000001125
2021.11.01,52.99999999999194,134.00000000000034,143.00000000000423,65.99999999999939,-310.9999999999946,87.00000000001484,-217.99999999999596,102.99999999999754,155.00000000000514,-24.999999999997247,147.99999999999258,-129.00000000000134,174.00000000000747,-141.00000000000534,36.99999999999193,-198.99999999999807,-22.999999999995246,-148.0000000000037,,-93.99999999998616
2021.11.01,-53.00000000001415,137.00000000000045,62.99999999999084,24.999999999997247,-322.00000000000006,97.00000000001374,-209.9999999999991,97.9999999999981,167.00000000000603,-9.999999999998899,144.99999999999514,-161.99999999999548,200.00000000000017,-183.00000000000693,66.99999999999307,-262.00000000000045,-25.999999999992696,-178.00000000000037,,-407.00000000001336
2021.11.01,-69.00000000000794,128.0000000000001,45.000000000006146,-23.00000000000635,-330.0000000000081,115.00000000002063,-219.99999999999798,118.99999999999133,204.00000000000418,-12.000000000000899,163.9999999999864,-151.00000000001222,242.00000000000887,-227.99999999999443,101.99999999998965,-379.99999999999545,-58.99999999999794,-287.9999999999994,,-641.0000000000133
2021.11.01,-60.000000000015596,101.99999999998965,43.999999999999595,-19.00000000000235,-278.00000000000045,115.00000000002063,-214.00000000000307,110.99999999999443,248.00000000000378,24.999999999997247,95.00000000000064,-167.9999999999904,367.0000000000062,-185.00000000000227,69.99999999999318,-376.99999999999534,-51.99999999999649,-288.9999999999948,,-464.99999999999545
