date,USDCHF,EURUSD,USDJPY,GBPCHF,empty,sum
2019.03.11,0.0,0.0,-57.00000000000216,-116.00000000000499,,-173.00000000000716
2019.03.11,34.000000000000696,1.0000000000065512,-161.00000000000136,-123.00000000000644,,-249.00000000000057
2019.03.11,34.000000000000696,-21.00000000000435,-60.99999999999284,-133.99999999998968,,-181.9999999999862
2019.03.11,19.999999999997797,-25.999999999992696,-79.9999999999983,-140.0000000000068,,-226.0
2019.03.11,48.000000000003595,26.0000000000149,-134.9999999999909,-99.99999999998899,,-160.9999999999614
2019.03.11,21.00000000000435,55.000000000005045,-268.99999999999125,32.0000000000098,,-160.99999999997206
2019.03.11,29.00000000001235,49.00000000001015,-271.0000000000008,-1.0000000000065512,,-193.99999999998482
2019.03.11,85.00000000000173,50.0000000000167,-131.00000000000023,-26.999999999999247,,-22.999999999981057
2019.03.11,95.00000000000064,34.000000000000696,-106.99999999999932,-24.000000000001798,,-1.9999999999997797
2019.03.11,94.00000000001629,25.00000000000835,-103.9999999999992,-31.999999999987594,,-16.999999999962156
2019.03.11,80.99999999999774,15.00000000000945,-67.99999999999784,-19.999999999997797,,8.000000000011553
2019.03.11,77.00000000001594,15.00000000000945,-48.99999999999238,-5.999999999994898,,37.00000000003811
2019.03.11,87.00000000001484,11.00000000000545,-42.999999999992156,-36.999999999998145,,18.000000000029992
2019.03.11,90.00000000001229,12.999999999996348,-40.99999999999682,-76.99999999999375,,-14.999999999981924
2019.03.11,87.99999999999919,5.999999999994898,-72.99999999999329,-76.99999999999375,,-55.99999999999295
2019.03.11,87.00000000001484,0.0,-63.00000000000239,-113.00000000000753,,-88.99999999999508
2019.03.11,97.00000000001374,-51.99999999998539,-36.99999999999193,-171.99999999999437,,-163.99999999995794
2019.03.11,85.00000000000173,-60.99999999999994,-1.9999999999953388,-148.99999999999915,,-126.9999999999927
2019.03.11,6.000000000017103,-82.99999999998863,-0.999999999990564,-224.99999999998633,,-302.9999999999484
2019.03.11,9.999999999998899,-156.00000000000057,38.000000000010914,-418.0000000000073,,-525.9999999999981
2019.03.11,33.00000000001635,-150.99999999999002,79.00000000000773,-445.0000000000065,,-483.99999999997243
2019.03.11,5.000000000010552,-141.99999999999767,70.99999999999795,-256.99999999999613,,-322.99999999998533
2019.03.11,14.000000000002899,-134.99999999999625,18.000000000000682,-228.00000000000597,,-330.99999999999864
2019.03.11,-55.99999999998939,-234.99999999998522,10.000000000005116,18.0000000000069,,-262.9999999999626
2019.03.11,26.999999999999247,-177.00000000000495,49.99999999999716,-262.999999999991,,-362.99999999999955
2019.03.11,134.99999999999625,-113.99999999999189,36.000000000001364,-492.0000000000035,,-434.9999999999978
2019.03.11,106.00000000000608,-143.99999999998857,67.99999999999784,-470.9999999999992,,-440.99999999998386
2019.03.11,148.00000000001478,-109.00000000000354,12.000000000000455,-604.9999999999889,,-553.9999999999771
2019.03.11,148.00000000001478,-105.99999999998388,-55.999999999997385,-730.9999999999927,,-744.9999999999592
2019.03.11,131.99999999999878,-127.99999999999478,-55.999999999997385,-1017.0000000000013,,-1068.9999999999945
2019.03.11,150.00000000000568,-173.00000000000094,-119.99999999999034,-1052.9999999999927,,-1195.9999999999784
2019.03.11,155.00000000001623,-197.00000000000273,-113.99999999999011,-1356.0000000000016,,-1511.9999999999782
2019.03.11,167.00000000000603,-144.99999999999514,-57.999999999992724,-1377.9999999999905,,-1413.9999999999723
2019.03.11,168.0000000000126,-123.99999999999079,-24.00000000000091,-1324.9999999999984,,-1304.9999999999775
2019.03.11,189.00000000001694,-102.00000000000209,43.00000000000637,-1333.0000000000064,,-1202.9999999999852
2019.03.11,195.9999999999962,-35.999999999991594,24.00000000000091,-1618.9999999999927,,-1434.9999999999873
2019.03.11,336.00000000000296,31.000000000003247,55.999999999997385,-1791.9999999999936,,-1368.99999999999
2019.03.11,346.0000000000019,1.0000000000065512,82.00000000000784,-1985.9999999999989,,-1556.9999999999827
2019.03.11,350.00000000000585,-34.000000000000696,82.99999999999841,-2147.9999999999945,,-1748.999999999991
2019.03.11,351.0000000000124,-68.99999999998573,70.00000000000739,-2424.000000000004,,-2071.99999999997
2019.03.11,323.0000000000066,-79.99999999999119,45.000000000001705,-2309.99999999999,,-2021.999999999973
2019.03.11,293.0000000000099,-113.99999999999189,41.00000000001103,-2316.000000000007,,-2095.9999999999777
2019.03.11,321.0000000000157,-126.0000000000039,51.00000000000193,-2191.999999999994,,-1945.9999999999804
2019.03.11,314.99999999999864,-153.00000000000313,69.00000000000261,-2078.9999999999864,,-1847.9999999999882
2019.03.11,331.0000000000146,-130.99999999999224,73.0000000000075,-2109.0000000000055,,-1835.9999999999754
2019.03.11,297.0000000000139,-116.99999999998934,41.00000000001103,-2129.000000000003,,-1907.9999999999675
2019.03.11,285.00000000000193,-121.99999999999989,5.000000000009663,-2177.000000000007,,-2008.999999999995
2019.03.11,265.0000000000041,-147.99999999999258,29.000000000010573,-2438.000000000007,,-2291.9999999999845
2019.03.12,188.00000000001037,-390.0000000000015,43.99999999999693,-3407.9999999999886,,-3565.9999999999827
2019.03.12,219.00000000001364,-344.99999999999534,103.9999999999992,-3085.0000000000045,,-3106.9999999999873
2019.03.12,218.00000000000708,-329.00000000000153,97.00000000000841,-3120.999999999996,,-3134.999999999982
2019.03.12,232.00000000000998,-248.00000000000378,115.99999999999966,-3062.9999999999936,,-2962.9999999999877
2019.03.12,238.0000000000049,-262.999999999991,149.0000000000009,-3004.999999999991,,-2880.9999999999764
2019.03.12,236.99999999999832,-251.99999999998556,192.99999999999784,-2829.999999999999,,-2651.9999999999886
2019.03.12,236.99999999999832,-251.00000000000122,243.99999999999977,-2753.0000000000055,,-2523.0000000000086
2019.03.12,229.00000000001253,-283.99999999999534,242.00000000000443,-2710.999999999997,,-2523.999999999975
2019.03.12,253.00000000001432,-256.99999999999613,237.99999999999955,-2737.999999999996,,-2503.999999999978
2019.03.12,260.0000000000158,-285.00000000000193,207.9999999999984,-2743.999999999991,,-2560.9999999999786
2019.03.12,243.99999999999977,-309.99999999998806,203.00000000000296,-2750.000000000008,,-2612.9999999999936
2019.03.12,265.0000000000041,-296.9999999999917,206.00000000000307,-2733.0000000000077,,-2558.9999999999923
2019.03.12,283.000000000011,-262.999999999991,249.00000000000944,-2723.999999999993,,-2454.9999999999636
2019.03.12,314.00000000001427,-242.99999999999324,197.00000000000273,-2702.0000000000045,,-2433.999999999981
