date,USDCHF,USDCAD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,empty,sum
2021.06.21,0.0,-53.00000000001415,-63.99999999999739,0.0,-228.9999999999992,-197.00000000000273,-200.00000000000017,-68.00000000000139,0.0,-639.0000000000118,-273.0000000000121,-246.00000000001288,-53.00000000001148,0.0,-48.99999999999905,,-2071.0000000000623
2021.06.21,163.99999999999747,34.000000000000696,-87.99999999999919,0.0,-212.99999999999386,-290.00000000000136,-124.99999999999733,-92.99999999999864,129.00000000000134,-612.0000000000125,-358.00000000001387,-378.00000000001165,153.99999999999636,73.00000000000084,80.99999999999774,,-1522.0000000000339
2021.06.21,183.99999999999528,-156.00000000000057,-52.99999999999194,36.999999999998145,-175.99999999998772,-41.000000000002146,-44.99999999999504,62.000000000006494,204.99999999999963,-482.00000000000466,-293.0000000000099,-377.0000000000051,205.99999999998886,65.00000000000395,98.99999999999353,,-765.0000000000114
2021.06.21,202.0000000000022,-177.00000000000495,139.00000000000023,120.99999999999334,-158.99999999999181,159.9999999999935,51.99999999999649,145.00000000000622,207.99999999999707,-475.0000000000032,-300.00000000001137,-405.9999999999952,329.9999999999983,58.99999999999794,109.00000000000354,,7.999999999982265
2021.06.21,190.99999999999673,-165.9999999999995,213.00000000001873,143.99999999998857,-184.99999999998806,161.99999999999548,156.00000000000057,199.00000000000472,212.00000000000108,-497.0000000000141,-104.99999999999955,-297.0000000000139,332.9999999999984,190.99999999999673,183.99999999999528,,734.9999999999814
2021.06.21,192.00000000000327,-162.00000000001768,233.00000000001654,157.99999999999147,-181.99999999998795,164.99999999999292,183.99999999999528,208.00000000000819,202.9999999999976,-507.9999999999973,-36.999999999998145,-283.99999999999534,339.9999999999892,224.000000000002,185.00000000000182,,919.0000000000018
2021.06.21,165.00000000000404,-206.00000000001728,202.00000000001327,123.99999999999079,-211.9999999999891,152.99999999999204,161.00000000000003,186.00000000000838,200.00000000000017,-534.9999999999966,-56.000000000011596,-295.0000000000008,312.9999999999882,204.00000000000418,166.99999999999494,,570.9999999999807
2021.06.21,163.99999999999747,-238.0000000000049,197.00000000000273,113.99999999999189,-253.99999999999068,170.99999999999892,187.9999999999993,225.00000000000853,156.99999999999602,-476.9999999999941,25.999999999992696,-178.99999999999582,382.99999999999557,212.00000000000108,202.0000000000022,,891.000000000001
2021.06.21,168.99999999999693,-233.00000000001654,228.00000000000597,80.99999999999774,-254.99999999999545,130.99999999999224,139.00000000000023,216.0000000000051,143.9999999999997,-608.0000000000085,-29.999999999996696,-137.9999999999937,314.9999999999977,141.00000000000225,176.99999999999383,,476.9999999999808
2021.06.21,161.00000000000003,-206.00000000001728,197.00000000000273,72.99999999998974,-196.99999999998852,147.99999999999258,178.99999999999582,246.00000000000176,164.99999999999292,-495.000000000001,59.99999999999339,-75.00000000000284,250.99999999999056,236.99999999999832,254.99999999999412,,998.9999999999422
