date,USDCHF,EURUSD,USDJPY,USDCAD,EURJPY,empty,sum
2015.06.15,-80.99999999999774,-175.99999999999838,0.0,-36.999999999998145,-262.9999999999768,,-556.9999999999711
2015.06.15,-112.99999999999643,-100.99999999999554,-21.99999999999136,-102.00000000000209,-198.99999999998386,,-536.9999999999693
2015.06.15,-73.00000000000084,-93.00000000000975,37.9999999999967,-8.000000000008,-207.9999999999984,,-344.0000000000203
2015.06.15,-78.99999999999574,-138.0000000000159,109.00000000000887,-42.0000000000087,-295.99999999999227,,-446.00000000000375
2015.06.15,-70.99999999999883,-139.00000000000023,111.0000000000042,-34.000000000000696,-281.99999999998226,,-414.99999999997783
2015.06.15,-17.999999999995797,-106.00000000000608,112.99999999999955,-8.999999999992347,-219.99999999999886,,-239.99999999999355
2015.06.15,-17.999999999995797,-141.99999999999767,127.00000000000955,12.999999999996348,-366.9999999999902,,-386.9999999999778
2015.06.15,163.99999999999747,-113.00000000000753,234.99999999999943,41.000000000002146,-424.99999999998295,,-97.99999999999142
2015.06.15,151.9999999999966,-104.99999999999955,278.0000000000058,69.9999999999923,-423.9999999999782,,-28.99999999998306
2015.06.15,238.0000000000049,-26.0000000000149,295.0000000000017,113.99999999999189,-377.9999999999859,,242.99999999999773
2015.06.15,260.00000000000466,41.99999999998649,278.0000000000058,150.00000000000568,-251.99999999998113,,478.0000000000215
2015.06.15,260.00000000000466,28.999999999990145,278.99999999999636,126.0000000000039,-262.00000000000045,,431.99999999999454
2015.06.15,202.0000000000022,-42.0000000000087,284.000000000006,133.99999999998968,-337.99999999999386,,239.99999999999534
2015.06.15,195.00000000000074,-45.000000000006146,234.00000000000887,151.9999999999966,-326.9999999999982,,209.00000000000182
2015.06.15,183.99999999999528,-79.00000000000685,215.0000000000034,127.00000000001043,-342.9999999999893,,104.00000000001296
2015.06.15,192.00000000000327,-46.999999999997044,249.00000000000944,163.00000000000205,-349.9999999999943,,207.00000000002342
2015.06.15,192.99999999999872,-12.999999999996348,287.9999999999967,168.99999999999693,-319.9999999999932,,317.00000000000284
2015.06.15,222.99999999999542,100.99999999999554,293.99999999999693,174.99999999999181,-201.99999999999818,,590.9999999999816
2015.06.15,234.99999999999633,-32.0000000000098,159.00000000000603,72.99999999998974,-232.99999999997567,,202.0000000000066
2015.06.15,56.99999999999594,-212.99999999999653,192.00000000000728,25.00000000000835,-489.9999999999807,,-428.99999999996567
2015.06.15,9.999999999998899,-348.9999999999993,204.9999999999983,-5.999999999994898,-739.9999999999807,,-879.9999999999777
2015.06.15,92.99999999999864,-295.0000000000008,331.00000000000307,62.99999999999084,-729.9999999999898,,-537.999999999998
2015.06.15,-73.00000000000084,-461.0000000000003,320.0000000000074,127.99999999999478,-939.9999999999977,,-1025.9999999999966
2015.06.15,-24.000000000001798,-388.0000000000106,284.9999999999966,127.00000000001043,-780.0000000000011,,-780.0000000000065
2015.06.15,2.000000000002,-282.0000000000045,302.99999999999727,221.00000000000452,-689.9999999999977,,-445.9999999999984
2015.06.15,141.99999999999767,-175.00000000001404,358.0000000000041,307.99999999999716,-602.9999999999802,,30.00000000000466
2015.06.15,121.00000000000443,-175.99999999999838,381.0000000000002,339.0000000000004,-650.999999999982,,14.000000000024556
2015.06.15,195.00000000000074,-96.00000000000719,414.0000000000015,370.00000000000364,-546.999999999997,,336.0000000000016
2015.06.15,341.99999999999784,-96.00000000000719,427.0000000000067,331.999999999999,-554.000000000002,,450.9999999999943
2015.06.15,356.9999999999962,-121.99999999999989,353.9999999999992,350.9999999999902,-587.9999999999939,,351.9999999999918
2015.06.15,646.9999999999976,-119.00000000000244,292.0000000000016,200.00000000000017,-468.9999999999941,,551.000000000003
2015.06.15,531.0000000000036,-312.00000000000114,156.99999999999648,190.00000000000128,-519.9999999999818,,46.00000000001842
2015.06.15,656.9999999999965,-272.00000000000557,135.00000000000512,218.00000000000708,-467.9999999999893,,270.00000000001376
2015.06.15,597.0000000000031,-339.0000000000004,173.00000000000182,134.99999999999625,-566.0000000000025,,-1.8189894035458565e-12
2015.06.15,529.9999999999972,-314.00000000001427,159.9999999999966,100.99999999999554,-596.99999999998,,-120.000000000005
2015.06.15,529.9999999999972,-408.00000000000836,234.99999999999943,79.99999999999119,-808.9999999999975,,-372.0000000000181
2015.06.15,524.0000000000023,-432.0000000000102,248.00000000000466,160.00000000000458,-807.9999999999927,,-307.99999999999136
2015.06.15,519.9999999999983,-548.0000000000151,210.99999999999852,62.99999999999084,-866.9999999999902,,-621.0000000000177
2015.06.15,441.0000000000025,-661.0000000000005,218.00000000000352,1.999999999990898,-1161.9999999999777,,-1161.9999999999814
2015.06.15,368.9999999999971,-737.0000000000099,251.00000000000477,-82.99999999998863,-1181.999999999988,,-1381.9999999999845
2015.06.15,312.9999999999966,-704.0000000000157,254.0000000000049,-116.00000000000499,-1128.9999999999907,,-1382.00000000001
2015.06.15,350.00000000000585,-666.000000000011,266.00000000000534,-158.99999999999804,-1150.999999999982,,-1359.99999999998
2015.06.15,197.00000000000273,-622.0000000000115,222.99999999999898,-49.00000000001015,-992.999999999995,,-1244.000000000015
2015.06.15,134.99999999999625,-747.0000000000088,198.99999999999807,-21.00000000000435,-1143.999999999977,,-1577.999999999996
2015.06.15,-221.99999999999997,-805.0000000000113,176.00000000000193,-26.999999999999247,-1179.000000000002,,-2057.0000000000105
2015.06.15,-107.99999999999699,-756.0000000000011,191.0000000000025,-14.000000000002899,-1114.9999999999807,,-1801.9999999999793
2015.06.15,-116.00000000000499,-724.0000000000135,206.00000000000307,-65.00000000000395,-1078.000000000003,,-1777.0000000000223
