date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.08.27,-58.99999999999794,-150.00000000000568,-102.00000000000209,-97.9999999999981,-72.0000000000054,-143.99999999998857,-64.99999999999284,-56.0000000000005,-12.999999999996348,-217.0000000000005,-76.99999999999818,-11.999999999989797,-36.000000000001364,-79.9999999999983,-141.99999999999767,,-1322.9999999999732
2018.08.27,-98.99999999999353,-137.00000000000932,-86.0000000000083,-95.99999999999609,-156.00000000000057,-110.99999999999443,-33.9999999999896,-97.9999999999981,-4.999999999999449,-222.00000000001108,-66.0000000000025,66.99999999999484,-27.999999999991587,-156.0000000000059,-129.9999999999968,,-1357.0000000000025
2018.08.27,-100.00000000000009,-154.99999999999403,-41.000000000002146,-121.99999999999989,-166.99999999999494,-18.999999999991246,-45.99999999999049,-96.00000000000719,34.000000000000696,-209.00000000001472,-85.99999999998431,66.99999999999484,-51.9999999999925,-150.99999999999625,-149.99999999999457,,-1292.9999999999668
2018.08.27,-103.99999999999298,-148.99999999999915,-52.000000000007596,-124.99999999999733,-173.00000000000094,-14.999999999987246,-31.999999999998696,-95.00000000000064,41.9999999999976,-211.00000000000563,-69.99999999999318,112.000000000001,-43.99999999999693,-144.99999999999602,-146.00000000000168,,-1206.9999999999793
2018.08.27,-112.99999999999643,-185.99999999999727,-65.00000000000395,-126.99999999999933,-173.9999999999964,-36.999999999998145,-30.999999999992145,-94.00000000000519,53.999999999998494,-230.00000000001907,-123.99999999999523,147.00000000000824,-54.99999999999261,-153.0000000000058,-166.99999999999494,,-1354.99999999999
2018.08.27,-207.00000000000162,-285.00000000000193,-53.00000000001415,-229.99999999999687,-234.00000000000088,-75.99999999998718,-88.99999999999464,-111.00000000000554,60.99999999999994,-223.00000000001762,-377.00000000000955,127.00000000001043,-33.999999999991815,-236.0000000000042,-239.99999999999577,,-2207.0000000000114
2018.08.27,-156.00000000000057,-238.0000000000049,4.999999999988347,-207.99999999999707,-217.0000000000005,-43.999999999999595,-90.99999999999665,-117.00000000000044,100.00000000000009,-133.00000000000534,-295.99999999999227,129.00000000000134,27.000000000001023,-224.99999999999432,-217.0000000000005,,-1681.0000000000011
2018.08.27,-165.9999999999995,-246.99999999999721,20.999999999982144,-207.00000000000162,-217.99999999999596,-30.999999999981043,-76.99999999999375,-107.00000000000153,80.99999999999774,-168.0000000000126,-276.9999999999868,139.00000000000023,-27.999999999991587,-204.00000000000773,-209.9999999999991,,-1698.9999999999882
2018.08.27,-135.99999999999167,-194.99999999998963,-9.000000000014552,-161.99999999999548,-153.99999999999858,-13.999999999980695,-57.99999999999139,-58.99999999999794,75.00000000000284,-222.00000000001108,-118.99999999999977,106.00000000000608,-61.99999999999761,-102.00000000000387,-141.99999999999767,,-1252.999999999961
2018.08.27,-122.99999999999534,-164.00000000000858,-84.0000000000174,-87.99999999999919,-121.00000000000443,-34.99999999998504,1.0000000000065512,-48.99999999999905,63.00000000000195,-359.0000000000204,-81.99999999999363,232.00000000000998,-74.99999999998863,-81.00000000000307,-114.00000000000298,,-1078.9999999999993
2018.08.27,-146.99999999999713,-208.00000000000819,-52.000000000007596,-58.000000000002494,-149.99999999999457,-24.999999999986144,42.0000000000087,-53.999999999998494,78.99999999999574,-462.0000000000068,-74.99999999998863,343.00000000000443,-226.99999999998965,-39.00000000000148,-63.99999999999739,,-1096.9999999999698
2018.08.27,-131.99999999999878,-234.00000000000088,-85.00000000000173,-53.00000000000304,-131.99999999999878,-47.99999999998139,57.00000000000705,-43.00000000000415,12.999999999996348,-526.0000000000042,138.00000000000523,297.0000000000139,-290.9999999999968,49.99999999999716,-69.9999999999923,,-1058.9999999999625
2018.08.27,-136.99999999999824,-258.0000000000027,-46.999999999997044,-92.00000000000318,-165.00000000000404,-78.00000000000028,12.000000000000899,-72.0000000000054,12.999999999996348,-464.00000000001995,116.00000000001387,255.00000000000523,-212.99999999999386,-1.0000000000047748,-98.99999999999353,,-1230.0000000000068
2018.08.27,-123.99999999999079,-261.0000000000001,-41.000000000002146,-117.00000000000044,-192.99999999999872,-96.99999999999153,-19.999999999997797,-109.99999999999899,-7.9999999999968985,-395.000000000012,86.99999999998909,188.00000000001037,-180.99999999999739,-43.00000000000637,-117.99999999999588,,-1432.9999999999895
2018.08.27,-86.99999999999264,-207.00000000000162,-60.99999999999994,-58.99999999999794,-144.99999999999514,-111.99999999997878,-0.999999999995449,-89.00000000000574,0.0,-420.00000000002035,128.00000000001432,204.00000000000418,-191.99999999999307,3.0000000000001137,-78.00000000000028,,-1115.9999999999625
2018.08.27,-44.99999999999504,-181.00000000000892,-72.0000000000054,-44.99999999999504,-122.99999999999534,-146.99999999998602,-2.999999999997449,-104.00000000000409,-17.000000000000348,-453.0000000000145,125.0,221.00000000000452,-187.99999999998818,1.0000000000047748,-61.999999999995396,,-1092.9999999999766
2018.08.27,-5.999999999994898,-167.00000000000603,-68.00000000000139,-29.999999999996696,-119.00000000000244,-153.9999999999875,-17.000000000000348,-113.00000000000753,-34.99999999999615,-459.0000000000094,169.00000000001114,191.00000000000784,-173.99999999999238,-3.0000000000001137,-44.99999999999504,,-1029.999999999971
2018.08.27,-12.000000000000899,-161.99999999999548,-59.000000000009045,-21.00000000000435,-104.99999999999955,-142.99999999998204,-3.999999999992898,-92.99999999999864,-31.999999999998696,-460.000000000016,224.99999999999432,202.9999999999976,-208.99999999998897,51.9999999999925,-19.00000000000235,,-839.0000000000047
2018.08.27,-47.9999999999925,-182.99999999999983,-114.99999999999844,-46.999999999997044,-109.99999999999899,-128.99999999997914,-7.9999999999968985,-75.00000000000284,-60.00000000000449,-454.00000000002103,236.99999999999477,151.00000000001222,-244.99999999999034,72.00000000000273,-39.999999999995595,,-1053.9999999999675
2018.08.27,16.0000000000049,-90.99999999999665,-172.0000000000166,33.000000000005244,-41.000000000002146,-116.99999999998934,29.000000000001247,-46.999999999997044,-70.99999999999883,-548.0000000000151,372.99999999999045,161.99999999999548,-253.0000000000001,132.99999999999557,4.999999999999449,,-589.0000000000236
2018.08.27,-20.999999999993246,-58.000000000002494,-195.00000000001182,60.00000000000449,-12.999999999996348,-42.999999999993044,65.99999999999939,-13.00000000000745,-55.000000000005045,-509.00000000000387,340.0000000000034,188.9999999999947,-257.99999999999557,147.99999999999613,9.00000000000345,,-353.0000000000074
2018.08.27,-40.99999999999105,-106.99999999999044,-214.00000000000307,60.99999999999994,0.0,-54.99999999998284,92.00000000000318,20.999999999993246,-72.0000000000054,-608.0000000000085,294.00000000001114,255.00000000000523,-233.99999999999466,141.9999999999959,16.0000000000049,,-449.9999999999625
2018.08.27,-69.9999999999923,-109.00000000000354,-212.00000000001216,72.0000000000054,9.00000000000345,-56.99999999999594,114.00000000000298,34.000000000000696,-72.0000000000054,-631.0000000000038,157.0000000000107,304.00000000001535,-226.99999999998965,114.99999999999488,7.0000000000014495,,-565.9999999999678
2018.08.27,-91.99999999999208,-99.00000000000463,-191.00000000000784,70.0000000000034,7.9999999999968985,-9.999999999998899,139.00000000000023,63.00000000000195,-17.999999999995797,-630.0000000000194,134.9999999999909,371.99999999999454,-186.9999999999976,109.99999999999943,24.000000000001798,,-306.00000000002717
2018.08.27,-102.99999999999754,-79.99999999999119,-197.00000000000273,95.99999999999609,48.000000000003595,4.000000000004,157.00000000000713,88.99999999999464,-17.999999999995797,-644.0000000000001,153.99999999999636,411.0000000000058,-190.9999999999883,147.00000000000557,33.000000000005244,,-93.99999999995724
2018.08.27,-132.99999999999423,-106.00000000000608,-178.00000000001148,56.99999999999594,39.00000000000014,37.00000000002035,157.00000000000713,109.99999999999899,17.999999999995797,-599.0000000000161,104.00000000001342,368.00000000001273,-215.99999999999397,147.00000000000557,2.999999999997449,,-191.99999999997436
2018.08.27,-127.99999999999478,-106.99999999999044,-370.00000000000364,58.99999999999794,34.000000000000696,21.00000000000435,152.00000000000767,82.99999999999974,2.000000000002,-581.0000000000093,183.9999999999975,373.00000000000114,-344.99999999999886,170.99999999999227,-114.99999999999844,,-566.9999999999922
2018.08.27,-90.99999999999665,-96.99999999999153,-537.0000000000097,92.00000000000318,36.999999999998145,-31.999999999987594,156.00000000000057,92.99999999999864,-53.999999999998494,-648.0000000000041,230.99999999999454,354.0000000000099,-457.9999999999984,176.00000000000193,-198.99999999999363,,-976.9999999999732
