date,EURUSD,USDCAD,GBPCHF,EURCHF,GBPJPY,empty,sum
2019.10.07,-1.0000000000065512,-31.999999999987594,-2.0000000000131024,-28.999999999990145,0.0,,-63.99999999999739
2019.10.07,-30.0000000000189,-7.999999999985796,235.99999999999176,35.00000000000725,153.99999999999636,,386.9999999999907
2019.10.07,-13.000000000018552,-8.999999999992347,302.9999999999866,60.99999999999994,189.99999999999773,,531.9999999999734
2019.10.07,15.999999999993797,72.0000000000054,437.99999999998283,104.00000000001519,472.99999999998477,,1102.999999999982
2019.10.07,17.000000000000348,92.00000000000318,398.9999999999938,91.00000000001884,439.9999999999977,,1039.0000000000139
2019.10.07,22.999999999995246,121.00000000001555,408.9999999999927,69.00000000000794,444.9999999999932,,1067.0000000000045
2019.10.07,21.999999999988695,77.00000000001594,411.99999999999017,71.00000000002105,453.00000000000296,,1035.0000000000186
2019.10.07,58.99999999998684,53.00000000001415,455.99999999998977,160.00000000000458,388.9999999999816,,1116.9999999999768
2019.10.07,78.00000000000028,42.0000000000087,444.9999999999843,173.00000000000094,358.99999999998045,,1096.9999999999745
2019.10.07,70.99999999999883,0.0,408.9999999999927,166.00000000002169,400.99999999998204,,1046.9999999999955
2019.10.07,40.99999999997994,-48.99999999998794,426.9999999999996,183.00000000002203,412.9999999999825,,1014.9999999999961
2019.10.07,36.999999999998145,-35.999999999991594,452.99999999999227,199.00000000001583,415.9999999999968,,1069.0000000000114
2019.10.07,28.999999999990145,12.000000000012001,465.99999999998863,195.00000000001182,419.9999999999875,,1121.99999999999
2019.10.07,-11.00000000000545,-44.99999999998394,485.99999999998647,210.0000000000213,411.00000000000136,,1051.0000000000198
2019.10.07,-3.0000000000196536,-22.999999999995246,519.0000000000028,224.000000000002,430.9999999999832,,1147.9999999999732
2019.10.07,-1.0000000000065512,-9.999999999998899,542.9999999999824,233.00000000001654,498.9999999999952,,1263.9999999999886
2019.10.07,-12.000000000012001,-32.999999999994145,544.9999999999955,245.0000000000063,457.9999999999984,,1202.999999999994
2019.10.07,-13.000000000018552,-48.99999999998794,466.9999999999952,260.0000000000158,362.99999999999955,,1028.000000000004
2019.10.07,-42.0000000000087,-62.99999999999084,436.9999999999985,200.00000000000017,344.99999999999886,,876.999999999998
2019.10.07,-17.000000000000348,-86.99999999999264,316.99999999998954,132.00000000002098,356.9999999999993,,702.0000000000168
2019.10.07,-121.00000000001555,-98.99999999998244,207.99999999998596,52.000000000007596,231.99999999999932,,271.9999999999949
