,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['USDCHF', 'GBPUSD', 'EURUSD', 'NZDCAD']",80.0,0.8254,B
1,1,GBPUSD,10,"['AUDCAD', 'EURGBP', 'NZDCAD', 'CADCHF']",80.0,0.0444,B
2,2,EURUSD,10,"['AUDCAD', 'EURGBP', 'NZDCAD', 'CADCHF']",100.0,0.0376,B
3,3,USDJPY,10,"['AUDCAD', 'NZDJPY', 'CADJPY', 'NZDCHF']",100.0,0.4889,B
4,4,AUDUSD,10,['EURCHF'],80.0,-1.0,S
5,5,GBPCHF,10,"['NZDJPY', 'NZDCHF']",80.0,0.19610194444444418,B
6,6,EURCHF,10,"['NZDJPY', 'NZDCHF']",80.0,0.20803420634920516,B
7,7,CHFJPY,20,"['EURGBP', 'EURCAD', 'CADCHF', 'AUDNZD']",100.0,-0.0698,S
8,8,AUDCHF,10,"['GBPCHF', 'AUDCAD']",80.0,-0.8191,S
9,9,GBPCAD,15,"['AUDNZD', 'EURCAD', 'CHFJPY']",80.0,-0.4153,S
10,10,GBPAUD,50,"['EURCHF', 'AUDCAD', 'EURGBP', 'GBPCHF']",100.0,-0.5107474106449097,S
11,11,EURCAD,15,"['EURNZD', 'NZDUSD', 'EURCHF', 'AUDNZD']",100.0,-0.11755285714285717,S
12,12,EURAUD,10,['EURCHF'],80.0,1.0,B
13,13,EURNZD,10,"['NZDJPY', 'NZDCHF']",80.0,-0.19783107142857145,S
14,14,AUDJPY,10,['EURCAD'],80.0,0.33538829365079315,B
15,15,NZDJPY,15,['USDCHF'],80.0,0.7479540637140373,B
16,16,AUDCAD,10,['USDCAD'],80.0,-0.9616700000000005,S
