date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.21,-60.99999999999994,-312.00000000000114,-36.999999999998145,-29.999999999996696,-0.999999999995449,-48.99999999999905,0.0,-91.99999999999208,-9.999999999998899,0.0,-404.9999999999887,-29.999999999996696,-82.99999999998863,0.0,-235.99999999999176,-119.00000000000244,-37.99999999999359,-255.99999999998957,,-1758.9999999999327
2019.10.21,-116.00000000000499,-348.9999999999993,-106.99999999999044,-32.0000000000098,24.000000000001798,-34.99999999999615,-10.999999999983245,-110.99999999999443,6.0000000000060005,139.99999999999568,-458.9999999999872,392.9999999999989,-204.99999999998852,61.99999999998429,-185.99999999999727,-95.00000000000064,-10.999999999994348,-262.999999999991,,-1354.9999999999504
2019.10.21,-104.00000000000409,-733.0000000000059,-102.00000000000209,-70.99999999999883,-41.000000000002146,-38.0000000000047,14.000000000002899,-98.99999999999353,-21.999999999999797,146.99999999999713,-937.9999999999944,411.0000000000058,-123.99999999999079,-75.00000000000284,-269.00000000000813,-87.00000000000374,-21.999999999999797,-276.9999999999939,,-2429.999999999999
2019.10.21,-106.00000000000608,-594.99999999999,-82.99999999998863,-52.99999999999194,-14.000000000002899,-87.99999999999919,55.000000000005045,-83.9999999999952,21.00000000000435,261.0000000000001,-744.9999999999957,516.9999999999897,-82.99999999998863,-75.00000000000284,-174.00000000000747,-53.999999999998494,-87.99999999999919,-187.99999999998818,,-1575.9999999999552
2019.10.21,-98.0000000000092,-565.9999999999999,-86.99999999999264,-38.0000000000047,16.0000000000049,-129.9999999999968,39.999999999995595,-80.99999999999774,87.00000000000374,243.99999999999977,-743.0000000000048,489.0000000000061,-103.99999999999298,-39.00000000001125,-46.0000000000127,-60.99999999999994,-126.99999999999933,-92.99999999998754,,-1336.9999999999993
2019.10.21,-115.00000000000954,-557.0000000000075,-92.00000000000318,-38.0000000000047,14.999999999998348,-92.00000000000318,39.00000000001125,-85.99999999999719,84.0000000000063,266.999999999995,-731.9999999999993,611.9999999999903,-126.99999999998823,15.999999999993797,-2.0000000000131024,-58.000000000002494,-98.99999999999353,-123.99999999999079,,-1089.0000000000177
2019.10.21,-108.00000000000809,-492.9999999999879,-51.99999999998539,-11.00000000000545,40.00000000000669,-173.00000000000094,66.99999999999484,-157.99999999999147,95.00000000000064,218.99999999999142,-669.9999999999928,556.0000000000009,-113.99999999999189,48.99999999998794,-4.000000000004,-114.99999999999844,-171.99999999999437,-127.99999999999478,,-1171.9999999999727
2019.10.21,-153.00000000000313,-377.9999999999894,-32.999999999994145,-32.0000000000098,65.99999999999939,-200.00000000000017,131.99999999999878,-200.00000000000017,166.00000000001057,207.99999999999707,-506.0000000000064,537.9999999999941,-83.9999999999952,78.00000000000028,72.0000000000054,-156.99999999999602,-210.99999999999451,-108.99999999998133,,-802.9999999999646
2019.10.21,-175.00000000000293,-346.0000000000019,-51.99999999998539,-24.000000000001798,121.00000000000443,-241.00000000000233,138.0000000000159,-239.99999999999577,213.00000000000762,192.99999999999872,-499.9999999999893,628.0000000000064,-89.99999999999008,174.99999999999181,178.99999999999582,-198.99999999999363,-286.99999999999284,-95.999999999985,,-602.9999999999204
2019.10.21,-166.00000000001057,-395.99999999999636,-61.99999999998429,-55.99999999998939,112.000000000001,-241.99999999999778,137.00000000000932,-239.99999999999577,245.0000000000063,192.99999999999872,-489.99999999999045,672.9999999999902,-79.99999999999119,227.99999999998377,269.9999999999925,-200.99999999999562,-290.00000000000136,-69.9999999999923,,-434.9999999999634
2019.10.21,-156.00000000000057,-367.99999999999056,-39.999999999995595,-42.0000000000087,124.00000000000189,-299.00000000000483,151.00000000001222,-292.9999999999988,270.0000000000036,209.9999999999991,-486.999999999993,726.9999999999887,-50.99999999997884,227.99999999998377,343.99999999998875,-280.9999999999979,-375.9999999999986,-71.99999999998319,,-410.9999999999725
2019.10.21,-168.00000000000148,-442.9999999999934,-58.000000000002494,-32.0000000000098,168.99999999999693,-277.000000000005,146.00000000000168,-289.9999999999903,306.00000000000625,235.99999999999176,-564.9999999999933,900.9999999999962,-69.9999999999923,349.99999999998363,434.000000000001,-268.0000000000016,-342.9999999999933,-65.99999999998829,,-37.99999999999363
2019.10.21,-173.00000000000094,-436.9999999999985,-43.999999999999595,-29.999999999996696,131.00000000000333,-268.99999999999704,164.00000000000858,-278.00000000000045,277.000000000005,242.99999999999324,-560.9999999999893,763.9999999999869,-58.99999999998684,231.99999999998778,326.9999999999884,-253.0000000000032,-326.9999999999995,-56.99999999999594,,-349.9999999999948
