date,GBPUSD,USDJPY,USDCAD,NZDUSD,EURCHF,AUDCHF,GBPAUD,EURAUD,NZDJPY,AUDCAD,empty,sum
2015.08.31,-99.99999999998899,0.0,-42.999999999993044,-90.99999999999665,0.0,-204.99999999999963,-130.99999999997004,-39.999999999995595,-106.99999999999932,-16.0000000000049,,-732.9999999999482
2015.08.31,-102.00000000000209,12.000000000000455,-58.000000000002494,-56.0000000000005,49.99999999999449,-79.99999999999119,25.999999999992696,69.00000000000794,-51.9999999999925,73.00000000000084,,-117.99999999999234
2015.08.31,-90.99999999999665,49.000000000006594,-157.99999999999147,-222.99999999999542,174.99999999999181,-175.99999999999838,-632.9999999999725,-459.99999999999375,-387.00000000000045,-92.00000000000318,,-1995.9999999999532
2015.08.31,-18.0000000000069,246.00000000000932,-293.99999999999426,-297.9999999999983,289.9999999999903,-281.99999999999335,-835.9999999999701,-914.9999999999991,-560.0000000000023,-68.00000000000139,,-2734.999999999966
2015.08.31,-14.000000000002899,303.0000000000115,-279.99999999999136,-155.00000000000514,302.0000000000023,-256.99999999999613,-791.9999999999927,-778.9999999999964,-409.9999999999966,-18.0000000000069,,-2099.999999999974
2015.08.31,-1.0000000000065512,276.00000000001046,-336.00000000000296,-46.00000000000159,339.0000000000004,-288.9999999999948,-750.9999999999906,-927.9999999999955,-250.99999999999056,26.999999999999247,,-1959.9999999999725
2015.08.31,-7.0000000000014495,262.00000000000045,-337.99999999999386,-34.99999999999615,341.99999999999784,-337.99999999999386,-937.9999999999721,-1126.0000000000048,-237.99999999999955,-77.00000000000485,,-2492.999999999968
2015.08.31,89.00000000000574,385.0000000000051,-275.000000000003,-110.99999999999443,316.99999999998954,-398.9999999999938,-980.9999999999875,-1173.0000000000018,-441.0000000000025,-102.00000000000209,,-2690.999999999985
2015.08.31,96.00000000000719,329.9999999999983,-299.00000000000483,-480.99999999999807,344.99999999999534,-407.99999999999727,-956.0000000000013,-1137.9999999999945,-817.9999999999978,-40.00000000000669,,-3369.0
2015.08.31,150.00000000000568,391.00000000000534,-409.99999999999926,-424.00000000000216,428.9999999999905,-335.99999999999187,-1059.00000000001,-1184.9999999999916,-811.9999999999976,34.99999999999615,,-3220.999999999995
2015.08.31,170.00000000000347,368.0000000000092,-428.00000000000614,-524.9999999999977,507.9999999999973,-486.999999999993,-1357.9999999999704,-1583.9999999999854,-891.9999999999959,-53.00000000000304,,-4280.999999999941
2015.08.31,151.9999999999966,422.00000000001125,-357.99999999999164,-465.9999999999998,497.99999999999847,-427.99999999999505,-1157.9999999999923,-1393.999999999984,-820.999999999998,-28.000000000005798,,-3580.9999999999604
2015.08.31,123.00000000000644,506.0000000000002,-333.0000000000055,-397.99999999999835,465.99999999998863,-411.99999999999017,-999.9999999999786,-1358.999999999999,-792.9999999999922,4.999999999999449,,-3194.999999999969
2015.08.31,153.00000000000313,528.0000000000058,-347.9999999999928,-436.00000000000307,453.99999999999886,-407.99999999999727,-1013.9999999999816,-1327.999999999996,-862.9999999999995,30.999999999992145,,-3230.99999999997
2015.08.31,90.00000000001229,585.9999999999985,-350.9999999999902,-414.9999999999987,523.9999999999911,-411.99999999999017,-821.9999999999673,-1431.0000000000045,-876.9999999999953,66.99999999999484,,-3040.9999999999495
2015.08.31,165.9999999999995,556.0000000000116,-320.00000000000915,-393.9999999999944,540.9999999999915,-401.99999999999125,-803.9999999999825,-1451.9999999999866,-868.9999999999998,73.99999999999629,,-2903.9999999999645
2015.08.31,181.00000000000892,532.0000000000107,-296.0000000000074,-388.9999999999949,575.9999999999987,-390.99999999999693,-855.9999999999679,-1468.0000000000027,-834.0000000000032,63.99999999999739,,-2880.9999999999577
2015.08.31,133.00000000000534,472.999999999999,-259.9999999999936,-397.99999999999835,547.999999999993,-290.9999999999968,-633.9999999999791,-1173.0000000000018,-775.9999999999962,130.99999999999224,,-2246.9999999999764
