date,USDJPY,AUDCHF,NZDCHF,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.11.09,-63.00000000000239,-7.0000000000014495,-126.99999999999933,-70.99999999999883,-124.99999999999733,-24.000000000001798,,-417.0000000000012
2020.11.09,-114.00000000000432,47.9999999999925,-162.99999999999093,96.00000000000719,-53.00000000000304,89.00000000000574,,-96.99999999999287
2020.11.09,-77.00000000001239,81.9999999999932,-200.99999999999562,-97.9999999999981,-87.00000000000374,60.99999999999994,,-320.00000000001677
2020.11.09,-61.00000000000705,185.99999999999727,-219.99999999999798,-123.99999999999079,-91.00000000000774,73.99999999999629,,-236.00000000001
2020.11.09,-58.000000000006935,157.99999999999147,-235.99999999999176,-158.99999999999804,-89.00000000000574,18.999999999991246,,-365.0000000000197
2020.11.09,-32.00000000001069,117.00000000000044,-240.99999999999122,-121.99999999999989,-53.999999999998494,-63.99999999999739,,-395.99999999999727
2020.11.09,-22.00000000000557,122.99999999999534,-349.99999999999477,-431.99999999998795,-155.00000000000514,-133.00000000000534,,-969.0000000000034
2020.11.09,-13.00000000000523,151.00000000000114,-336.9999999999984,-378.999999999996,-124.99999999999733,-103.00000000000864,,-806.0000000000045
2020.11.09,0.0,186.99999999999272,-359.99999999999363,-445.99999999999085,-190.00000000000128,-158.99999999999804,,-967.9999999999911
2020.11.09,26.999999999986812,203.99999999999307,-381.99999999999346,-497.99999999999847,-189.00000000000583,-177.00000000000495,,-1015.0000000000227
2020.11.09,53.999999999987836,209.9999999999991,-383.0,-506.9999999999908,-185.00000000000182,-170.00000000000347,,-981.0000000000091
2020.11.09,62.99999999998818,242.99999999999324,-383.99999999999545,-503.99999999999335,-187.9999999999993,-137.00000000000932,,-907.000000000016
2020.11.09,37.9999999999967,258.9999999999981,-381.99999999999346,-532.9999999999835,-192.99999999999872,-114.0000000000141,,-924.999999999995
2020.11.09,85.99999999999852,282.99999999999994,-384.9999999999909,-539.999999999985,-194.0000000000053,-39.999999999995595,,-789.9999999999783
2020.11.09,128.99999999999068,280.00000000000244,-348.9999999999993,-455.99999999998977,-168.00000000000148,-16.000000000016,,-580.0000000000135
2020.11.09,159.9999999999966,307.99999999999716,-361.0000000000002,-551.9999999999969,-172.00000000000549,14.000000000002899,,-603.0000000000059
2020.11.09,183.9999999999975,264.999999999993,-362.99999999999113,-547.999999999993,-160.00000000000458,0.9999999999843467,,-621.0000000000139
2020.11.09,205.99999999998886,221.99999999999997,-317.9999999999961,-419.9999999999982,-182.00000000000438,-66.00000000001049,,-558.0000000000202
2020.11.09,175.99999999998772,217.0000000000005,-332.99999999999443,-459.99999999999375,-192.00000000000327,-62.000000000006494,,-654.0000000000097
2020.11.09,191.99999999999307,151.9999999999966,-315.9999999999941,-479.99999999999153,-143.9999999999997,-104.99999999999955,,-700.9999999999952
2020.11.09,153.99999999999636,173.00000000000094,-320.9999999999935,-509.99999999998823,-150.00000000000568,-100.99999999999554,,-754.9999999999858
2020.11.09,186.9999999999976,186.99999999999272,-349.99999999999477,-583.0000000000002,-170.99999999999892,-146.00000000000168,,-876.0000000000053
2020.11.09,227.99999999999443,171.99999999999437,-361.9999999999957,-705.0000000000001,-192.99999999999872,-178.99999999999582,,-1039.0000000000016
2020.11.09,303.99999999998784,134.99999999999625,-362.99999999999113,-625.9999999999932,-187.9999999999993,-222.00000000001108,,-960.0000000000107
2020.11.09,364.9999999999949,129.00000000000134,-372.99999999999,-591.9999999999925,-187.00000000000384,-209.9999999999991,,-867.9999999999892
2020.11.09,364.9999999999949,181.9999999999933,-365.99999999999966,-614.9999999999877,-179.00000000000693,-192.99999999999872,,-806.0000000000049
2020.11.09,349.9999999999943,157.99999999999147,-393.9999999999944,-702.9999999999869,-165.00000000000404,-215.99999999999397,,-969.9999999999935
2020.11.09,433.9999999999975,180.0000000000024,-645.999999999991,-1054.9999999999836,-302.0000000000023,-209.9999999999991,,-1598.9999999999761
2020.11.09,836.9999999999891,502.00000000000244,-670.9999999999993,-976.9999999999834,-285.9999999999974,28.999999999990145,,-565.9999999999984
2020.11.09,1074.9999999999886,613.9999999999924,-991.9999999999928,-1297.999999999999,-285.00000000000193,4.999999999988347,,-881.0000000000246
2020.11.09,1509.999999999991,966.9999999999957,-1221.9999999999898,-1566.0000000000007,-260.00000000000466,-117.99999999999588,,-689.0000000000047
2020.11.09,1497.0,1032.999999999995,-1162.9999999999918,-1281.9999999999832,-134.0000000000008,-97.9999999999981,,-146.99999999997888
2020.11.09,1439.9999999999977,1123.9999999999916,-1202.9999999999984,-1292.9999999999886,-187.9999999999993,-49.99999999999449,,-169.99999999999173
2020.11.09,1538.9999999999873,962.9999999999916,-1093.999999999995,-1049.9999999999955,-114.00000000000298,-73.00000000001194,,170.9999999999737
2020.11.09,1890.0000000000005,983.999999999996,-1266.999999999996,-1255.9999999999905,15.999999999993797,-24.000000000001798,,343.000000000002
2020.11.09,1969.9999999999989,1078.9999999999966,-1260.99999999999,-1618.9999999999927,21.999999999999797,-141.00000000001333,,49.999999999999204
2020.11.09,2086.999999999989,1061.000000000001,-1243.9999999999895,-1639.999999999997,34.000000000000696,-222.99999999999542,,75.00000000000867
2020.11.09,2224.9999999999945,1061.000000000001,-1266.999999999996,-1588.999999999996,102.99999999999754,-245.0000000000063,,287.9999999999948
2020.11.09,2081.9999999999936,1078.0000000000011,-1281.9999999999943,-1713.9999999999934,69.9999999999923,-248.00000000000378,,-14.000000000004661
2020.11.09,2105.9999999999945,1136.999999999999,-1329.999999999998,-1756.000000000002,22.999999999995246,-253.99999999999866,,-74.00000000000978
2020.11.09,2110.99999999999,1080.9999999999986,-1271.9999999999955,-1713.9999999999934,7.9999999999968985,-296.0000000000074,,-82.00000000001071
2020.11.09,2185.9999999999927,1064.9999999999936,-1266.999999999996,-1608.9999999999939,2.999999999997449,-292.00000000000335,,85.99999999999068
2020.11.09,2077.9999999999886,1095.0000000000016,-1327.999999999996,-1690.999999999998,-113.00000000000753,-300.00000000001137,,-259.00000000002274
2020.11.09,2081.9999999999936,1112.9999999999973,-1460.99999999999,-1966.0000000000011,-285.9999999999974,-401.00000000000693,,-919.0000000000045
2020.11.09,2072.999999999993,1214.9999999999993,-1519.999999999999,-2008.999999999994,-379.0000000000071,-415.0000000000098,,-1035.0000000000173
2020.11.09,1993.9999999999998,1207.999999999998,-1501.9999999999923,-1957.9999999999932,-343.9999999999999,-409.0000000000149,,-1011.0000000000025
2020.11.09,2050.9999999999877,1174.9999999999927,-1438.9999999999902,-1922.999999999986,-353.99999999999875,-446.9999999999974,,-936.9999999999918
2020.11.09,2059.999999999988,1190.9999999999977,-1437.9999999999948,-1930.9999999999939,-317.0000000000006,-405.9999999999952,,-840.9999999999986
2020.11.10,1991.9999999999902,1056.0000000000014,-1363.9999999999986,-1993.9999999999848,-231.0000000000034,-432.0000000000102,,-973.0000000000052
2020.11.10,1948.9999999999982,1037.9999999999945,-1381.9999999999943,-1849.9999999999961,-158.0000000000026,-455.0000000000054,,-858.0000000000057
2020.11.10,1923.9999999999923,1105.0000000000005,-1407.9999999999982,-1868.000000000003,-289.0000000000059,-446.9999999999974,,-983.0000000000117
2020.11.10,1783.9999999999918,1079.999999999992,-1422.9999999999966,-1895.9999999999866,-329.00000000000153,-468.00000000000176,,-1252.000000000003
2020.11.10,1798.9999999999923,1092.9999999999995,-1456.9999999999973,-1925.9999999999832,-343.9999999999999,-441.0000000000025,,-1275.999999999991
2020.11.10,1815.9999999999882,1093.999999999995,-1433.999999999991,-1947.999999999994,-363.0000000000022,-489.0000000000061,,-1324.0000000000102
2020.11.10,1625.0,1105.999999999996,-1427.0000000000005,-1970.9999999999895,-380.00000000000256,-499.000000000005,,-1546.0000000000016
2020.11.10,1615.9999999999995,1051.9999999999973,-1389.9999999999911,-1854.9999999999845,-367.0000000000062,-510.00000000001046,,-1453.9999999999955
2020.11.10,1541.9999999999873,1066.9999999999957,-1427.999999999996,-1910.9999999999961,-441.99999999999795,-550.000000000006,,-1722.0000000000132
2020.11.10,1549.9999999999973,1090.9999999999975,-1464.999999999994,-2006.9999999999811,-499.000000000005,-574.0000000000078,,-1903.9999999999936
2020.11.10,1523.9999999999868,1049.0,-1445.9999999999918,-2027.000000000001,-490.00000000000153,-571.9999999999948,,-1962.0000000000023
2020.11.10,1543.9999999999968,1030.999999999993,-1389.9999999999911,-1875.9999999999889,-402.00000000000233,-557.0000000000075,,-1649.9999999999998
2020.11.10,1641.999999999996,1059.9999999999943,-1425.9999999999939,-1884.9999999999811,-450.00000000000597,-578.0000000000118,,-1637.0000000000027
2020.11.10,1615.9999999999995,1095.999999999997,-1437.9999999999948,-1882.9999999999902,-433.0000000000056,-571.0000000000103,,-1613.0000000000045
2020.11.10,1628.9999999999907,1105.0000000000005,-1444.9999999999964,-1918.9999999999818,-439.0000000000005,-546.000000000002,,-1614.9999999999898
2020.11.10,1611.9999999999948,1108.9999999999934,-1441.9999999999989,-1888.0000000000007,-414.00000000000324,-533.0000000000057,,-1556.0000000000202
2020.11.10,1652.9999999999916,1120.9999999999943,-1446.9999999999982,-1868.9999999999873,-429.99999999999704,-523.0000000000068,,-1495.0000000000034
2020.11.10,1695.999999999998,1142.999999999994,-1490.999999999998,-1973.0000000000025,-404.99999999999983,-517.9999999999962,,-1548.0000000000045
2020.11.10,1753.0,1219.9999999999989,-1501.9999999999923,-1987.9999999999898,-406.00000000000637,-480.00000000001376,,-1403.0000000000032
2020.11.10,1698.9999999999982,1090.000000000002,-1486.9999999999939,-1956.0000000000023,-412.00000000000125,-470.9999999999992,,-1536.9999999999964
2020.11.10,1668.9999999999968,1085.9999999999982,-1467.9999999999916,-1993.0000000000002,-451.0000000000014,-463.9999999999977,,-1620.999999999996
2020.11.10,1688.999999999993,1163.9999999999984,-1440.9999999999923,-1779.9999999999816,-472.00000000000574,-451.0000000000014,,-1290.9999999999895
2020.11.10,1740.9999999999995,1176.9999999999948,-1479.9999999999925,-1936.9999999999886,-448.9999999999994,-461.0000000000003,,-1408.9999999999861
2020.11.10,1873.9999999999952,1229.0000000000023,-1679.9999999999927,-2230.999999999983,-417.0000000000007,-441.0000000000025,,-1665.9999999999818
2020.11.10,2010.9999999999957,1373.9999999999975,-1741.999999999999,-2325.9999999999836,-492.999999999999,-512.0000000000014,,-1687.99999999999
2020.11.10,2059.999999999988,1398.9999999999948,-1763.9999999999989,-2472.999999999992,-522.0000000000002,-541.0000000000136,,-1841.0000000000218
2020.11.10,1944.9999999999932,1339.9999999999968,-1672.9999999999911,-2400.9999999999864,-497.000000000003,-541.0000000000136,,-1827.000000000004
2020.11.10,1887.0000000000005,1325.9999999999939,-1703.9999999999943,-2451.9999999999877,-536.9999999999986,-544.0000000000111,,-2023.9999999999973
2020.11.10,1858.9999999999945,1341.9999999999986,-1706.9999999999918,-2467.9999999999814,-563.0000000000024,-540.0000000000072,,-2076.9999999999895
2020.11.10,1893.9999999999914,1305.9999999999961,-1629.9999999999982,-2271.999999999985,-590.0000000000016,-529.0000000000017,,-1820.999999999999
2020.11.10,1937.9999999999882,1169.9999999999932,-1647.9999999999939,-2149.9999999999854,-548.9999999999995,-649.0000000000107,,-1888.0000000000082
2020.11.10,1908.9999999999918,1156.0000000000014,-1604.9999999999898,-1983.9999999999857,-492.0000000000035,-663.999999999998,,-1679.9999999999836
2020.11.10,1897.9999999999961,1105.999999999996,-1502.9999999999989,-1874.9999999999823,-406.00000000000637,-561.0000000000115,,-1341.0000000000073
2020.11.10,1982.99999999999,1083.0000000000007,-1444.9999999999964,-1732.0000000000002,-324.9999999999975,-522.0000000000002,,-958.0000000000034
2020.11.10,1914.999999999992,1091.999999999993,-1427.999999999996,-1659.9999999999948,-309.0000000000037,-531.9999999999991,,-922.0000000000084
2020.11.10,1879.9999999999955,1069.9999999999932,-1437.9999999999948,-1717.9999999999973,-348.9999999999993,-568.9999999999973,,-1124.0
2020.11.10,1882.9999999999955,1083.9999999999961,-1395.9999999999973,-1827.9999999999852,-294.00000000000534,-485.0000000000021,,-1035.9999999999982
2020.11.10,1966.9999999999986,1090.9999999999975,-1421.99999999999,-1933.9999999999914,-272.00000000000557,-480.00000000001376,,-1050.0000000000043
2020.11.10,2015.0000000000005,1144.0000000000007,-1489.9999999999914,-1890.9999999999982,-292.00000000000335,-421.0000000000047,,-934.9999999999968
2020.11.10,1960.9999999999986,1231.9999999999998,-1517.999999999997,-1964.9999999999945,-385.99999999999744,-439.99999999999596,,-1115.9999999999868
2020.11.10,1982.99999999999,1190.0000000000023,-1478.999999999997,-1879.9999999999927,-353.99999999999875,-452.00000000000796,,-992.0000000000042
2020.11.10,1998.9999999999952,1171.9999999999952,-1471.0,-1827.000000000001,-282.0000000000045,-445.0000000000065,,-854.0000000000214
2020.11.10,1994.9999999999905,1242.999999999994,-1569.9999999999936,-1958.9999999999995,-402.9999999999978,-506.0000000000064,,-1200.0000000000127
2020.11.10,1973.9999999999895,1281.9999999999943,-1574.9999999999932,-1970.9999999999895,-417.0000000000007,-490.0000000000126,,-1197.0000000000123
2020.11.10,1987.9999999999995,1275.9999999999993,-1549.999999999996,-1964.9999999999945,-446.9999999999974,-441.0000000000025,,-1138.9999999999914
2020.11.10,1987.9999999999995,1266.0000000000005,-1540.9999999999923,-1966.0000000000011,-497.99999999999847,-443.99999999999994,,-1194.9999999999918
2020.11.10,1964.999999999989,1306.9999999999916,-1581.9999999999945,-2037.0,-538.0000000000051,-453.0000000000145,,-1338.0000000000332
2020.11.10,1927.9999999999973,1340.9999999999923,-1591.9999999999934,-2137.9999999999955,-575.0000000000033,-489.0000000000061,,-1525.0000000000089
2020.11.11,1947.9999999999932,1207.999999999998,-1534.9999999999975,-2254.0000000000005,-492.0000000000035,-544.9999999999955,,-1670.000000000006
2020.11.11,1951.9999999999982,1249.0,-1559.9999999999948,-2052.9999999999936,-541.0000000000026,-466.9999999999952,,-1419.9999999999882
2020.11.11,1946.9999999999886,1312.000000000002,-1614.9999999999998,-2062.9999999999927,-570.9999999999993,-462.0000000000068,,-1452.0000000000077
2020.11.11,1944.9999999999932,1319.9999999999989,-1580.999999999999,-1986.9999999999832,-555.0000000000055,-456.9999999999963,,-1314.9999999999923
2020.11.11,1812.9999999999882,1296.9999999999925,-1577.9999999999905,-1979.9999999999818,-580.9999999999982,-495.000000000001,,-1523.9999999999905
2020.11.11,1814.9999999999977,1261.9999999999964,-1584.999999999992,-2028.9999999999918,-614.0000000000034,-514.9999999999987,,-1665.9999999999918
2020.11.11,1760.9999999999957,1249.9999999999955,-1671.0000000000002,-2313.9999999999936,-748.0000000000042,-602.0000000000136,,-2324.000000000021
2020.11.11,1707.9999999999984,1291.9999999999932,-1845.999999999992,-2794.999999999992,-946.9999999999978,-882.000000000005,,-3469.999999999995
2020.11.11,1777.9999999999916,1283.9999999999964,-2001.9999999999927,-3197.9999999999895,-1126.0000000000048,-1102.000000000003,,-4366.000000000002
2020.11.11,1812.9999999999882,1349.0000000000002,-2001.9999999999927,-3213.9999999999836,-1109.0000000000043,-1085.0000000000027,,-4247.999999999995
2020.11.11,1763.999999999996,1437.9999999999948,-2179.999999999993,-3631.999999999991,-1424.9999999999984,-1124.0000000000139,,-5159.0000000000055
2020.11.11,1766.999999999996,1524.9999999999986,-2147.9999999999945,-3517.999999999999,-1363.9999999999986,-1085.0000000000027,,-4823.0
2020.11.11,1777.9999999999916,1500.9999999999968,-2087.99999999999,-3378.9999999999986,-1271.0,-1009.9999999999998,,-4469.0
