date,USDJPY,AUDCHF,NZDCHF,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.11.09,-45.000000000001705,102.00000000000209,-22.999999999995246,112.000000000001,-43.999999999999595,97.9999999999981,,200.00000000000463
2020.11.09,-31.00000000000591,141.99999999999767,-125.99999999999278,128.000000000017,-36.999999999998145,126.0000000000039,,202.0000000000217
2020.11.09,-60.000000000002274,220.99999999999343,-200.99999999999562,-83.9999999999952,-85.99999999999719,106.99999999999044,,-103.00000000000641
2020.11.09,-40.00000000000625,219.99999999999798,-195.9999999999962,-21.999999999988695,-36.0000000000027,119.99999999998678,,45.99999999999093
2020.11.09,-8.000000000009777,169.99999999999238,-202.9999999999976,-21.999999999988695,-19.999999999997797,29.999999999996696,,-53.00000000000481
2020.11.09,41.99999999998738,124.00000000000189,-202.9999999999976,-17.000000000000348,-4.000000000004,-48.000000000003595,,-106.0000000000163
2020.11.09,15.999999999991132,219.99999999999798,-312.9999999999966,-308.9999999999815,-104.00000000000409,-82.00000000000429,,-571.9999999999974
2020.11.09,32.99999999998704,236.99999999999832,-302.9999999999977,-292.9999999999877,-85.00000000000173,-39.00000000001125,,-450.0000000000131
2020.11.09,36.99999999999193,219.99999999999798,-348.9999999999993,-404.9999999999887,-167.00000000000603,-151.9999999999966,,-816.0000000000007
2020.11.09,97.99999999999898,236.99999999999832,-374.999999999992,-479.99999999999153,-177.00000000000495,-158.99999999999804,,-855.9999999999892
2020.11.09,96.9999999999942,266.999999999995,-381.99999999999346,-502.00000000000244,-184.00000000000637,-130.0000000000079,,-834.0000000000209
2020.11.09,67.99999999999784,263.0000000000021,-361.9999999999957,-466.9999999999952,-151.00000000000114,-104.00000000001519,,-753.0000000000073
2020.11.09,98.99999999998954,320.9999999999935,-380.999999999998,-531.9999999999991,-190.00000000000128,-39.999999999995595,,-723.0000000000109
2020.11.09,167.99999999999216,291.99999999999227,-332.99999999999443,-429.99999999999704,-128.00000000000588,-9.000000000014552,,-440.0000000000275
2020.11.09,182.99999999999272,317.9999999999961,-342.9999999999933,-430.9999999999814,-158.0000000000026,24.000000000001798,,-406.9999999999867
2020.11.09,242.999999999995,352.9999999999922,-351.99999999999676,-547.999999999993,-130.0000000000079,65.00000000000395,,-369.00000000000637
