date,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.14,47.99999999998139,9.000000000000341,-4.000000000004,21.999999999999797,77.00000000001594,-31.000000000003247,150.00000000000568,-15.999999999993797,58.99999999999794,71.99999999999429,-20.000000000010232,-59.99999999999339,145.99999999997948,-45.99999999999227,-80.00000000001339,104.99999999999955,44.00000000001114,-19.99999999999602,-39.00000000000014,6.0000000000060005,15.999999999993797,,437.9999999999789
2019.01.14,73.99999999999629,7.999999999995566,0.0,19.999999999997797,30.0000000000189,-22.0000000000109,192.00000000000728,-36.999999999998145,85.99999999999719,24.000000000001798,-99.99999999999432,-160.00000000000458,280.9999999999979,-82.99999999999841,-119.00000000000244,185.99999999999727,56.000000000011596,-13.00000000000523,-25.00000000000835,9.00000000000345,35.999999999991594,,442.99999999999426
2019.01.14,21.999999999988695,78.00000000000296,71.99999999999429,17.000000000000348,-70.99999999999883,-46.0000000000127,72.00000000000273,-15.999999999993797,109.99999999999899,0.999999999995449,-30.000000000001137,-275.000000000003,500.9999999999959,59.00000000001171,-143.00000000000423,129.00000000000134,-36.99999999999193,117.00000000000443,14.999999999998348,-46.999999999997044,-53.999999999998494,,473.999999999994
2019.01.14,23.999999999979593,58.9999999999975,81.9999999999932,54.999999999993946,64.0000000000196,-42.0000000000087,94.99999999999886,-24.000000000001798,119.00000000000244,95.00000000000064,85.99999999998431,-116.99999999998934,342.9999999999822,36.000000000001364,-159.00000000002024,228.00000000000597,-28.999999999996362,114.00000000000432,19.999999999997797,-4.999999999999449,-8.000000000008,,1035.9999999999377
2019.01.14,68.99999999998573,67.00000000000728,20.999999999993246,7.9999999999968985,50.0000000000167,-82.00000000000429,90.00000000000341,-8.999999999992347,61.999999999995396,112.99999999999643,72.00000000000273,-106.00000000000608,220.99999999998232,0.0,-186.0000000000195,178.99999999999582,-18.000000000000682,54.000000000002046,-39.00000000000014,-47.9999999999925,11.00000000000545,,528.9999999999679
2019.01.14,53.999999999998494,70.99999999999795,-9.00000000000345,-19.999999999997797,22.0000000000109,-70.99999999999883,85.00000000000796,6.0000000000060005,31.000000000003247,85.00000000000173,50.99999999998772,-109.00000000000354,180.99999999998673,19.000000000005457,-137.00000000000932,93.99999999999409,-4.9999999999954525,24.999999999991473,-60.00000000000449,-65.99999999999939,12.999999999996348,,259.9999999999759
2019.01.14,122.99999999998423,96.00000000000364,-49.00000000001015,-53.00000000000304,75.00000000000284,-112.000000000001,85.00000000000796,19.00000000000235,7.9999999999968985,151.9999999999966,108.00000000000409,-5.000000000010552,43.999999999999595,-25.99999999999625,-167.00000000000603,113.99999999999189,8.000000000009777,-1.9999999999953388,-76.0000000000094,-73.99999999999629,22.0000000000109,,289.9999999999827
2019.01.14,185.99999999999727,307.00000000000216,-6.0000000000060005,-7.0000000000014495,111.00000000001664,-79.00000000000685,-37.9999999999967,-42.999999999993044,108.99999999999244,151.00000000000114,302.99999999999727,-96.00000000000719,250.99999999997902,146.0000000000008,-248.00000000000378,326.0000000000041,-147.99999999999613,194.99999999999318,-18.0000000000069,-12.000000000000899,29.999999999996696,,1419.9999999999616
2019.01.14,187.99999999998818,292.0000000000016,18.999999999991246,-31.999999999998696,121.00000000001555,-72.0000000000054,-15.000000000000568,-66.99999999999484,139.00000000000023,153.99999999999858,281.99999999998226,-140.0000000000068,309.99999999998806,129.0000000000049,-290.00000000001245,259.0000000000092,-159.9999999999966,212.99999999999386,-9.00000000000345,-69.9999999999923,-45.99999999999049,,1204.9999999999725
2019.01.14,92.99999999998754,281.0000000000059,151.9999999999966,88.99999999999464,188.00000000001037,-40.0000000000178,-61.99999999999761,-86.99999999999264,234.00000000000088,173.9999999999964,414.99999999999204,-93.99999999999409,459.99999999999375,217.00000000001296,-286.00000000000847,424.00000000000216,-213.99999999999864,349.00000000000375,94.99999999998954,21.999999999999797,-52.99999999999194,,2356.9999999999854
2019.01.14,97.9999999999981,400.99999999999625,248.99999999999923,161.99999999999548,182.99999999999983,-39.00000000001125,-176.9999999999925,-156.99999999999602,332.99999999999443,175.99999999999838,566.0000000000025,-255.99999999998957,702.9999999999869,349.00000000000375,-426.9999999999996,601.9999999999915,-378.0000000000001,539.999999999992,134.99999999999625,35.00000000000725,-87.99999999999919,,3009.9999999999736
2019.01.14,112.99999999998533,358.0000000000041,218.99999999999142,156.00000000000057,181.00000000000892,-66.00000000001049,-149.0000000000009,-121.99999999999989,292.9999999999988,193.99999999999417,518.0000000000007,-190.00000000000128,612.9999999999969,285.0000000000108,-397.0000000000029,612.9999999999969,-319.9999999999932,477.00000000000387,126.99999999999933,57.00000000000705,-49.00000000001015,,2910.99999999998
2019.01.14,174.99999999999181,378.0000000000001,209.9999999999991,168.00000000000148,138.0000000000159,-111.00000000001664,-149.0000000000009,-121.99999999999989,297.00000000000284,195.9999999999962,472.99999999998477,-245.99999999999068,684.9999999999801,239.00000000000432,-452.00000000000796,733.9999999999902,-318.9999999999884,483.0000000000041,131.99999999999878,90.0000000000012,-17.000000000000348,,2981.9999999999654
2019.01.14,186.99999999998164,394.999999999996,253.99999999999866,195.00000000000074,208.00000000000819,-114.0000000000141,-159.9999999999966,-131.99999999999878,343.9999999999999,249.99999999999466,566.0000000000025,-171.00000000001003,703.9999999999935,248.00000000000466,-475.0000000000032,821.9999999999894,-337.99999999999386,539.999999999992,182.99999999999983,119.00000000000244,-41.000000000002146,,3583.9999999999454
2019.01.14,187.99999999998818,393.0000000000007,234.99999999999633,187.9999999999993,202.00000000001327,-120.00000000000898,-161.99999999999193,-118.99999999999133,322.00000000000006,249.99999999999466,560.9999999999786,-150.00000000000568,656.9999999999965,244.00000000001398,-456.00000000001194,797.0000000000033,-325.9999999999934,521.0000000000008,170.99999999999892,121.99999999999989,-21.999999999988695,,3495.999999999993
2019.01.14,210.99999999998343,403.0000000000058,248.99999999999923,176.99999999999383,130.0000000000079,-141.00000000001333,-171.99999999999704,-117.99999999999588,339.99999999999585,219.99999999999798,497.99999999999045,-241.00000000000233,794.9999999999901,230.00000000000398,-487.0000000000152,804.9999999999891,-331.99999999999363,543.9999999999969,193.99999999999417,109.00000000000354,-63.99999999999739,,3349.9999999999377
2019.01.14,177.99999999998929,427.99999999999727,303.9999999999932,244.99999999999523,228.00000000000597,-99.00000000000463,-186.9999999999976,-181.9999999999933,397.0000000000029,248.99999999999923,618.9999999999998,-265.0000000000041,816.9999999999789,296.0000000000065,-558.0000000000141,922.0000000000006,-411.9999999999919,618.9999999999998,191.99999999999218,131.00000000000333,-36.999999999998145,,3884.99999999996
