date,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.14,-1.0000000000065512,-37.00000000000614,-18.0000000000069,-45.000000000006146,-98.99999999998244,-148.00000000001478,-24.00000000000091,-104.99999999999955,-19.999999999997797,-7.9999999999968985,-54.000000000002046,-92.00000000000318,0.0,-86.99999999998909,-136.00000000000279,-85.00000000000173,0.0,-49.000000000006594,-46.00000000000159,-25.999999999992696,-68.00000000000139,,-1148.000000000019
2019.01.14,36.999999999998145,-39.00000000000148,-7.0000000000014495,-4.999999999999449,-61.99999999998429,-99.00000000000463,108.00000000000409,-36.999999999998145,32.999999999994145,-9.00000000000345,-145.00000000001023,-171.99999999999437,140.99999999999113,-96.9999999999942,-123.00000000000644,79.99999999999119,39.00000000000148,-46.00000000000648,-39.00000000000014,-5.999999999994898,-5.999999999994898,,-454.0000000000143
2019.01.14,21.999999999988695,4.0000000000048885,-8.000000000008,-33.000000000005244,-85.00000000000173,-111.00000000001664,64.00000000000716,-39.999999999995595,19.999999999997797,0.0,-151.00000000001046,-279.99999999999136,258.99999999998704,-110.99999999999,-211.00000000000563,92.00000000000318,-49.99999999999716,-24.00000000000091,-71.00000000000995,-73.00000000000084,-69.9999999999923,,-857.000000000037
2019.01.14,21.999999999988695,31.00000000000591,18.999999999991246,-19.00000000000235,-73.99999999999629,-85.00000000000173,65.00000000001194,-27.999999999994696,56.99999999999594,-2.000000000002,-38.000000000010914,-282.0000000000045,270.99999999999903,-3.9999999999906777,-171.00000000001003,75.00000000000284,-46.999999999997044,45.000000000001705,-38.0000000000047,-80.99999999999774,-65.00000000000395,,-349.0000000000193
2019.01.14,22.999999999995246,28.999999999996362,6.999999999990347,-13.00000000000745,9.999999999998899,-82.00000000000429,73.0000000000075,-32.999999999994145,44.99999999999504,81.9999999999932,6.000000000000227,-165.9999999999995,184.99999999999073,-49.99999999999716,-205.00000000001074,99.00000000000463,-30.000000000001137,19.99999999999602,-60.99999999999994,-73.99999999999629,-35.00000000000725,,-170.0000000000497
2019.01.14,47.99999999998139,48.00000000000182,-30.000000000007798,-26.000000000003798,-4.999999999988347,-104.99999999999955,70.00000000000739,-10.999999999994348,14.000000000002899,71.99999999999429,13.999999999981583,-150.00000000000568,151.9999999999966,-32.99999999998704,-192.00000000001438,90.99999999999665,-21.99999999999136,1.0000000000047748,-80.00000000000229,-73.00000000000084,-7.0000000000014495,,-224.00000000002953
2019.01.14,52.99999999999194,64.00000000000716,-71.00000000000995,-67.00000000000594,20.000000000020002,-113.00000000000753,71.00000000001216,-13.999999999991797,-17.000000000000348,81.9999999999932,36.99999999997772,-136.00000000000279,-20.000000000020002,-28.999999999996362,-192.99999999999872,46.999999999997044,-24.999999999991473,-34.000000000006025,-107.00000000000153,-96.99999999999153,-11.999999999989797,,-561.0000000000146
2019.01.14,114.99999999999844,90.99999999999397,-83.00000000001084,-84.0000000000063,28.000000000005798,-129.00000000000134,-75.9999999999934,-52.99999999999194,-24.999999999997247,112.99999999999643,90.00000000000341,-147.00000000000824,-32.0000000000098,-46.999999999997044,-270.00000000001467,58.000000000002494,-179.9999999999926,-37.9999999999967,-104.00000000000409,-104.99999999999955,-18.0000000000069,,-896.0000000000301
2019.01.14,148.99999999999915,251.00000000000477,-25.00000000000835,-48.99999999999905,85.00000000000173,-90.99999999999665,-36.99999999999193,-69.9999999999923,90.0000000000012,132.99999999999423,225.9999999999991,-144.0000000000108,225.99999999999287,81.00000000000307,-303.0000000000088,225.00000000000853,-176.9999999999925,155.9999999999917,-42.0000000000087,-81.9999999999932,-52.000000000007596,,549.9999999999865
2019.01.14,91.99999999998099,269.00000000000546,16.999999999989246,-39.00000000000014,120.00000000000898,-79.00000000000685,-75.9999999999934,-90.0000000000012,139.00000000000023,146.00000000000168,281.99999999998226,-140.99999999999113,258.99999999998704,128.0000000000001,-297.0000000000139,221.00000000000452,-219.99999999999886,213.99999999999864,-10.000000000010001,-86.99999999999264,-100.99999999999554,,746.9999999999554
2019.01.14,87.99999999999919,275.99999999999625,151.9999999999966,86.99999999999264,145.00000000001734,-66.00000000001049,-210.99999999999852,-175.99999999999838,234.00000000000088,156.99999999999602,379.99999999999545,-320.00000000000915,458.9999999999872,204.00000000000773,-497.0000000000141,421.0000000000047,-411.00000000000136,347.999999999999,92.99999999999864,-7.9999999999968985,-150.00000000000568,,1204.9999999999575
2019.01.14,87.99999999999919,355.000000000004,215.99999999999397,153.00000000000313,161.00000000001114,-67.00000000001705,-197.9999999999933,-157.99999999999147,292.9999999999988,170.99999999999892,509.9999999999909,-263.99999999999756,600.9999999999849,280.00000000000114,-441.0000000000025,591.9999999999925,-391.9999999999959,471.9999999999942,115.99999999999389,29.000000000001247,-110.00000000001009,,2406.99999999996
2019.01.14,112.000000000001,355.000000000004,198.99999999999363,146.99999999999713,125.00000000001954,-114.99999999999844,-183.9999999999975,-142.99999999999312,278.9999999999959,176.99999999999383,449.99999999998863,-256.99999999999613,600.9999999999849,222.0000000000084,-457.00000000001853,600.0000000000006,-358.99999999999466,459.0000000000032,100.00000000000009,45.000000000006146,-48.000000000003595,,2307.9999999999955
