date,GBPUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURAUD,CADJPY,empty,sum
2021.09.20,0.0,-33.00000000000125,-114.0000000000141,-2.999999999997449,-424.99999999998647,-174.00000000000747,-24.999999999991473,-44.99999999999504,-165.00000000000404,0.0,-72.0000000000054,-24.00000000000091,,-1080.0000000000036
2021.09.20,11.00000000000545,-18.000000000000682,-87.00000000001484,-0.999999999995449,-319.999999999987,-180.0000000000024,37.00000000000614,-145.9999999999906,-161.00000000000003,63.99999999999295,-106.00000000000608,-4.0000000000048885,,-910.9999999999974
2021.09.20,-18.0000000000069,26.00000000001046,-205.00000000001074,-71.99999999999429,-169.99999999998127,-252.0000000000078,37.9999999999967,-115.99999999999389,-175.00000000000293,20.999999999986585,-113.99999999999189,33.999999999991815,,-1003.0000000000041
2021.09.20,-19.999999999997797,37.00000000000614,-239.00000000001143,-76.99999999999375,-63.99999999999739,-232.00000000000998,64.00000000000716,-70.99999999999883,-197.00000000000273,58.9999999999975,-43.999999999999595,-15.000000000000568,,-799.0000000000013
2021.09.20,-11.00000000000545,70.00000000000739,-165.9999999999995,-23.999999999990695,-52.99999999999194,-229.99999999999687,102.00000000000387,-82.99999999999974,-200.00000000000017,102.00000000000387,-31.000000000003247,40.99999999999682,,-482.9999999999758
2021.09.20,2.0000000000131024,76.00000000000762,-148.99999999999915,2.000000000002,-48.99999999998794,-225.00000000000853,128.0000000000001,-70.99999999999883,-192.00000000000327,121.00000000000932,7.0000000000014495,58.9999999999975,,-290.9999999999666
2021.09.20,-34.000000000000696,79.9999999999983,-131.00000000001444,14.000000000002899,-51.99999999998539,-236.99999999999832,137.00000000000045,-153.99999999999858,-201.00000000000674,147.99999999999613,-70.99999999999883,84.00000000000318,,-417.00000000000205
2021.09.20,-18.999999999991246,118.99999999999977,-134.00000000001188,20.0000000000089,-39.999999999995595,-232.00000000000998,140.00000000000057,-156.99999999999602,-180.0000000000024,156.0000000000059,-72.0000000000054,102.99999999999443,,-296.0000000000029
2021.09.20,-90.99999999999665,85.99999999999852,-267.0000000000172,-44.99999999999504,-104.99999999999955,-199.00000000001583,117.999999999995,-93.99999999999409,-201.00000000000674,45.99999999999227,59.000000000009045,-4.0000000000048885,,-697.0000000000351
2021.09.20,-136.00000000000279,28.000000000005798,-300.99999999999574,-37.99999999999359,-143.99999999998857,-180.0000000000024,58.000000000006935,-87.99999999999919,-216.0000000000051,-94.99999999999886,185.99999999999727,-78.00000000000296,,-1003.9999999999793
2021.09.20,-241.99999999998667,6.000000000000227,-351.99999999999676,-106.99999999999044,-172.99999999997874,-217.0000000000005,-67.99999999999784,-69.9999999999923,-246.00000000000176,-224.99999999999432,341.00000000001353,-123.00000000000466,,-1475.9999999999304
2021.09.20,-229.99999999999687,-30.000000000001137,-455.0000000000054,-92.99999999999864,-176.99999999998272,-168.99999999999693,-30.000000000001137,-51.000000000001044,-224.000000000002,-216.00000000000819,509.00000000000387,-219.0000000000083,,-1384.9999999999986
