date,EURUSD,USDCAD,GBPCHF,EURCHF,AUDCHF,GBPJPY,AUDCAD,NZDCAD,empty,sum
2019.10.29,-312.00000000000114,269.00000000000813,-373.99999999998545,-234.00000000000088,-365.99999999999966,-748.9999999999952,-734.0000000000014,-197.00000000000273,,-2696.999999999978
2019.10.29,-331.999999999999,270.00000000001467,-428.9999999999905,-289.0000000000059,-400.00000000000034,-763.0000000000052,-782.0000000000049,-259.9999999999936,,-2984.9999999999845
2019.10.29,-346.0000000000019,297.9999999999983,-480.99999999999807,-310.9999999999946,-414.9999999999987,-774.0000000000009,-803.0000000000092,-280.9999999999979,,-3113.0000000000027
2019.10.29,-344.00000000001097,341.99999999999784,-481.99999999998244,-317.9999999999961,-417.0000000000007,-754.9999999999955,-848.9999999999998,-312.9999999999966,,-3135.9999999999836
2019.10.29,-331.999999999999,268.0000000000016,-491.99999999998136,-300.99999999999574,-426.00000000000415,-765.0000000000148,-842.0000000000094,-307.0000000000017,,-3197.0000000000045
2019.10.29,-337.0000000000095,256.00000000001177,-541.9999999999981,-299.00000000000483,-426.00000000000415,-860.99999999999,-765.0000000000045,-239.99999999999577,,-3213.999999999995
2019.10.29,-354.0000000000099,266.0000000000107,-489.99999999999045,-312.00000000000114,-419.00000000000273,-824.0000000000123,-780.000000000003,-263.0000000000021,,-3176.0000000000114
2019.10.29,-340.00000000000693,262.00000000000665,-480.99999999999807,-296.9999999999917,-407.0000000000018,-807.0000000000164,-773.0000000000015,-265.0000000000041,,-3108.0000000000136
2019.10.30,-344.99999999999534,253.99999999999866,-529.999999999986,-336.00000000000296,-412.00000000000125,-823.0000000000075,-746.0000000000023,-249.99999999999466,,-3187.9999999999914
2019.10.30,-347.9999999999928,270.00000000001467,-530.9999999999926,-344.00000000001097,-395.0000000000009,-824.0000000000123,-719.000000000003,-217.99999999999596,,-3108.999999999993
2019.10.30,-353.0000000000033,303.0000000000088,-518.9999999999806,-337.99999999999386,-387.000000000004,-802.9999999999973,-723.0000000000069,-234.00000000000088,,-3053.9999999999777
2019.10.30,-348.9999999999993,307.00000000001285,-533.99999999999,-329.00000000000153,-384.00000000000654,-817.0000000000073,-728.0000000000064,-234.00000000000088,,-3067.999999999999
2019.10.30,-336.00000000000296,300.99999999999574,-529.999999999986,-322.00000000000006,-395.0000000000009,-801.0000000000161,-726.9999999999999,-220.99999999999343,,-3031.0000000000036
2019.10.30,-317.9999999999961,269.00000000000813,-542.9999999999824,-313.00000000000773,-463.0000000000023,-759.0000000000146,-815.0000000000101,-368.9999999999971,,-3311.0000000000023
2019.10.30,-326.0000000000041,252.0000000000078,-548.9999999999995,-300.00000000001137,-490.00000000000153,-812.0000000000118,-857.0000000000077,-414.00000000000324,,-3496.000000000032
2019.10.30,-334.9999999999964,265.0000000000041,-541.9999999999981,-302.0000000000023,-475.0000000000032,-807.0000000000164,-824.0000000000025,-392.9999999999989,,-3413.0000000000136
2019.10.30,-317.0000000000117,290.00000000001245,-527.9999999999951,-302.0000000000023,-423.0000000000067,-807.9999999999927,-767.0000000000066,-324.00000000000205,,-3179.0000000000045
2019.10.30,-313.99999999999204,293.99999999999426,-537.9999999999941,-313.00000000000773,-422.00000000000017,-783.0000000000155,-764.0000000000091,-317.0000000000006,,-3157.000000000025
2019.10.30,-296.9999999999917,300.00000000001137,-501.9999999999802,-287.9999999999994,-392.00000000000347,-753.0000000000143,-718.0000000000075,-266.999999999995,,-2916.9999999999804
2019.10.30,-303.0000000000088,299.00000000000483,-507.9999999999973,-297.9999999999983,-386.0000000000086,-752.0000000000095,-724.0000000000024,-209.9999999999991,,-2882.000000000019
2019.10.30,-309.0000000000037,310.9999999999946,-479.99999999999153,-290.9999999999968,-383.0,-722.0000000000084,-735.0000000000078,-210.99999999999451,,-2820.000000000008
2019.10.30,-303.0000000000088,314.99999999999864,-500.9999999999959,-283.99999999999534,-404.99999999999983,-748.9999999999952,-760.0000000000051,-188.9999999999947,,-2875.999999999996
2019.10.30,-317.9999999999961,304.9999999999997,-499.9999999999893,-283.99999999999534,-407.0000000000018,-763.0000000000052,-763.0000000000026,-182.99999999999983,,-2912.9999999999905
2019.10.30,-334.9999999999964,283.000000000011,-487.99999999999955,-270.99999999999903,-390.0000000000015,-805.0000000000068,-760.0000000000051,-175.99999999999838,,-2941.9999999999955
2019.10.30,-337.99999999999386,292.00000000000335,-473.99999999999665,-238.0000000000049,-380.00000000000256,-806.0000000000116,-833.0000000000059,-241.00000000000233,,-3018.000000000014
2019.10.30,-378.00000000001165,270.00000000001467,-486.999999999993,-235.00000000000742,-383.0,-939.9999999999977,-812.0000000000016,-236.00000000000287,,-3200.999999999999
2019.10.30,-394.00000000000546,204.00000000000418,-515.9999999999832,-243.99999999999977,-425.0000000000087,-935.0000000000023,-834.0000000000014,-217.99999999999596,,-3361.9999999999927
2019.10.30,-443.99999999999994,178.99999999999582,-584.9999999999911,-262.999999999991,-418.0000000000073,-1081.9999999999936,-837.00000000001,-180.99999999999784,,-3630.999999999995
2019.10.30,-442.9999999999934,217.0000000000005,-693.9999999999947,-245.0000000000063,-402.00000000000233,-1191.0000000000025,-838.0000000000055,-178.99999999999582,,-3775.0
2019.10.30,-426.9999999999996,207.00000000000162,-395.99999999999636,-161.99999999999548,-357.00000000000733,-908.0000000000155,-824.0000000000025,-209.00000000000364,,-3076.0000000000186
2019.10.30,-412.00000000001234,209.00000000001472,-377.9999999999894,-146.00000000000168,-380.999999999998,-891.9999999999959,-834.0000000000014,-212.00000000000108,,-3045.999999999985
2019.10.30,-404.0000000000044,194.0000000000053,-461.99999999998465,-140.0000000000068,-385.000000000002,-993.9999999999998,-858.0000000000032,-209.00000000000364,,-3257.999999999999
2019.10.30,-385.99999999999744,170.00000000000347,-459.99999999999375,-114.99999999999844,-368.00000000000165,-1050.0000000000114,-833.0000000000059,-214.00000000000307,,-3256.000000000008
2019.10.30,-480.99999999999807,158.0000000000137,-529.999999999986,-192.99999999999872,-357.00000000000733,-1076.9999999999982,-817.000000000001,-236.99999999999832,,-3533.9999999999736
2019.10.30,-448.000000000004,214.00000000000307,-554.9999999999944,-217.0000000000005,-380.999999999998,-1076.9999999999982,-856.0000000000013,-256.99999999999613,,-3576.999999999989
2019.10.30,-357.99999999999164,218.00000000000708,-590.999999999986,-150.99999999999002,-333.0000000000055,-1097.0000000000084,-761.0000000000006,-168.99999999999693,,-3241.999999999972
2019.10.30,-378.999999999996,235.00000000000742,-676.9999999999943,-232.99999999999432,-331.999999999999,-1110.99999999999,-773.0000000000015,-219.00000000000253,,-3488.9999999999704
2019.10.30,-361.9999999999957,280.0000000000136,-739.0000000000008,-241.00000000000233,-355.0000000000053,-1177.9999999999973,-747.0000000000088,-200.00000000000017,,-3541.9999999999964
2019.10.30,-384.00000000000654,241.00000000000233,-584.9999999999911,-235.00000000000742,-308.00000000000824,-1105.9999999999945,-699.0000000000052,-165.00000000000404,,-3241.000000000015
2019.10.30,-380.00000000000256,246.99999999999721,-495.99999999998533,-161.99999999999548,-300.0000000000003,-1024.000000000001,-755.0000000000057,-331.0000000000035,,-3200.9999999999964
2019.10.30,-377.0000000000051,261.0000000000001,-431.99999999998795,-167.9999999999904,-284.0000000000065,-963.9999999999986,-1158.0000000000034,-649.999999999995,,-3771.999999999987
2019.10.30,-400.00000000000034,931.9999999999995,-362.99999999998,-144.99999999999514,-247.00000000000833,-931.0000000000116,-1257.0000000000082,-754.9999999999945,,-3165.9999999999986
2019.10.30,-439.99999999999596,923.0000000000072,-281.99999999998226,-109.00000000000354,-253.0000000000032,-908.0000000000155,-1379.000000000008,-895.0000000000014,,-3343.0000000000023
2019.10.30,-446.0000000000131,1076.9999999999945,-242.99999999999324,-66.00000000001049,-279.00000000000705,-913.0000000000109,-1513.0000000000089,-990.9999999999974,,-3374.0000000000464
2019.10.30,-466.9999999999952,1161.000000000012,-166.99999999998383,-87.99999999999919,-303.0000000000088,-885.9999999999957,-1553.0000000000043,-983.0000000000006,,-3285.9999999999754
2019.10.30,-449.0000000000105,1185.0000000000139,-178.99999999999582,-53.999999999998494,-304.9999999999997,-908.9999999999918,-1551.0000000000023,-985.999999999998,,-3247.9999999999827
2019.10.30,-438.00000000000506,1147.000000000009,-190.99999999998562,-46.999999999997044,-303.0000000000088,-929.000000000002,-1514.0000000000043,-907.9999999999977,,-3182.9999999999914
2019.10.30,-441.0000000000025,1141.0000000000143,-156.00000000000057,-35.999999999991594,-279.00000000000705,-878.0000000000143,-1495.0000000000018,-875.0000000000035,,-3019.0000000000073
2019.10.30,-391.000000000008,1109.0000000000043,-409.99999999999926,-96.99999999999153,-326.0000000000041,-1109.0000000000089,-1547.0000000000095,-895.9999999999968,,-3667.0000000000136
2019.10.30,-482.00000000000466,1178.0000000000123,-428.9999999999905,-110.00000000001009,-331.0000000000035,-1219.9999999999989,-1561.0000000000014,-868.9999999999975,,-3823.9999999999945
2019.10.30,-720.0000000000095,1056.0000000000125,-310.9999999999946,-143.00000000000423,-392.9999999999989,-1171.999999999997,-1713.0000000000089,-1046.999999999998,,-4442.999999999999
2019.10.30,-693.9999999999947,1027.0000000000002,-283.99999999999534,-137.9999999999937,-400.00000000000034,-1146.000000000015,-1717.0000000000018,-1027.0000000000002,,-4379.000000000001
2019.10.30,-727.0000000000109,1001.0000000000074,-303.9999999999932,-164.00000000000858,-453.99999999999886,-1195.999999999998,-1719.0000000000039,-1161.000000000001,,-4724.000000000007
2019.10.30,-716.0000000000056,977.0000000000057,-295.0000000000008,-184.00000000000637,-499.000000000005,-1206.9999999999936,-1765.0000000000055,-1137.9999999999945,,-4827.0000000000055
2019.10.30,-713.0000000000081,944.9999999999958,-229.99999999999687,-147.00000000000824,-483.0000000000001,-1182.0000000000164,-1753.0000000000045,-1125.9999999999936,,-4689.000000000032
2019.10.30,-744.9999999999957,1004.0000000000049,-204.99999999998852,-191.00000000000784,-443.99999999999994,-1176.9999999999925,-1731.0000000000048,-1319.9999999999989,,-4808.999999999984
2019.10.31,-761.999999999996,1009.9999999999998,-269.9999999999925,-195.9999999999962,-448.9999999999994,-1212.9999999999939,-1757.0000000000086,-1407.9999999999982,,-5044.999999999985
2019.10.31,-761.999999999996,1005.0000000000115,-258.99999999998704,-198.99999999999363,-446.00000000000193,-1162.0000000000061,-1727.0000000000007,-1446.9999999999982,,-4996.999999999972
2019.10.31,-760.0000000000051,1007.0000000000024,-263.99999999999756,-187.00000000000384,-441.0000000000025,-1125.0,-1732.0000000000002,-1459.9999999999945,,-4962.000000000002
2019.10.31,-764.9999999999934,1015.0000000000103,-240.9999999999801,-167.9999999999904,-423.0000000000067,-1128.0000000000143,-1745.0000000000077,-1478.999999999997,,-4933.999999999979
2019.10.31,-788.9999999999952,1048.0000000000045,-215.99999999999397,-168.99999999999693,-465.9999999999998,-1207.9999999999984,-1874.000000000009,-1527.9999999999961,,-5201.999999999985
2019.10.31,-835.9999999999923,1072.0000000000064,-226.99999999999943,-170.00000000000347,-519.0000000000028,-1250.0,-1995.0000000000023,-1566.0000000000007,,-5490.9999999999945
2019.10.31,-876.9999999999944,1053.9999999999993,-188.9999999999947,-116.00000000000499,-512.0000000000014,-1234.0000000000089,-1996.0000000000089,-1578.0000000000016,,-5448.0000000000155
2019.10.31,-907.9999999999977,1018.0000000000077,-177.99999999998929,-93.00000000000975,-544.0,-1181.0000000000116,-2073.0000000000027,-1632.0000000000002,,-5591.000000000004
2019.10.31,-892.0000000000039,1031.000000000004,-186.99999999998164,-92.00000000000318,-574.0000000000078,-1164.0000000000157,-2114.0000000000045,-1636.9999999999995,,-5629.000000000013
2019.10.31,-878.000000000001,954.9999999999948,-224.99999999998633,-75.00000000000284,-536.0000000000032,-1222.0000000000084,-2054.0000000000005,-1630.9999999999936,,-5666.000000000001
2019.10.31,-895.0000000000014,920.9999999999941,-190.99999999998562,-58.000000000002494,-517.0000000000008,-1283.0000000000155,-2015.0000000000002,-1614.9999999999998,,-5653.000000000012
2019.10.31,-900.0000000000119,929.000000000002,-234.99999999998522,-58.000000000002494,-524.0000000000023,-1283.0000000000155,-2026.0000000000057,-1610.9999999999957,,-5708.000000000016
