date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2017.10.23,-12.999999999996348,-56.99999999999594,-26.0000000000149,-8.000000000009777,-75.00000000000284,-91.99999999999208,-3.999999999992898,-48.000000000003595,-23.9999999999867,-21.00000000000435,-248.00000000000378,0.0,-289.0000000000059,0.0,-46.00000000000648,-21.999999999999797,,-973.0000000000153
2017.10.23,-29.999999999996696,-42.0000000000087,-68.00000000000139,-29.000000000010573,-103.99999999999298,-78.00000000000028,14.000000000002899,-76.0000000000094,-50.99999999998772,-20.0000000000089,-211.00000000000563,107.00000000001265,-279.00000000000705,173.00000000000094,-40.00000000000625,-43.999999999999595,,-778.0000000000186
2017.10.23,9.00000000000345,-32.999999999994145,-78.00000000000028,-78.00000000000296,-194.99999999998963,-124.99999999999733,31.000000000003247,-137.00000000000932,-61.99999999999761,-41.000000000002146,-334.00000000001205,188.9999999999947,-324.9999999999975,225.99999999999287,-42.00000000000159,-65.99999999999939,,-1061.0000000000095
2017.10.23,51.000000000001044,-41.000000000002146,-51.000000000001044,-51.00000000000193,-191.99999999999218,-107.99999999999699,34.99999999999615,-136.00000000000279,-14.999999999986358,-21.00000000000435,-314.99999999999864,148.99999999999915,-319.0000000000026,187.00000000000384,0.999999999990564,-69.00000000000794,,-895.0000000000061
2017.10.23,56.0000000000005,-43.999999999999595,10.999999999983245,-82.99999999999841,-180.99999999998673,-76.99999999999375,26.000000000003798,-161.00000000001114,-59.99999999998806,-30.000000000007798,-270.99999999999903,148.99999999999915,-251.99999999998556,130.99999999999224,-48.00000000000182,-75.00000000000284,,-908.9999999999959
2017.10.23,60.99999999999994,-1.999999999990898,25.999999999992696,-228.9999999999992,-221.99999999998886,-139.99999999999568,46.00000000000159,-286.00000000000847,-119.99999999999034,-59.000000000009045,-436.00000000001415,93.99999999999409,-194.99999999998963,117.99999999999588,-137.00000000000045,-58.000000000002494,,-1539.000000000005
2017.10.23,34.99999999999615,-116.00000000000499,76.99999999999375,-204.00000000000773,-243.99999999999977,-173.00000000000094,58.99999999999794,-240.00000000001796,-175.99999999998772,-24.000000000001798,-440.00000000001813,124.00000000001299,-292.9999999999877,113.99999999999189,-103.00000000000864,-77.00000000000485,,-1681.0000000000475
2017.10.23,12.999999999996348,-164.00000000000858,39.999999999995595,-201.00000000000762,-242.99999999999324,-168.00000000000148,50.0000000000056,-82.00000000000429,-145.99999999998658,-4.000000000004,-341.00000000001353,120.99999999999334,-307.99999999999716,120.00000000000898,-88.99999999999864,-63.00000000000195,,-1465.000000000017
2017.10.23,-2.999999999997449,-97.9999999999981,1.999999999990898,-73.99999999999807,-229.99999999999687,-154.99999999999403,19.999999999997797,-130.0000000000079,-93.99999999999409,12.999999999996348,-447.0000000000196,153.00000000000313,-312.9999999999855,114.99999999999844,-30.000000000001137,-87.99999999999919,,-1359.000000000005
2017.10.23,-26.999999999999247,-24.000000000001798,3.999999999981796,-64.00000000000716,-197.99999999998707,-143.9999999999997,-53.999999999998494,-104.99999999999955,-99.99999999999432,20.999999999993246,-424.00000000000216,158.99999999999804,-310.9999999999946,-65.00000000000395,-24.00000000000091,-167.00000000000603,,-1523.0000000000218
