date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.03.25,-53.00000000000304,-80.00000000001339,-27.000000000001023,-39.00000000001125,-21.999999999999797,-51.000000000001044,-45.99999999999049,-69.00000000000261,-89.99999999999008,-16.0000000000049,-132.99999999998136,-160.00000000000458,-156.99999999998494,-55.00000000000682,-137.9999999999937,-278.00000000000045,-140.99999999999113,-50.99999999998994,-26.999999999999247,,-1632.9999999999698
2019.03.25,-9.00000000000345,-23.00000000001745,-9.000000000000341,-38.0000000000047,-41.9999999999976,-51.99999999998539,-4.000000000004,-63.00000000000239,-101.99999999999099,4.000000000004,-128.99999999999068,-56.000000000011596,-150.99999999999002,-15.000000000000568,-163.00000000000205,-309.99999999998806,-143.00000000000068,-22.999999999995246,60.99999999999994,,-1266.9999999999811
2019.03.25,-2.000000000002,-54.0000000000207,-126.00000000000477,-20.000000000020002,-48.000000000003595,24.000000000001798,-1.0000000000065512,-12.000000000000455,-106.99999999999044,-24.000000000001798,17.00000000002433,-101.00000000001774,-204.99999999998852,-151.00000000001046,-181.00000000000892,-341.99999999999784,-112.99999999999955,4.000000000004,108.99999999999244,,-1333.0000000000507
2019.03.25,17.999999999995797,-20.000000000020002,-135.00000000000512,-28.000000000005798,-60.00000000000449,9.000000000014552,19.999999999997797,30.9999999999917,-100.00000000000009,4.999999999999449,57.00000000001637,-77.00000000001594,-224.000000000002,-179.00000000000205,-198.99999999999363,-341.99999999999784,-67.99999999999784,-17.999999999995797,86.99999999999264,,-1223.0000000000323
2019.03.25,14.999999999998348,42.999999999993044,-134.00000000000034,-78.00000000000028,-73.99999999999629,-154.99999999999403,14.000000000002899,-85.00000000000796,-72.99999999998974,39.999999999995595,-274.99999999997726,8.999999999992347,-87.99999999999919,-155.00000000000114,-221.00000000000452,-306.00000000000625,-125.99999999999056,-22.999999999995246,31.999999999998696,,-1639.9999999999816
2019.03.25,19.999999999997797,151.9999999999966,1.9999999999953388,-144.0000000000108,-110.99999999999443,-196.99999999998053,-28.999999999990145,-302.0000000000067,-65.99999999999939,95.99999999999609,-575.9999999999934,47.99999999998139,-29.999999999996696,16.999999999995907,-239.99999999999577,-201.99999999999108,-254.99999999999545,-7.9999999999968985,-72.0000000000054,,-1896.9999999999934
2019.03.25,5.999999999994898,156.99999999998494,150.99999999999625,-151.00000000001222,-138.00000000000477,-202.9999999999976,-38.99999999998904,-326.0000000000076,-76.99999999999375,114.99999999999844,-639.9999999999864,40.99999999997994,-106.00000000000608,167.99999999999216,-326.0000000000041,-231.0000000000034,-290.9999999999968,38.0000000000047,-19.00000000000235,,-1871.0000000000528
2019.03.25,-2.999999999997449,156.00000000000057,144.00000000000546,-121.00000000001555,-146.99999999999713,-173.99999999998528,-18.0000000000069,-255.00000000000966,-115.99999999999389,109.99999999999899,-503.9999999999907,45.99999999999049,-154.99999999999403,173.00000000000182,-354.0000000000099,-326.0000000000041,-263.9999999999958,7.0000000000014495,-11.00000000000545,,-1812.0000000000073
2019.03.25,-7.9999999999968985,107.99999999999699,152.00000000000102,-103.00000000000864,-70.99999999999883,-168.99999999999693,-2.999999999997449,-253.0000000000001,-105.99999999999498,109.00000000000354,-490.99999999998545,49.99999999999449,-28.000000000005798,165.99999999999682,-229.99999999999687,-330.9999999999924,-275.99999999999625,-25.999999999992696,17.000000000000348,,-1492.99999999997
2019.03.25,12.000000000000899,108.99999999998133,194.99999999999318,-96.00000000000719,-63.99999999999739,-102.99999999998644,22.0000000000109,-280.00000000000114,-74.99999999999174,100.00000000000009,-448.99999999998386,22.999999999995246,-35.999999999991594,199.99999999998863,-232.99999999999432,-283.99999999999534,-262.999999999991,-29.999999999996696,13.999999999991797,,-1237.9999999999745
