date,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.02.23,67.00000000001705,-68.00000000000139,-24.999999999997247,14.999999999998348,105.99999999998388,-47.00000000001925,-14.000000000002899,-47.9999999999925,-7.0000000000014495,-129.99999999999545,-24.000000000001798,-131.00000000000023,-95.999999999985,-28.999999999990145,-126.0000000000039,51.9999999999925,38.000000000010914,43.999999999999595,65.99999999999939,,-356.99999999998954
2015.02.23,59.000000000009045,-140.99999999999113,-63.99999999999739,26.999999999999247,231.99999999998778,-230.00000000001907,-102.00000000000209,-113.99999999999189,-51.000000000001044,-108.99999999998045,48.99999999998794,-204.00000000000773,-153.00000000000313,-25.999999999992696,-139.00000000000023,88.99999999999864,44.00000000001114,82.99999999999974,50.0000000000056,,-699.9999999999878
2015.02.23,77.00000000001594,-126.99999999998823,-63.99999999999739,34.000000000000696,312.00000000000114,-270.99999999999903,-143.00000000000423,-142.99999999999312,-25.999999999992696,-129.99999999999545,66.99999999999484,-182.00000000001637,-82.99999999998863,-11.00000000000545,-90.00000000001229,93.99999999999409,55.00000000000682,52.000000000007596,16.0000000000049,,-562.9999999999668
2015.02.23,86.0000000000083,-140.99999999999113,-12.000000000000899,-7.9999999999968985,149.9999999999835,-156.00000000000057,-56.0000000000005,-24.999999999997247,-32.999999999994145,-118.99999999999977,63.99999999999739,-185.00000000000227,-97.9999999999981,-120.00000000000898,-185.00000000001293,21.99999999999136,-3.9999999999906777,-13.999999999991797,-34.99999999999615,,-869.0000000000016
2015.02.23,173.00000000000094,-309.0000000000037,-112.99999999999643,114.00000000000298,187.99999999998818,-287.9999999999994,-114.99999999999844,-113.99999999999189,-98.99999999999353,-152.9999999999916,171.99999999999437,-331.99999999999363,-143.99999999998857,-144.0000000000108,-163.00000000000205,102.99999999999443,103.9999999999992,-1.999999999990898,1.0000000000065512,,-1120.9999999999743
2015.02.23,151.00000000001222,-167.00000000000603,-90.99999999999665,119.00000000000244,245.99999999999068,-224.000000000002,-104.99999999999955,-156.00000000000057,-15.999999999993797,-323.99999999998386,78.00000000000028,-307.9999999999927,-53.999999999998494,-5.999999999994898,34.000000000000696,179.9999999999926,207.9999999999984,30.000000000007798,67.00000000000594,,-337.9999999999575
2015.02.23,157.00000000000713,-160.00000000000458,-112.99999999999643,97.9999999999981,240.9999999999801,-205.00000000001074,-153.00000000000313,-134.0000000000008,-9.999999999998899,-199.99999999998863,200.00000000000017,-204.00000000000773,48.000000000003595,42.999999999993044,-1.0000000000065512,140.99999999999113,118.99999999999977,-5.999999999994898,-14.999999999998348,,-154.0000000000377
2015.02.23,232.00000000000998,-170.00000000000347,-52.99999999999194,75.9999999999983,214.99999999998744,-148.99999999999915,-119.99999999999788,-70.99999999999883,20.0000000000089,-280.00000000000114,150.99999999999002,-210.00000000000796,69.00000000000794,-79.00000000000685,-49.00000000001015,64.99999999999773,91.00000000000819,-104.99999999999955,-63.99999999999739,,-431.0000000000058
2015.02.23,134.99999999999625,-59.99999999999339,-68.00000000000139,56.99999999999594,-32.0000000000098,83.9999999999952,-49.99999999999449,21.999999999999797,43.999999999999595,-191.0000000000025,291.9999999999812,-98.00000000001319,218.00000000000708,87.99999999999919,56.99999999999594,93.00000000000352,79.9999999999983,-95.00000000000064,-100.00000000000009,,475.9999999999566
2015.02.23,131.99999999999878,-83.9999999999952,-114.99999999999844,75.9999999999983,-250.00000000001688,219.99999999999798,56.99999999999594,113.00000000000753,28.000000000005798,-252.9999999999859,313.99999999999204,-173.00000000000182,207.00000000000162,141.99999999999767,64.99999999998174,176.9999999999925,134.00000000000034,-51.000000000001044,-86.99999999999264,,651.9999999999784
