date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2016.03.14,-113.99999999999189,-4.9999999999954525,-129.99999999998568,-29.000000000001247,-16.0000000000049,-12.999999999996348,-77.00000000000485,-21.999999999999797,-57.00000000001637,-212.99999999999653,-191.0000000000025,-334.00000000001205,-170.0000000000017,-117.00000000000443,-15.000000000000568,-34.99999999999615,-21.999999999988695,,-1559.9999999999989
2016.03.14,-86.0000000000083,123.00000000000466,-186.99999999998164,-24.999999999997247,0.999999999995449,119.00000000000244,-82.99999999999974,101.99999999999099,109.99999999998522,-201.00000000000674,-117.00000000000443,-436.9999999999985,-265.00000000000057,-207.00000000000784,117.999999999995,-117.00000000000044,-8.999999999992347,,-1161.000000000024
2016.03.14,-99.00000000000463,175.00000000001137,-180.99999999998673,-6.0000000000060005,-103.00000000000864,82.00000000000429,-67.00000000000594,78.00000000000028,165.99999999999682,-144.99999999999514,-124.00000000000944,-354.9999999999942,-262.00000000000045,-171.99999999999704,46.00000000000648,-204.00000000000418,-57.99999999998029,,-1228.9999999999734
2016.03.14,-62.99999999999084,120.00000000000455,-139.00000000000023,34.99999999999615,-91.00000000000774,151.00000000001222,0.999999999995449,112.99999999999643,118.99999999999977,4.999999999988347,-105.00000000000398,-287.9999999999994,-245.00000000000455,-140.00000000000057,-15.000000000000568,-217.99999999999596,-78.99999999998464,,-838.9999999999956
2016.03.14,-114.99999999999844,50.00000000001137,-129.99999999998568,107.00000000000153,-218.00000000000708,129.00000000000134,107.00000000000153,47.9999999999925,52.99999999999727,83.9999999999952,-106.99999999999932,-52.99999999999194,-164.00000000000148,21.99999999999136,-135.99999999999568,-329.00000000000153,-58.99999999998684,,-710.9999999999759
2016.03.14,-107.99999999999699,-21.99999999999136,-47.99999999998139,158.99999999999804,-174.00000000000747,63.99999999999739,141.99999999999767,21.999999999999797,-100.99999999999909,242.99999999999324,-129.99999999999545,60.99999999999994,-135.00000000000512,75.9999999999934,-198.99999999999807,-256.0000000000007,14.000000000002899,,-391.99999999999324
2016.03.14,-134.99999999999625,-89.9999999999892,30.0000000000189,226.99999999999943,-198.00000000000927,51.000000000001044,242.99999999999324,-9.999999999998899,-247.0000000000141,390.0000000000015,-201.99999999999818,306.9999999999906,27.000000000001023,241.99999999999022,-240.99999999999966,-229.99999999999687,74.0000000000185,,238.00000000001197
2016.03.14,-157.00000000000713,-54.99999999999261,8.000000000008,180.0000000000024,-151.00000000000114,89.00000000000574,202.0000000000022,-6.0000000000060005,-209.00000000000318,261.0000000000001,-201.00000000000762,140.0000000000068,16.999999999995907,191.99999999999307,-194.00000000000261,-195.00000000000074,83.00000000001084,,4.000000000003965
2016.03.14,-123.00000000000644,-29.999999999986926,64.0000000000196,202.9999999999976,-186.00000000000838,137.00000000000932,243.99999999999977,17.000000000000348,-143.00000000000068,314.99999999999864,-168.00000000000637,184.00000000000637,54.000000000002046,217.9999999999893,-213.99999999999864,-204.00000000000418,58.000000000002494,,426.00000000001387
2016.03.14,-141.99999999999767,-38.99999999998727,78.00000000000028,239.0000000000003,-220.00000000000907,163.00000000000205,297.00000000000284,15.999999999993797,-153.99999999999636,428.00000000000614,-174.0000000000066,283.99999999999534,82.99999999999841,283.00000000000125,-254.0000000000049,-234.00000000000088,65.00000000000395,,719.0000000000016
