date,GBPCHF,GBPJPY,empty,sum
2016.11.16,-402.9999999999978,-1741.0000000000139,,-2144.000000000012
2016.11.16,-404.0000000000044,-1667.0000000000016,,-2071.000000000006
2016.11.16,-361.9999999999957,-1675.9999999999877,,-2037.9999999999834
2016.11.16,-439.99999999999596,-1866.9999999999902,,-2306.9999999999864
2016.11.16,-504.9999999999999,-1921.999999999997,,-2426.999999999997
2016.11.16,-468.00000000000176,-1935.0000000000023,,-2403.000000000004
2016.11.16,-838.0000000000055,-2414.999999999992,,-3252.9999999999973
2016.11.16,-805.9999999999956,-2264.9999999999864,,-3070.999999999982
2016.11.16,-733.9999999999902,-2236.9999999999945,,-2970.9999999999845
2016.11.16,-736.0000000000033,-2326.999999999998,,-3063.0000000000014
2016.11.16,-533.99999999999,-2221.0000000000036,,-2754.9999999999936
2016.11.16,-692.0000000000038,-2149.000000000001,,-2841.0000000000045
2016.11.16,-829.9999999999974,-2151.0000000000105,,-2981.0000000000077
2016.11.16,-604.0000000000045,-2176.9999999999927,,-2780.9999999999973
2016.11.16,-503.99999999999335,-1949.9999999999886,,-2453.999999999982
2016.11.16,-622.9999999999958,-2020.9999999999866,,-2643.9999999999823
2016.11.16,-648.9999999999885,-2050.9999999999877,,-2699.9999999999764
2016.11.16,-549.9999999999839,-1883.0000000000098,,-2432.9999999999936
2016.11.16,-612.9999999999969,-1804.000000000002,,-2416.999999999999
2016.11.16,-628.9999999999907,-1808.9999999999975,,-2437.999999999988
2016.11.16,-787.9999999999887,-1848.0000000000132,,-2636.000000000002
2016.11.16,-577.0000000000052,-1638.0000000000052,,-2215.0000000000105
2016.11.16,-827.9999999999843,-1871.0000000000093,,-2698.9999999999936
2016.11.16,-595.9999999999966,-1884.999999999991,,-2480.9999999999873
2016.11.16,-625.9999999999932,-1735.0000000000136,,-2361.000000000007
2016.11.16,-496.99999999999187,-1643.0000000000007,,-2139.9999999999927
2016.11.16,-436.9999999999985,-1645.0000000000102,,-2082.0000000000086
2016.11.16,-432.9999999999945,-1639.9999999999864,,-2072.999999999981
2016.11.16,-356.9999999999851,-1552.9999999999973,,-1909.9999999999823
2016.11.16,-546.000000000002,-1687.9999999999882,,-2233.99999999999
2016.11.16,-543.999999999989,-1657.0000000000107,,-2200.9999999999995
2016.11.16,-475.0000000000032,-1526.9999999999868,,-2001.99999999999
2016.11.16,-478.0000000000006,-1506.0000000000002,,-1984.000000000001
2016.11.16,-392.9999999999989,-1368.9999999999998,,-1761.9999999999986
2016.11.16,-397.99999999998727,-1397.9999999999961,,-1795.9999999999834
2016.11.16,-353.99999999998766,-1421.999999999997,,-1775.9999999999848
2016.11.17,-366.999999999984,-1241.0000000000139,,-1607.999999999998
2016.11.17,-326.0000000000041,-1169.0000000000111,,-1495.0000000000152
2016.11.17,-373.99999999998545,-1026.0000000000105,,-1399.999999999996
2016.11.17,-253.99999999999866,-1020.0000000000102,,-1274.0000000000089
2016.11.17,-212.99999999999653,-1049.0000000000066,,-1262.0000000000032
2016.11.17,-190.99999999998562,-865.0000000000091,,-1055.9999999999948
2016.11.17,-137.9999999999937,-807.9999999999927,,-945.9999999999864
2016.11.17,-102.00000000000209,-1138.0000000000052,,-1240.0000000000073
2016.11.17,-131.99999999999878,-1175.9999999999877,,-1307.9999999999866
2016.11.17,-116.00000000000499,-807.9999999999927,,-923.9999999999977
2016.11.17,-95.999999999985,-961.9999999999891,,-1057.999999999974
2016.11.17,-143.99999999998857,-1000.0,,-1143.9999999999886
2016.11.17,-259.9999999999936,-1169.9999999999875,,-1429.9999999999811
2016.11.17,-285.00000000000193,-1292.0000000000016,,-1577.0000000000036
2016.11.17,-219.99999999999798,-1197.0000000000027,,-1417.0000000000007
2016.11.17,-258.0000000000027,-1337.9999999999939,,-1595.9999999999966
2016.11.17,-249.99999999999466,-1485.99999999999,,-1735.9999999999845
2016.11.17,-302.9999999999866,-1532.0000000000107,,-1834.9999999999973
2016.11.17,-366.999999999984,-1653.9999999999964,,-2020.9999999999804
2016.11.17,-411.99999999999017,-1477.0000000000039,,-1888.999999999994
2016.11.17,-383.99999999998437,-1302.9999999999973,,-1686.9999999999816
2016.11.17,-503.99999999999335,-1614.0000000000043,,-2117.9999999999977
2016.11.17,-648.0000000000041,-1843.999999999994,,-2491.999999999998
2016.11.17,-512.0000000000014,-1770.9999999999866,,-2282.999999999988
2016.11.17,-507.9999999999973,-1722.0000000000084,,-2230.000000000006
2016.11.17,-435.9999999999919,-1641.999999999996,,-2077.9999999999877
2016.11.17,-443.99999999999994,-1614.0000000000043,,-2058.000000000004
2016.11.17,-625.9999999999932,-1820.999999999998,,-2446.999999999991
2016.11.17,-621.0000000000049,-1913.9999999999873,,-2534.9999999999923
2016.11.17,-768.9999999999975,-1966.0000000000082,,-2735.0000000000055
2016.11.17,-366.999999999984,-1805.0000000000068,,-2171.999999999991
2016.11.17,-537.9999999999941,-2002.0000000000095,,-2540.0000000000036
2016.11.17,-394.00000000000546,-1804.000000000002,,-2198.0000000000073
2016.11.17,-614.0000000000034,-2014.00000000001,,-2628.0000000000136
2016.11.17,-597.0000000000031,-1956.9999999999936,,-2553.999999999997
2016.11.17,-612.9999999999969,-1781.000000000006,,-2394.0000000000027
2016.11.17,-909.9999999999886,-2025.0000000000057,,-2934.9999999999945
2016.11.17,-835.9999999999923,-2213.9999999999986,,-3049.999999999991
2016.11.17,-870.9999999999995,-2287.0000000000064,,-3158.000000000006
2016.11.17,-876.9999999999944,-2323.0000000000073,,-3200.000000000002
2016.11.17,-817.9999999999854,-2265.999999999991,,-3083.9999999999764
2016.11.17,-777.9999999999898,-2312.000000000012,,-3090.000000000002
2016.11.17,-780.000000000003,-2248.9999999999955,,-3028.999999999998
2016.11.17,-770.9999999999884,-2162.0000000000064,,-2932.9999999999945
2016.11.17,-787.9999999999887,-2230.9999999999945,,-3018.999999999983
2016.11.17,-814.999999999988,-2305.000000000007,,-3119.9999999999945
2016.11.17,-851.0000000000017,-2383.00000000001,,-3234.000000000012
2016.11.17,-726.9999999999887,-2395.00000000001,,-3121.9999999999986
2016.11.18,-781.9999999999939,-2600.999999999999,,-3382.9999999999927
2016.11.18,-729.0000000000018,-2545.9999999999923,,-3274.999999999994
2016.11.18,-746.9999999999866,-2572.0000000000027,,-3318.999999999989
2016.11.18,-777.0000000000055,-2524.000000000001,,-3301.0000000000064
2016.11.18,-817.9999999999854,-2408.999999999992,,-3226.9999999999773
2016.11.18,-845.9999999999912,-2407.000000000011,,-3253.0000000000023
2016.11.18,-872.9999999999905,-2568.999999999988,,-3441.9999999999786
2016.11.18,-783.9999999999848,-2707.999999999998,,-3491.9999999999827
2016.11.18,-734.9999999999968,-2782.9999999999873,,-3517.999999999984
2016.11.18,-760.0000000000051,-2906.000000000006,,-3666.000000000011
2016.11.18,-827.0,-2896.9999999999914,,-3723.9999999999914
2016.11.18,-849.9999999999952,-2834.000000000003,,-3683.999999999998
2016.11.18,-825.9999999999934,-2924.0000000000064,,-3750.0
2016.11.18,-800.9999999999851,-2840.0000000000036,,-3640.9999999999886
2016.11.18,-726.9999999999887,-2831.9999999999936,,-3558.9999999999823
2016.11.18,-866.9999999999956,-2837.9999999999936,,-3704.999999999989
2016.11.18,-753.0000000000036,-2966.000000000008,,-3719.000000000012
2016.11.18,-686.9999999999932,-2844.999999999999,,-3531.9999999999923
2016.11.18,-875.999999999988,-3036.0000000000014,,-3911.999999999989
2016.11.18,-1056.9999999999968,-2985.99999999999,,-4042.999999999987
2016.11.18,-1234.0000000000018,-3135.9999999999955,,-4369.999999999997
2016.11.18,-1034.0000000000016,-2897.9999999999964,,-3931.999999999998
2016.11.18,-1041.9999999999873,-3010.9999999999955,,-4052.9999999999827
2016.11.18,-937.9999999999944,-2967.0000000000127,,-3905.0000000000073
2016.11.18,-885.0000000000025,-2973.9999999999895,,-3858.999999999992
2016.11.18,-926.999999999989,-2770.00000000001,,-3696.999999999999
2016.11.18,-929.000000000002,-2951.999999999998,,-3881.0
2016.11.18,-817.9999999999854,-2532.9999999999873,,-3350.9999999999727
2016.11.18,-455.0000000000054,-2009.999999999991,,-2464.9999999999964
2016.11.18,-358.9999999999982,-1912.0000000000061,,-2271.0000000000045
2016.11.18,70.0000000000145,-1245.0000000000045,,-1174.99999999999
2016.11.18,-275.9999999999874,-1843.999999999994,,-2119.9999999999814
2016.11.18,-252.99999999999213,-1731.9999999999993,,-1984.9999999999914
2016.11.18,-422.9999999999956,-1986.9999999999948,,-2409.9999999999905
2016.11.18,-278.00000000000045,-2009.999999999991,,-2287.9999999999914
2016.11.18,-258.99999999998704,-1962.9999999999939,,-2221.999999999981
2016.11.18,-229.99999999999687,-2054.000000000002,,-2283.9999999999986
2016.11.18,-165.9999999999995,-1931.0000000000116,,-2097.000000000011
2016.11.18,-248.00000000000378,-2010.9999999999957,,-2258.9999999999995
2016.11.18,-531.9999999999991,-2407.9999999999873,,-2939.9999999999864
2016.11.18,-436.9999999999985,-2280.000000000001,,-2716.9999999999995
2016.11.18,-461.0000000000003,-2444.999999999993,,-2905.9999999999936
2016.11.18,-453.99999999999886,-2326.999999999998,,-2780.9999999999973
2016.11.18,-583.9999999999845,-2485.99999999999,,-3069.9999999999745
2016.11.18,-635.9999999999922,-2622.9999999999905,,-3258.9999999999827
2016.11.18,-551.9999999999969,-2652.999999999992,,-3204.9999999999886
2016.11.18,-524.9999999999977,-2728.0000000000086,,-3253.0000000000064
2016.11.18,-490.999999999997,-2257.000000000005,,-2748.000000000002
