date,GBPCHF,GBPJPY,empty,sum
2016.11.14,-107.99999999999699,-109.00000000000887,,-217.00000000000585
2016.11.14,-103.99999999999298,-157.0000000000107,,-261.00000000000364
2016.11.14,-292.00000000000335,-192.00000000000728,,-484.00000000001063
2016.11.14,-265.0000000000041,-185.00000000000227,,-450.00000000000637
2016.11.14,-252.99999999999213,-159.9999999999966,,-412.99999999998875
2016.11.14,-217.0000000000005,-383.99999999998613,,-600.9999999999866
2016.11.14,-255.00000000000523,-485.99999999999,,-740.9999999999952
2016.11.14,-136.00000000000279,-474.9999999999943,,-610.999999999997
2016.11.14,-201.99999999999108,-598.0000000000132,,-800.0000000000043
2016.11.14,-285.00000000000193,-751.0000000000048,,-1036.0000000000068
2016.11.14,-343.00000000000443,-859.0000000000089,,-1202.0000000000132
2016.11.14,-384.9999999999909,-798.0000000000018,,-1182.9999999999927
2016.11.14,-289.0000000000059,-651.0000000000105,,-940.0000000000164
2016.11.14,-322.9999999999844,-756.0000000000002,,-1078.9999999999845
2016.11.14,-469.99999999999267,-926.9999999999925,,-1396.9999999999852
2016.11.14,-404.9999999999887,-878.9999999999907,,-1283.9999999999793
2016.11.14,-295.99999999998516,-918.0000000000064,,-1213.9999999999916
2016.11.14,-204.00000000000418,-685.0000000000023,,-889.0000000000065
2016.11.14,-185.99999999999727,-758.9999999999861,,-944.9999999999834
2016.11.14,-187.99999999998818,-651.9999999999868,,-839.999999999975
2016.11.14,-112.000000000001,-450.9999999999934,,-562.9999999999944
2016.11.14,-175.99999999999838,-656.0000000000059,,-832.0000000000043
2016.11.14,-181.9999999999933,-620.0000000000045,,-801.9999999999978
2016.11.14,-219.99999999999798,-586.9999999999891,,-806.999999999987
2016.11.14,-310.9999999999946,-604.0000000000134,,-915.000000000008
2016.11.14,-550.9999999999903,-930.0000000000068,,-1480.9999999999973
2016.11.14,-617.9999999999852,-1149.000000000001,,-1766.9999999999861
2016.11.14,-570.9999999999882,-965.0000000000034,,-1535.9999999999916
2016.11.14,-685.0000000000023,-817.0000000000073,,-1502.0000000000095
2016.11.14,-822.9999999999959,-963.9999999999986,,-1786.9999999999945
2016.11.14,-895.0000000000014,-1080.0000000000125,,-1975.0000000000139
2016.11.14,-913.9999999999926,-1078.000000000003,,-1991.9999999999955
2016.11.14,-600.0000000000006,-829.0000000000077,,-1429.0000000000082
2016.11.14,-583.9999999999845,-1032.999999999987,,-1616.9999999999716
2016.11.14,-500.9999999999959,-987.9999999999995,,-1488.9999999999955
2016.11.14,-319.0000000000026,-814.9999999999977,,-1134.0000000000005
2016.11.14,-160.00000000000458,-919.9999999999875,,-1079.999999999992
2016.11.14,-205.99999999999508,-795.9999999999923,,-1001.9999999999874
2016.11.14,-324.9999999999975,-930.0000000000068,,-1255.0000000000043
2016.11.14,-387.99999999998835,-822.0000000000027,,-1209.9999999999911
2016.11.14,-458.9999999999872,-907.999999999987,,-1366.9999999999743
2016.11.14,-458.9999999999872,-1114.0000000000043,,-1572.9999999999916
2016.11.14,-517.9999999999962,-1151.0000000000105,,-1669.0000000000068
2016.11.14,-541.9999999999981,-1268.0000000000007,,-1809.9999999999986
2016.11.14,-547.999999999993,-1318.000000000012,,-1866.000000000005
2016.11.14,-516.9999999999897,-1193.9999999999884,,-1710.9999999999782
2016.11.14,-514.9999999999987,-1234.0000000000089,,-1749.0000000000077
2016.11.14,-499.000000000005,-1354.9999999999898,,-1853.9999999999948
2016.11.15,-452.99999999999227,-1239.0000000000043,,-1691.9999999999966
2016.11.15,-461.99999999998465,-1204.0000000000077,,-1665.9999999999923
2016.11.15,-550.9999999999903,-1241.9999999999902,,-1792.9999999999804
2016.11.15,-598.999999999994,-1186.000000000007,,-1785.000000000001
2016.11.15,-558.9999999999984,-1188.999999999993,,-1747.9999999999914
2016.11.15,-357.99999999999164,-866.0000000000139,,-1224.0000000000055
2016.11.15,-190.99999999998562,-719.9999999999989,,-910.9999999999845
2016.11.15,-221.00000000000452,-770.0000000000102,,-991.0000000000148
2016.11.15,-241.00000000000233,-887.0000000000005,,-1128.0000000000027
2016.11.15,-360.9999999999891,-977.0000000000039,,-1337.999999999993
2016.11.15,-397.0000000000029,-1002.0000000000095,,-1399.0000000000125
2016.11.15,-354.9999999999942,-850.9999999999991,,-1205.9999999999932
2016.11.15,-304.9999999999997,-774.0000000000009,,-1079.0000000000007
2016.11.15,-341.99999999999784,-890.9999999999911,,-1232.999999999989
2016.11.15,-280.9999999999979,-768.0000000000007,,-1048.9999999999986
2016.11.15,-236.99999999999832,-729.0000000000134,,-966.0000000000117
2016.11.15,-170.00000000000347,-723.9999999999895,,-893.999999999993
2016.11.15,-221.00000000000452,-824.9999999999886,,-1045.9999999999932
2016.11.15,-229.99999999999687,-894.0000000000055,,-1124.0000000000023
2016.11.15,-229.99999999999687,-752.9999999999859,,-982.9999999999827
2016.11.15,-156.99999999998494,-829.0000000000077,,-985.9999999999927
2016.11.15,1.0000000000065512,-578.000000000003,,-576.9999999999964
2016.11.15,367.0000000000062,-421.99999999999704,,-54.99999999999085
2016.11.15,473.99999999999665,-266.9999999999959,,207.00000000000074
2016.11.15,473.99999999999665,-326.9999999999982,,146.99999999999847
2016.11.15,449.9999999999948,-294.9999999999875,,155.00000000000733
2016.11.15,439.0000000000116,-161.00000000000136,,278.00000000001023
2016.11.15,147.00000000000824,-424.0000000000066,,-276.99999999999835
2016.11.15,195.9999999999962,-418.00000000000637,,-222.00000000001017
2016.11.15,113.00000000000753,-234.00000000000887,,-121.00000000000134
2016.11.15,-85.99999999998609,-417.0000000000016,,-502.99999999998766
2016.11.15,-93.99999999999409,-807.9999999999927,,-901.9999999999868
2016.11.15,-187.00000000000384,-1007.000000000005,,-1194.0000000000089
2016.11.15,-151.9999999999966,-981.9999999999993,,-1133.999999999996
2016.11.15,72.0000000000054,-907.999999999987,,-835.9999999999816
2016.11.15,121.00000000001555,-890.9999999999911,,-769.9999999999756
2016.11.15,-66.99999999999484,-1152.9999999999916,,-1219.9999999999864
2016.11.15,-181.9999999999933,-1066.0000000000025,,-1247.999999999996
2016.11.15,-269.9999999999925,-1138.0000000000052,,-1407.9999999999977
2016.11.15,-270.99999999999903,-1173.0000000000018,,-1444.000000000001
2016.11.15,-272.99999999998994,-1205.9999999999889,,-1478.9999999999789
2016.11.15,-435.9999999999919,-1367.999999999995,,-1803.9999999999868
2016.11.15,-500.9999999999959,-1633.9999999999861,,-2134.999999999982
2016.11.15,-1095.999999999986,-2289.999999999992,,-3385.9999999999777
