date,USDCAD,AUDCHF,EURJPY,EURAUD,empty,sum
2019.10.21,-290.9999999999968,-448.9999999999994,-311.9999999999976,-650.9999999999794,,-1702.9999999999732
2019.10.21,-256.99999999999613,-395.0000000000009,-314.00000000000716,-614.9999999999877,,-1580.9999999999918
2019.10.21,-259.0000000000092,-437.999999999994,-346.00000000000364,-647.9999999999819,,-1690.9999999999886
2019.10.21,-282.0000000000045,-419.9999999999982,-341.0000000000082,-647.9999999999819,,-1690.9999999999927
2019.10.21,-327.00000000001063,-383.99999999999545,-268.0000000000007,-665.9999999999889,,-1644.9999999999957
2019.10.21,-265.0000000000041,-365.99999999999966,-180.99999999999739,-661.0000000000005,,-1473.0000000000016
2019.10.21,-249.00000000001032,-366.9999999999951,-135.99999999999568,-699.9999999999895,,-1451.9999999999907
2019.10.21,-313.99999999999204,-378.00000000000057,-138.00000000000523,-747.9999999999931,,-1577.999999999991
2019.10.21,-314.99999999999864,-367.99999999999056,-123.99999999999523,-676.9999999999943,,-1483.9999999999786
2019.10.21,-320.9999999999935,-404.99999999999983,-78.00000000000296,-637.9999999999831,,-1441.9999999999795
2019.10.21,-312.00000000000114,-403.99999999999324,-66.0000000000025,-662.9999999999914,,-1444.9999999999882
2019.10.21,-449.9999999999948,-385.99999999999744,-134.00000000000034,-641.999999999987,,-1611.9999999999795
2019.10.21,-458.00000000000284,-380.999999999998,-141.9999999999959,-626.9999999999998,,-1607.9999999999966
2019.10.21,-425.0000000000087,-356.00000000000074,-141.00000000000534,-585.9999999999976,,-1508.0000000000123
2019.10.21,-418.0000000000073,-304.9999999999997,-150.00000000000568,-536.9999999999875,,-1410.0000000000002
2019.10.21,-486.999999999993,-315.9999999999941,-140.00000000000057,-571.9999999999948,,-1514.9999999999823
2019.10.21,-468.00000000000176,-319.99999999999807,-171.00000000000648,-607.9999999999864,,-1566.9999999999927
2019.10.21,-480.99999999999807,-334.9999999999964,-164.00000000000148,-605.9999999999955,,-1585.9999999999914
2019.10.21,-486.999999999993,-349.99999999999477,-176.00000000000193,-626.9999999999998,,-1639.9999999999895
2019.10.21,-486.999999999993,-343.9999999999999,-171.00000000000648,-629.9999999999973,,-1631.9999999999968
2019.10.21,-492.0000000000035,-339.0000000000004,-156.0000000000059,-644.9999999999844,,-1631.999999999994
2019.10.22,-489.0000000000061,-322.00000000000006,-159.9999999999966,-658.9999999999874,,-1629.99999999999
2019.10.22,-455.99999999998977,-330.9999999999924,-132.99999999999557,-684.9999999999801,,-1604.9999999999577
2019.10.22,-439.99999999999596,-340.9999999999913,-132.000000000005,-597.9999999999874,,-1510.9999999999795
2019.10.22,-441.0000000000025,-339.0000000000004,-147.00000000000557,-594.99999999999,,-1521.9999999999986
2019.10.22,-436.9999999999985,-345.99999999999073,-147.99999999999613,-578.9999999999961,,-1509.9999999999816
2019.10.22,-445.0000000000065,-376.99999999999403,-161.00000000000136,-646.9999999999976,,-1629.9999999999995
2019.10.22,-482.999999999989,-467.9999999999906,-278.99999999999636,-726.9999999999887,,-1956.9999999999645
2019.10.22,-526.0000000000042,-485.99999999999756,-299.99999999999716,-781.9999999999939,,-2093.9999999999927
2019.10.22,-601.9999999999915,-520.9999999999936,-331.00000000000307,-858.9999999999875,,-2312.9999999999754
2019.10.22,-575.9999999999987,-496.99999999999187,-298.0000000000018,-798.9999999999942,,-2169.999999999987
2019.10.22,-517.9999999999962,-395.0000000000009,-213.99999999999864,-597.9999999999874,,-1724.9999999999832
2019.10.22,-520.9999999999936,-428.9999999999905,-228.9999999999992,-681.9999999999826,,-1860.999999999966
2019.10.22,-503.99999999999335,-454.9999999999943,-213.99999999999864,-708.9999999999818,,-1881.9999999999682
2019.10.22,-503.99999999999335,-461.99999999999574,-215.0000000000034,-759.999999999983,,-1940.9999999999754
2019.10.22,-520.9999999999936,-478.0000000000006,-215.0000000000034,-772.9999999999793,,-1986.999999999977
2019.10.22,-512.0000000000014,-480.99999999999807,-212.0000000000033,-766.0,,-1971.0000000000027
2019.10.22,-544.9999999999955,-517.0000000000008,-251.00000000000477,-836.9999999999989,,-2150.0
2019.10.22,-534.9999999999966,-508.9999999999928,-242.999999999995,-815.9999999999945,,-2102.999999999979
2019.10.22,-507.9999999999973,-491.99999999999244,-201.99999999999818,-784.9999999999912,,-1986.999999999979
2019.10.22,-499.000000000005,-484.999999999991,-203.00000000000296,-774.9999999999924,,-1961.9999999999914
2019.10.22,-492.0000000000035,-523.9999999999911,-118.99999999999977,-878.9999999999853,,-2013.99999999998
2019.10.22,-482.999999999989,-510.99999999999477,-34.99999999999659,-817.9999999999854,,-1846.999999999966
2019.10.22,-466.9999999999952,-495.9999999999964,-34.000000000006025,-738.9999999999785,,-1735.9999999999761
2019.10.22,-482.00000000000466,-506.9999999999908,-4.9999999999954525,-677.9999999999786,,-1671.9999999999695
2019.10.22,-490.999999999997,-473.0000000000012,-42.00000000000159,-605.9999999999955,,-1611.9999999999952
2019.10.22,-526.0000000000042,-492.999999999999,-61.00000000000705,-614.9999999999877,,-1694.999999999998
2019.10.22,-495.000000000001,-489.99999999999045,-93.00000000000352,-575.9999999999987,,-1653.9999999999936
2019.10.22,-485.0000000000021,-497.99999999999847,-55.999999999997385,-606.9999999999798,,-1645.9999999999777
2019.10.22,-421.0000000000047,-462.9999999999912,-46.999999999997044,-624.9999999999867,,-1555.9999999999795
2019.10.22,-329.00000000000153,-449.9999999999948,-45.000000000001705,-613.9999999999812,,-1437.9999999999793
2019.10.22,-381.99999999999346,-412.9999999999967,-13.999999999995794,-614.9999999999877,,-1423.9999999999736
2019.10.22,-326.0000000000041,-388.9999999999949,36.000000000001364,-629.9999999999973,,-1308.999999999995
2019.10.22,-265.0000000000041,-422.00000000000017,112.99999999999955,-748.9999999999997,,-1323.0000000000045
2019.10.22,-287.9999999999994,-461.99999999999574,94.99999999999886,-732.9999999999836,,-1387.99999999998
2019.10.22,-251.00000000000122,-485.99999999999756,105.99999999999454,-760.9999999999894,,-1391.9999999999936
2019.10.22,-466.00000000001086,-512.0000000000014,75.00000000000284,-834.9999999999858,,-1737.9999999999952
2019.10.22,-461.0000000000003,-506.9999999999908,19.99999999999602,-777.9999999999898,,-1725.999999999985
2019.10.22,-512.0000000000014,-520.9999999999936,-28.999999999996362,-720.9999999999939,,-1782.9999999999852
2019.10.22,-522.0000000000002,-539.999999999996,-43.00000000000637,-719.9999999999873,,-1824.99999999999
2019.10.22,-513.0000000000078,-547.999999999993,-30.000000000001137,-749.999999999984,,-1840.999999999986
2019.10.22,-502.00000000000244,-524.9999999999977,-9.000000000000341,-705.9999999999844,,-1741.999999999985
2019.10.22,-476.9999999999941,-534.0000000000011,-27.000000000001023,-708.9999999999818,,-1746.9999999999782
2019.10.22,-526.0000000000042,-536.9999999999986,-100.99999999999909,-752.9999999999815,,-1916.9999999999832
2019.10.22,-441.0000000000025,-500.9999999999959,-22.999999999996135,-743.9999999999891,,-1708.9999999999836
2019.10.22,-364.00000000000875,-474.9999999999921,189.99999999999773,-703.9999999999935,,-1352.9999999999968
2019.10.22,-407.0000000000018,-485.99999999999756,155.9999999999917,-690.9999999999972,,-1428.0000000000048
2019.10.22,-344.00000000001097,-500.9999999999959,200.9999999999934,-715.9999999999833,,-1359.9999999999968
2019.10.22,-432.0000000000102,-504.9999999999999,221.9999999999942,-733.9999999999902,,-1449.000000000006
2019.10.23,-442.9999999999934,-443.99999999999994,200.00000000000284,-809.9999999999997,,-1496.9999999999902
2019.10.23,-391.000000000008,-439.99999999999596,271.0000000000008,-693.9999999999947,,-1253.9999999999977
2019.10.23,-392.9999999999989,-447.99999999999284,245.9999999999951,-706.999999999991,,-1301.9999999999877
2019.10.23,-401.00000000000693,-496.99999999999187,183.9999999999975,-711.9999999999793,,-1425.9999999999807
2019.10.23,-398.00000000000944,-501.99999999999136,174.99999999999716,-729.9999999999862,,-1454.99999999999
2019.10.23,-395.99999999999636,-520.9999999999936,194.99999999999318,-766.0,,-1487.9999999999968
2019.10.23,-371.99999999999454,-510.99999999999477,219.99999999999886,-734.9999999999968,,-1397.9999999999873
2019.10.23,-380.00000000000256,-520.9999999999936,326.9999999999982,-780.9999999999873,,-1354.9999999999852
2019.10.23,-348.9999999999993,-515.9999999999942,331.00000000000307,-768.9999999999975,,-1302.999999999988
2019.10.23,-331.999999999999,-478.0000000000006,396.0000000000008,-693.9999999999947,,-1107.9999999999934
2019.10.23,-299.99999999998914,-396.9999999999918,448.99999999999807,-514.9999999999987,,-762.9999999999816
2019.10.23,-275.000000000003,-354.9999999999942,441.99999999999307,-432.9999999999945,,-620.9999999999986
2019.10.23,-259.0000000000092,-314.99999999999864,498.9999999999952,-350.9999999999902,,-426.00000000000284
2019.10.23,-262.999999999991,-340.9999999999913,483.0000000000041,-400.9999999999847,,-521.9999999999629
2019.10.23,-256.99999999999613,-343.9999999999999,477.99999999999443,-401.99999999999125,,-524.9999999999928
2019.10.23,-289.9999999999903,-346.9999999999973,427.99999999999727,-428.9999999999905,,-637.9999999999809
2019.10.23,-283.99999999999534,-384.9999999999909,421.99999999999704,-542.9999999999824,,-789.9999999999716
2019.10.23,-323.99999999999096,-412.9999999999967,382.000000000005,-558.9999999999984,,-913.9999999999811
2019.10.23,-341.99999999999784,-383.0,284.9999999999966,-481.99999999998244,,-921.9999999999836
2019.10.23,-333.0000000000055,-335.99999999999187,367.999999999995,-442.9999999999934,,-743.9999999999958
2019.10.23,-367.99999999999056,-364.9999999999931,347.999999999999,-462.9999999999912,,-847.9999999999759
2019.10.23,-385.99999999999744,-374.999999999992,346.00000000000364,-403.99999999998215,,-818.9999999999679
2019.10.23,-425.99999999999307,-388.9999999999949,352.00000000000387,-430.9999999999814,,-893.9999999999654
2019.10.23,-392.9999999999989,-356.00000000000074,403.99999999999636,-441.99999999998687,,-786.9999999999902
2019.10.23,-357.00000000000733,-322.9999999999955,411.00000000000136,-463.9999999999977,,-732.9999999999992
2019.10.23,-348.9999999999993,-362.99999999999113,438.99999999999295,-583.9999999999845,,-856.999999999982
2019.10.23,-394.9999999999898,-392.9999999999989,388.00000000000523,-622.9999999999958,,-1022.9999999999793
2019.10.23,-411.99999999999017,-371.99999999999454,355.99999999999454,-531.9999999999991,,-959.9999999999893
2019.10.23,-367.99999999999056,-380.999999999998,394.999999999996,-543.999999999989,,-897.9999999999816
2019.10.23,-392.9999999999989,-357.99999999999164,349.00000000000375,-494.9999999999788,,-896.9999999999657
2019.10.23,-425.0000000000087,-379.9999999999915,311.9999999999976,-516.9999999999897,,-1009.9999999999923
2019.10.23,-438.9999999999894,-418.9999999999916,215.0000000000034,-564.9999999999933,,-1207.999999999971
2019.10.23,-428.9999999999905,-403.99999999999324,186.9999999999976,-564.9999999999933,,-1210.9999999999795
2019.10.23,-350.9999999999902,-422.9999999999956,146.99999999999136,-577.9999999999897,,-1204.999999999984
2019.10.23,-375.9999999999986,-403.99999999999324,171.99999999999704,-530.9999999999926,,-1138.9999999999873
2019.10.23,-350.9999999999902,-454.9999999999943,213.99999999999864,-605.9999999999955,,-1197.9999999999814
2019.10.23,-442.9999999999934,-428.9999999999905,131.00000000000023,-575.9999999999987,,-1316.9999999999823
2019.10.23,-470.9999999999992,-491.99999999999244,128.0000000000001,-608.9999999999928,,-1443.9999999999843
2019.10.23,-478.0000000000006,-475.99999999999864,137.00000000000045,-606.9999999999798,,-1423.9999999999786
2019.10.23,-493.99999999999443,-485.99999999999756,61.99999999999761,-574.9999999999922,,-1492.9999999999866
2019.10.23,-543.0000000000045,-496.99999999999187,51.9999999999925,-547.999999999993,,-1535.9999999999968
2019.10.23,-580.0000000000027,-512.9999999999968,57.00000000000216,-545.9999999999799,,-1581.9999999999773
2019.10.23,-581.9999999999936,-520.9999999999936,55.999999999997385,-551.9999999999969,,-1598.9999999999868
2019.10.23,-547.999999999993,-512.9999999999968,27.999999999991587,-550.9999999999903,,-1583.9999999999886
2019.10.23,-592.9999999999991,-528.9999999999906,-78.00000000000296,-561.9999999999958,,-1761.9999999999882
2019.10.23,-601.9999999999915,-531.9999999999991,-99.00000000000375,-547.999999999993,,-1780.999999999987
2019.10.23,-604.0000000000045,-556.9999999999964,-46.999999999997044,-568.9999999999973,,-1776.9999999999952
2019.10.23,-631.0000000000038,-550.9999999999903,-43.99999999999693,-594.99999999999,,-1820.999999999981
2019.10.24,-625.0000000000089,-536.9999999999986,-22.00000000000557,-612.9999999999969,,-1797.00000000001
2019.10.24,-609.9999999999994,-491.99999999999244,-31.00000000000591,-533.99999999999,,-1666.9999999999877
2019.10.24,-605.9999999999955,-545.9999999999909,-46.999999999997044,-544.9999999999955,,-1743.9999999999789
2019.10.24,-581.9999999999936,-515.9999999999942,-9.000000000000341,-511.99999999997914,,-1618.9999999999673
2019.10.24,-575.9999999999987,-510.99999999999477,-16.000000000005343,-496.99999999999187,,-1599.999999999991
2019.10.24,-581.0000000000093,-512.9999999999968,-9.000000000000341,-506.9999999999908,,-1609.9999999999973
2019.10.24,-560.9999999999893,-478.9999999999961,16.999999999995907,-447.99999999998175,,-1470.9999999999714
2019.10.24,-561.9999999999958,-490.999999999997,10.99999999999568,-408.9999999999927,,-1450.9999999999898
2019.10.24,-558.9999999999984,-479.99999999999153,-13.00000000000523,-383.99999999998437,,-1435.9999999999795
2019.10.24,-580.0000000000027,-519.9999999999983,-34.99999999999659,-456.9999999999963,,-1591.9999999999939
2019.10.24,-592.9999999999991,-541.9999999999981,-73.0000000000075,-492.9999999999879,,-1700.9999999999927
2019.10.24,-583.0000000000002,-489.99999999999045,-40.99999999999682,-414.9999999999876,,-1528.999999999975
2019.10.24,-556.0000000000009,-456.9999999999963,-1.0000000000047748,-357.99999999999164,,-1371.9999999999936
2019.10.24,-553.0000000000035,-467.9999999999906,-19.000000000005457,-348.9999999999993,,-1388.9999999999989
2019.10.24,-540.0000000000072,-476.9999999999941,-12.000000000000455,-352.9999999999811,,-1381.999999999983
2019.10.24,-543.999999999989,-462.9999999999912,1.0000000000047748,-331.999999999999,,-1337.9999999999745
2019.10.24,-530.9999999999926,-434.9999999999965,-1.9999999999953388,-287.9999999999994,,-1255.9999999999839
2019.10.24,-536.0000000000032,-439.0000000000005,7.000000000005002,-244.9999999999841,,-1212.9999999999827
2019.10.24,-519.0000000000028,-428.9999999999905,9.000000000000341,-261.0000000000001,,-1199.9999999999932
2019.10.24,-540.0000000000072,-397.99999999999835,-22.999999999996135,-189.99999999997908,,-1150.9999999999807
2019.10.24,-651.0000000000016,-405.9999999999952,-432.00000000000216,-230.9999999999812,,-1719.9999999999802
2019.10.24,-621.9999999999892,-396.9999999999918,-384.00000000000034,-129.99999999998568,,-1532.999999999967
2019.10.24,-563.0000000000024,-386.9999999999929,-222.0000000000084,-168.99999999999693,,-1341.0000000000005
2019.10.24,-516.9999999999897,-305.99999999999517,-52.00000000000671,-17.999999999984695,,-892.9999999999761
2019.10.24,-534.9999999999966,-325.99999999999295,-84.00000000000318,-12.999999999996348,,-957.9999999999891
2019.10.24,-503.99999999999335,-307.99999999999716,-31.00000000000591,-56.99999999999594,,-899.9999999999923
2019.10.24,-540.9999999999915,-312.00000000000114,-25.99999999999625,-103.99999999999298,,-982.9999999999818
2019.10.24,-522.0000000000002,-331.999999999999,25.99999999999625,-198.99999999999363,,-1026.9999999999966
2019.10.24,-584.0000000000067,-378.999999999996,13.999999999995794,-255.99999999998957,,-1204.9999999999966
2019.10.24,-591.0000000000082,-375.9999999999986,58.9999999999975,-257.99999999998045,,-1165.9999999999898
2019.10.24,-622.9999999999958,-348.9999999999993,63.00000000000239,-261.0000000000001,,-1169.9999999999927
2019.10.24,-780.000000000003,-361.9999999999957,-174.99999999999716,-268.9999999999859,,-1585.9999999999818
2019.10.24,-753.0000000000036,-344.99999999999534,-165.00000000000625,-96.99999999999153,,-1359.999999999997
2019.10.24,-624.0000000000023,-313.99999999999204,66.99999999999307,-143.99999999998857,,-1014.9999999999898
2019.10.24,-583.0000000000002,-302.9999999999977,295.0000000000017,-156.99999999998494,,-747.9999999999811
2019.10.24,-557.0000000000075,-322.00000000000006,296.99999999999704,-223.99999999997976,,-805.9999999999902
2019.10.24,-490.999999999997,-341.99999999999784,405.9999999999917,-335.9999999999808,,-762.9999999999839
2019.10.24,-557.9999999999918,-335.99999999999187,382.000000000005,-262.999999999991,,-774.9999999999696
2019.10.24,-533.0000000000057,-295.99999999999625,368.9999999999998,-154.99999999999403,,-614.9999999999961
2019.10.24,-533.99999999999,-325.99999999999295,337.99999999999386,-100.99999999999554,,-622.9999999999847
2019.10.24,-567.9999999999907,-327.99999999999494,328.9999999999935,-102.99999999998644,,-669.9999999999786
2019.10.24,-564.000000000009,-305.99999999999517,364.9999999999949,-89.99999999999008,,-594.9999999999993
2019.10.24,-591.9999999999925,-298.9999999999937,337.99999999999386,-115.99999999998278,,-668.999999999975
2019.10.24,-609.9999999999994,-313.99999999999204,286.00000000000136,-156.99999999998494,,-794.999999999975
2019.10.24,-615.9999999999943,-334.9999999999964,281.9999999999965,-145.99999999997948,,-814.9999999999736
2019.10.24,-614.0000000000034,-329.999999999997,286.9999999999919,-143.99999999998857,,-800.999999999997
2019.10.24,-601.9999999999915,-310.9999999999946,314.9999999999977,-148.99999999999915,,-746.9999999999875
2019.10.24,-617.0000000000009,-304.9999999999997,316.99999999999307,-158.99999999999804,,-764.0000000000057
2019.10.25,-645.999999999991,-280.9999999999979,314.9999999999977,-184.99999999999073,,-796.9999999999818
2019.10.25,-642.0000000000092,-286.99999999999284,307.00000000000216,-160.99999999998892,,-782.9999999999889
2019.10.25,-612.9999999999969,-278.00000000000045,319.9999999999932,-88.99999999998354,,-659.9999999999877
2019.10.25,-595.9999999999966,-266.999999999995,328.00000000000296,-34.99999999998504,,-569.9999999999736
2019.10.25,-604.0000000000045,-284.9999999999908,341.99999999999875,-88.99999999998354,,-635.9999999999801
2019.10.25,-602.999999999998,-282.99999999999994,337.0000000000033,-67.9999999999792,,-616.9999999999739
2019.10.25,-604.0000000000045,-279.99999999999136,338.99999999999864,-71.99999999998319,,-616.9999999999804
2019.10.25,-629.9999999999973,-330.9999999999924,265.00000000000057,-152.99999999998093,,-848.99999999997
2019.10.25,-604.9999999999889,-351.99999999999676,271.0000000000008,-180.99999999998673,,-866.9999999999716
2019.10.25,-608.9999999999928,-349.99999999999477,263.00000000000523,-134.99999999999625,,-830.9999999999786
2019.10.25,-581.9999999999936,-286.99999999999284,304.00000000000205,-36.999999999998145,,-601.9999999999826
2019.10.25,-597.0000000000031,-300.0000000000003,305.9999999999974,-35.999999999991594,,-626.9999999999976
2019.10.25,-611.000000000006,-313.99999999999204,293.99999999999693,-79.99999999999119,,-710.9999999999923
2019.10.25,-597.0000000000031,-327.99999999999494,304.00000000000205,-111.99999999997878,,-732.9999999999746
2019.10.25,-609.9999999999994,-335.99999999999187,304.9999999999926,-130.99999999999224,,-771.999999999991
2019.10.25,-612.9999999999969,-336.9999999999984,316.99999999999307,-126.99999999998823,,-759.9999999999905
2019.10.25,-609.9999999999994,-395.0000000000009,293.99999999999693,-256.99999999999613,,-967.9999999999995
2019.10.25,-638.9999999999895,-441.99999999999795,222.99999999999898,-388.9999999999949,,-1246.9999999999834
2019.10.25,-652.0000000000082,-409.99999999999926,210.99999999999852,-306.9999999999906,,-1157.9999999999995
2019.10.25,-663.999999999998,-409.99999999999926,209.99999999999375,-304.9999999999997,,-1169.0000000000032
2019.10.25,-648.0000000000041,-413.99999999999216,173.00000000000182,-299.99999999998914,,-1188.9999999999836
2019.10.25,-700.999999999996,-408.9999999999927,200.9999999999934,-299.99999999998914,,-1208.9999999999843
2019.10.25,-710.0000000000106,-400.9999999999958,156.99999999999648,-332.9999999999833,,-1286.9999999999932
2019.10.25,-699.9999999999895,-397.99999999999835,152.00000000000102,-205.99999999999508,,-1151.999999999982
2019.10.25,-706.0000000000066,-378.999999999996,159.9999999999966,-205.99999999999508,,-1131.0000000000011
2019.10.25,-710.999999999995,-324.9999999999975,173.00000000000182,-115.99999999998278,,-978.9999999999734
2019.10.25,-710.999999999995,-319.99999999999807,167.99999999999216,-123.99999999999079,,-986.9999999999918
2019.10.25,-737.0000000000099,-317.9999999999961,156.99999999999648,-137.9999999999937,,-1036.0000000000032
2019.10.25,-700.999999999996,-343.9999999999999,236.99999999999477,-206.99999999997942,,-1014.9999999999806
2019.10.25,-638.0000000000052,-344.99999999999534,317.99999999999784,-232.99999999999432,,-897.999999999997
2019.10.25,-680.9999999999983,-375.9999999999986,337.0000000000033,-267.99999999997937,,-987.9999999999729
2019.10.25,-679.9999999999917,-383.0,396.99999999999136,-319.999999999987,,-985.9999999999875
2019.10.25,-702.0000000000026,-398.9999999999938,412.9999999999967,-380.9999999999869,,-1068.9999999999866
2019.10.25,-740.0000000000073,-413.99999999999216,403.99999999999636,-436.9999999999985,,-1187.0000000000018
2019.10.25,-682.0000000000048,-456.00000000000085,444.0000000000026,-510.99999999999477,,-1204.9999999999977
2019.10.25,-703.9999999999935,-487.99999999999955,478.9999999999992,-572.9999999999791,,-1285.9999999999732
2019.10.25,-740.9999999999917,-547.999999999993,427.99999999999727,-743.9999999999891,,-1604.9999999999764
2019.10.25,-717.9999999999964,-580.9999999999982,415.9999999999968,-827.9999999999843,,-1710.999999999982
2019.10.25,-683.9999999999957,-558.9999999999984,436.9999999999976,-713.9999999999924,,-1519.9999999999889
2019.10.25,-645.999999999991,-534.0000000000011,483.99999999999466,-632.9999999999947,,-1328.9999999999923
2019.10.25,-658.0000000000031,-524.9999999999977,469.99999999999886,-602.999999999998,,-1316.0
2019.10.25,-683.9999999999957,-514.9999999999987,469.99999999999886,-572.9999999999791,,-1301.9999999999748
2019.10.25,-687.9999999999998,-506.9999999999908,493.9999999999998,-571.9999999999948,,-1272.9999999999854
2019.10.25,-723.9999999999914,-491.99999999999244,498.00000000000466,-527.9999999999951,,-1245.9999999999743
2019.10.25,-706.0000000000066,-467.9999999999906,513.9999999999958,-527.9999999999951,,-1187.9999999999966
2019.10.25,-753.0000000000036,-484.999999999991,530.9999999999917,-556.9999999999853,,-1263.9999999999882
2019.10.25,-751.9999999999972,-480.99999999999807,536.9999999999919,-566.9999999999842,,-1262.9999999999875
2019.10.25,-733.9999999999902,-473.0000000000012,542.9999999999922,-556.9999999999853,,-1220.9999999999845
