date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.01.25,-117.99999999999588,42.0000000000087,66.0000000000025,28.000000000005798,12.999999999996348,63.00000000000239,36.999999999998145,-148.000000000037,111.99999999999477,29.00000000001235,-102.00000000000209,255.00000000000523,90.00000000000341,52.99999999999727,40.99999999999682,-24.999999999997247,-26.000000000003798,,409.99999999998766
2016.01.25,-167.9999999999904,35.00000000000725,96.9999999999942,5.000000000010552,-113.00000000000753,59.00000000001171,48.99999999999905,-267.0000000000172,135.99999999999568,65.00000000000395,-198.99999999999363,575.9999999999987,96.00000000000364,43.99999999999693,-81.00000000000307,-46.999999999997044,-212.00000000000108,,75.00000000001177
2016.01.25,-140.0000000000068,34.000000000000696,49.000000000006594,42.0000000000087,-102.00000000000209,54.000000000002046,85.99999999999719,-41.000000000002146,86.00000000001273,7.0000000000014495,-105.99999999998388,592.9999999999991,94.99999999999886,58.000000000006935,-115.0000000000091,-17.999999999995797,-207.00000000000162,,375.00000000003286
2016.01.25,-143.00000000000423,82.00000000000429,-78.00000000000296,-18.999999999991246,-180.0000000000024,-65.99999999998829,158.99999999999804,-141.00000000003553,-6.000000000000227,137.00000000000932,-322.9999999999844,849.9999999999952,-27.999999999991587,-114.00000000000432,-287.00000000000614,-87.99999999999919,-282.0000000000045,,-527.0000000000082
2016.01.25,-95.00000000000064,26.999999999999247,-72.00000000000273,52.000000000007596,-69.00000000000794,-1.9999999999953388,50.0000000000056,-275.00000000002524,-54.000000000002046,-18.999999999991246,-194.99999999998963,479.99999999999153,30.000000000001137,-75.9999999999934,-157.0000000000107,-100.00000000000009,-172.00000000000549,,-647.0000000000193
2016.01.25,-62.000000000006494,72.0000000000054,-52.00000000000671,-38.99999999998904,-153.99999999999858,54.000000000002046,92.00000000000318,-551.0000000000126,15.00000000001478,140.0000000000068,-491.99999999998136,785.9999999999978,-12.000000000000455,-185.00000000000227,-249.00000000000944,-184.99999999999073,-243.00000000000432,,-1064.999999999972
2016.01.25,-21.999999999988695,143.00000000000423,-76.99999999999818,-217.0000000000005,-91.00000000000774,75.00000000000284,70.0000000000034,-811.0000000000284,69.99999999999318,431.0000000000036,-641.0000000000027,724.9999999999978,-135.00000000000512,-233.99999999999466,-186.9999999999976,-93.99999999999409,-33.000000000005244,,-1028.000000000018
2016.01.25,34.000000000000696,155.00000000001623,66.99999999999307,-99.99999999998899,13.999999999991797,277.000000000001,46.999999999997044,-804.000000000027,240.0000000000091,323.0000000000066,-590.0000000000016,478.0000000000006,34.99999999999659,-96.9999999999942,30.000000000001137,-130.99999999999224,36.999999999998145,,15.000000000008122
2016.01.25,29.00000000001235,146.00000000000168,135.99999999999568,85.00000000000173,131.99999999999878,346.00000000000364,-32.999999999994145,-560.0000000000272,306.0000000000116,110.00000000001009,-255.99999999998957,160.00000000000458,195.99999999999795,135.00000000000512,217.9999999999893,-46.999999999997044,86.99999999999264,,1190.0000000000175
2016.01.25,51.000000000001044,214.00000000000307,120.00000000000455,-5.999999999994898,121.99999999999989,346.00000000000364,6.0000000000060005,-734.0000000000124,368.9999999999998,306.00000000000625,-451.0000000000014,282.0000000000045,126.00000000000477,64.00000000000716,195.99999999999795,-52.99999999999194,137.9999999999937,,1096.0000000000316
