date,USDCHF,USDCAD,AUDCHF,GBPJPY,GBPCAD,GBPAUD,NZDJPY,empty,sum
2019.01.28,-36.999999999998145,-29.999999999996696,-46.00000000000159,-27.999999999991587,-378.999999999996,-379.99999999998033,0.0,,-899.9999999999644
2019.01.28,-34.99999999999615,-58.000000000002494,-66.99999999999484,219.99999999999886,-346.0000000000019,-372.9999999999789,69.00000000000261,,-589.9999999999728
2019.01.28,-12.999999999996348,-12.999999999996348,-100.99999999999554,211.9999999999891,-310.0000000000103,-348.9999999999993,73.99999999999807,,-500.0000000000107
2019.01.28,-34.99999999999615,-50.0000000000167,-71.99999999999429,68.9999999999884,-367.99999999999056,-305.9999999999841,52.99999999999727,,-708.9999999999961
2019.01.28,-60.00000000000449,-53.999999999998494,-29.000000000001247,-85.00000000000796,-381.0000000000091,-324.9999999999975,13.999999999995794,,-920.000000000023
2019.01.28,-61.999999999995396,-12.999999999996348,-78.00000000000028,-140.00000000001478,-255.00000000000523,-160.99999999998892,3.0000000000001137,,-706.0000000000008
2019.01.28,-63.99999999999739,-7.0000000000014495,-63.00000000000195,-175.00000000001137,-262.999999999991,-136.99999999998712,-9.000000000000341,,-717.9999999999907
2019.01.28,-68.99999999999685,-18.0000000000069,-205.99999999999508,-163.0000000000109,-181.9999999999933,48.000000000003595,64.99999999999773,,-525.0000000000017
2019.01.28,-51.99999999999649,-9.999999999998899,-168.99999999999693,-121.00000000000932,-139.00000000000023,197.00000000000273,168.99999999999693,,-125.00000000000222
2019.01.28,-53.999999999998494,-5.999999999994898,-144.99999999999514,-170.00000000001592,-103.00000000000864,144.0000000000108,165.99999999999682,,-168.00000000000546
2019.01.28,-53.999999999998494,24.999999999986144,-185.99999999999727,-201.99999999999818,-106.99999999999044,231.0000000000034,216.99999999999875,,-75.99999999999602
2019.01.28,-78.00000000000028,82.00000000000429,-230.99999999999233,-102.00000000000387,-72.0000000000054,321.0000000000157,296.0000000000065,,216.0000000000246
2019.01.28,-105.99999999999498,121.99999999999989,-217.0000000000005,-60.000000000002274,-119.00000000000244,293.0000000000099,319.9999999999932,,233.00000000000273
2019.01.28,-104.99999999999955,124.99999999999733,-207.99999999999707,-18.000000000000682,-96.00000000000719,348.00000000001495,343.0000000000035,,389.0000000000113
2019.01.28,-90.99999999999665,116.00000000000499,-208.99999999999253,-61.00000000000705,-78.00000000000028,360.0000000000048,359.99999999999943,,397.0000000000127
2019.01.28,-82.99999999999974,26.999999999999247,-209.9999999999991,-242.00000000001864,-52.000000000007596,181.00000000000892,231.99999999999932,,-147.00000000001756
2019.01.28,-127.99999999999478,17.000000000000348,-129.00000000000134,-212.99999999999386,-100.99999999999554,172.0000000000166,228.9999999999992,,-152.99999999996942
2019.01.28,-131.00000000000333,-29.00000000001235,-76.99999999999375,-337.99999999999386,-59.000000000009045,205.00000000001074,174.99999999999716,,-254.0000000000045
2019.01.28,-151.00000000000114,-60.000000000015596,-63.00000000000195,-349.9999999999943,-5.999999999994898,301.0000000000179,183.9999999999975,,-144.99999999999244
2019.01.28,-134.0000000000008,-50.0000000000167,-102.99999999999754,-438.0000000000166,38.99999999998904,316.0000000000052,153.99999999999636,,-216.00000000004098
2019.01.28,-9.999999999998899,-103.00000000000864,-115.99999999999389,-406.0000000000059,86.0000000000083,285.00000000000193,143.00000000000068,,-120.99999999999636
2019.01.28,-46.00000000000159,-87.00000000001484,-74.99999999999174,-425.00000000001137,151.9999999999966,322.00000000000006,123.99999999999523,,-35.00000000002768
2019.01.28,-124.00000000000189,-83.9999999999952,-83.9999999999952,-560.0000000000023,86.99999999999264,368.00000000001273,109.99999999999943,,-286.99999999998977
2019.01.28,-114.00000000000298,-90.99999999999665,-41.9999999999976,-576.9999999999982,181.9999999999933,461.0000000000003,109.99999999999943,,-71.00000000000244
2019.01.28,-107.99999999999699,-70.0000000000145,-56.99999999999594,-480.99999999999454,72.99999999998974,326.0000000000041,180.00000000000682,,-137.00000000000125
2019.01.28,-136.00000000000279,-86.0000000000083,-24.999999999997247,-313.99999999999295,66.99999999999484,241.00000000000233,236.99999999999477,,-16.000000000009322
2019.01.28,-161.99999999999548,-82.00000000000429,3.0000000000085514,-259.00000000001455,-9.999999999998899,184.00000000000637,162.00000000000614,,-163.9999999999922
2019.01.28,-104.99999999999955,-195.00000000001182,-5.999999999994898,-498.0000000000189,26.999999999999247,207.00000000000162,79.9999999999983,,-490.00000000002603
2019.01.28,-41.9999999999976,-204.00000000000418,14.999999999998348,-515.0000000000148,144.99999999999514,288.0000000000216,79.9999999999983,,-233.00000000000318
2019.01.28,-85.00000000000173,-218.00000000000708,28.000000000005798,-531.0000000000059,126.99999999998823,229.00000000001253,69.00000000000261,,-381.00000000000557
2019.01.28,-71.99999999999429,-316.0000000000052,36.0000000000027,-638.0000000000052,-11.00000000000545,296.0000000000074,69.00000000000261,,-635.9999999999974
2019.01.28,-109.99999999999899,-466.00000000001086,68.00000000000139,-563.999999999993,-344.00000000001097,100.0000000000112,40.99999999999682,,-1275.0000000000043
2019.01.28,-131.99999999999878,-598.0000000000097,67.00000000000594,-759.0000000000146,-676.0000000000099,-113.99999999999189,-55.00000000000682,,-2267.0000000000255
2019.01.28,-178.00000000000037,-680.0000000000139,113.00000000000753,-800.0000000000114,-662.000000000007,-78.00000000000028,-81.00000000000307,,-2366.000000000029
2019.01.28,-187.9999999999993,-649.999999999995,141.00000000000225,-602.0000000000039,-690.9999999999972,-146.99999999998602,-37.00000000000614,,-2173.9999999999854
2019.01.28,-192.99999999999872,-563.0000000000024,152.00000000000767,-671.999999999997,-609.9999999999994,-159.99999999998238,-90.99999999999397,,-2136.9999999999663
2019.01.28,-178.00000000000037,-487.0000000000152,101.00000000000664,-700.000000000017,-347.0000000000084,-17.000000000000348,-129.99999999999545,,-1758.0000000000302
2019.01.28,-214.99999999999852,-524.0000000000133,111.00000000000554,-750.0,-451.0000000000014,14.000000000002899,-140.00000000000057,,-1955.0000000000055
2019.01.28,-202.0000000000022,-537.0000000000097,207.00000000000162,-760.9999999999957,-361.9999999999957,-65.99999999998829,-176.00000000000193,,-1896.9999999999918
