,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['AUDNZD', 'NZDCAD', 'AUDUSD', 'NZDUSD', 'USDCHF', 'EURJPY']",100.0,0.5189893199202755,B
1,1,GBPUSD,20,"['NZDCHF', 'USDCHF', 'GBPJPY']",80.0,0.88273150793651,B
2,2,EURUSD,10,['EURJPY'],100.0,0.4887500000000123,B
3,3,USDCAD,30,"['EURAUD', 'AUDCHF', 'AUDCAD', 'AUDUSD', 'NZDUSD', 'EURCHF', 'AUDJPY', 'NZDJPY', 'GBPAUD', 'CADCHF']",100.0,-0.6355202380952382,S
4,4,AUDUSD,10,"['AUDCHF', 'EURAUD', 'AUDCAD']",100.0,0.594227738095258,B
5,5,NZDUSD,15,"['AUDCHF', 'EURAUD', 'AUDCAD', 'CADCHF']",80.0,0.9940484523809524,B
6,6,GBPCHF,20,"['CHFJPY', 'NZDCHF']",80.0,0.9995071206571203,B
7,7,EURCHF,20,['NZDUSD'],80.0,0.1661586837573337,B
8,8,CHFJPY,20,"['EURJPY', 'USDCHF']",80.0,0.9988349675324676,B
9,9,CADCHF,15,"['EURUSD', 'EURCHF', 'AUDCAD']",100.0,-0.4255,S
10,10,AUDCHF,15,['EURUSD'],80.0,-0.49821430097679087,S
11,11,EURGBP,20,"['USDCHF', 'CHFJPY', 'USDCAD']",80.0,-0.9868907478632482,S
12,12,GBPJPY,15,"['EURJPY', 'GBPJPY', 'USDCHF', 'EURUSD', 'CHFJPY']",100.0,0.9015411904761926,B
13,13,GBPCAD,10,"['EURJPY', 'GBPJPY', 'GBPCAD']",80.0,0.4433,B
14,14,GBPAUD,50,"['USDCHF', 'AUDNZD', 'EURCAD']",100.0,0.1983544341768639,B
15,15,EURAUD,20,['AUDCAD'],80.0,-0.557389383304601,S
16,16,EURNZD,15,"['AUDNZD', 'NZDCAD', 'EURCAD', 'CADCHF', 'EURNZD', 'GBPCAD']",80.0,-0.06944510822510834,S
17,17,AUDCAD,50,"['USDCAD', 'EURUSD', 'CHFJPY']",80.0,-0.005412911811700506,S
18,18,NZDCAD,10,"['GBPCAD', 'EURCAD', 'GBPCHF', 'AUDNZD', 'EURUSD', 'NZDCAD']",100.0,-0.6104,S
19,19,AUDNZD,10,"['GBPCAD', 'EURCAD', 'GBPCHF']",80.0,0.7628049603174557,B
