names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['GBPAUD', 'USDCHF']",100.0,-0.6364126984126988,B
GBPUSD,10,"['USDCAD', 'AUDUSD', 'NZDCAD', 'CADJPY']",80.0,-0.86,B
EURUSD,10,['USDCHF'],80.0,0.7083412698412698,S
USDCAD,10,"['GBPCAD', 'AUDNZD', 'NZDUSD', 'NZDCAD']",100.0,-0.98,B
AUDUSD,10,"['GBPCAD', 'AUDNZD', 'NZDUSD', 'NZDCAD']",100.0,0.96,S
NZDUSD,20,"['EURGBP', 'CADCHF', 'EURCAD', 'GBPCHF', 'GBPUSD', 'NZDUSD']",80.0,-0.05933333333333332,B
CHFJPY,15,['EURNZD'],80.0,-0.5512650682650684,B
CADCHF,10,"['USDCHF', 'NZDCAD', 'NZDJPY', 'NZDCHF', 'AUDCAD']",100.0,0.56,S
AUDCHF,10,"['GBPAUD', 'USDCHF', 'AUDCAD']",100.0,-0.9,B
NZDCHF,50,"['GBPAUD', 'USDJPY', 'AUDNZD', 'NZDUSD']",100.0,-1.0,B
GBPJPY,10,"['CADJPY', 'AUDCAD']",80.0,-0.86,B
GBPCAD,10,"['GBPCHF', 'NZDUSD', 'GBPJPY']",80.0,-1.0,B
EURJPY,10,['CADJPY'],80.0,-1.0,B
EURCAD,10,"['USDCHF', 'NZDCAD', 'NZDJPY', 'NZDCHF', 'AUDCAD']",100.0,-0.66,B
EURAUD,10,['GBPCAD'],100.0,-0.4728571428571431,B
EURNZD,50,['AUDCAD'],80.0,-0.2406662794833248,B
AUDJPY,15,"['AUDCAD', 'GBPAUD']",80.0,-0.08442207792207793,B
NZDJPY,20,"['GBPAUD', 'USDCHF', 'NZDUSD', 'USDJPY']",80.0,-1.0,B
NZDCAD,20,"['NZDUSD', 'EURGBP', 'GBPCHF', 'CADCHF', 'EURCAD', 'GBPUSD', 'USDJPY']",100.0,-0.94,B
AUDNZD,10,"['GBPCHF', 'GBPJPY']",100.0,1.0,S
