date,AUDJPY,NZDCAD,empty,sum
2017.09.25,50.99999999998772,85.00000000000173,,135.99999999998946
2017.09.25,7.999999999995566,383.99999999999545,,391.999999999991
2017.09.25,-93.00000000000352,282.99999999999994,,189.99999999999642
2017.09.25,-150.00000000000568,195.9999999999962,,45.99999999999051
2017.09.25,-141.00000000000534,59.99999999999339,,-81.00000000001195
2017.09.25,-299.0000000000066,-19.999999999997797,,-319.0000000000044
2017.09.25,-403.0000000000058,-158.99999999999804,,-562.0000000000039
2017.09.25,-383.0000000000098,-148.0000000000037,,-531.0000000000134
2017.09.25,-304.00000000000205,-258.0000000000027,,-562.0000000000048
2017.09.25,-213.00000000000807,-236.99999999999832,,-450.00000000000637
2017.09.25,-165.00000000000625,-341.99999999999784,,-507.0000000000041
2017.09.25,-138.00000000000523,-363.0000000000022,,-501.00000000000745
2017.09.25,10.99999999999568,-544.0,,-533.0000000000043
2017.09.25,-41.00000000001103,-531.9999999999991,,-573.0000000000101
2017.09.25,-94.0000000000083,-485.99999999999756,,-580.0000000000059
2017.09.25,-192.00000000000728,-436.9999999999985,,-629.0000000000058
2017.09.25,-168.00000000000637,-463.9999999999977,,-632.0000000000041
2017.09.25,-173.00000000000182,-417.0000000000007,,-590.0000000000025
2017.09.25,-170.0000000000017,-294.00000000000534,,-464.00000000000705
2017.09.25,-105.00000000000398,-207.00000000000162,,-312.00000000000557
2017.09.25,-109.99999999999943,-85.00000000000173,,-195.00000000000117
2017.09.25,-103.00000000000864,-21.999999999999797,,-125.00000000000844
2017.09.25,0.0,-12.999999999996348,,-12.999999999996348
2017.09.25,-54.000000000002046,-97.9999999999981,,-152.00000000000014
2017.09.25,37.9999999999967,-224.000000000002,,-186.0000000000053
2017.09.25,101.99999999998965,-356.9999999999962,,-255.00000000000654
2017.09.25,30.9999999999917,-287.0000000000039,,-256.0000000000122
2017.09.25,37.9999999999967,-245.0000000000063,,-207.0000000000096
2017.09.25,-22.00000000000557,-233.00000000000543,,-255.000000000011
2017.09.25,-31.00000000000591,-256.99999999999613,,-288.00000000000205
2017.09.25,-42.00000000000159,-424.00000000000216,,-466.00000000000375
2017.09.25,24.999999999991473,-424.00000000000216,,-399.0000000000107
2017.09.25,16.999999999995907,-463.9999999999977,,-447.0000000000018
2017.09.25,-19.000000000005457,-353.0000000000033,,-372.00000000000875
2017.09.25,6.999999999990791,-419.00000000000273,,-412.00000000001194
2017.09.25,396.99999999999136,-302.0000000000023,,94.99999999998909
2017.09.25,368.9999999999998,-270.0000000000036,,98.99999999999619
2017.09.25,641.9999999999959,-290.00000000000136,,351.99999999999454
2017.09.25,688.999999999993,-258.9999999999981,,429.9999999999948
2017.09.25,610.99999999999,-212.00000000000108,,398.9999999999889
2017.09.25,554.9999999999926,-175.99999999999838,,378.9999999999942
2017.09.25,468.9999999999941,-202.0000000000022,,266.9999999999919
2017.09.25,547.9999999999876,-202.9999999999976,,344.99999999999
2017.09.25,575.9999999999934,-199.00000000000472,,376.9999999999887
2017.09.25,560.9999999999928,-157.00000000000713,,403.9999999999857
2017.09.25,629.9999999999955,-109.99999999999899,,519.9999999999965
2017.09.25,594.9999999999989,-158.99999999999804,,436.0000000000008
2017.09.25,568.9999999999884,-173.9999999999964,,394.99999999999204
2017.09.26,593.9999999999941,-143.00000000000423,,450.9999999999899
2017.09.26,607.9999999999899,-316.0000000000052,,291.9999999999847
2017.09.26,551.9999999999925,-251.99999999999667,,299.9999999999958
2017.09.26,560.9999999999928,-224.9999999999974,,335.99999999999545
2017.09.26,541.9999999999874,-178.00000000000037,,363.99999999998704
2017.09.26,530.9999999999917,-38.0000000000047,,492.999999999987
2017.09.26,611.9999999999948,-285.00000000000193,,326.99999999999284
2017.09.26,756.0000000000002,-331.999999999999,,424.00000000000125
2017.09.26,625.9999999999906,-358.0000000000028,,267.9999999999878
2017.09.26,578.9999999999935,-406.00000000000637,,172.99999999998715
2017.09.26,483.99999999999466,-375.9999999999986,,107.99999999999608
2017.09.26,564.9999999999977,-443.99999999999994,,120.99999999999778
2017.09.26,518.9999999999912,-375.9999999999986,,142.99999999999267
2017.09.26,610.99999999999,-399.0000000000049,,211.9999999999851
2017.09.26,677.9999999999973,-406.00000000000637,,271.9999999999909
2017.09.26,603.9999999999992,-339.0000000000004,,264.9999999999988
2017.09.26,634.9999999999909,-375.0000000000031,,259.9999999999878
2017.09.26,669.9999999999875,-436.9999999999985,,232.99999999998897
2017.09.26,671.999999999997,-475.0000000000032,,196.99999999999386
2017.09.26,751.9999999999953,-522.0000000000002,,229.9999999999951
2017.09.26,715.999999999994,-501.000000000007,,214.99999999998698
2017.09.26,709.9999999999937,-568.9999999999973,,140.99999999999648
2017.09.26,765.9999999999911,-563.9999999999978,,201.9999999999933
2017.09.26,786.9999999999919,-656.9999999999965,,129.99999999999545
2017.09.26,736.9999999999948,-609.9999999999994,,126.99999999999534
2017.09.26,821.9999999999885,-626.0000000000043,,195.9999999999842
2017.09.26,875.0,-617.0000000000009,,257.9999999999991
2017.09.26,950.9999999999934,-634.9999999999967,,315.9999999999967
2017.09.26,842.9999999999893,-612.9999999999969,,229.99999999999238
2017.09.26,897.9999999999961,-728.0000000000064,,169.99999999998977
2017.09.26,940.9999999999883,-831.9999999999994,,108.99999999998886
2017.09.26,757.9999999999956,-900.9999999999962,,-143.00000000000068
2017.09.26,659.9999999999966,-934.9999999999969,,-275.00000000000034
2017.09.26,789.999999999992,-968.9999999999976,,-179.00000000000557
2017.09.26,831.9999999999936,-967.0000000000067,,-135.00000000001307
2017.09.26,831.9999999999936,-1058.9999999999989,,-227.00000000000523
2017.09.26,842.9999999999893,-963.0000000000027,,-120.00000000001342
2017.09.26,842.9999999999893,-1034.0000000000016,,-191.00000000001228
2017.09.26,778.9999999999964,-1014.0000000000038,,-235.0000000000074
2017.09.26,734.9999999999994,-948.9999999999999,,-214.00000000000045
2017.09.26,637.0000000000005,-870.0000000000041,,-233.00000000000364
2017.09.26,653.9999999999964,-1002.9999999999983,,-349.00000000000193
2017.09.26,702.9999999999887,-1014.0000000000038,,-311.000000000015
2017.09.26,699.9999999999886,-1085.9999999999982,,-386.00000000000955
2017.09.26,685.9999999999928,-1058.9999999999989,,-373.000000000006
2017.09.26,725.9999999999991,-1021.0000000000052,,-295.00000000000614
2017.09.26,686.9999999999976,-1063.9999999999982,,-377.00000000000057
2017.09.26,705.9999999999889,-1058.9999999999989,,-353.00000000001
2017.09.27,705.9999999999889,-1046.0000000000025,,-340.00000000001364
2017.09.27,699.9999999999886,-999.0000000000055,,-299.0000000000168
2017.09.27,685.9999999999928,-907.9999999999977,,-222.0000000000049
2017.09.27,713.9999999999986,-919.9999999999986,,-206.0
2017.09.27,719.9999999999989,-907.0000000000023,,-187.0000000000034
2017.09.27,705.9999999999889,-960.0000000000053,,-254.00000000001648
2017.09.27,674.9999999999972,-1049.0,,-374.00000000000284
2017.09.27,641.9999999999959,-1053.9999999999993,,-412.0000000000034
2017.09.27,589.9999999999892,-1044.0000000000005,,-454.00000000001125
2017.09.27,658.9999999999918,-975.0000000000036,,-316.0000000000118
2017.09.27,655.9999999999917,-907.0000000000023,,-251.00000000001057
2017.09.27,686.9999999999976,-934.0000000000015,,-247.00000000000387
2017.09.27,661.9999999999919,-953.0000000000039,,-291.00000000001194
2017.09.27,740.9999999999997,-931.0000000000041,,-190.00000000000443
2017.09.27,851.9999999999897,-948.0000000000044,,-96.00000000001478
2017.09.27,853.9999999999992,-970.9999999999997,,-117.00000000000045
2017.09.27,860.99999999999,-977.0000000000057,,-116.00000000001569
2017.09.27,866.9999999999902,-990.9999999999974,,-124.00000000000716
2017.09.27,705.9999999999889,-1033.0000000000061,,-327.0000000000173
2017.09.27,740.9999999999997,-1153.9999999999995,,-412.9999999999999
2017.09.27,629.9999999999955,-1024.0000000000027,,-394.0000000000073
2017.09.27,704.9999999999983,-885.0000000000025,,-180.0000000000042
2017.09.27,754.9999999999955,-812.0000000000016,,-57.00000000000614
2017.09.27,714.9999999999892,-799.0000000000052,,-84.00000000001603
2017.09.27,668.9999999999969,-828.0000000000065,,-159.00000000000955
2017.09.27,685.9999999999928,-827.0,,-141.00000000000716
2017.09.27,594.9999999999989,-773.0000000000015,,-178.00000000000261
2017.09.27,498.9999999999952,-716.0000000000056,,-217.00000000001035
2017.09.27,484.99999999999943,-702.9999999999981,,-217.99999999999864
2017.09.27,539.999999999992,-697.0000000000032,,-157.00000000001114
2017.09.27,629.9999999999955,-800.9999999999961,,-171.00000000000068
2017.09.27,459.99999999999375,-895.9999999999968,,-436.00000000000307
2017.09.27,391.9999999999959,-900.9999999999962,,-509.00000000000034
2017.09.27,376.99999999999534,-856.0000000000013,,-479.0000000000059
2017.09.27,449.99999999998863,-848.0000000000043,,-398.0000000000157
2017.09.27,662.9999999999967,-817.9999999999965,,-154.99999999999977
2017.09.27,503.9999999999907,-819.0000000000031,,-315.0000000000124
2017.09.27,535.9999999999872,-473.99999999999665,,61.99999999999051
2017.09.27,683.9999999999975,-234.00000000000088,,449.9999999999966
2017.09.27,581.9999999999936,-107.99999999999699,,473.99999999999665
2017.09.27,607.9999999999899,-151.9999999999966,,455.9999999999933
2017.09.27,564.9999999999977,-78.00000000000028,,486.99999999999744
2017.09.27,560.9999999999928,-18.0000000000069,,542.9999999999859
2017.09.27,622.9999999999905,-39.00000000000014,,583.9999999999903
2017.09.27,622.9999999999905,-36.0000000000027,,586.9999999999877
2017.09.27,629.9999999999955,48.99999999999905,,678.9999999999945
2017.09.27,663.9999999999873,-68.99999999999685,,594.9999999999905
2017.09.27,689.9999999999977,-214.99999999999852,,474.9999999999992
2017.09.28,675.9999999999877,-175.00000000000293,,500.99999999998477
2017.09.28,667.9999999999922,-185.99999999999727,,481.9999999999949
2017.09.28,637.0000000000005,-163.00000000000205,,473.9999999999984
2017.09.28,596.9999999999942,-124.99999999999733,,471.9999999999969
2017.09.28,623.9999999999952,-90.99999999999665,,532.9999999999986
2017.09.28,614.9999999999949,102.99999999999754,,717.9999999999924
2017.09.28,644.999999999996,27.999999999994696,,672.9999999999907
2017.09.28,587.9999999999939,182.99999999999983,,770.9999999999936
2017.09.28,717.9999999999893,151.9999999999966,,869.9999999999859
2017.09.28,791.9999999999874,53.999999999998494,,845.9999999999859
2017.09.28,861.9999999999948,82.99999999999974,,944.9999999999945
2017.09.28,899.9999999999915,68.99999999999685,,968.9999999999883
2017.09.28,918.9999999999969,-62.000000000006494,,856.9999999999905
2017.09.28,820.999999999998,-89.00000000000574,,731.9999999999923
2017.09.28,803.9999999999878,-73.99999999999629,,729.9999999999916
2017.09.28,819.9999999999932,-100.00000000000009,,719.9999999999931
