date,AUDJPY,NZDCAD,empty,sum
2017.09.28,893.9999999999912,-141.00000000000225,,752.999999999989
2017.09.28,844.9999999999989,-251.99999999999667,,593.0000000000022
2017.09.28,834.9999999999937,-63.99999999999739,,770.9999999999964
2017.09.28,932.9999999999927,-238.0000000000049,,694.9999999999878
2017.09.28,1012.0000000000005,-224.000000000002,,787.9999999999984
2017.09.28,988.9999999999901,-114.00000000000298,,874.9999999999872
2017.09.28,965.999999999994,-148.99999999999915,,816.9999999999948
2017.09.28,952.9999999999887,-241.99999999999778,,710.9999999999909
2017.09.28,984.9999999999994,-301.0000000000068,,683.9999999999926
2017.09.28,1063.999999999993,-285.00000000000193,,778.999999999991
2017.09.28,1111.9999999999948,-324.00000000000205,,787.9999999999927
2017.09.28,1077.9999999999886,-167.00000000000603,,910.9999999999826
2017.09.28,1073.9999999999982,-297.9999999999983,,775.9999999999999
2017.09.28,1149.9999999999914,-338.00000000000495,,811.9999999999864
2017.09.28,1177.9999999999973,-368.9999999999971,,809.0000000000002
2017.09.28,1094.9999999999989,-324.9999999999975,,770.0000000000014
2017.09.28,1176.9999999999925,-231.99999999999886,,944.9999999999936
2017.09.28,1129.9999999999955,-270.99999999999903,,858.9999999999964
2017.09.28,989.9999999999949,-155.00000000000514,,834.9999999999898
2017.09.28,905.9999999999917,-95.00000000000064,,810.999999999991
2017.09.28,952.9999999999887,-95.00000000000064,,857.9999999999881
2017.09.28,1027.000000000001,-68.99999999999685,,958.0000000000041
2017.09.28,958.999999999989,-72.0000000000054,,886.9999999999836
2017.09.28,988.9999999999901,-116.00000000000499,,872.9999999999851
2017.09.28,943.9999999999884,-89.00000000000574,,854.9999999999827
2017.09.28,893.9999999999912,-184.00000000000637,,709.9999999999849
2017.09.28,963.9999999999986,-168.99999999999693,,795.0000000000017
2017.09.28,915.9999999999968,-117.00000000000044,,798.9999999999964
2017.09.28,927.9999999999973,-117.00000000000044,,810.9999999999968
2017.09.28,944.9999999999932,-85.00000000000173,,859.9999999999915
2017.09.28,936.9999999999976,-34.000000000000696,,902.9999999999969
2017.09.28,993.9999999999998,-140.0000000000068,,853.999999999993
2017.09.29,1039.999999999992,-180.99999999999784,,858.9999999999942
2017.09.29,1015.9999999999911,-109.99999999999899,,905.9999999999922
2017.09.29,1003.9999999999907,-87.99999999999919,,915.9999999999915
2017.09.29,988.9999999999901,-85.00000000000173,,903.9999999999884
2017.09.29,1018.9999999999912,-117.00000000000044,,901.9999999999908
2017.09.29,954.9999999999983,-204.00000000000418,,750.9999999999941
2017.09.29,911.9999999999919,-231.0000000000034,,680.9999999999885
2017.09.29,842.9999999999893,-241.99999999999778,,600.9999999999916
2017.09.29,864.9999999999949,-292.00000000000335,,572.9999999999916
2017.09.29,920.9999999999923,-262.00000000000665,,658.9999999999857
2017.09.29,933.9999999999975,-231.99999999999886,,701.9999999999986
2017.09.29,885.9999999999957,-228.00000000000597,,657.9999999999898
2017.09.29,905.0000000000011,-285.00000000000193,,619.9999999999992
2017.09.29,841.9999999999987,-277.000000000005,,564.9999999999937
2017.09.29,887.0000000000005,-268.0000000000016,,618.9999999999989
2017.09.29,927.9999999999973,-309.99999999999915,,617.9999999999982
2017.09.29,919.9999999999875,-324.9999999999975,,594.99999999999
2017.09.29,902.9999999999916,-282.99999999999994,,619.9999999999916
2017.09.29,849.9999999999943,-285.9999999999974,,563.9999999999969
2017.09.29,887.999999999991,-275.99999999999847,,611.9999999999925
2017.09.29,989.9999999999949,-319.0000000000026,,670.9999999999923
2017.09.29,1003.9999999999907,-346.0000000000019,,657.9999999999889
2017.09.29,1035.9999999999873,-292.9999999999988,,742.9999999999884
2017.09.29,1001.9999999999953,-370.00000000000364,,631.9999999999917
2017.09.29,1101.9999999999895,-280.00000000000244,,821.999999999987
2017.09.29,1087.9999999999939,-295.99999999999625,,791.9999999999976
2017.09.29,1064.9999999999977,-285.00000000000193,,779.9999999999958
2017.09.29,1058.9999999999975,-300.0000000000003,,758.9999999999973
2017.09.29,1030.9999999999918,-265.99999999999955,,764.9999999999923
2017.09.29,1081.9999999999936,-253.99999999999866,,827.999999999995
2017.09.29,1093.999999999994,-387.000000000004,,706.9999999999901
2017.09.29,1134.0000000000005,239.0000000000003,,1373.0000000000007
2017.09.29,1120.999999999995,171.99999999999437,,1292.9999999999893
2017.09.29,1101.9999999999895,24.000000000001798,,1125.9999999999914
2017.09.29,1082.9999999999984,175.00000000000293,,1258.0000000000014
2017.09.29,905.9999999999917,386.9999999999929,,1292.9999999999845
2017.09.29,882.9999999999956,309.0000000000037,,1191.9999999999993
2017.09.29,909.9999999999966,358.0000000000028,,1267.9999999999993
2017.09.29,918.9999999999969,334.00000000000097,,1252.999999999998
2017.09.29,925.9999999999877,166.99999999999494,,1092.9999999999827
2017.09.29,922.9999999999876,117.99999999999588,,1040.9999999999834
2017.09.29,1004.9999999999955,26.999999999999247,,1031.9999999999948
2017.09.29,1040.9999999999968,66.99999999999484,,1107.9999999999916
2017.09.29,992.999999999995,-4.999999999999449,,987.9999999999956
2017.09.29,1001.9999999999953,75.9999999999983,,1077.9999999999936
2017.09.29,984.9999999999994,115.99999999999389,,1100.9999999999934
2017.09.29,1021.0000000000008,87.00000000000374,,1108.0000000000045
2017.09.29,1156.9999999999964,-75.9999999999983,,1080.9999999999982
