date,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,empty,sum
2016.09.19,-29.999999999996696,-18.999999999991246,7.0000000000014495,-13.999999999991797,-120.00000000000898,141.00000000000534,60.000000000015596,-32.0000000000098,81.00000000000307,9.999999999998899,24.999999999986144,69.00000000000261,-57.99999999999139,-44.99999999999504,,75.00000000002818
2016.09.19,35.00000000000725,15.00000000000945,-17.000000000000348,-13.999999999991797,-164.00000000000858,144.00000000000546,-15.999999999993797,65.00000000000395,106.99999999999932,-29.999999999996696,74.99999999998064,147.00000000000557,-24.000000000001798,-35.999999999991594,,287.000000000027
2016.09.19,80.00000000001339,-21.999999999988695,-24.000000000001798,-65.99999999999939,-124.99999999999733,246.9999999999999,74.0000000000185,58.99999999998684,159.00000000000603,-49.00000000001015,68.99999999998573,174.0000000000066,-80.99999999999774,-93.99999999999409,,401.00000000002774
2016.09.19,189.00000000001694,-51.000000000001044,-56.99999999999594,-113.99999999999189,-146.00000000000168,251.99999999999534,167.00000000000603,79.99999999999119,174.99999999999716,-90.00000000001229,-59.000000000009045,189.99999999999773,-117.00000000000044,-186.99999999999272,,231.99999999999932
2016.09.19,73.00000000001194,-35.00000000000725,-100.99999999999554,-176.99999999999383,-146.00000000000168,341.0000000000082,-26.999999999999247,-202.00000000001327,285.0000000000108,-231.0000000000034,-80.00000000001339,295.0000000000017,-175.99999999999838,-158.99999999999804,,-339.9999999999914
2016.09.19,134.00000000001188,-42.0000000000087,-164.00000000000858,-205.99999999999508,-154.0000000000097,313.0000000000024,-36.999999999998145,-180.0000000000024,259.00000000000034,-268.0000000000016,-105.00000000002174,311.00000000000705,-161.99999999999548,-136.99999999999824,,-438.0000000000179
2016.09.19,178.00000000001148,-11.999999999989797,-156.00000000000057,-241.99999999999778,-168.99999999999693,256.0000000000002,33.00000000001635,-204.00000000000418,213.99999999999864,-384.00000000000654,-195.00000000001182,295.0000000000017,-215.99999999999397,-171.99999999999437,,-773.9999999999675
2016.09.19,257.0000000000183,-32.999999999994145,-215.99999999999397,-273.000000000001,-157.00000000000713,224.00000000000375,60.99999999999994,-172.0000000000166,162.00000000000614,-417.0000000000007,-200.00000000000017,283.00000000000125,-210.99999999999451,-144.99999999999514,,-836.9999999999741
2016.09.19,345.0000000000175,-89.00000000000574,-289.0000000000059,-347.9999999999928,-161.99999999999548,243.99999999999977,86.0000000000083,-245.0000000000063,195.0000000000074,-496.00000000000756,-253.00000000001432,308.00000000000693,-261.0000000000001,-174.99999999999181,,-1139.99999999998
2016.09.19,351.99999999999676,-103.00000000000864,-424.00000000000216,-446.9999999999974,-170.00000000000347,153.0000000000058,-81.9999999999821,-439.0000000000116,91.99999999999875,-663.999999999998,-429.00000000001273,308.9999999999975,-285.9999999999974,-200.00000000000017,,-2338.0000000000146
2016.09.19,351.0000000000124,-121.99999999999989,-527.9999999999951,-493.99999999999443,-151.9999999999966,143.00000000000068,-224.99999999998633,-558.9999999999984,67.00000000000728,-734.9999999999968,-484.00000000001774,340.0000000000034,-270.99999999999903,-176.99999999999383,,-2845.9999999999545
2016.09.19,441.0000000000025,-167.00000000000603,-598.0000000000097,-537.9999999999941,-141.99999999999767,188.0000000000024,-195.9999999999962,-538.0000000000163,106.99999999999932,-760.0000000000051,-638.0000000000052,375.0,-271.9999999999945,-263.99999999999756,,-3002.0000000000186
2016.09.19,390.0000000000015,-156.00000000000057,-556.0000000000009,-532.9999999999945,-151.9999999999966,137.00000000000045,-206.99999999997942,-595.9999999999966,61.99999999999761,-768.0000000000131,-617.0000000000009,331.00000000000307,-295.99999999999625,-268.0000000000016,,-3228.999999999978
2016.09.19,396.00000000001853,-136.99999999998712,-558.9999999999984,-542.9999999999935,-154.99999999999403,131.00000000000023,-204.99999999998852,-605.0000000000111,52.00000000000671,-807.0000000000022,-605.0000000000111,338.0000000000081,-307.99999999999716,-244.99999999999523,,-3251.9999999999454
2016.09.19,330.0000000000081,-116.99999999998934,-530.9999999999926,-522.9999999999957,-150.99999999999002,121.99999999999989,-255.99999999998957,-646.0000000000132,42.00000000000159,-795.0000000000124,-564.000000000009,329.00000000000773,-302.9999999999977,-220.99999999999343,,-3283.999999999966
2016.09.19,385.00000000001313,-137.9999999999937,-543.0000000000045,-504.9999999999999,-154.0000000000097,128.0000000000001,-201.99999999999108,-544.0000000000111,52.00000000000671,-737.0000000000099,-499.000000000005,328.00000000000296,-270.99999999999903,-185.99999999999727,,-2885.999999999998
2016.09.19,433.0000000000167,-143.00000000000423,-618.9999999999918,-524.9999999999977,-161.99999999999548,186.9999999999976,-232.99999999999432,-517.0000000000119,127.00000000000955,-766.0,-551.0000000000126,420.0000000000017,-239.0000000000003,-169.99999999999238,,-2757.999999999975
2016.09.19,486.00000000000864,-173.00000000000094,-676.9999999999943,-626.9999999999998,-177.00000000000495,126.99999999999534,-238.99999999998923,-668.0000000000019,70.00000000000739,-923.0000000000072,-755.0000000000168,399.0000000000009,-329.00000000000153,-282.99999999999994,,-3769.0000000000045
2016.09.19,336.00000000000296,-112.000000000001,-648.0000000000041,-590.999999999997,-190.00000000000128,79.9999999999983,-396.9999999999807,-802.9999999999982,34.000000000006025,-944.0000000000115,-752.0000000000193,396.0000000000008,-305.99999999999517,-246.99999999999721,,-4143.999999999996
2016.09.19,527.0000000000108,-72.0000000000054,-558.9999999999984,-524.9999999999977,-204.00000000000418,117.999999999995,-32.999999999994145,-385.99999999999744,91.99999999999875,-859.0000000000098,-604.0000000000045,409.9999999999966,-281.99999999999335,-180.99999999999784,,-2558.000000000002
2016.09.19,575.9999999999987,-69.00000000000794,-605.0000000000111,-573.0000000000013,-278.00000000000045,-49.99999999999716,-26.999999999999247,-435.0000000000076,-22.999999999996135,-956.0000000000013,-795.0000000000124,365.99999999999966,-314.99999999999864,-271.9999999999945,,-3456.000000000029
2016.09.19,591.0000000000082,-60.99999999999994,-565.9999999999999,-544.0,-249.99999999999466,-16.999999999995907,45.000000000006146,-350.00000000000585,-12.999999999991019,-913.0000000000083,-764.0000000000091,353.9999999999992,-304.9999999999997,-273.9999999999965,,-3066.9999999999873
2016.09.19,709.0000000000041,-36.999999999998145,-679.9999999999917,-631.9999999999992,-205.00000000001074,-266.00000000000534,48.000000000003595,-399.00000000001603,-331.99999999999363,-1117.0000000000125,-1029.0000000000132,219.99999999999886,-332.99999999999443,-335.99999999999187,,-4389.00000000002
2016.09.19,483.0000000000112,-106.99999999999044,-669.0000000000085,-622.0000000000003,-286.99999999999284,-224.99999999999432,-236.99999999999832,-675.0000000000034,-201.99999999999818,-1008.9999999999932,-757.0000000000076,256.0000000000002,-327.99999999999494,-231.99999999999886,,-4610.99999999997
2016.09.19,495.000000000001,-147.99999999999258,-635.0000000000077,-622.0000000000003,-330.0000000000081,-162.9999999999967,-173.00000000000094,-658.0000000000031,-85.99999999999852,-948.9999999999999,-661.0000000000005,283.00000000000125,-353.99999999999875,-232.99999999999432,,-4233.999999999999
2016.09.19,513.0000000000078,-164.99999999999292,-595.0000000000122,-651.0000000000016,-357.99999999999164,-237.99999999999955,-101.99999999997988,-706.0000000000066,-141.9999999999959,-985.999999999998,-705.0000000000001,210.00000000000796,-422.00000000000017,-303.9999999999932,,-4650.9999999999545
2016.09.19,572.0000000000169,-109.00000000000354,-561.9999999999958,-668.9999999999974,-313.00000000000773,-254.0000000000049,32.0000000000098,-663.999999999998,-206.99999999999363,-1096.0000000000082,-785.0000000000134,186.9999999999976,-470.9999999999992,-330.9999999999924,,-4669.99999999999
2016.09.19,507.9999999999973,-76.99999999999375,-541.9999999999981,-618.9999999999918,-333.0000000000055,-316.99999999999307,-31.999999999987594,-629.0000000000128,-253.0000000000001,-1041.000000000003,-803.0000000000203,162.9999999999967,-422.9999999999956,-329.999999999997,,-4728.000000000005
2016.09.19,451.0000000000014,-89.00000000000574,-517.9999999999962,-617.0000000000009,-343.00000000000443,-308.9999999999975,-74.99999999998064,-703.0000000000092,-238.9999999999901,-1019.0000000000143,-867.0000000000177,153.99999999999636,-436.9999999999985,-397.99999999999835,,-5009.000000000015
2016.09.19,496.00000000000756,-90.99999999999665,-580.0000000000027,-661.9999999999959,-374.0000000000077,-337.0000000000033,-95.999999999985,-746.0000000000023,-231.99999999999932,-1106.000000000007,-787.0000000000043,192.99999999999784,-451.0000000000014,-300.0000000000003,,-5073.000000000001
2016.09.19,597.0000000000031,-113.00000000000753,-554.00000000001,-678.0000000000008,-398.00000000000944,-435.0000000000023,63.000000000013046,-655.0000000000056,-311.9999999999976,-1107.999999999998,-901.0000000000184,106.00000000000875,-490.999999999997,-414.9999999999987,,-5294.000000000021
2016.09.19,751.0000000000127,-170.00000000000347,-439.0000000000116,-695.9999999999966,-394.9999999999898,-343.0000000000035,418.0000000000073,-487.0000000000152,-218.9999999999941,-1066.9999999999957,-795.0000000000124,63.00000000000239,-600.999999999996,-480.99999999999807,,-4460.999999999994
2016.09.19,781.0000000000094,-234.00000000000088,-500.00000000001154,-744.0000000000002,-351.99999999999676,-367.00000000000443,384.00000000000654,-554.00000000001,-286.9999999999919,-1078.0000000000011,-737.0000000000099,10.000000000005116,-617.0000000000009,-457.99999999999176,,-4752.999999999999
2016.09.19,914.9999999999991,-225.99999999999287,-652.0000000000082,-849.9999999999952,-367.0000000000062,-402.000000000001,357.00000000000733,-618.0000000000074,-304.00000000000205,-1293.000000000011,-919.0000000000032,88.00000000000807,-640.9999999999916,-446.9999999999974,,-5359.000000000001
2016.09.19,723.0000000000069,-306.9999999999906,-490.999999999997,-836.9999999999989,-419.9999999999982,-278.99999999999636,315.0000000000208,-846.9999999999977,-120.99999999999511,-1161.000000000012,-718.0000000000186,64.00000000000716,-745.9999999999911,-512.9999999999968,,-5337.999999999956
2016.09.19,624.0000000000023,-290.9999999999968,-246.99999999999721,-786.9999999999933,-392.9999999999989,-227.99999999999443,503.000000000009,-863.0000000000138,-96.9999999999942,-1085.0000000000027,-686.0000000000089,-51.00000000000193,-866.0000000000001,-656.9999999999965,,-5123.999999999987
2016.09.19,585.9999999999976,-259.9999999999936,-371.00000000001023,-758.9999999999985,-387.000000000004,-209.99999999999375,295.0000000000008,-846.0000000000134,-82.99999999999841,-1072.0000000000064,-653.0000000000147,54.000000000002046,-735.9999999999923,-520.9999999999936,,-4963.000000000017
2016.09.19,506.0000000000064,-251.00000000000122,-363.0000000000022,-780.9999999999984,-377.9999999999894,-197.9999999999933,197.00000000000273,-1004.0000000000049,-81.00000000000307,-1124.9999999999982,-728.0000000000175,55.00000000000682,-770.9999999999994,-561.9999999999958,,-5483.999999999987
2016.09.19,439.0000000000116,-190.00000000000128,-239.99999999999577,-728.9999999999908,-371.00000000001023,-292.99999999999216,273.0000000000121,-973.0000000000016,-188.99999999999295,-1106.000000000007,-657.0000000000186,-46.999999999997044,-793.9999999999947,-556.0000000000009,,-5432.999999999979
2016.09.19,486.00000000000864,-235.00000000000742,-171.00000000001003,-688.9999999999952,-361.9999999999957,-292.0000000000016,424.00000000000216,-821.000000000005,-192.99999999999784,-968.9999999999976,-590.0000000000016,-121.99999999999989,-792.9999999999993,-600.999999999996,,-4927.999999999996
2016.09.19,394.00000000000546,-241.99999999998667,-168.0000000000126,-678.0000000000008,-344.99999999999534,-281.0000000000059,304.00000000001535,-917.9999999999966,-201.99999999999818,-934.9999999999969,-515.000000000021,-134.00000000000034,-781.9999999999939,-561.9999999999958,,-5063.999999999983
2016.09.19,246.99999999999721,-200.00000000000017,-228.00000000000597,-639.9999999999961,-350.9999999999902,-296.99999999999704,34.000000000000696,-1026.0000000000157,-215.99999999999397,-917.0000000000123,-534.0000000000123,-76.99999999999818,-684.9999999999911,-493.99999999999443,,-5384.000000000009
2016.09.19,280.9999999999979,-205.99999999999508,-231.0000000000034,-639.0000000000007,-353.0000000000033,-237.99999999999955,74.0000000000185,-975.9999999999991,-152.00000000000102,-907.9999999999977,-522.0000000000002,-36.000000000001364,-680.9999999999983,-490.00000000000153,,-5076.999999999985
2016.09.19,333.0000000000055,-241.99999999998667,-150.00000000000568,-657.9999999999919,-340.00000000000693,-186.9999999999976,247.00000000001944,-957.0000000000078,-104.99999999998977,-897.9999999999987,-495.000000000001,-78.99999999999352,-767.9999999999909,-566.9999999999953,,-4865.999999999941
2016.09.19,373.00000000000114,-252.0000000000078,-153.00000000000313,-587.9999999999997,-378.999999999996,-215.99999999999397,290.00000000001245,-746.0000000000023,-94.99999999999886,-747.9999999999931,-379.0000000000182,-75.00000000000284,-675.9999999999989,-501.99999999999136,,-4145.999999999993
2016.09.19,346.0000000000019,-241.00000000000233,-107.00000000001265,-541.9999999999981,-374.999999999992,-191.99999999999307,322.00000000000006,-673.9999999999968,-72.99999999999329,-670.9999999999993,-305.00000000002194,-84.00000000000318,-644.9999999999956,-478.9999999999961,,-3720.000000000002
2016.09.19,299.00000000000483,-236.99999999999832,-124.99999999999733,-520.9999999999936,-378.999999999996,-174.99999999999716,240.00000000001796,-683.0000000000114,-51.9999999999925,-636.9999999999986,-284.00000000001756,-54.000000000002046,-608.9999999999928,-445.99999999999085,,-3662.9999999999654
