date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2015.06.22,-19.00000000000235,-2.999999999997449,-72.99999999998974,29.999999999986926,-53.00000000001415,-24.000000000001798,6.999999999990347,-32.0000000000098,-97.99999999998477,-80.00000000000229,25.00000000000835,43.00000000000415,2.999999999985903,164.00000000000858,70.0000000000145,-72.00000000000273,-1.0000000000065512,-85.99999999998609,12.999999999991019,-97.9999999999981,-25.999999999992696,,-309.99999999999875
2015.06.22,24.999999999997247,12.999999999996348,-66.99999999999484,6.000000000000227,-34.000000000000696,-8.999999999992347,1.999999999990898,-76.99999999999375,-93.99999999999409,-90.0000000000012,21.999999999999797,31.000000000003247,-60.000000000002274,1.0000000000065512,12.999999999996348,-93.99999999999409,-19.999999999997797,-174.99999999999181,-21.000000000000796,-38.0000000000047,-65.00000000000395,,-730.9999999999817
2015.06.22,-87.00000000000374,8.000000000008,-140.99999999999113,-126.00000000000477,-121.00000000001555,-15.999999999993797,27.999999999994696,126.99999999998823,-257.99999999998136,7.0000000000014495,-66.99999999999484,-21.999999999999797,-254.0000000000191,219.99999999999798,138.99999999997803,-328.00000000000296,0.0,-116.00000000000499,-130.00000000000966,-118.00000000000699,31.000000000003247,,-1224.000000000057
2015.06.22,-99.00000000000463,-15.00000000000945,-137.9999999999937,-139.00000000001,-83.00000000001084,26.999999999999247,17.999999999995797,174.99999999999181,-287.9999999999825,41.9999999999976,-123.99999999999079,-39.999999999995595,-248.00000000001887,188.00000000001037,58.99999999998684,-338.99999999999864,-42.999999999993044,-133.99999999998968,-102.00000000000387,-106.00000000000608,79.00000000000685,,-1310.0000000000193
2015.06.22,-58.99999999999794,-100.0000000000112,-52.99999999999194,-180.00000000000682,-63.000000000013046,72.0000000000054,5.999999999994898,180.0000000000024,-256.0000000000002,21.999999999999797,-127.99999999999478,-22.999999999995246,-212.0000000000175,249.00000000001032,49.00000000001015,-282.99999999998704,36.999999999998145,-9.999999999998899,-117.00000000000443,-101.00000000000664,134.00000000001188,,-835.9999999999927
2015.06.22,-165.00000000000404,-2.999999999997449,-129.99999999998568,-158.00000000000125,-170.00000000000347,-2.000000000002,60.99999999999994,261.0000000000001,-379.99999999999545,43.999999999999595,-143.9999999999997,-46.00000000000159,-290.9999999999968,299.00000000000483,124.99999999997513,-346.99999999998,65.00000000000395,14.000000000002899,-182.00000000000216,-107.00000000000153,121.99999999999989,,-1133.999999999985
2015.06.22,-114.00000000000298,5.999999999994898,-90.99999999999665,-135.00000000000512,-138.0000000000159,9.999999999998899,58.99999999999794,170.99999999998784,-277.9999999999916,20.999999999993246,-96.99999999999153,-10.999999999994348,-263.00000000000523,238.0000000000049,85.99999999998609,-272.99999999999613,72.0000000000054,67.00000000001705,-138.00000000000523,-84.0000000000063,134.99999999999625,,-757.0000000000284
2015.06.22,-75.00000000000284,-68.00000000000139,-41.000000000002146,-243.0000000000092,-118.00000000001809,70.99999999999883,16.999999999989246,173.00000000000094,-343.9999999999941,0.0,-135.99999999999167,-21.999999999999797,-349.00000000001796,297.9999999999983,15.999999999971593,-332.9999999999984,116.00000000000499,35.00000000000725,-211.00000000001273,-124.99999999999733,154.0000000000097,,-1185.0000000000648
2015.06.22,54.999999999993946,-165.9999999999995,86.0000000000083,-294.00000000001114,-25.00000000000835,162.0000000000066,-141.00000000000225,59.99999999999339,-212.99999999999386,-48.000000000003595,-121.99999999999989,-78.00000000000028,-310.0000000000023,270.99999999999903,-98.0000000000203,-239.00000000000432,163.00000000000205,-158.99999999999804,-178.00000000001148,-253.99999999999866,25.999999999992696,,-1502.0000000000578
2015.06.22,-40.00000000000669,-107.99999999999699,1.0000000000065512,-201.00000000000762,-42.0000000000087,126.99999999999933,-89.00000000000574,144.99999999999514,-245.9999999999809,22.999999999995246,-159.9999999999935,-92.99999999999864,-236.00000000001842,224.000000000002,-78.0000000000225,-239.99999999998067,75.00000000000284,-154.99999999999403,-115.0000000000091,-201.00000000000674,65.00000000000395,,-1344.0000000000255
2015.06.22,-36.999999999998145,-143.00000000000423,29.999999999996696,-220.00000000001307,-28.000000000005798,139.00000000000023,-80.00000000000229,177.99999999998929,-264.99999999998636,29.000000000001247,-171.99999999999437,-86.99999999999264,-219.99999999999886,245.0000000000063,-68.00000000000139,-223.99999999998954,96.00000000000719,-88.99999999998354,-120.00000000000455,-178.00000000000037,100.0000000000112,,-1113.9999999999632
2015.06.22,-58.000000000002494,-170.00000000000347,17.000000000000348,-144.00000000000546,-7.0000000000014495,94.00000000000519,-44.0000000000107,245.99999999999068,-216.99999999998454,58.99999999999794,-145.9999999999906,-69.9999999999923,-68.00000000001205,240.00000000001796,87.99999999999919,-151.9999999999868,55.000000000005045,-27.999999999983594,-40.00000000000625,-121.99999999999989,83.9999999999952,,-382.99999999996794
2015.06.22,-77.00000000000485,-174.00000000000747,32.0000000000098,-151.00000000001046,-4.000000000004,77.00000000000485,-60.00000000000449,282.9999999999888,-253.99999999999068,75.00000000000284,-145.9999999999906,-95.99999999999609,-68.00000000001205,243.00000000001543,132.99999999998312,-141.9999999999959,69.9999999999923,-42.999999999993044,-40.00000000000625,-140.0000000000068,42.0000000000087,,-440.00000000001677
2015.06.22,-56.99999999999594,-197.00000000000273,83.00000000001084,-225.00000000000853,45.99999999999049,165.00000000000404,-137.00000000000932,265.99999999998846,-304.00000000000205,93.99999999999409,-212.99999999999653,-152.99999999999204,-161.00000000000136,192.99999999999872,-68.00000000000139,-164.99999999999204,76.0000000000094,-153.00000000000313,-61.00000000000705,-200.00000000000017,39.999999999995595,,-1131.0000000000205
2015.06.22,-19.00000000000235,-279.99999999999136,185.00000000001293,-235.00000000001364,90.99999999999665,175.99999999999838,-166.00000000001057,276.9999999999939,-250.0,80.00000000000229,-190.00000000000128,-149.99999999999457,-70.99999999999795,226.99999999999943,11.999999999989797,-51.9999999999925,148.99999999999915,-70.99999999999883,-33.00000000000125,-200.00000000000017,15.00000000000945,,-505.0000000000024
2015.06.22,0.0,-295.0000000000008,226.99999999999943,-195.0000000000074,44.99999999998394,156.00000000000057,-135.00000000000733,270.99999999999903,-186.9999999999834,39.999999999995595,-157.99999999999147,-112.000000000001,7.999999999981355,314.99999999999864,83.00000000001084,48.00000000000182,251.00000000000122,62.000000000006494,-41.00000000001103,-197.99999999999818,32.0000000000098,,216.9999999999881
2015.06.22,-14.999999999998348,-289.0000000000059,191.00000000000784,-209.00000000000318,103.99999999999298,135.00000000000733,-166.00000000001057,285.00000000000193,-227.00000000000387,90.0000000000012,-151.00000000000114,-149.99999999999457,-25.000000000005684,217.0000000000005,132.99999999998312,-8.99999999998613,141.99999999999767,-62.99999999999084,-3.0000000000001137,-194.0000000000053,-41.99999999998649,,-245.99999999999957
2015.06.22,-63.99999999999739,-322.00000000000006,280.0000000000136,-255.00000000000966,153.9999999999875,292.00000000000335,-260.00000000000466,390.9999999999858,-353.999999999985,168.99999999999693,-335.99999999999187,-270.99999999999903,-57.999999999992724,174.00000000000747,-255.00000000002743,45.99999999999227,192.99999999999872,-158.99999999999804,0.999999999990564,-275.99999999999847,28.000000000005798,,-882.0000000000222
