date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2015.06.22,-82.99999999999974,-89.00000000000574,-102.99999999998644,-59.00000000001171,-86.0000000000083,-24.000000000001798,-24.000000000001798,-59.99999999999339,-173.99999999997817,-119.99999999999788,-51.99999999999649,-4.999999999999449,-135.00000000001933,-173.99999999998528,-31.00000000002545,-127.9999999999859,-102.00000000000209,-209.9999999999991,-49.000000000006594,-143.9999999999997,-79.99999999999119,,-1931.9999999999955
2015.06.22,-21.999999999999797,-25.00000000000835,-75.00000000000284,-26.00000000001046,-135.00000000001845,-26.999999999999247,-41.000000000002146,-82.00000000000429,-125.0,-107.00000000000153,-44.99999999999504,-18.999999999991246,-104.00000000001342,-51.000000000001044,-23.00000000001745,-120.00000000000455,-76.0000000000094,-183.99999999998417,-63.00000000000239,-165.00000000000404,-79.00000000000685,,-1594.0000000000764
2015.06.22,-101.00000000000664,-35.00000000000725,-144.99999999999514,-146.0000000000008,-151.9999999999966,-49.99999999999449,-11.00000000000545,-62.000000000006494,-286.00000000000136,-84.0000000000063,-86.99999999999264,-44.99999999999504,-295.0000000000159,1.0000000000065512,12.999999999996348,-334.0000000000032,-38.0000000000047,-178.99999999999582,-158.00000000000125,-141.00000000000225,-75.99999999998718,,-2411.000000000016
2015.06.22,-112.99999999999643,-52.99999999999194,-170.00000000000347,-180.00000000000682,-138.0000000000159,-22.999999999995246,-23.00000000000635,120.99999999999334,-324.99999999998863,-2.000000000002,-145.9999999999906,-62.99999999999084,-299.0000000000066,147.00000000000824,-70.0000000000145,-393.0000000000007,-76.0000000000094,-200.99999999998454,-154.00000000001057,-165.9999999999995,21.00000000000435,,-2306.000000000008
2015.06.22,-106.00000000000608,-103.99999999999298,-144.99999999999514,-246.9999999999999,-101.00000000001774,-24.000000000001798,-17.000000000000348,161.99999999999548,-346.00000000000364,14.000000000002899,-152.99999999999204,-59.99999999999339,-329.00000000000773,180.0000000000024,-7.0000000000014495,-385.9999999999957,-53.999999999998494,-137.9999999999937,-176.00000000000193,-131.99999999999878,22.0000000000109,,-2146.9999999999886
2015.06.22,-168.99999999999693,-113.00000000000753,-131.99999999999878,-243.99999999999977,-179.00000000001802,-22.999999999995246,-19.00000000000235,146.00000000000168,-402.9999999999916,-4.999999999999449,-152.99999999999204,-63.99999999999739,-336.00000000001273,219.99999999999798,-11.999999999989797,-361.99999999999477,35.999999999991594,-42.999999999993044,-205.0000000000125,-148.99999999999915,66.00000000001049,,-2142.9999999999995
2015.06.22,-177.00000000000495,-49.00000000001015,-160.00000000000458,-188.0000000000024,-181.00000000000892,-10.999999999994348,-7.0000000000014495,157.00000000000713,-387.00000000000045,14.999999999998348,-169.99999999999238,-80.99999999999774,-338.99999999999864,223.00000000001762,7.0000000000014495,-375.0,26.999999999999247,-123.99999999999079,-203.00000000000296,-160.00000000000458,79.00000000000685,,-2103.9999999999836
2015.06.22,-129.9999999999968,-85.00000000000173,-104.99999999999955,-278.0000000000058,-145.00000000001734,0.0,-2.000000000002,140.99999999999113,-395.9999999999866,-2.999999999997449,-174.99999999999181,-52.99999999999194,-397.99999999999613,228.00000000000597,-69.00000000000794,-361.99999999999477,46.999999999997044,-19.999999999997797,-229.00000000001342,-141.00000000000225,106.00000000000608,,-2069.000000000003
2015.06.22,-82.00000000000429,-208.99999999999253,-56.99999999999594,-371.0000000000093,-121.00000000001555,62.000000000006494,-149.00000000001023,53.999999999998494,-364.9999999999807,-48.99999999999905,-217.99999999999596,-86.99999999999264,-437.0000000000118,207.00000000000162,-234.99999999998522,-400.0000000000057,38.0000000000047,-195.9999999999962,-225.00000000000853,-263.0000000000021,22.999999999995246,,-3080.0
2015.06.22,-40.00000000000669,-171.99999999999437,-1.999999999990898,-313.0000000000024,-75.00000000000284,126.0000000000039,-142.00000000000878,59.99999999999339,-312.9999999999882,-46.00000000000159,-192.99999999999872,-96.99999999999153,-343.00000000001774,184.00000000000637,-153.00000000002535,-299.99999999998295,45.99999999999049,-184.99999999999073,-197.00000000000273,-258.0000000000027,29.999999999996696,,-2383.0000000000173
