date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2020.02.10,-37.99999999999359,-24.999999999986144,-3.0000000000001137,-57.00000000000705,-8.000000000008,-17.000000000010118,-29.000000000001247,-64.0000000000085,-48.000000000003595,-13.999999999981583,-29.999999999996696,-116.99999999998934,-111.99999999997878,0.0,0.0,0.0,-96.00000000000719,,-657.9999999999719
2020.02.10,-48.99999999999905,-19.999999999997797,22.999999999996135,-65.99999999999939,-8.000000000008,-36.000000000001364,-74.00000000000739,-109.99999999999899,-21.00000000000435,23.000000000024556,36.999999999998145,-121.99999999999989,-111.99999999997878,31.999999999996476,61.99999999999761,55.999999999997385,-129.00000000000134,,-513.9999999999861
2020.02.10,-107.99999999999699,-32.999999999994145,10.99999999999568,-114.99999999999844,-59.000000000009045,6.999999999990791,-103.00000000000864,-197.99999999999818,-58.000000000002494,30.000000000001137,49.00000000001015,-217.0000000000005,-188.9999999999947,9.000000000000341,81.00000000000307,37.9999999999967,-213.00000000000762,,-1068.000000000013
2020.02.10,-70.99999999999883,-81.9999999999821,-126.00000000000477,-101.00000000000664,-31.000000000003247,-25.000000000005684,-78.00000000000028,-143.9999999999997,-70.0000000000034,-103.999999999985,107.00000000001265,-137.9999999999937,-87.99999999999919,-84.00000000000318,-67.99999999999784,-103.9999999999992,-186.00000000000838,,-1392.9999999999784
2020.02.10,-15.999999999993797,-87.99999999999919,-79.9999999999983,-109.99999999999899,-15.00000000000945,6.000000000000227,-43.00000000000415,-124.00000000000189,-79.00000000000685,-63.99999999999295,110.00000000001009,-121.99999999999989,-78.00000000000028,-60.000000000002274,-22.00000000000557,-112.99999999999955,-185.00000000000182,,-1083.0000000000045
2020.02.10,-8.999999999992347,-104.99999999999955,-81.00000000000307,-148.0000000000037,-21.00000000000435,21.99999999999136,-64.0000000000085,-151.00000000000114,-68.00000000000139,-20.999999999986585,99.00000000000463,-177.99999999998929,-146.99999999998602,-52.00000000000671,75.00000000000284,-4.9999999999954525,-253.99999999999866,,-1107.999999999978
2020.02.10,-14.999999999998348,-107.99999999999699,-57.00000000000216,-146.99999999999713,-26.0000000000149,45.000000000001705,-50.0000000000056,-173.00000000000094,-75.00000000000284,-4.9999999999954525,141.99999999999767,-218.99999999999142,-145.99999999997948,-31.00000000000591,52.00000000000671,-46.00000000000648,-246.00000000000176,,-1104.9999999999934
2020.02.10,-82.99999999999974,-99.99999999998899,-18.000000000000682,-231.0000000000034,-86.0000000000083,52.99999999999727,-116.00000000000499,-302.0000000000023,-67.00000000000594,58.000000000021146,119.00000000000244,-473.99999999999665,-383.99999999998437,-3.0000000000001137,125.0,-42.00000000000159,-343.00000000000443,,-1893.9999999999804
2020.02.10,-110.99999999999443,-105.99999999998388,88.99999999999864,-367.0000000000062,-137.9999999999937,96.9999999999942,-181.00000000000892,-431.99999999999903,-53.00000000000304,198.0000000000075,80.99999999999774,-781.9999999999939,-687.9999999999998,87.99999999999386,290.00000000000625,131.00000000000023,-486.00000000000864,,-2369.9999999999927
2020.02.10,-156.00000000000057,-115.99999999998278,131.00000000000023,-385.99999999999744,-175.99999999999838,72.00000000000273,-227.00000000001052,-486.00000000000864,-29.999999999996696,307.00000000001637,62.000000000006494,-815.9999999999945,-741.9999999999982,188.99999999999295,459.0000000000032,201.99999999999818,-472.00000000000574,,-2184.9999999999736
2020.02.10,-108.99999999999244,-115.99999999998278,108.00000000000409,-390.0000000000015,-148.00000000001478,87.0000000000033,-203.00000000000873,-470.00000000000375,-33.000000000005244,259.00000000001455,62.000000000006494,-776.9999999999833,-713.9999999999924,164.00000000000148,421.99999999999704,144.99999999999602,-464.00000000000887,,-2176.999999999971
2020.02.10,-78.00000000000028,-104.99999999999955,78.00000000000296,-356.9999999999962,-100.0000000000112,97.99999999999898,-159.00000000000912,-412.00000000000125,-50.0000000000056,213.00000000002228,39.00000000001125,-760.9999999999894,-661.9999999999848,147.99999999999613,400.99999999999625,87.99999999999386,-441.0000000000025,,-2059.9999999999777
2020.02.10,-46.999999999997044,-108.99999999998133,63.00000000000239,-336.9999999999984,-75.00000000000284,93.00000000000352,-137.00000000000932,-380.00000000000256,-73.00000000000084,155.00000000000114,17.000000000000348,-730.9999999999927,-602.999999999998,123.00000000000466,356.9999999999993,87.99999999999386,-422.00000000000017,,-2017.999999999978
2020.02.10,-29.000000000001247,-147.99999999999258,42.999999999992156,-340.00000000000693,-70.0000000000145,108.99999999999466,-134.0000000000008,-369.0000000000082,-60.00000000000449,188.0000000000166,32.0000000000098,-673.9999999999968,-578.9999999999961,126.99999999999534,361.0000000000042,111.99999999999477,-409.99999999999926,,-1841.0000000000136
2020.02.10,-24.999999999997247,-149.9999999999835,45.99999999999227,-334.9999999999964,-86.0000000000083,111.99999999999477,-137.00000000000932,-361.0000000000002,-24.000000000001798,272.0000000000198,129.00000000000134,-551.9999999999969,-550.9999999999903,129.99999999999545,368.9999999999998,132.99999999999557,-397.99999999999835,,-1427.9999999999834
2020.02.10,-48.99999999999905,-134.99999999999625,73.99999999999807,-370.9999999999991,-102.00000000000209,110.99999999999,-173.00000000000094,-417.0000000000007,-19.00000000000235,300.00000000001137,79.00000000000685,-681.9999999999826,-648.9999999999885,168.99999999999693,423.0000000000018,143.99999999999125,-424.00000000000216,,-1720.9999999999777
2020.02.10,-60.99999999999994,-139.9999999999846,75.00000000000284,-402.9999999999978,-106.00000000000608,104.99999999998977,-174.00000000000747,-452.00000000000796,-19.999999999997797,300.00000000001137,82.00000000000429,-789.9999999999797,-746.9999999999866,173.00000000000182,442.99999999999784,155.00000000000114,-472.00000000000574,,-2031.999999999965
2020.02.10,-97.9999999999981,-148.99999999999915,120.99999999999511,-392.9999999999989,-148.00000000001478,101.99999999998965,-197.00000000000273,-463.0000000000023,-29.000000000001247,336.00000000001273,69.9999999999923,-784.9999999999912,-727.9999999999953,200.9999999999934,489.9999999999949,176.00000000000193,-461.0000000000003,,-1955.0000000000243
2020.02.10,-148.99999999999915,-110.99999999999443,72.99999999999329,-373.00000000000114,-151.9999999999966,36.000000000001364,-220.00000000000907,-474.00000000000773,-79.00000000000685,136.0000000000241,-35.00000000000725,-829.9999999999974,-718.9999999999808,118.99999999999977,371.9999999999999,88.99999999999864,-448.9999999999994,,-2765.9999999999827
2020.02.10,-126.99999999999933,-111.99999999997878,105.99999999999454,-390.0000000000015,-168.99999999999693,69.99999999999318,-237.00000000000944,-492.0000000000035,-163.00000000000205,-9.999999999990905,-265.99999999998846,-980.9999999999875,-739.9999999999851,167.99999999999216,391.9999999999959,114.99999999999488,-451.0000000000014,,-3286.999999999974
2020.02.10,-161.00000000000003,-65.99999999998829,75.9999999999934,-302.9999999999977,-137.9999999999937,49.99999999999716,-250.00000000000577,-429.0000000000016,-153.00000000000313,-4.9999999999954525,-235.99999999999176,-905.0000000000002,-612.9999999999969,108.00000000000409,295.0000000000017,78.99999999999352,-368.00000000000165,,-3018.9999999999864
2020.02.10,-86.99999999999264,-110.99999999999443,34.99999999999659,-301.0000000000068,-90.00000000001229,57.00000000000216,-155.00000000000514,-358.0000000000028,-145.00000000000622,-18.000000000000682,-151.9999999999966,-708.9999999999818,-522.9999999999845,87.99999999999386,287.9999999999967,78.00000000000296,-375.0000000000031,,-2477.999999999994
2020.02.10,-105.99999999999498,-93.99999999999409,75.00000000000284,-329.999999999997,-117.00000000001154,61.99999999999761,-191.00000000000784,-409.99999999999926,-82.99999999999974,148.00000000002456,-55.99999999998939,-747.9999999999931,-619.9999999999983,131.00000000000023,311.9999999999976,105.99999999999454,-390.0000000000015,,-2310.999999999969
2020.02.10,-115.99999999999389,-93.99999999999409,37.9999999999967,-299.00000000000483,-114.0000000000141,4.9999999999954525,-203.00000000000873,-392.9999999999989,10.999999999994348,282.0000000000107,141.99999999999767,-425.99999999999307,-580.999999999987,123.00000000000466,320.99999999999795,143.00000000000068,-353.99999999999875,,-1514.999999999995
2020.02.10,-82.99999999999974,-124.99999999999733,22.999999999996135,-294.00000000000534,-114.0000000000141,30.000000000001137,-175.00000000000293,-360.0000000000048,32.999999999994145,305.0000000000068,225.99999999999287,-391.9999999999924,-501.9999999999802,111.99999999999477,313.0000000000024,135.99999999999568,-372.0000000000057,,-1239.0000000000186
2020.02.10,-100.99999999999554,-111.99999999997878,18.999999999991246,-329.00000000000153,-112.000000000001,18.000000000000682,-213.00000000000762,-409.99999999999926,27.999999999994696,274.0000000000009,215.00000000000963,-437.99999999998283,-635.9999999999922,105.99999999999454,302.99999999999727,90.00000000000341,-383.0,,-1680.9999999999661
2020.02.10,-122.99999999999534,-89.99999999999008,72.99999999999329,-287.0000000000039,-123.00000000000644,24.999999999991473,-215.00000000000963,-375.9999999999986,153.00000000000313,479.0000000000134,350.00000000000585,-168.99999999999693,-557.9999999999918,150.00000000000568,323.99999999999807,90.99999999999397,-341.0000000000024,,-636.9999999999903
2020.02.10,-112.99999999999643,-101.99999999997988,76.99999999999818,-282.99999999999994,-120.99999999999334,42.00000000000159,-217.0000000000005,-360.0000000000048,129.00000000000134,505.0000000000239,361.9999999999957,-103.99999999999298,-486.999999999993,159.9999999999966,326.9999999999982,109.99999999999943,-311.00000000000574,,-385.9999999999516
2020.02.10,-153.99999999999858,-92.99999999998754,57.999999999992724,-261.0000000000001,-146.00000000000168,9.000000000000341,-221.00000000000452,-372.0000000000057,105.99999999999498,438.0000000000166,300.00000000001137,-183.99999999998417,-465.99999999998863,123.99999999999523,290.00000000000625,84.00000000000318,-329.00000000000153,,-816.9999999999518
2020.02.10,-118.99999999999133,-95.00000000000064,42.00000000000159,-255.00000000000523,-129.00000000000134,3.9999999999906777,-177.00000000000495,-343.00000000000443,159.9999999999935,525.0000000000057,483.99999999999557,-14.999999999987246,-427.99999999998397,49.99999999999716,221.00000000000364,-1.9999999999953388,-331.0000000000035,,-407.99999999999
2020.02.10,-107.99999999999699,-102.99999999998644,15.999999999991132,-265.0000000000041,-109.00000000000354,21.000000000000796,-113.00000000000753,-319.0000000000026,200.00000000000017,546.999999999997,699.0000000000052,145.00000000001734,-441.99999999998687,-10.000000000005116,210.99999999999852,0.0,-445.0000000000065,,-74.99999999998948
2020.02.10,-144.99999999999514,-101.99999999997988,37.9999999999967,-265.99999999999955,-76.0000000000094,-34.000000000006025,-60.00000000000449,-317.0000000000006,232.99999999999432,483.0000000000041,791.0000000000084,145.00000000001734,-512.9999999999857,-48.00000000000182,213.99999999999864,-31.999999999996476,-435.0000000000076,,-123.99999999996726
2020.02.10,-130.99999999999224,87.00000000001484,-34.000000000006025,-187.00000000000384,35.999999999991594,-40.99999999999682,-60.00000000000449,-289.0000000000059,314.99999999999864,420.0000000000159,822.0000000000116,231.0000000000034,-534.9999999999966,-128.0000000000001,111.0000000000042,-120.00000000000455,-397.99999999999835,,99.0000000000312
2020.02.10,-100.99999999999554,102.00000000000209,-34.99999999999659,-195.00000000000074,99.00000000000463,-39.00000000000148,-57.00000000000705,-258.9999999999981,400.9999999999958,533.0000000000155,893.9999999999948,337.0000000000095,-627.9999999999841,-96.00000000000364,150.00000000000568,-100.99999999999909,-387.000000000004,,618.0000000000376
2020.02.10,-95.00000000000064,42.0000000000087,9.000000000000341,-263.0000000000021,92.00000000000318,33.00000000000125,-53.00000000000304,-300.0000000000003,356.00000000000074,604.0000000000134,832.9999999999949,178.00000000001148,-663.999999999998,-49.99999999999716,230.99999999999454,-78.00000000000296,-480.99999999999807,,394.00000000002615
2020.02.10,-54.999999999993946,43.999999999999595,22.999999999996135,-255.00000000000523,129.00000000000134,51.9999999999925,-29.000000000001247,-268.0000000000016,285.9999999999974,437.0000000000118,682.0000000000048,6.000000000017103,-685.9999999999866,-52.99999999999727,144.99999999999602,-137.00000000000045,-478.0000000000006,,-156.99999999997027
2020.02.10,-124.99999999999733,185.00000000001293,39.99999999999204,-134.99999999999625,215.99999999999397,27.999999999991587,-41.000000000002146,-191.00000000000784,344.99999999999534,384.00000000001455,618.9999999999918,261.0000000000001,-584.9999999999911,-30.000000000001137,120.00000000000455,-147.00000000000557,-304.9999999999997,,638.9999999999957
2020.02.10,-139.00000000000023,268.0000000000016,75.00000000000284,-92.00000000000318,201.99999999999108,13.999999999995794,-52.000000000007596,-194.0000000000053,363.99999999999767,407.0000000000107,641.0000000000027,221.00000000000452,-610.9999999999837,-37.9999999999967,140.00000000000057,-135.99999999999568,-291.0000000000079,,779.0000000000068
2020.02.10,-109.99999999999899,225.00000000000853,22.999999999996135,-95.00000000000064,218.99999999999142,24.00000000000091,-33.000000000005244,-173.00000000000094,342.9999999999933,319.0000000000168,652.0000000000082,233.00000000001654,-570.9999999999882,-78.00000000000296,112.99999999999955,-174.99999999999716,-297.00000000000284,,619.0000000000346
2020.02.10,-73.00000000000084,254.00000000002086,-46.00000000000648,-95.00000000000064,268.0000000000016,-13.00000000000523,-6.0000000000060005,-158.99999999999804,339.0000000000004,243.99999999999977,587.0000000000042,240.00000000001796,-570.9999999999882,-132.000000000005,58.9999999999975,-201.99999999999818,-302.0000000000023,,392.0000000000314
2020.02.10,-81.9999999999932,258.0000000000027,-6.000000000000227,-90.0000000000012,290.9999999999968,-7.000000000005002,-10.000000000010001,-141.99999999999767,348.9999999999993,255.00000000002387,568.9999999999973,226.00000000001506,-583.9999999999845,-84.00000000000318,75.00000000000284,-189.99999999999773,-257.0000000000072,,571.000000000038
2020.02.10,-42.999999999993044,262.00000000000665,-10.000000000005116,-99.00000000000463,295.0000000000008,33.999999999991815,-4.000000000004,-140.0000000000068,351.0000000000013,289.0000000000157,592.9999999999991,250.00000000001688,-583.9999999999845,-76.00000000000762,87.99999999999386,-165.99999999999682,-265.0000000000041,,775.0000000000193
2020.02.10,-22.999999999995246,262.00000000000665,-25.000000000005684,-114.99999999999844,329.99999999998585,36.99999999999193,5.999999999994898,-136.99999999999824,373.99999999999653,301.00000000001614,622.0000000000115,246.00000000001288,-615.9999999999943,-75.00000000000284,70.99999999999795,-183.00000000000693,-277.000000000005,,798.0000000000077
2020.02.10,-30.999999999992145,266.0000000000107,-22.999999999996135,-141.00000000000225,312.00000000000114,30.000000000001137,-9.00000000000345,-178.00000000000037,375.9999999999986,318.00000000001205,595.0000000000122,164.00000000000858,-682.9999999999892,-82.99999999999841,118.99999999999977,-161.00000000000136,-309.0000000000037,,562.0000000000573
2020.02.10,-63.00000000000195,272.00000000000557,-7.000000000005002,-136.00000000000279,319.999999999987,48.00000000000182,-27.00000000001035,-187.00000000000384,368.9999999999971,314.9999999999977,547.999999999993,128.000000000017,-722.9999999999848,-52.00000000000671,146.0000000000008,-147.99999999999613,-302.0000000000023,,500.99999999998613
