date,USDCAD,AUDUSD,NZDUSD,empty,sum
2019.03.04,-39.999999999995595,-85.00000000000173,-57.00000000000705,,-182.00000000000438
2019.03.04,-5.999999999994898,-37.99999999999359,6.999999999990347,,-36.99999999999814
2019.03.04,-29.00000000001235,-12.999999999996348,15.999999999993797,,-26.0000000000149
2019.03.04,-87.99999999999919,-34.000000000000696,12.999999999996348,,-109.00000000000354
2019.03.04,-73.00000000001194,-42.999999999993044,-21.00000000000435,,-137.00000000000932
2019.03.04,-85.00000000000173,-168.00000000000148,-107.00000000000153,,-360.0000000000048
2019.03.04,-83.00000000001084,-168.00000000000148,-53.00000000000304,,-304.00000000001535
2019.03.04,-102.00000000000209,-137.9999999999937,-69.00000000000794,,-309.00000000000375
2019.03.04,-131.99999999999878,-151.00000000000114,-99.00000000000463,,-382.00000000000455
2019.03.04,-173.00000000000094,-190.00000000000128,-135.00000000000733,,-498.00000000000955
2019.03.04,-160.00000000000458,-209.9999999999991,-179.00000000000693,,-549.0000000000106
2019.03.04,-75.00000000000284,-22.999999999995246,-31.000000000003247,,-129.00000000000134
2019.03.04,-14.000000000002899,-59.99999999999339,-70.0000000000034,,-143.9999999999997
2019.03.04,-52.000000000007596,-100.00000000000009,-94.00000000000519,,-246.00000000001285
2019.03.04,-95.00000000000064,-107.99999999999699,-91.00000000000774,,-294.00000000000534
2019.03.04,-146.00000000000168,-131.99999999999878,-116.00000000000499,,-394.00000000000546
2019.03.04,-208.99999999999253,-107.00000000000153,-82.99999999999974,,-398.99999999999386
2019.03.04,-107.99999999999699,-127.99999999999478,-106.00000000000608,,-341.99999999999784
2019.03.04,-126.0000000000039,-147.99999999999258,-104.00000000000409,,-378.00000000000057
2019.03.04,-191.99999999999218,-159.9999999999935,-97.00000000000264,,-448.9999999999883
2019.03.04,-184.00000000000637,-187.9999999999993,-116.00000000000499,,-488.0000000000107
2019.03.04,-197.00000000000273,-261.0000000000001,-155.00000000000514,,-613.000000000008
2019.03.04,-209.9999999999991,-195.9999999999962,-156.00000000000057,,-561.9999999999959
2019.03.04,-225.99999999999287,-197.99999999999818,-165.9999999999995,,-589.9999999999905
2019.03.04,-236.00000000001398,-218.99999999999142,-172.00000000000549,,-627.0000000000109
2019.03.04,-280.9999999999979,-182.99999999999983,-145.00000000000622,,-609.000000000004
2019.03.04,-381.99999999999346,-185.00000000000182,-125.00000000000844,,-692.0000000000036
2019.03.04,-422.9999999999956,-185.99999999999727,-172.00000000000549,,-780.9999999999984
2019.03.04,-371.99999999999454,-112.99999999999643,-104.00000000000409,,-588.999999999995
2019.03.04,-431.0000000000036,-176.99999999999383,-194.0000000000053,,-802.0000000000027
2019.03.04,-307.99999999999716,-95.99999999999609,-106.00000000000608,,-509.9999999999993
2019.03.04,-344.99999999999534,-141.99999999999767,-94.00000000000519,,-580.9999999999982
2019.03.04,-248.00000000000378,-142.99999999999312,-143.9999999999997,,-534.9999999999966
2019.03.04,-331.999999999999,-202.0000000000022,-190.00000000000128,,-724.0000000000024
2019.03.04,-370.00000000000364,-229.99999999999687,-211.00000000000563,,-811.0000000000061
2019.03.04,-466.00000000001086,-179.99999999999127,-213.00000000000762,,-859.0000000000098
2019.03.04,-519.0000000000028,-200.00000000000017,-195.00000000000074,,-914.0000000000036
2019.03.04,-524.0000000000133,-191.99999999999218,-142.00000000000878,,-858.0000000000142
2019.03.04,-513.0000000000078,-214.99999999999852,-114.00000000000298,,-842.0000000000093
2019.03.04,-530.0000000000082,-218.99999999999142,-112.000000000001,,-861.0000000000006
2019.03.04,-445.0000000000065,-226.99999999999943,-93.00000000000975,,-765.0000000000157
2019.03.04,-425.99999999999307,-170.99999999999892,-23.00000000000635,,-619.9999999999984
2019.03.04,-445.0000000000065,-159.9999999999935,-17.000000000000348,,-622.0000000000003
2019.03.04,-395.99999999999636,-168.00000000000148,-35.00000000000725,,-599.0000000000051
2019.03.04,-375.9999999999986,-154.99999999999403,-26.000000000003798,,-556.9999999999964
2019.03.04,-324.0000000000132,-118.99999999999133,34.99999999999615,,-408.0000000000084
2019.03.04,-326.0000000000041,-104.99999999999955,62.99999999999084,,-368.0000000000128
2019.03.04,-261.0000000000001,-114.99999999999844,-28.000000000005798,,-404.0000000000043
2019.03.05,-300.00000000001137,-149.99999999999457,34.000000000000696,,-416.00000000000523
