,names,week,needed_features,accuracy
0,USDCHF,30,"['EURUSD', 'GBPUSD']",80.0
1,GBPUSD,10,['NZDJPY'],80.0
2,EURUSD,50,"['AUDUSD', 'EURUSD', 'GBPUSD']",80.0
3,USDJPY,15,"['EURCAD', 'GBPCAD', 'NZDCAD', 'NZDUSD', 'AUDCAD', 'EURAUD', 'AUDCHF', 'AUDUSD', 'NZDJPY', 'NZDCHF']",100.0
4,EURCHF,10,['USDJPY'],80.0
5,CADCHF,10,"['EURUSD', 'NZDCAD', 'AUDCAD', 'EURCAD']",80.0
6,NZDCHF,10,['NZDJPY'],100.0
7,GBPJPY,50,['EURUSD'],80.0
8,GBPCAD,10,"['CADJPY', 'EURJPY', 'GBPJPY', 'AUDJPY', 'USDCAD']",100.0
9,GBPAUD,10,"['EURGBP', 'GBPCHF']",80.0
10,EURCAD,10,"['AUDUSD', 'EURUSD', 'NZDUSD', 'AUDJPY', 'GBPUSD']",80.0
11,EURNZD,30,"['EURNZD', 'AUDCAD']",80.0
12,CADJPY,10,"['EURGBP', 'GBPCHF']",80.0
13,NZDJPY,10,['CADCHF'],80.0
14,AUDCAD,10,"['AUDUSD', 'EURUSD', 'NZDUSD', 'AUDJPY', 'GBPUSD']",80.0
15,NZDCAD,10,"['AUDUSD', 'EURUSD', 'NZDUSD', 'AUDJPY', 'GBPUSD']",100.0
16,AUDNZD,50,['GBPCAD'],80.0
