date,GBPUSD,USDJPY,NZDUSD,EURCHF,GBPJPY,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.07.09,-35.00000000000725,-74.99999999998863,0.0,-95.00000000000064,-62.00000000001182,0.0,-55.999999999997385,-95.99999999998943,-31.00000000000591,-80.99999999999774,-148.00000000001478,,-679.0000000000136
2018.07.09,-59.000000000009045,-85.99999999999852,12.999999999996348,4.000000000004,-64.99999999999773,190.00000000000128,-67.00000000000728,-70.99999999999795,-22.00000000000557,-104.00000000000409,-162.00000000001768,,-429.0000000000362
2018.07.09,-69.00000000000794,-94.99999999999886,32.999999999994145,38.0000000000047,-69.00000000001683,171.99999999999437,-87.0000000000033,-103.9999999999992,-15.000000000000568,-153.00000000000313,-120.00000000000898,,-469.0000000000456
2018.07.09,-280.9999999999979,-96.9999999999942,-14.000000000002899,72.0000000000054,-45.000000000015916,256.00000000001177,-81.00000000000307,-90.99999999999397,-27.000000000001023,-148.0000000000037,-172.0000000000166,,-628.000000000012
2018.07.09,-292.00000000000335,-71.99999999998852,-31.999999999998696,76.99999999999375,108.00000000000409,256.99999999999613,-52.00000000000671,-51.9999999999925,-45.000000000001705,-76.99999999999375,-198.00000000000927,,-378.0000000000005
2018.07.09,-251.00000000000122,-77.99999999998875,-24.000000000001798,86.0000000000083,192.99999999998363,256.00000000001177,-46.999999999997044,-106.99999999999932,-33.00000000000125,-105.99999999999498,-255.00000000000523,,-365.99999999998596
2018.07.09,-236.99999999999832,-147.99999999999613,0.999999999995449,99.00000000000463,79.99999999998408,300.99999999999574,-109.99999999999943,-196.99999999998852,-31.00000000000591,-126.0000000000039,-270.00000000001467,,-638.000000000027
2018.07.09,-302.0000000000023,-143.00000000000068,-6.0000000000060005,106.00000000000608,102.00000000000387,317.9999999999961,-117.00000000000443,-219.99999999999886,6.000000000000227,-124.99999999999733,-319.0000000000026,,-700.0000000000059
2018.07.09,-303.0000000000088,-121.99999999999989,-7.9999999999968985,80.00000000001339,179.00000000000205,269.9999999999925,-123.00000000000466,-290.9999999999968,-85.99999999999852,-95.99999999999609,-406.00000000001745,,-906.0000000000111
2018.07.09,-280.9999999999979,-66.99999999999307,2.999999999997449,59.000000000009045,153.99999999999636,310.0000000000103,-124.00000000000944,-360.99999999999,-54.99999999999261,-121.00000000000443,-474.0000000000189,,-956.9999999999932
2018.07.09,-268.0000000000016,-118.99999999999977,59.99999999999339,56.000000000011596,102.00000000000387,263.99999999999756,-168.99999999999693,-402.9999999999916,58.9999999999975,-127.99999999999478,-476.0000000000098,,-1021.9999999999906
2018.07.09,-270.99999999999903,-122.99999999999045,34.000000000000696,52.000000000007596,135.99999999999568,276.9999999999939,-165.99999999999682,-381.9999999999908,22.00000000000557,-73.00000000000084,-531.0000000000148,,-1024.9999999999893
2018.07.09,-231.0000000000034,-84.99999999999375,24.000000000001798,69.00000000000794,109.00000000000887,285.00000000000193,-141.00000000000534,-402.000000000001,12.000000000000455,-97.00000000000264,-551.0000000000126,,-1007.9999999999977
2018.07.09,-204.00000000000418,-87.99999999999386,63.00000000000195,73.99999999999629,102.00000000000387,290.9999999999968,-170.0000000000017,-400.99999999999625,55.00000000000682,-93.99999999999409,-500.00000000001154,,-871.9999999999959
2018.07.09,-185.99999999999727,-76.99999999999818,42.999999999993044,106.00000000000608,118.99999999999977,293.0000000000099,-162.9999999999967,-381.0000000000002,31.999999999996476,-65.99999999999939,-510.00000000001046,,-789.999999999997
2018.07.09,-202.9999999999976,-67.99999999999784,42.999999999993044,102.00000000000209,144.9999999999818,269.9999999999925,-150.00000000000568,-365.99999999999966,31.999999999996476,-68.00000000000139,-518.0000000000184,,-781.0000000000547
2018.07.09,-234.00000000000088,-96.9999999999942,56.99999999999594,78.00000000000028,106.99999999999932,251.00000000000122,-167.0000000000016,-415.9999999999968,48.00000000000182,-80.00000000000229,-517.0000000000119,,-970.0000000000091
2018.07.09,-242.99999999999324,-95.99999999998943,56.0000000000005,70.0000000000145,-13.00000000000523,239.00000000001143,-197.00000000000273,-441.99999999999307,52.99999999999727,-87.99999999999919,-535.0000000000188,,-1195.999999999978
2018.07.09,-97.9999999999981,-140.00000000000057,102.99999999999754,42.999999999993044,-265.0000000000148,303.0000000000088,-271.0000000000008,-548.9999999999924,90.99999999999397,-112.99999999999643,-545.0000000000177,,-1441.0000000000275
2018.07.09,-106.00000000000608,-119.99999999999034,53.00000000000304,17.000000000000348,-155.00000000000114,300.99999999999574,-194.00000000000261,-453.9999999999935,66.0000000000025,-82.99999999999974,-548.0000000000151,,-1223.0000000000068
2018.07.09,-235.99999999999176,-141.9999999999959,24.000000000001798,-45.000000000006146,-126.00000000000477,290.00000000001245,-188.0000000000024,-450.9999999999934,43.99999999999693,-104.99999999999955,-568.000000000013,,-1502.999999999996
2018.07.09,-201.99999999999108,-164.00000000000148,12.000000000000899,-92.00000000000318,-257.000000000005,272.00000000000557,-162.9999999999967,-459.99999999999375,31.999999999996476,-104.00000000000409,-596.0000000000188,,-1722.000000000011
2018.07.09,201.99999999999108,-73.99999999999807,61.999999999995396,-79.99999999999119,-509.9999999999909,415.99999999999415,-149.0000000000009,-534.9999999999966,39.00000000000148,-132.99999999999423,-662.000000000007,,-1423.9999999999968
2018.07.09,217.0000000000005,-97.99999999999898,64.99999999999284,-75.00000000000284,-544.0000000000111,387.000000000004,-177.99999999999727,-602.9999999999944,55.999999999997385,-95.00000000000064,-753.0000000000036,,-1621.000000000014
2018.07.09,123.00000000000644,-138.9999999999958,24.999999999997247,28.000000000005798,-456.0000000000173,336.00000000000296,-212.0000000000033,-618.9999999999998,52.00000000000671,-56.0000000000005,-784.0000000000069,,-1702.0000000000043
2018.07.09,140.0000000000068,-119.99999999999034,75.9999999999983,29.999999999996696,-355.0000000000182,314.99999999999864,-204.00000000000773,-638.9999999999958,96.00000000000364,-124.00000000000189,-757.0000000000076,,-1542.0000000000175
2018.07.09,120.99999999999334,-104.99999999998977,105.99999999999498,53.999999999998494,-353.00000000000864,232.00000000000998,-210.99999999999852,-618.9999999999998,102.00000000000387,-126.99999999999933,-705.0000000000001,,-1504.9999999999955
2018.07.09,96.99999999999153,-96.9999999999942,85.99999999999719,83.9999999999952,-282.0000000000107,239.99999999999577,-212.0000000000033,-575.9999999999934,96.9999999999942,-126.99999999999933,-657.0000000000186,,-1347.0000000000457
2018.07.09,143.00000000000423,-64.99999999999773,129.00000000000134,120.00000000000898,-353.00000000000864,364.9999999999931,-185.00000000000227,-565.9999999999883,114.00000000000432,-158.99999999999804,-648.0000000000041,,-1104.999999999987
2018.07.09,258.0000000000027,-70.99999999999795,158.99999999999804,205.99999999999508,-403.99999999999636,446.9999999999974,-188.0000000000024,-594.9999999999989,152.00000000000102,-241.99999999999778,-584.0000000000067,,-862.0000000000059
2018.07.09,226.99999999999943,-76.99999999999818,198.99999999999363,262.00000000000665,-417.0000000000016,486.999999999993,-198.0000000000075,-625.9999999999906,198.0000000000075,-226.99999999999943,-612.0000000000125,,-784.0000000000095
2018.07.09,207.00000000000162,-115.99999999999966,108.99999999999244,259.9999999999936,-485.99999999999,418.9999999999916,-231.99999999999932,-605.9999999999945,134.00000000000034,-173.00000000000094,-653.0000000000147,,-1137.0000000000196
2018.07.09,268.0000000000016,-214.9999999999892,108.99999999999244,287.9999999999994,-580.0000000000125,307.99999999999716,-323.0000000000075,-682.9999999999927,152.00000000000102,-110.99999999999443,-667.0000000000176,,-1454.0000000000223
