timeframe,profit
2021.11.01 00:00,51
2021.11.01 00:05,203
2021.11.01 00:10,320
2021.11.01 00:15,359
2021.11.01 00:20,264
2021.11.01 00:25,497
2021.11.01 00:30,413
2021.11.01 00:35,391
2021.11.01 00:40,352
2021.11.01 00:45,334
2021.11.01 00:50,233
2021.11.01 00:55,197
2021.11.01 01:00,-46
2021.11.01 01:05,43
2021.11.01 01:10,179
2021.11.01 01:15,204
2021.11.01 01:20,142
2021.11.01 01:25,355
2021.11.01 01:30,242
2021.11.01 01:35,194
2021.11.01 01:40,260
2021.11.01 01:45,351
2021.11.01 01:50,323
2021.11.01 01:55,419
2021.11.01 02:00,624
2021.11.01 02:05,861
2021.11.01 02:10,867
2021.11.01 02:15,813
2021.11.01 02:20,530
2021.11.01 02:25,554
2021.11.01 02:30,418
2021.11.01 02:35,395
2021.11.01 02:40,441
2021.11.01 02:45,184
2021.11.01 02:50,-349
2021.11.01 02:55,-162
2021.11.01 03:00,-377
2021.11.01 03:05,-230
2021.11.01 03:10,84
2021.11.01 03:15,-143
2021.11.01 03:20,-361
2021.11.01 03:25,-272
2021.11.01 03:30,-317
2021.11.01 03:35,-171
2021.11.01 03:40,-155
2021.11.01 03:45,-17
2021.11.01 03:50,328
2021.11.01 03:55,269
2021.11.01 04:00,129
2021.11.01 04:05,135
2021.11.01 04:10,204
2021.11.01 04:15,-124
2021.11.01 04:20,-47
2021.11.01 04:25,149
2021.11.01 04:30,166
2021.11.01 04:35,45
2021.11.01 04:40,148
2021.11.01 04:45,180
2021.11.01 04:50,181
2021.11.01 04:55,286
2021.11.01 05:00,230
2021.11.01 05:05,124
2021.11.01 05:10,286
2021.11.01 05:15,146
2021.11.01 05:20,170
2021.11.01 05:25,199
2021.11.01 05:30,246
2021.11.01 05:35,219
2021.11.01 05:40,296
2021.11.01 05:45,156
2021.11.01 05:50,-67
2021.11.01 05:55,-23
2021.11.01 06:00,8
2021.11.01 06:05,-12
2021.11.01 06:10,-57
2021.11.01 06:15,-39
2021.11.01 06:20,-198
2021.11.01 06:25,-300
2021.11.01 06:30,-248
2021.11.01 06:35,-185
2021.11.01 06:40,-187
2021.11.01 06:45,-144
2021.11.01 06:50,-149
2021.11.01 06:55,-247
2021.11.01 07:00,-144
2021.11.01 07:05,-109
2021.11.01 07:10,66
2021.11.01 07:15,-34
2021.11.01 07:20,23
2021.11.01 07:25,-36
2021.11.01 07:30,59
2021.11.01 07:35,88
2021.11.01 07:40,152
2021.11.01 07:45,-38
2021.11.01 07:50,177
2021.11.01 07:55,104
2021.11.01 08:00,39
2021.11.01 08:05,70
2021.11.01 08:10,-174
2021.11.01 08:15,-266
2021.11.01 08:20,-260
2021.11.01 08:25,-308
2021.11.01 08:30,-288
2021.11.01 08:35,-303
2021.11.01 08:40,-441
2021.11.01 08:45,-558
2021.11.01 08:50,-437
2021.11.01 08:55,-463
2021.11.01 09:00,-410
2021.11.01 09:05,-622
2021.11.01 09:10,-518
2021.11.01 09:15,-752
2021.11.01 09:20,-884
2021.11.01 09:25,-908
2021.11.01 09:30,-1119
2021.11.01 09:35,-1138
2021.11.01 09:40,-1160
2021.11.01 09:45,-1205
2021.11.01 09:50,-1424
2021.11.01 09:55,-1547
2021.11.01 10:00,-1174
2021.11.01 10:05,-1066
2021.11.01 10:10,-852
2021.11.01 10:15,-688
2021.11.01 10:20,-915
2021.11.01 10:25,-772
2021.11.01 10:30,-745
2021.11.01 10:35,-693
2021.11.01 10:40,-716
2021.11.01 10:45,-762
2021.11.01 10:50,-974
2021.11.01 10:55,-1231
2021.11.01 11:00,-1062
2021.11.01 11:05,-1053
2021.11.01 11:10,-1095
2021.11.01 11:15,-1188
2021.11.01 11:20,-995
2021.11.01 11:25,-1020
2021.11.01 11:30,-925
2021.11.01 11:35,-615
2021.11.01 11:40,-688
2021.11.01 11:45,-607
2021.11.01 11:50,-694
2021.11.01 11:55,-717
2021.11.01 12:00,-621
2021.11.01 12:05,-588
2021.11.01 12:10,-695
2021.11.01 12:15,-542
2021.11.01 12:20,-609
2021.11.01 12:25,-647
2021.11.01 12:30,-665
2021.11.01 12:35,-842
2021.11.01 12:40,-884
2021.11.01 12:45,-916
2021.11.01 12:50,-862
2021.11.01 12:55,-685
2021.11.01 13:00,-585
2021.11.01 13:05,-535
2021.11.01 13:10,-653
2021.11.01 13:15,-712
2021.11.01 13:20,-743
2021.11.01 13:25,-689
2021.11.01 13:30,-766
2021.11.01 13:35,-520
2021.11.01 13:40,-395
2021.11.01 13:45,-436
2021.11.01 13:50,-196
2021.11.01 13:55,94
2021.11.01 14:00,-107
2021.11.01 14:05,78
2021.11.01 14:10,-100
2021.11.01 14:15,-205
2021.11.01 14:20,-344
2021.11.01 14:25,-30
2021.11.01 14:30,-414
2021.11.01 14:35,-294
2021.11.01 14:40,-396
2021.11.01 14:45,-308
2021.11.01 14:50,-192
2021.11.01 14:55,-152
2021.11.01 15:00,11
2021.11.01 15:05,37
2021.11.01 15:10,129
2021.11.01 15:15,308
2021.11.01 15:20,183
2021.11.01 15:25,74
2021.11.01 15:30,263
2021.11.01 15:35,218
2021.11.01 15:40,107
2021.11.01 15:45,66
2021.11.01 15:50,330
2021.11.01 15:55,18
2021.11.01 16:00,-322
2021.11.01 16:05,15
