date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,GBPJPY,EURJPY,EURAUD,CADJPY,AUDJPY,AUDCAD,empty,sum
2020.09.14,19.999999999997797,-7.0000000000014495,6.000000000000227,18.999999999991246,-20.0000000000089,-18.0000000000069,4.9999999999954525,-204.99999999998408,-39.99999999999204,-25.999999999992696,-25.99999999999625,-18.000000000000682,-83.9999999999952,,-393.9999999999935
2020.09.14,5.999999999994898,-5.000000000010552,7.000000000005002,72.99999999998974,-52.000000000007596,21.999999999988695,-12.000000000000455,-205.99999999998886,-37.9999999999967,1.999999999990898,-1.0000000000047748,-49.99999999999716,-143.9999999999997,,-398.00000000003655
2020.09.14,9.999999999998899,-60.000000000015596,32.00000000001069,29.999999999996696,-99.00000000000463,-11.00000000000545,-88.99999999999864,-306.0000000000116,-153.99999999999636,12.999999999996348,-54.000000000002046,-119.99999999999034,-158.0000000000026,,-966.0000000000247
2020.09.14,-9.00000000000345,-90.00000000001229,18.000000000000682,28.000000000005798,-101.00000000000664,-18.999999999991246,-100.99999999999909,-329.9999999999841,-174.99999999999716,-8.000000000008,-45.99999999999227,-111.0000000000042,-161.99999999999548,,-1105.9999999999875
2020.09.14,25.999999999992696,-32.0000000000098,39.00000000000148,76.99999999999375,-27.00000000001035,-7.0000000000014495,-85.99999999999852,-306.0000000000116,-135.00000000000512,-95.00000000000064,-42.999999999992156,-48.99999999999238,-100.99999999999554,,-739.0000000000297
2020.09.14,12.999999999996348,-42.0000000000087,52.00000000000671,-2.999999999997449,-62.000000000006494,1.0000000000065512,-121.99999999999989,-382.000000000005,-156.99999999999648,-18.0000000000069,-102.00000000000387,-102.00000000000387,-95.99999999999609,,-1020.0000000000152
2020.09.14,63.99999999999739,26.999999999999247,48.00000000000182,112.000000000001,40.99999999999105,-1.0000000000065512,-48.00000000000182,-257.000000000005,-82.99999999999841,-174.00000000000747,-18.000000000000682,18.000000000000682,-34.000000000000696,,-305.00000000002944
2020.09.14,95.00000000000064,19.999999999997797,42.00000000000159,86.0000000000083,54.999999999993946,-41.000000000002146,-1.0000000000047748,-251.00000000000477,-81.99999999999363,-208.00000000000819,-36.99999999999193,34.000000000006025,-7.0000000000014495,,-294.99999999999864
2020.09.14,34.99999999999615,-73.00000000001194,34.000000000006025,-43.999999999999595,5.999999999994898,-52.99999999999194,-75.00000000000284,-353.00000000000864,-168.99999999999693,-226.99999999999943,-109.99999999999943,-12.999999999991019,24.999999999997247,,-1017.0000000000073
2020.09.14,39.999999999995595,-72.0000000000054,20.000000000010232,-95.00000000000064,-27.00000000001035,-59.99999999999339,-48.99999999999238,-389.99999999998636,-153.0000000000058,-154.99999999999403,-126.99999999999534,-33.999999999991815,24.000000000001798,,-1077.9999999999677
