names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['GBPCHF'],80.0,-0.8900000000000001,B
GBPUSD,15,['EURNZD'],80.0,0.9506666666666668,S
USDJPY,10,"['USDCHF', 'CHFJPY', 'AUDCHF', 'CADCHF', 'GBPCHF']",80.0,-1.0,B
AUDUSD,20,"['AUDCAD', 'CHFJPY']",100.0,-1.0,B
GBPCHF,15,"['GBPAUD', 'GBPCAD', 'GBPCHF']",100.0,-0.3443333333333334,B
EURCHF,20,"['EURGBP', 'EURCHF', 'NZDJPY', 'AUDNZD', 'CADCHF', 'USDCHF', 'EURUSD']",100.0,-0.96,B
CHFJPY,50,"['GBPCHF', 'USDJPY']",80.0,0.5018530130859853,S
CADCHF,10,"['GBPCHF', 'GBPAUD', 'GBPCAD']",100.0,-0.74,B
AUDCHF,10,"['GBPCHF', 'GBPAUD', 'GBPCAD']",100.0,-0.84,B
NZDCHF,10,"['USDCHF', 'GBPCHF', 'AUDCHF', 'CADCHF', 'CHFJPY']",80.0,-0.88,B
GBPCAD,15,['AUDUSD'],80.0,-0.5717695637695638,B
GBPAUD,10,['EURNZD'],100.0,0.9359999999999999,S
EURAUD,10,"['USDCHF', 'CHFJPY', 'AUDCHF', 'CADCHF', 'GBPCHF']",80.0,1.0,S
EURNZD,10,"['CADCHF', 'AUDCHF', 'NZDCHF', 'EURAUD']",100.0,0.98,S
NZDCAD,10,"['NZDCHF', 'EURJPY', 'EURCHF']",80.0,-0.36,B
AUDNZD,10,"['GBPAUD', 'GBPCAD']",100.0,-0.5477142857142856,B
