date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2021.03.22,-14.999999999998348,-55.99999999998939,-66.0000000000025,-99.00000000000463,-24.000000000001798,-314.00000000000716,-48.000000000003595,-85.00000000000173,-365.0000000000091,-95.999999999985,-83.00000000001084,-35.999999999991594,-17.000000000010118,-230.00000000000398,-81.99999999999363,-121.00000000000443,,-1737.0000000000182
2021.03.22,17.999999999995797,-59.000000000009045,178.99999999998784,-106.00000000000608,-31.999999999987594,-370.00000000000455,31.999999999998696,-116.00000000000499,-437.9999999999882,-88.99999999998354,-67.00000000001705,-5.999999999994898,209.99999999999375,-270.00000000001023,245.9999999999951,19.00000000000235,,-849.0000000000325
2021.03.22,56.0000000000005,-72.0000000000054,187.99999999998818,-131.99999999999878,-80.99999999999774,-301.00000000000193,51.99999999999649,-155.00000000000514,-385.9999999999957,-24.999999999986144,-75.00000000000284,0.0,212.99999999999386,-287.00000000000614,248.00000000000466,27.999999999994696,,-729.0000000000215
2021.03.22,60.99999999999994,-59.000000000009045,194.99999999999318,-122.99999999999534,-87.99999999999919,-309.0000000000117,78.99999999999574,-165.9999999999995,-359.00000000000887,45.000000000006146,-41.000000000002146,-14.000000000002899,218.9999999999941,-289.0000000000015,221.9999999999942,5.999999999994898,,-621.000000000052
2021.03.22,12.999999999996348,-95.00000000000064,148.9999999999867,-178.99999999999582,-73.99999999999629,-288.0000000000109,60.00000000000449,-195.00000000000074,-316.0000000000025,8.000000000008,-60.99999999999994,18.0000000000069,210.99999999999852,-311.00000000000705,240.99999999999966,20.999999999993246,,-798.00000000002
2021.03.22,54.999999999993946,-68.00000000000139,181.99999999998795,-126.99999999999933,-73.99999999999629,-292.0000000000016,87.00000000000374,-173.00000000000094,-298.0000000000018,93.00000000000975,-47.00000000001925,-18.0000000000069,231.99999999999932,-278.0000000000058,251.99999999999534,7.0000000000014495,,-467.0000000000417
2021.03.22,90.99999999999665,-36.999999999998145,164.99999999999204,-58.99999999999794,-78.99999999998464,-270.00000000001023,77.00000000000485,-133.00000000000534,-243.99999999999977,106.00000000000608,-53.00000000001415,-148.99999999999915,149.99999999999147,-210.99999999999852,105.00000000000398,-58.000000000002494,,-599.0000000000153
2021.03.22,58.99999999999794,-41.000000000002146,185.99999999999284,-21.999999999999797,-99.99999999998899,-274.0000000000009,77.00000000000485,-102.99999999999754,-227.00000000000387,115.00000000002063,-50.0000000000167,-146.00000000000168,158.99999999999181,-173.00000000000182,120.99999999999511,-53.999999999998494,,-473.00000000000875
2021.03.22,14.999999999998348,-79.99999999999119,134.00000000000034,-68.99999999999685,-68.00000000000139,-262.00000000000045,89.00000000000574,-109.99999999999899,-187.99999999998818,172.0000000000166,-29.00000000001235,-104.99999999999955,222.99999999999898,-168.00000000000637,186.00000000000705,-53.999999999998494,,-313.9999999999667
2021.03.22,19.999999999997797,-103.00000000000864,100.99999999999909,-61.999999999995396,-58.99999999998684,-271.0000000000008,95.00000000000064,-106.00000000000608,-219.99999999999886,203.00000000001984,8.999999999992347,-137.00000000000932,215.0000000000034,-178.00000000001148,152.00000000000102,-90.99999999999665,,-431.99999999999994
2021.03.22,-25.00000000000835,-143.00000000000423,27.999999999991587,-124.99999999999733,-58.99999999998684,-214.00000000001285,97.9999999999981,-97.9999999999981,-165.99999999999682,140.0000000000068,-1.0000000000065512,-109.99999999998789,201.99999999999818,-144.00000000000546,144.00000000000546,-82.00000000000429,,-555.0000000000086
2021.03.22,-30.000000000007798,-156.00000000000057,39.99999999999204,-136.00000000000279,-69.9999999999923,-263.00000000000523,97.9999999999981,-106.00000000000608,-230.99999999999454,161.00000000001114,10.999999999983245,-78.00000000000028,212.0000000000033,-197.00000000000273,186.00000000000705,-70.0000000000034,,-629.0000000000208
2021.03.22,-13.00000000000745,-161.99999999999548,66.99999999999307,-155.00000000000514,-75.00000000000284,-243.99999999999977,119.99999999999788,-140.0000000000068,-302.99999999999727,181.00000000000892,21.999999999988695,-103.99999999999298,241.99999999999022,-221.00000000000364,176.00000000000193,-80.00000000000229,,-689.0000000000327
2021.03.22,-11.00000000000545,-160.99999999998892,82.99999999999841,-151.9999999999966,-75.00000000000284,-251.00000000000477,151.9999999999966,-129.00000000000134,-306.99999999998795,185.00000000001293,89.99999999999008,-42.0000000000087,301.9999999999925,-225.9999999999991,228.9999999999992,-84.0000000000063,,-397.00000000001234
2021.03.22,13.999999999991797,-123.00000000000644,98.99999999998954,-104.00000000000409,-73.99999999999629,-263.00000000000523,161.99999999999548,-129.9999999999968,-399.0000000000009,147.00000000000824,113.99999999999189,-39.999999999995595,301.00000000000193,-209.00000000000318,201.00000000000762,-107.00000000000153,,-411.0000000000236
2021.03.22,-47.00000000000814,-168.99999999999693,82.99999999999841,-153.99999999999858,-127.99999999999478,-283.00000000000125,155.00000000000514,-148.99999999999915,-395.00000000001023,128.000000000017,109.99999999998789,-48.99999999998794,304.9999999999926,-216.00000000000819,210.99999999999852,-100.00000000000009,,-698.0000000000056
2021.03.22,41.9999999999976,-129.00000000000134,73.99999999999807,-131.99999999999878,-165.9999999999995,-206.00000000000307,199.00000000000472,-209.00000000000364,-378.9999999999907,106.00000000000608,90.99999999999665,-12.999999999996348,280.00000000000114,-198.99999999999807,212.0000000000033,-85.99999999999719,,-514.999999999981
2021.03.22,88.99999999999464,-96.99999999999153,12.000000000000455,-139.00000000000023,-151.9999999999966,-114.00000000000432,228.00000000000597,-224.000000000002,-307.9999999999927,84.0000000000174,152.99999999998093,49.99999999999449,259.00000000000034,-168.00000000000637,168.00000000000637,-111.00000000000554,,-269.99999999999875
2021.03.22,104.99999999999955,-46.999999999997044,-7.000000000005002,-121.00000000000443,-121.99999999999989,-66.0000000000025,214.99999999999852,-245.0000000000063,-276.00000000001046,117.00000000001154,181.9999999999933,41.000000000002146,197.9999999999933,-128.0000000000001,146.0000000000008,-113.00000000000753,,-121.00000000003408
2021.03.22,85.00000000000173,-59.000000000009045,-19.000000000005457,-114.00000000000298,-117.99999999999588,-45.000000000001705,160.00000000000458,-226.99999999999943,-217.00000000001296,43.00000000001525,60.99999999999994,-82.00000000000429,126.99999999999534,-111.0000000000042,55.00000000000682,-96.00000000000719,,-557.0000000000194
2021.03.22,-46.00000000000159,-93.99999999999409,3.9999999999906777,-78.00000000000028,-82.99999999998863,-233.0000000000041,131.99999999999878,-148.99999999999915,-326.9999999999982,17.000000000000348,91.99999999998099,-21.999999999988695,137.99999999999102,-81.00000000000307,96.00000000000364,-121.00000000000443,,-755.0000000000168
2021.03.22,-243.99999999999977,-232.00000000000998,-21.000000000000796,-111.00000000000554,-9.999999999998899,-438.0000000000024,-0.999999999995449,-84.0000000000063,-355.99999999999454,15.00000000000945,56.99999999999594,-103.00000000000864,253.0000000000001,-85.00000000000796,159.00000000000603,-119.00000000000244,,-1320.0000000000211
2021.03.22,-233.00000000000543,-232.00000000000998,-54.000000000002046,-131.99999999999878,73.00000000001194,-411.00000000000136,-4.000000000004,-41.9999999999976,-334.0000000000032,-1.999999999990898,51.99999999998539,-82.99999999998863,209.99999999999375,-93.00000000000352,156.99999999999648,-87.99999999999919,,-1216.0000000000173
2021.03.22,-226.00000000000398,-181.9999999999933,-25.000000000005684,-124.00000000000189,74.0000000000185,-395.00000000001023,-9.999999999998899,-46.00000000000159,-260.9999999999957,73.00000000001194,67.9999999999792,17.000000000000348,216.99999999999875,-97.00000000000841,176.00000000000193,-56.0000000000005,,-797.0000000000095
2021.03.22,-308.00000000000824,-280.9999999999979,-38.000000000010914,-187.00000000000384,100.0000000000112,-487.000000000009,-31.000000000003247,-58.000000000002494,-312.0000000000118,112.000000000001,49.99999999999449,25.999999999992696,236.99999999999477,-182.00000000000216,224.99999999999432,-48.99999999999905,,-1183.0000000000603
2021.03.22,-319.0000000000026,-279.99999999999136,-13.00000000000523,-151.9999999999966,93.00000000000975,-582.0000000000078,-36.0000000000027,-23.00000000000635,-288.0000000000109,261.0000000000001,-6.000000000017103,-82.00000000000429,286.9999999999919,-177.0000000000067,254.99999999999545,-60.99999999999994,,-1123.0000000000546
2021.03.22,-346.0000000000019,-453.99999999999886,-7.000000000005002,-248.00000000000378,42.0000000000087,-600.0000000000085,-29.999999999996696,-34.000000000000696,-338.99999999999864,168.0000000000126,-118.00000000001809,-100.99999999999554,326.9999999999982,-254.0000000000049,308.9999999999975,-39.00000000000014,,-1724.0000000000164
2021.03.22,-461.0000000000003,-476.0000000000098,-22.00000000000557,-307.0000000000017,65.00000000000395,-731.0000000000088,-68.99999999999685,-63.99999999999739,-432.9999999999927,135.00000000001845,-98.0000000000203,-70.99999999999883,325.9999999999934,-319.0000000000026,326.9999999999982,14.999999999998348,,-2183.0000000000227
2021.03.22,-435.0000000000076,-486.00000000000864,17.99999999998647,-304.00000000000426,75.00000000000284,-816.0000000000025,-68.99999999999685,-28.000000000005798,-524.0000000000009,235.00000000000742,-102.00000000000209,-69.00000000000794,412.9999999999967,-391.00000000000534,405.00000000000114,-16.0000000000049,,-2094.0000000000523
2021.03.22,-465.0000000000043,-465.99999999998863,125.0,-268.99999999999704,106.00000000000608,-898.0000000000103,-209.9999999999991,-26.000000000003798,-514.00000000001,179.00000000001802,-287.000000000015,-85.00000000000173,295.99999999999227,-378.0000000000001,399.0000000000009,58.000000000002494,,-2435.00000000001
2021.03.22,-503.000000000009,-452.99999999999227,70.99999999999795,-309.99999999999915,145.00000000001734,-901.0000000000105,-217.99999999999596,12.999999999996348,-312.0000000000118,152.0000000000188,-311.0000000000168,-45.99999999999049,280.00000000000114,-394.00000000000546,397.99999999999613,92.00000000000318,,-2297.0000000000005
2021.03.22,-421.0000000000047,-415.99999999999415,86.99999999998909,-306.00000000000625,111.00000000001664,-783.0000000000013,-214.99999999999852,-12.000000000000899,-171.99999999999704,293.0000000000099,-281.0000000000201,-99.00000000000463,245.9999999999951,-381.0000000000002,329.9999999999983,86.99999999999264,,-1932.0000000000264
2021.03.22,-457.0000000000074,-401.99999999999125,73.99999999999807,-277.000000000005,109.00000000000354,-827.0000000000124,-387.99999999999943,-14.999999999998348,-125.0,-80.99999999999774,-625.0000000000089,-126.99999999998823,39.99999999999204,-355.000000000004,331.00000000000307,142.99999999999312,,-2982.0000000000223
2021.03.22,-491.0000000000081,-445.0000000000065,54.99999999999261,-328.0000000000061,150.00000000000568,-829.0000000000077,-395.0000000000009,22.999999999995246,-181.0000000000116,-136.99999999998712,-659.0000000000095,-103.99999999999298,34.99999999999659,-385.0000000000051,320.0000000000074,278.9999999999959,,-3092.0000000000427
