date,USDCHF,EURUSD,USDJPY,USDCAD,CHFJPY,EURGBP,EURNZD,AUDCAD,NZDCAD,empty,sum
2019.03.18,-2.0000000000131024,-18.999999999991246,22.999999999996135,46.999999999997044,40.00000000000625,-37.99999999999359,-18.999999999991246,-28.000000000005798,-47.00000000000814,,-43.000000000003695
2019.03.18,-14.000000000002899,-27.999999999983594,10.99999999999568,61.99999999998429,31.00000000000591,-63.99999999999739,-119.00000000000244,-4.999999999999449,-14.000000000002899,,-140.00000000000279
2019.03.18,45.99999999999049,36.0000000000138,30.000000000001137,66.99999999999484,-13.999999999995794,19.999999999997797,-62.99999999999084,-26.000000000003798,3.999999999992898,,100.00000000000053
2019.03.18,48.99999999998794,41.000000000002146,78.99999999999352,60.99999999999994,31.999999999996476,21.00000000000435,-29.999999999996696,-39.00000000000014,-9.999999999998899,,203.99999999998857
2019.03.18,24.999999999986144,2.999999999997449,61.99999999999761,36.999999999998145,48.00000000000182,-31.999999999998696,53.999999999998494,-92.00000000000318,-73.00000000000084,,31.999999999976964
2019.03.18,35.999999999991594,26.0000000000149,73.99999999999807,66.99999999999484,43.00000000000637,-32.999999999994145,-11.999999999989797,-82.99999999999974,-35.00000000000725,,83.00000000001481
2019.03.18,32.999999999994145,-9.999999999998899,90.00000000000341,10.999999999983245,67.00000000000728,-61.999999999995396,-117.99999999999588,-48.99999999999905,34.99999999999615,,-3.000000000004974
2019.03.18,22.999999999995246,-26.999999999999247,67.99999999999784,-19.00000000001345,49.000000000006594,-70.99999999999883,-137.9999999999937,-23.00000000000635,53.999999999998494,,-84.00000000001339
2019.03.18,35.999999999991594,-25.999999999992696,129.99999999999545,-26.999999999999247,99.99999999999432,-81.9999999999932,-114.99999999999844,-73.00000000000084,46.00000000000159,,-11.000000000001435
2019.03.18,5.999999999994898,-91.99999999998099,125.0,-124.99999999999733,129.99999999999545,-93.99999999999409,9.000000000014552,-216.0000000000051,-9.999999999998899,,-266.9999999999715
2019.03.18,-41.000000000002146,-140.99999999999113,91.99999999999875,-172.0000000000166,150.99999999999625,-141.99999999999767,189.00000000001694,-278.00000000000045,-119.00000000000244,,-460.9999999999985
2019.03.18,-29.00000000001235,-119.99999999998678,72.00000000000273,-179.00000000001802,114.99999999999488,-104.99999999999955,293.0000000000099,-265.0000000000041,-155.00000000000514,,-373.0000000000184
