date,USDCHF,EURUSD,USDJPY,USDCAD,CHFJPY,EURGBP,EURNZD,AUDCAD,NZDCAD,empty,sum
2019.03.18,-5.999999999994898,-27.999999999983594,0.0,-5.000000000010552,-9.000000000000341,-41.000000000002146,-45.99999999999049,-51.000000000001044,-53.999999999998494,,-239.99999999998158
2019.03.18,-19.999999999997797,-42.999999999993044,9.999999999990905,41.000000000002146,15.000000000000568,-64.99999999999284,-121.99999999999989,-51.99999999999649,-52.000000000007596,,-287.99999999999403
2019.03.18,-15.00000000000945,-29.999999999996696,-2.0000000000095497,48.99999999998794,-25.000000000005684,-63.00000000000195,-124.99999999999733,-26.000000000003798,-23.00000000000635,,-260.00000000004286
2019.03.18,39.999999999995595,26.0000000000149,30.000000000001137,53.999999999998494,-15.000000000000568,4.999999999999449,-70.99999999999883,-48.000000000003595,-25.00000000000835,,-4.000000000001769
2019.03.18,14.000000000002899,0.0,60.000000000002274,32.999999999994145,15.000000000000568,-34.000000000000696,-48.99999999998794,-95.99999999999609,-75.00000000000284,,-131.9999999999877
2019.03.18,14.000000000002899,-10.999999999983245,27.999999999991587,21.999999999988695,6.000000000000227,-42.999999999993044,-38.99999999998904,-131.99999999999878,-97.9999999999981,,-252.9999999999788
2019.03.18,26.999999999999247,-15.999999999993797,45.99999999999227,2.999999999997449,18.000000000000682,-64.99999999999284,-144.99999999999514,-95.00000000000064,-57.00000000000705,,-283.99999999999983
2019.03.18,18.999999999991246,-29.999999999996696,60.99999999999284,-35.00000000000725,33.00000000000125,-90.99999999999665,-173.99999999998528,-53.00000000000304,22.999999999995246,,-247.00000000000833
2019.03.18,21.00000000000435,-34.000000000000696,67.99999999999784,-43.00000000001525,49.99999999999716,-102.00000000000209,-168.99999999999693,-95.00000000000064,26.999999999999247,,-277.000000000017
2019.03.18,5.999999999994898,-95.999999999985,108.99999999999466,-135.00000000001845,93.00000000000352,-114.99999999999844,-136.99999999998712,-245.0000000000063,-45.000000000006146,,-565.0000000000084
2019.03.18,-43.999999999999595,-141.99999999999767,84.00000000000318,-175.99999999999838,114.00000000000432,-142.99999999999312,-2.999999999997449,-290.9999999999968,-119.00000000000244,,-719.999999999978
2019.03.18,-49.99999999999449,-147.99999999999258,61.99999999999761,-196.0000000000184,108.99999999999466,-146.00000000000168,133.00000000000534,-290.9999999999968,-172.00000000000549,,-699.0000000000118
2019.03.18,-41.000000000002146,-139.00000000000023,63.99999999999295,-188.00000000001037,97.99999999999898,-163.00000000000205,148.99999999999915,-268.0000000000016,-157.00000000000713,,-645.0000000000324
2019.03.18,-42.999999999993044,-150.99999999999002,39.99999999999204,-189.00000000001694,91.99999999999875,-176.99999999999383,198.00000000000927,-282.99999999999994,-158.0000000000026,,-670.9999999999964
2019.03.18,-39.00000000001125,-129.99999999998568,54.000000000002046,-207.00000000000162,82.99999999999841,-166.99999999999494,224.000000000002,-282.99999999999994,-158.99999999999804,,-623.999999999989
2019.03.18,-28.000000000005798,-129.00000000000134,61.99999999999761,-198.00000000000927,88.99999999999864,-236.99999999999832,226.99999999999943,-285.9999999999974,-165.9999999999995,,-666.0000000000159
2019.03.18,-19.999999999997797,-161.99999999999548,70.99999999999795,-225.00000000000853,84.00000000000318,-253.0000000000032,229.00000000001253,-278.00000000000045,-165.00000000000404,,-718.9999999999959
2019.03.18,-60.99999999999994,-215.99999999999397,60.000000000002274,-286.00000000000847,109.99999999999943,-290.9999999999968,246.00000000001288,-282.99999999999994,-162.0000000000066,,-882.9999999999911
2019.03.18,-72.0000000000054,-200.00000000000017,51.00000000000193,-350.00000000000585,108.00000000000409,-305.99999999999517,269.00000000000813,-277.000000000005,-180.0000000000024,,-956.9999999999999
2019.03.18,-120.99999999999334,-265.99999999998846,12.000000000000455,-303.0000000000088,128.0000000000001,-305.99999999999517,169.00000000001913,-301.0000000000068,-161.00000000000003,,-1148.999999999973
2019.03.18,-110.00000000001009,-272.99999999998994,6.000000000000227,-285.00000000000193,85.99999999999852,-446.00000000000193,165.00000000001512,-329.00000000000153,-243.99999999999977,,-1429.9999999999914
2019.03.18,-95.00000000000064,-238.99999999998923,24.00000000000091,-231.0000000000034,66.0000000000025,-417.0000000000007,120.00000000000898,-312.00000000000114,-226.99999999999943,,-1310.9999999999823
2019.03.18,-97.00000000001374,-249.99999999999466,9.000000000000341,-181.00000000000892,108.00000000000409,-575.9999999999987,102.00000000000209,-241.00000000000233,-211.00000000000563,,-1337.0000000000177
2019.03.18,-103.99999999999298,-274.9999999999808,0.999999999990564,-154.0000000000097,99.99999999999432,-564.9999999999933,36.999999999998145,-256.99999999999613,-235.00000000000742,,-1451.9999999999973
2019.03.18,-164.00000000000858,-295.0000000000008,-29.000000000010573,-124.99999999999733,105.00000000000398,-597.9999999999985,-9.999999999998899,-207.99999999999707,-233.00000000000543,,-1557.0000000000132
2019.03.18,-164.99999999999292,-288.99999999998374,-37.00000000000614,-113.00000000000753,135.99999999999568,-649.999999999995,-2.999999999997449,-185.00000000000182,-229.00000000000142,,-1534.9999999999902
2019.03.18,-201.00000000000674,-347.9999999999928,0.0,-207.00000000000162,191.0000000000025,-544.0,-5.999999999994898,-272.00000000000557,-240.00000000000688,,-1627.000000000006
2019.03.18,-221.00000000000452,-349.99999999998363,-15.000000000000568,-199.00000000001583,221.00000000000364,-486.999999999993,-52.99999999999194,-253.99999999999866,-206.00000000000617,,-1563.9999999999907
2019.03.18,-192.99999999999872,-356.00000000000074,25.99999999999625,-162.00000000001768,215.99999999999397,-514.9999999999987,-48.99999999998794,-263.99999999999756,-228.00000000000597,,-1525.000000000017
2019.03.18,-154.99999999999403,-331.999999999999,42.999999999992156,-160.00000000000458,162.00000000000614,-593.9999999999945,-32.999999999994145,-246.99999999999721,-238.0000000000049,,-1553.99999999999
2019.03.18,-107.00000000001265,-261.9999999999845,18.999999999991246,-43.00000000001525,120.00000000000455,-565.9999999999999,-53.999999999998494,-263.99999999999756,-267.00000000000614,,-1424.0000000000186
2019.03.18,-73.00000000001194,-234.99999999998522,30.9999999999917,-46.999999999997044,84.99999999999375,-641.0000000000027,-20.999999999982144,-253.99999999999866,-248.99999999999923,,-1403.9999999999916
2019.03.18,-62.000000000006494,-263.99999999999756,18.000000000000682,-97.00000000001374,85.99999999999852,-652.9999999999925,-20.999999999982144,-216.0000000000051,-226.99999999999943,,-1435.9999999999977
2019.03.18,-73.99999999999629,-220.99999999998232,60.000000000002274,-121.99999999999989,88.99999999999864,-558.9999999999984,-81.9999999999821,-204.00000000000418,-203.00000000000873,,-1315.999999999971
2019.03.18,-103.00000000000864,-230.9999999999812,40.99999999999682,-65.00000000000395,111.99999999999477,-695.0000000000011,29.00000000001235,-258.9999999999981,-287.9999999999994,,-1458.9999999999884
2019.03.18,-181.9999999999933,-160.99999999998892,-76.00000000000762,38.99999999998904,67.00000000000728,-798.9999999999942,-51.000000000001044,-268.99999999999704,-291.0000000000079,,-1722.9999999999939
2019.03.18,-170.00000000000347,-186.99999999998164,-179.00000000000205,19.999999999997797,13.999999999995794,-627.9999999999952,-64.99999999998174,-270.99999999999903,-217.0000000000005,,-1682.99999999997
2019.03.18,-146.00000000000168,-123.99999999999079,-162.9999999999967,66.99999999999484,-16.000000000005343,-537.9999999999941,-30.999999999981043,-265.99999999999955,-207.00000000000162,,-1423.9999999999761
2019.03.18,-66.99999999999484,-88.99999999998354,-91.00000000000819,173.00000000000094,-34.99999999999659,-536.9999999999986,-135.9999999999806,-300.0000000000003,-204.00000000000418,,-1285.999999999966
2019.03.18,-63.99999999999739,-73.99999999999629,-76.00000000000762,230.9999999999812,-28.999999999996362,-539.0000000000006,-122.99999999998423,-323.0000000000066,-199.00000000000472,,-1196.0000000000125
2019.03.18,-66.99999999999484,-74.99999999998064,-66.0000000000025,218.99999999999142,6.000000000000227,-502.9999999999979,-140.99999999999113,-323.0000000000066,-197.00000000000273,,-1146.9999999999848
2019.03.18,-95.00000000000064,-137.9999999999937,-85.00000000000796,136.00000000000279,-6.000000000000227,-531.9999999999991,-144.99999999999514,-348.00000000000387,-224.000000000002,,-1436.9999999999998
2019.03.18,-124.00000000001299,-158.99999999999804,-152.00000000000102,116.99999999998934,-4.0000000000048885,-453.99999999999886,-156.99999999998494,-322.00000000000006,-192.00000000000327,,-1447.0000000000146
2019.03.18,-137.00000000000932,-187.99999999998818,-125.0,53.999999999998494,12.000000000000455,-425.99999999999307,-103.99999999999298,-326.0000000000041,-201.00000000000674,,-1440.9999999999955
2019.03.18,-143.00000000000423,-194.99999999998963,-79.9999999999983,-2.999999999997449,66.0000000000025,-437.999999999994,-129.00000000000134,-328.0000000000061,-181.00000000000892,,-1430.9999999999975
2019.03.18,-120.00000000000898,-187.99999999998818,-67.99999999999784,-57.00000000001815,0.0,-430.9999999999925,-114.99999999999844,-285.9999999999974,-123.00000000000644,,-1388.0000000000077
2019.03.18,-164.99999999999292,-161.99999999999548,-94.99999999999886,-45.000000000006146,-19.99999999999602,-417.99999999999613,-114.99999999999844,-256.0000000000007,-84.0000000000063,,-1359.999999999991
2019.03.18,-127.00000000001043,-142.99999999998204,-48.00000000000182,-41.000000000002146,4.0000000000048885,-422.00000000000017,-132.99999999998312,-219.00000000000253,-60.00000000000449,,-1188.999999999982
2019.03.19,-69.00000000000794,-147.99999999999258,-66.0000000000025,-5.000000000010552,19.99999999999602,-439.0000000000005,-129.00000000000134,-251.99999999999667,-85.00000000000173,,-1173.000000000018
2019.03.19,-60.99999999999994,-135.9999999999806,-84.00000000000318,8.999999999992347,-6.000000000000227,-444.9999999999954,-221.99999999998886,-234.00000000000088,-80.00000000000229,,-1258.999999999979
2019.03.19,-72.0000000000054,-133.99999999998968,-108.00000000000409,31.999999999987594,-18.000000000000682,-434.9999999999965,-241.00000000000233,-258.9999999999981,-47.00000000000814,,-1282.0000000000175
2019.03.19,-80.99999999999774,-134.99999999999625,-114.00000000000432,5.999999999994898,-10.99999999999568,-385.000000000002,-280.9999999999979,-268.99999999999704,-42.0000000000087,,-1312.0000000000048
2019.03.19,-86.0000000000083,-126.99999999998823,-227.00000000000387,15.999999999993797,-120.00000000000455,-331.999999999999,-303.9999999999932,-234.00000000000088,-36.999999999998145,,-1451.0000000000023
2019.03.19,-109.00000000000354,-167.9999999999904,-225.00000000000853,-2.999999999997449,-126.00000000000477,-368.00000000000165,-302.0000000000023,-267.00000000000614,-69.00000000000794,,-1637.0000000000227
2019.03.19,-117.00000000001154,-184.99999999999073,-188.0000000000024,-18.0000000000069,-60.000000000002274,-373.99999999999653,-320.9999999999935,-284.0000000000065,-104.00000000000409,,-1651.0000000000146
