date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,empty,sum
2017.07.03,-36.0000000000027,106.00000000000608,7.999999999985796,100.00000000000853,-9.00000000000345,18.0000000000069,192.99999999999784,-129.00000000000134,12.999999999996348,-74.99999999999174,198.00000000000927,139.99999999998636,73.99999999999629,107.99999999998988,75.00000000000284,,783.9999999999868
2017.07.03,-87.00000000000374,119.00000000000244,34.99999999998504,99.00000000000375,2.000000000002,14.999999999998348,207.00000000000784,-140.0000000000068,-12.999999999996348,-55.99999999998939,263.99999999999756,168.00000000000637,184.00000000000637,116.99999999999022,95.99999999998943,,1009.9999999999931
2017.07.03,-95.00000000000064,163.9999999999864,49.99999999999449,185.00000000000227,-84.0000000000063,84.0000000000063,334.0000000000032,-223.00000000000654,-92.99999999999864,-57.99999999999139,181.00000000000892,284.9999999999966,72.0000000000054,206.99999999999363,235.99999999999,,1244.9999999999836
2017.07.03,-77.00000000000485,130.99999999999224,72.99999999998974,161.00000000000136,-123.00000000000644,206.00000000000617,326.0000000000076,-248.00000000000378,-195.00000000000074,-17.999999999995797,53.00000000001415,283.9999999999918,22.0000000000109,167.0000000000016,352.99999999999443,,1114.9999999999986
2017.07.03,-135.00000000000733,107.99999999999699,34.99999999998504,207.00000000000784,-136.00000000000279,180.0000000000024,310.0000000000023,-304.9999999999997,-212.00000000000108,-32.999999999994145,-13.999999999980695,295.99999999999227,-53.999999999998494,196.99999999998852,359.99999999999943,,803.9999999999906
2017.07.03,-111.00000000000554,104.99999999999955,58.000000000002494,127.00000000000955,-70.99999999999883,102.99999999999754,257.000000000005,-224.9999999999974,-119.00000000000244,-11.999999999989797,131.99999999999878,227.00000000000387,96.00000000000719,116.99999999999022,209.00000000000318,,893.0000000000233
2017.07.03,-119.00000000000244,80.99999999999774,17.999999999984695,147.00000000000557,-100.00000000000009,82.00000000000429,268.0000000000007,-261.0000000000001,-104.99999999999955,-22.999999999995246,35.00000000000725,204.99999999998408,-7.999999999985796,128.0000000000001,206.00000000000307,,554.0000000000043
2017.07.03,-130.0000000000079,21.00000000000435,-5.999999999994898,139.00000000001,-26.000000000003798,90.99999999999665,246.9999999999999,-197.99999999999818,-121.00000000000443,-1.999999999990898,109.00000000000354,173.00000000000182,100.0000000000112,126.99999999999534,204.9999999999983,,729.000000000021
2017.07.03,-128.00000000000588,-7.0000000000014495,-5.999999999994898,152.00000000000102,-14.000000000002899,96.00000000000719,262.00000000000045,-185.99999999999727,-126.99999999999933,14.000000000002899,75.00000000000284,187.99999999998818,104.99999999999955,146.99999999999136,221.9999999999942,,792.999999999986
2017.07.03,-158.0000000000026,-2.0000000000131024,-15.00000000000945,240.99999999999966,-28.000000000005798,102.00000000000209,317.99999999999784,-221.00000000000452,-151.00000000000114,8.000000000008,91.00000000001884,275.0000000000057,90.99999999999665,185.99999999999284,295.99999999999227,,1032.9999999999773
2017.07.03,-165.9999999999995,14.000000000002899,-39.999999999995595,225.00000000000853,-28.000000000005798,31.999999999998696,290.00000000000625,-226.99999999999943,-92.00000000000318,-22.999999999995246,111.00000000001664,230.99999999999454,59.000000000009045,176.9999999999925,206.00000000000307,,769.0000000000333
2017.07.03,-191.00000000000784,-24.000000000001798,-41.000000000002146,314.00000000000716,32.999999999994145,-29.000000000001247,353.00000000000864,-187.00000000000384,-51.99999999999649,2.000000000002,197.00000000000273,330.99999999998886,175.00000000001404,203.99999999999352,200.9999999999934,,1285.9999999999911
2017.07.03,-195.00000000000074,-17.000000000000348,-104.99999999999955,315.00000000001194,80.99999999999774,-53.999999999998494,349.00000000000375,-143.9999999999997,-32.999999999994145,-51.99999999999649,313.00000000000773,259.9999999999909,182.99999999999983,168.99999999999693,173.99999999999238,,1244.0000000000118
2017.07.03,-221.99999999999997,-59.000000000009045,-136.00000000000279,416.000000000011,61.999999999995396,-36.999999999998145,423.0000000000018,-182.00000000000438,-65.00000000000395,-43.999999999999595,217.0000000000005,346.00000000000364,110.00000000001009,240.99999999999966,268.99999999999125,,1338.9999999999955
2017.07.03,-195.00000000000074,-53.999999999998494,-80.00000000001339,404.0000000000106,88.99999999999464,-80.99999999999774,442.0000000000073,-136.99999999999824,-2.999999999997449,-6.999999999990347,282.0000000000045,387.00000000000045,231.0000000000034,220.99999999998943,209.00000000000318,,1708.0000000000173
2017.07.03,-204.00000000000418,-90.99999999999665,-46.999999999997044,427.0000000000067,73.99999999999629,-53.00000000000304,454.9999999999983,-160.00000000000458,-36.999999999998145,44.0000000000107,199.00000000001583,454.00000000000773,245.0000000000063,227.99999999999443,257.99999999999557,,1792.0000000000282
2017.07.03,-185.00000000000182,-103.99999999999298,-45.000000000006146,401.00000000001046,41.000000000002146,-48.000000000003595,451.0000000000076,-175.00000000000293,-26.000000000003798,51.000000000001044,109.00000000000354,424.0000000000066,185.99999999999727,217.9999999999893,242.999999999995,,1541.0000000000016
2017.07.03,-193.00000000000983,-103.00000000000864,-100.99999999999554,379.0000000000049,51.000000000001044,-75.00000000000284,417.0000000000016,-170.99999999999892,-7.0000000000014495,8.000000000008,131.99999999999878,334.0000000000032,130.0000000000079,196.99999999998852,195.99999999999795,,1193.9999999999945
2017.07.03,-209.9999999999991,25.999999999992696,-106.00000000000608,430.0000000000068,95.99999999999609,-178.99999999999582,451.0000000000076,-140.0000000000068,78.99999999999574,-81.9999999999932,399.00000000001603,391.9999999999959,212.00000000001216,246.9999999999999,117.999999999995,,1733.0000000000168
