date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2018.02.12,-100.99999999999554,-112.000000000001,-46.0000000000127,-18.000000000000682,0.0,-39.999999999995595,-242.00000000000887,-51.000000000001044,-143.00000000000068,-129.00000000000134,-71.99999999999429,-192.99999999999872,-108.00000000000409,-24.000000000001798,-67.00000000001705,-73.99999999999629,-86.0000000000083,-37.00000000000614,-25.000000000005684,-90.0000000000012,-14.999999999998348,,-1673.0000000000496
2018.02.12,40.00000000000669,97.9999999999981,31.000000000003247,-13.999999999995794,79.00000000000685,-58.99999999999794,-312.00000000000114,-77.00000000001594,-123.99999999999523,-107.00000000000153,-58.99999999999794,-161.99999999999548,95.99999999997522,176.99999999998272,43.999999999999595,-128.99999999997914,-60.99999999999994,-19.000000000005457,-46.00000000000648,34.99999999999615,90.0000000000012,,-479.00000000002234
2018.02.12,70.99999999999883,107.00000000001265,-2.0000000000131024,-36.000000000001364,55.000000000005045,-39.999999999995595,-293.0000000000099,-48.000000000003595,-135.99999999999568,-110.99999999999443,-41.9999999999976,-176.99999999999383,-68.00000000001205,182.99999999999983,146.99999999998602,-115.99999999998278,-89.00000000000574,-134.00000000000034,-45.000000000001705,29.999999999996696,78.00000000000028,,-666.0000000000084
2018.02.12,74.00000000000739,113.00000000000753,5.999999999994898,-6.999999999990791,70.99999999999883,-74.99999999999174,-258.0000000000027,-28.000000000005798,-125.0,-90.99999999999665,-61.999999999995396,-129.9999999999968,-16.000000000019554,236.99999999999832,109.99999999998789,-118.99999999998023,53.999999999998494,-112.00000000000898,-30.000000000001137,51.000000000001044,9.00000000000345,,-327.999999999992
2018.02.12,9.999999999998899,110.00000000001009,73.99999999999629,51.00000000000193,12.000000000012001,-114.99999999999844,-255.00000000000523,-26.999999999999247,-117.999999999995,-85.99999999999719,-56.99999999999594,-112.000000000001,-261.0000000000241,103.99999999999298,66.99999999999484,-113.99999999999189,93.99999999999409,-167.0000000000016,-49.99999999999716,31.999999999998696,-13.999999999991797,,-821.9999999999987
2018.02.12,-1.999999999990898,65.00000000000395,83.9999999999952,186.9999999999976,-38.99999999998904,-124.00000000000189,-175.99999999999838,-53.999999999998494,-13.999999999995794,-95.99999999999609,-61.999999999995396,-115.99999999999389,-278.00000000002,85.00000000000173,-17.000000000000348,-115.99999999998278,123.99999999999079,-174.99999999999716,49.99999999999716,38.0000000000047,12.000000000000899,,-623.9999999999682
2018.02.12,-102.99999999999754,177.00000000000495,170.00000000000347,136.0000000000099,-147.00000000000824,-212.99999999999653,-208.99999999999253,-94.00000000001629,-197.9999999999933,-119.99999999999788,-83.9999999999952,-117.99999999999588,-109.00000000000887,64.99999999998174,-59.000000000009045,-179.99999999998016,104.99999999999955,-72.00000000000273,-99.00000000000375,29.999999999996696,-7.0000000000014495,,-1129.0000000000034
2018.02.12,-104.99999999999955,231.0000000000034,275.000000000003,164.00000000000148,-156.00000000000057,-190.00000000000128,-151.9999999999966,-84.0000000000174,-143.00000000000068,-97.9999999999981,-31.999999999998696,-105.99999999999498,-20.000000000010232,58.99999999998684,-2.999999999997449,-247.99999999998158,144.99999999999514,-10.99999999999568,-12.000000000000455,2.000000000002,-19.999999999997797,,-503.9999999999991
2018.02.12,-100.99999999999554,236.00000000001398,258.99999999998704,168.99999999999693,-156.00000000000057,-158.99999999999804,-156.00000000000057,-78.00000000000028,-143.00000000000068,-98.99999999999353,-8.999999999992347,-112.99999999999643,-26.00000000001046,75.99999999998718,47.99999999998139,-264.9999999999819,126.99999999998823,-22.00000000000557,-6.000000000000227,-31.999999999998696,9.999999999998899,,-440.0000000000213
2018.02.12,-87.99999999999919,236.00000000001398,268.9999999999859,108.00000000000409,-185.99999999999727,-173.00000000000094,-249.99999999999466,-141.00000000001333,-177.99999999999727,-124.99999999999733,-27.999999999994696,-121.00000000000443,-9.000000000014552,76.99999999999375,97.9999999999981,-281.99999999998226,201.00000000000674,-7.999999999995566,-54.000000000002046,-24.000000000001798,-9.999999999998899,,-687.9999999999917
2018.02.12,-93.99999999999409,347.0000000000084,346.9999999999862,91.00000000000819,-188.9999999999947,-200.00000000000017,-235.00000000000742,-133.00000000000534,-227.99999999999443,-122.99999999999534,-53.999999999998494,-183.99999999999528,147.99999999999613,130.99999999999224,99.99999999998899,-252.99999999999213,59.99999999999339,45.000000000001705,-124.00000000000944,-4.000000000004,-0.999999999995449,,-553.000000000011
2018.02.12,-107.99999999999699,350.00000000000585,343.99999999998875,87.0000000000033,-201.99999999999108,-207.99999999999707,-350.00000000000585,-175.99999999999838,-236.0000000000042,-120.99999999999334,-69.9999999999923,-207.00000000000162,179.9999999999784,192.99999999999872,59.99999999999339,-254.999999999983,28.999999999990145,48.00000000000182,-121.00000000000932,33.000000000005244,87.00000000000374,,-643.0000000000036
2018.02.12,-122.99999999999534,520.0000000000093,388.9999999999949,127.00000000000955,-245.99999999999068,-257.9999999999916,-445.99999999999085,-209.9999999999991,-215.0000000000034,-143.9999999999997,-97.9999999999981,-270.0000000000036,381.9999999999766,286.99999999999284,201.99999999999108,-211.99999999998997,-114.0000000000141,81.00000000000307,-138.9999999999958,43.00000000000415,141.00000000000225,,-302.9999999999885
2018.02.12,-117.99999999999588,551.0000000000126,363.0000000000022,142.00000000001012,-224.000000000002,-226.99999999999943,-446.9999999999974,-159.00000000002024,-194.99999999999318,-129.9999999999968,-73.99999999999629,-258.9999999999981,350.9999999999991,349.99999999998363,307.99999999999716,-209.9999999999991,-131.99999999999878,60.000000000002274,-112.99999999999955,36.0000000000027,141.00000000000225,,14.000000000015376
2018.02.12,-84.99999999999064,485.0000000000021,339.0000000000004,160.0000000000108,-208.99999999999253,-207.99999999999707,-452.99999999999227,-167.00000000000603,-143.00000000000068,-149.99999999999457,-74.99999999999174,-234.99999999999633,280.00000000000114,304.9999999999997,286.99999999999284,-217.99999999998488,-15.00000000000945,51.00000000000193,-66.0000000000025,4.000000000004,87.99999999999919,,-24.999999999946525
2018.02.12,-107.99999999999699,553.0000000000035,336.00000000000296,133.00000000000978,-221.99999999998886,-234.00000000000088,-419.9999999999982,-151.00000000001222,-176.9999999999925,-136.99999999999824,-91.99999999999208,-226.99999999999943,322.00000000000273,353.99999999998766,269.9999999999925,-225.99999999999287,-7.0000000000014495,39.99999999999204,-137.00000000000045,19.999999999997797,91.00000000000774,,-18.999999999977348
2018.02.12,-96.99999999999153,466.00000000001086,346.9999999999862,132.000000000005,-211.00000000000563,-240.99999999999122,-391.9999999999924,-212.00000000001216,-164.99999999999204,-142.99999999999312,-87.99999999999919,-204.00000000000418,294.9999999999875,252.99999999999213,214.00000000000307,-306.9999999999906,26.999999999999247,69.99999999999318,-115.0000000000091,-2.000000000002,39.00000000000014,,-334.0000000000059
2018.02.12,-100.99999999999554,391.000000000008,332.9999999999833,143.00000000000068,-224.000000000002,-193.99999999999417,-370.00000000000364,-202.00000000001327,-156.99999999999648,-151.9999999999966,-60.99999999999994,-224.000000000002,201.99999999999818,175.99999999999838,201.99999999999108,-305.9999999999841,66.99999999999484,57.00000000000216,-76.00000000000762,-5.999999999994898,43.999999999999595,,-458.00000000001387
