date,EURUSD,AUDJPY,NZDCAD,empty,sum
2017.10.16,-36.999999999998145,-48.00000000000182,-119.99999999999788,,-204.99999999999784
2017.10.16,-41.99999999998649,-106.99999999999932,-66.99999999999484,,-215.99999999998067
2017.10.16,-53.999999999998494,-109.00000000000887,-39.999999999995595,,-203.00000000000296
2017.10.16,7.0000000000014495,-112.00000000000898,37.00000000000925,,-67.99999999999828
2017.10.16,15.00000000000945,-118.00000000000921,74.00000000000739,,-28.99999999999237
2017.10.16,-25.999999999992696,-160.0000000000108,82.99999999999974,,-103.00000000000375
2017.10.16,-66.99999999999484,-112.99999999999955,86.0000000000083,,-93.99999999998607
2017.10.16,-72.99999999998974,-160.0000000000108,94.00000000000519,,-138.99999999999534
2017.10.16,-38.0000000000047,-140.00000000000057,82.00000000000429,,-96.00000000000097
2017.10.16,21.00000000000435,-88.00000000000807,68.00000000000139,,0.9999999999976694
2017.10.16,72.0000000000054,-112.99999999999955,60.99999999999994,,20.000000000005798
2017.10.16,29.00000000001235,-129.0000000000049,74.00000000000739,,-25.99999999998515
2017.10.16,38.0000000000047,-118.99999999999977,53.999999999998494,,-26.99999999999659
2017.10.16,42.0000000000087,-58.000000000006935,64.0000000000085,,48.00000000001026
2017.10.16,29.00000000001235,-28.000000000005798,102.00000000000209,,103.00000000000864
2017.10.16,14.000000000002899,-14.000000000010004,69.00000000000794,,69.00000000000084
2017.10.16,22.0000000000109,-14.000000000010004,69.00000000000794,,77.00000000000884
2017.10.16,46.0000000000127,-32.00000000001069,104.00000000000409,,118.00000000000611
2017.10.16,117.00000000001154,-33.00000000000125,116.00000000000499,,200.0000000000153
2017.10.16,161.99999999999548,12.000000000000455,91.00000000000774,,265.0000000000037
2017.10.16,165.9999999999995,25.99999999999625,58.000000000002494,,249.99999999999824
2017.10.16,164.99999999999292,27.000000000001023,153.99999999999858,,345.9999999999925
2017.10.16,173.00000000000094,27.999999999991587,219.00000000000253,,419.99999999999505
2017.10.16,175.99999999999838,27.000000000001023,226.00000000000398,,429.0000000000034
2017.10.16,198.99999999999363,52.99999999999727,269.00000000000813,,520.9999999999991
2017.10.16,197.00000000000273,69.99999999999318,287.9999999999994,,554.9999999999952
2017.10.16,117.00000000001154,61.99999999999761,362.00000000000676,,541.0000000000159
