date,GBPUSD,USDCAD,AUDUSD,NZDUSD,NZDJPY,empty,sum
2019.01.25,2810.0000000000014,-46.0000000000127,39.999999999995595,844.9999999999958,826.0000000000076,,4474.999999999987
2019.01.25,2905.000000000002,-23.00000000001745,51.000000000001044,873.999999999997,865.9999999999997,,4672.999999999983
2019.01.25,2835.0000000000095,-26.0000000000149,31.999999999998696,846.9999999999977,981.0000000000088,,4669.0
2019.01.25,2980.000000000005,35.999999999991594,96.99999999999153,893.9999999999948,1013.0000000000052,,5019.999999999988
2019.01.25,3117.000000000014,62.99999999999084,96.99999999999153,922.0000000000006,1019.0000000000055,,5218.000000000003
2019.01.25,3185.0000000000155,58.99999999998684,114.99999999999844,923.9999999999915,972.999999999999,,5255.999999999992
2019.01.25,3161.999999999998,214.99999999998744,119.99999999999788,951.9999999999973,966.9999999999987,,5415.999999999979
2019.01.25,3218.999999999994,281.99999999998226,126.99999999999933,953.9999999999993,960.9999999999985,,5542.999999999974
2019.01.25,3292.000000000006,302.0000000000023,134.0000000000008,956.9999999999967,930.9999999999974,,5616.000000000003
2019.01.25,3262.0000000000095,327.99999999999494,147.99999999999258,898.9999999999942,822.0000000000027,,5458.9999999999945
2019.01.25,3231.000000000006,326.9999999999884,120.99999999999334,866.9999999999956,817.0000000000073,,5362.999999999991
