date,GBPUSD,NZDUSD,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.06,0.0,-4.999999999999449,-26.999999999999247,-51.000000000001044,0.0,-36.000000000001364,-228.99999999999034,-317.9999999999961,-51.00000000000193,-134.0000000000008,-160.99999999998892,,-1011.9999999999791
2021.09.06,-58.000000000002494,-30.000000000007798,-14.999999999998348,-110.99999999999443,74.00000000001228,60.000000000002274,-225.99999999999287,-384.9999999999909,-25.99999999999625,-134.0000000000008,-156.00000000000057,,-1006.9999999999699
2021.09.06,-42.0000000000087,15.999999999993797,112.99999999999643,-92.00000000000318,74.00000000001228,49.000000000006594,-251.99999999998556,-374.999999999992,36.000000000001364,-180.0000000000024,-198.00000000000927,,-850.9999999999907
2021.09.06,48.000000000003595,-25.00000000000835,109.00000000000354,-97.00000000000264,174.0000000000066,171.99999999999704,-237.99999999998266,-465.99999999998863,34.99999999999659,-151.00000000000114,-139.00000000000023,,-577.9999999999764
2021.09.06,52.99999999999194,-7.0000000000014495,112.000000000001,-122.99999999999534,198.0000000000075,194.99999999999318,-255.99999999998957,-486.999999999993,46.999999999997044,-135.99999999999167,-174.99999999999181,,-578.9999999999723
2021.09.06,22.999999999995246,-16.0000000000049,102.99999999999754,-151.9999999999966,173.00000000000182,231.99999999999932,-333.9999999999899,-532.9999999999835,42.999999999992156,-120.99999999999334,-147.99999999999258,,-729.9999999999748
2021.09.06,5.000000000010552,-43.999999999999595,95.99999999999609,-153.99999999999858,165.00000000002046,199.99999999998863,-352.9999999999811,-553.0000000000035,24.999999999991473,-81.9999999999932,-87.99999999999919,,-782.9999999999679
2021.09.06,-35.999999999991594,-75.00000000000284,90.0000000000012,-134.0000000000008,197.00000000000273,217.9999999999893,-356.9999999999851,-561.9999999999958,24.999999999991473,-46.999999999997044,-45.99999999999049,,-726.999999999979
2021.09.06,-25.00000000000835,-126.99999999999933,34.99999999999615,-124.99999999999733,194.00000000001683,221.00000000000364,-356.00000000000074,-670.9999999999993,-39.00000000000148,-65.99999999999939,-137.9999999999937,,-1096.999999999983
2021.09.06,-12.999999999996348,-140.0000000000068,22.999999999995246,-109.00000000000354,208.00000000002683,211.9999999999891,-334.9999999999964,-699.9999999999895,-52.99999999999727,-85.00000000000173,-181.00000000000892,,-1172.9999999999893
