date,EURUSD,USDJPY,empty,sum
2015.05.18,-1004.9999999999892,-612.9999999999995,,-1617.9999999999886
2015.05.18,-1007.0000000000024,-569.9999999999932,,-1576.9999999999955
2015.05.18,-1169.9999999999823,-586.9999999999891,,-1756.9999999999714
2015.05.18,-1059.9999999999943,-611.9999999999948,,-1671.999999999989
2015.05.18,-1051.0000000000018,-622.9999999999905,,-1673.9999999999923
2015.05.18,-1370.9999999999889,-714.9999999999892,,-2085.999999999978
2015.05.18,-1488.0000000000005,-728.9999999999992,,-2216.9999999999995
2015.05.18,-1496.9999999999927,-738.9999999999901,,-2235.9999999999827
2015.05.18,-1505.9999999999852,-759.0000000000003,,-2264.9999999999854
2015.05.18,-1410.0000000000002,-726.9999999999897,,-2136.99999999999
2015.05.18,-1411.9999999999911,-737.9999999999995,,-2149.999999999991
2015.05.18,-1381.9999999999943,-720.9999999999894,,-2102.9999999999836
2015.05.19,-1384.9999999999918,-741.9999999999902,,-2126.999999999982
2015.05.19,-1366.999999999985,-735.99999999999,,-2102.999999999975
2015.05.19,-1366.0000000000005,-721.9999999999942,,-2087.9999999999945
2015.05.19,-1358.999999999999,-734.9999999999994,,-2093.9999999999986
2015.05.19,-1341.9999999999986,-719.9999999999989,,-2061.9999999999973
2015.05.19,-1302.0000000000032,-687.9999999999882,,-1989.9999999999914
2015.05.19,-1358.999999999999,-686.9999999999976,,-2045.9999999999968
2015.05.19,-1380.9999999999877,-674.9999999999972,,-2055.999999999985
2015.05.19,-1424.9999999999875,-625.0,,-2049.9999999999873
2015.05.19,-1618.9999999999927,-702.9999999999887,,-2321.9999999999814
2015.05.19,-1617.0000000000018,-733.9999999999947,,-2350.9999999999964
2015.05.19,-1638.9999999999905,-762.0000000000005,,-2400.999999999991
2015.05.19,-1551.9999999999977,-709.9999999999937,,-2261.9999999999914
2015.05.19,-1522.0000000000011,-691.9999999999931,,-2213.999999999994
2015.05.19,-1502.0000000000034,-681.999999999988,,-2183.9999999999914
2015.05.19,-1468.999999999987,-689.9999999999977,,-2158.9999999999845
2015.05.19,-1476.999999999995,-722.999999999999,,-2199.999999999994
2015.05.19,-1360.99999999999,-667.9999999999922,,-2028.9999999999823
2015.05.19,-1712.9999999999868,-720.9999999999894,,-2433.9999999999764
2015.05.19,-1689.9999999999916,-706.9999999999936,,-2396.9999999999854
2015.05.19,-2634.000000000003,-720.9999999999894,,-3354.9999999999927
2015.05.19,-2890.999999999999,-781.9999999999965,,-3672.9999999999955
2015.05.19,-2825.999999999995,-753.9999999999907,,-3579.9999999999854
2015.05.19,-2759.0000000000005,-783.0000000000013,,-3542.000000000002
2015.05.19,-2663.9999999999995,-771.0000000000008,,-3435.0000000000005
2015.05.19,-2673.9999999999986,-812.9999999999882,,-3486.999999999987
2015.05.19,-2576.0000000000005,-819.9999999999932,,-3395.9999999999936
2015.05.19,-2468.9999999999877,-836.9999999999891,,-3305.999999999977
2015.05.19,-2622.9999999999977,-834.9999999999937,,-3457.9999999999914
2015.05.19,-2705.000000000002,-871.9999999999999,,-3577.000000000002
2015.05.19,-2747.999999999995,-918.9999999999969,,-3666.999999999992
2015.05.19,-3271.999999999986,-1182.9999999999927,,-4454.999999999978
2015.05.19,-3178.9999999999986,-1177.9999999999973,,-4356.999999999996
2015.05.19,-3113.9999999999945,-1183.9999999999975,,-4297.999999999992
2015.05.19,-3170.9999999999905,-1343.999999999994,,-4514.9999999999845
2015.05.19,-3242.999999999996,-1430.9999999999973,,-4673.999999999993
2015.05.19,-3300.999999999998,-1445.999999999998,,-4746.999999999996
2015.05.19,-3126.999999999991,-1385.9999999999957,,-4512.999999999986
2015.05.19,-3136.99999999999,-1350.999999999999,,-4487.999999999989
2015.05.19,-3176.9999999999854,-1346.999999999994,,-4523.99999999998
2015.05.19,-3160.999999999992,-1428.9999999999877,,-4589.99999999998
2015.05.19,-3156.9999999999877,-1432.9999999999927,,-4589.99999999998
2015.05.19,-3061.999999999987,-1435.9999999999927,,-4497.99999999998
2015.05.19,-2997.9999999999895,-1446.9999999999886,,-4444.999999999978
2015.05.19,-2989.9999999999814,-1458.999999999989,,-4448.999999999971
2015.05.19,-3023.9999999999823,-1460.9999999999986,,-4484.999999999981
2015.05.19,-3020.999999999985,-1457.9999999999984,,-4478.999999999984
2015.05.19,-3034.000000000003,-1428.9999999999877,,-4462.999999999991
2015.05.20,-3027.9999999999864,-1451.9999999999982,,-4479.9999999999845
2015.05.20,-3045.999999999993,-1420.9999999999923,,-4466.999999999985
2015.05.20,-3044.999999999987,-1411.0000000000014,,-4455.999999999988
2015.05.20,-3078.9999999999873,-1424.9999999999973,,-4503.9999999999845
2015.05.20,-3037.000000000001,-1408.0000000000014,,-4445.000000000002
2015.05.20,-3067.999999999982,-1399.9999999999914,,-4467.999999999973
2015.05.20,-3193.0000000000014,-1515.0000000000005,,-4708.000000000002
2015.05.20,-3272.9999999999927,-1652.000000000001,,-4924.999999999994
2015.05.20,-3237.9999999999854,-1699.9999999999886,,-4937.9999999999745
2015.05.20,-3166.0000000000023,-1625.9999999999905,,-4791.999999999993
2015.05.20,-3093.999999999997,-1604.9999999999898,,-4698.999999999986
2015.05.20,-3066.9999999999977,-1614.999999999995,,-4681.999999999993
2015.05.20,-3081.0000000000005,-1640.0000000000005,,-4721.000000000001
2015.05.20,-3115.9999999999854,-1616.9999999999902,,-4732.999999999975
2015.05.20,-3116.999999999992,-1603.999999999999,,-4720.999999999991
2015.05.20,-3204.9999999999914,-1712.9999999999939,,-4917.999999999985
2015.05.20,-3188.9999999999973,-1716.9999999999986,,-4905.999999999996
2015.05.20,-3510.9999999999973,-1743.9999999999998,,-5254.999999999997
2015.05.20,-3644.9999999999873,-1721.999999999994,,-5366.999999999982
2015.05.20,-3868.999999999989,-1822.9999999999932,,-5691.999999999982
2015.05.20,-3816.9999999999814,-1780.9999999999918,,-5597.999999999973
2015.05.20,-3726.9999999999914,-1768.9999999999914,,-5495.999999999983
2015.05.20,-3490.9999999999995,-1691.9999999999932,,-5182.999999999993
2015.05.20,-3496.9999999999945,-1706.9999999999936,,-5203.999999999988
2015.05.20,-3455.9999999999923,-1673.9999999999923,,-5129.9999999999845
2015.05.20,-3363.999999999989,-1661.0000000000014,,-5024.999999999991
2015.05.20,-3377.9999999999923,-1631.0000000000002,,-5008.999999999993
2015.05.20,-3597.99999999999,-1725.999999999999,,-5323.999999999989
2015.05.20,-3598.999999999997,-1731.9999999999993,,-5330.999999999996
2015.05.20,-3563.9999999999895,-1729.9999999999898,,-5293.999999999979
2015.05.20,-3380.9999999999895,-1637.999999999991,,-5018.99999999998
2015.05.20,-3249.9999999999973,-1625.0,,-4874.999999999997
2015.05.20,-3488.0000000000023,-1783.0000000000014,,-5271.000000000004
2015.05.20,-3508.9999999999845,-1771.000000000001,,-5279.999999999985
2015.05.20,-3559.000000000001,-1860.99999999999,,-5419.999999999991
2015.05.20,-3545.9999999999827,-1941.9999999999932,,-5487.999999999976
2015.05.20,-3547.9999999999955,-2036.0000000000014,,-5583.999999999996
2015.05.20,-3729.999999999989,-2109.9999999999995,,-5839.999999999989
2015.05.20,-3725.0000000000005,-2024.000000000001,,-5749.000000000002
2015.05.20,-3642.9999999999964,-2022.9999999999961,,-5665.999999999993
2015.05.20,-3604.9999999999914,-2045.9999999999923,,-5650.999999999984
2015.05.20,-3605.999999999998,-2064.9999999999977,,-5670.999999999996
2015.05.20,-3791.9999999999955,-2196.9999999999886,,-5988.999999999984
2015.05.20,-3369.999999999984,-1893.0000000000007,,-5262.9999999999845
2015.05.20,-3456.999999999999,-1905.0000000000011,,-5362.0
2015.05.20,-3557.9999999999945,-1987.9999999999995,,-5545.9999999999945
2015.05.20,-3555.9999999999814,-2030.9999999999918,,-5586.999999999973
2015.05.20,-3578.9999999999986,-2094.999999999999,,-5673.999999999998
2015.05.21,-3583.0000000000027,-2102.9999999999945,,-5685.999999999997
2015.05.21,-3625.999999999996,-2039.999999999992,,-5665.999999999988
2015.05.21,-3615.999999999997,-2030.0000000000011,,-5645.999999999998
2015.05.21,-3573.999999999988,-1972.999999999999,,-5546.999999999987
2015.05.21,-3566.0000000000027,-1978.999999999999,,-5545.000000000002
2015.05.21,-3569.999999999984,-2000.9999999999905,,-5570.9999999999745
2015.05.21,-3474.9999999999836,-1943.9999999999884,,-5418.999999999972
2015.05.21,-3451.9999999999886,-1897.9999999999961,,-5349.9999999999845
2015.05.21,-3383.0000000000027,-1908.0000000000014,,-5291.000000000004
2015.05.21,-3395.999999999999,-1932.9999999999927,,-5328.999999999992
2015.05.21,-3354.999999999997,-1932.9999999999927,,-5287.999999999989
2015.05.21,-3281.0000000000005,-1869.9999999999905,,-5150.999999999991
2015.05.21,-3354.999999999997,-1920.9999999999923,,-5275.999999999989
2015.05.21,-3320.9999999999964,-1925.9999999999877,,-5246.999999999984
2015.05.21,-3284.9999999999823,-1909.9999999999966,,-5194.999999999979
2015.05.21,-3334.999999999999,-1856.9999999999993,,-5191.999999999998
2015.05.21,-3309.999999999991,-1796.999999999997,,-5106.999999999988
2015.05.21,-3330.999999999995,-1814.9999999999977,,-5145.999999999993
2015.05.21,-3622.9999999999986,-1884.999999999991,,-5507.999999999989
2015.05.21,-3694.999999999982,-1869.9999999999905,,-5564.999999999973
2015.05.21,-3489.999999999993,-1833.999999999989,,-5323.999999999982
2015.05.21,-3432.9999999999973,-1811.9999999999977,,-5244.9999999999945
2015.05.21,-3152.9999999999836,-1738.99999999999,,-4891.999999999974
2015.05.21,-2983.0000000000023,-1680.9999999999973,,-4664.0
2015.05.21,-3081.0000000000005,-1686.9999999999977,,-4767.999999999998
2015.05.21,-3095.000000000003,-1740.9999999999995,,-4836.000000000003
2015.05.21,-3098.000000000001,-1834.9999999999936,,-4932.9999999999945
2015.05.21,-2932.9999999999854,-1845.9999999999895,,-4778.9999999999745
2015.05.21,-3023.9999999999823,-1798.9999999999923,,-4822.9999999999745
2015.05.21,-3139.9999999999873,-1837.9999999999939,,-4977.999999999981
2015.05.21,-3220.999999999985,-1879.9999999999955,,-5100.99999999998
2015.05.21,-3403.0000000000005,-1972.999999999999,,-5376.0
2015.05.21,-3393.999999999986,-1978.999999999999,,-5372.999999999985
2015.05.21,-3437.0000000000014,-1902.000000000001,,-5339.000000000002
2015.05.21,-3373.999999999988,-1891.999999999996,,-5265.999999999984
2015.05.21,-3440.999999999983,-1982.99999999999,,-5423.999999999973
2015.05.21,-3347.9999999999955,-1890.9999999999911,,-5238.999999999986
2015.05.21,-3295.9999999999877,-1854.9999999999898,,-5150.999999999977
2015.05.21,-3283.999999999998,-1801.9999999999925,,-5085.999999999991
2015.05.21,-3289.9999999999927,-1803.9999999999877,,-5093.99999999998
2015.05.21,-3214.99999999999,-1800.9999999999877,,-5015.999999999978
2015.05.21,-3296.9999999999945,-1799.9999999999973,,-5096.999999999992
2015.05.21,-3316.9999999999923,-1815.9999999999882,,-5132.99999999998
2015.05.21,-3316.9999999999923,-1800.9999999999877,,-5117.99999999998
2015.05.21,-3285.999999999989,-1734.9999999999995,,-5020.999999999989
2015.05.21,-3362.9999999999827,-1729.9999999999898,,-5092.999999999973
2015.05.21,-3386.9999999999845,-1783.9999999999918,,-5170.999999999976
2015.05.21,-3397.99999999999,-1815.9999999999882,,-5213.999999999978
2015.05.22,-3404.9999999999914,-1783.0000000000014,,-5187.999999999993
2015.05.22,-3483.999999999998,-1811.9999999999977,,-5295.999999999996
2015.05.22,-3444.999999999987,-1800.9999999999877,,-5245.9999999999745
2015.05.22,-3450.999999999982,-1809.9999999999882,,-5260.99999999997
2015.05.22,-3422.999999999998,-1787.9999999999968,,-5210.9999999999945
2015.05.22,-3411.9999999999927,-1793.9999999999968,,-5205.999999999989
2015.05.22,-3411.9999999999927,-1816.9999999999932,,-5228.999999999985
2015.05.22,-3369.999999999984,-1775.9999999999964,,-5145.99999999998
2015.05.22,-3319.9999999999895,-1707.9999999999984,,-5027.999999999988
2015.05.22,-3269.999999999995,-1650.9999999999964,,-4920.999999999991
2015.05.22,-3247.999999999984,-1667.9999999999923,,-4915.999999999976
2015.05.22,-3230.999999999984,-1703.9999999999936,,-4934.999999999978
2015.05.22,-3200.9999999999873,-1595.9999999999895,,-4796.999999999976
2015.05.22,-3159.000000000001,-1579.9999999999982,,-4738.999999999999
2015.05.22,-3039.999999999998,-1539.999999999992,,-4579.99999999999
2015.05.22,-3115.9999999999854,-1555.9999999999973,,-4671.999999999983
2015.05.22,-3101.9999999999827,-1546.999999999997,,-4648.99999999998
2015.05.22,-3153.99999999999,-1547.9999999999877,,-4701.999999999978
2015.05.22,-3032.999999999997,-1555.9999999999973,,-4588.9999999999945
2015.05.22,-2991.9999999999945,-1497.9999999999905,,-4489.999999999985
2015.05.22,-3031.9999999999905,-1492.999999999995,,-4524.999999999985
2015.05.22,-2966.000000000002,-1498.9999999999952,,-4464.999999999997
2015.05.22,-2984.999999999993,-1576.9999999999982,,-4561.999999999991
2015.05.22,-2891.9999999999836,-1557.9999999999927,,-4449.999999999976
2015.05.22,-2878.0000000000027,-1572.9999999999932,,-4450.999999999996
2015.05.22,-2805.9999999999973,-1545.9999999999923,,-4351.999999999989
2015.05.22,-2583.000000000002,-1564.9999999999977,,-4148.0
2015.05.22,-2664.999999999984,-1605.9999999999945,,-4270.999999999978
2015.05.22,-2798.999999999996,-1757.9999999999955,,-4556.999999999991
2015.05.22,-2957.999999999994,-1727.9999999999945,,-4685.999999999989
2015.05.22,-2898.999999999985,-1688.999999999993,,-4587.999999999978
2015.05.22,-3781.9999999999964,-2259.999999999991,,-6041.999999999987
2015.05.22,-4254.000000000002,-2286.0000000000014,,-6540.000000000004
2015.05.22,-4468.99999999999,-2280.999999999992,,-6749.999999999982
2015.05.22,-4376.999999999986,-2216.9999999999986,,-6593.999999999985
2015.05.22,-4338.999999999982,-2158.999999999992,,-6497.999999999974
2015.05.22,-4325.000000000001,-2222.999999999999,,-6548.0
2015.05.22,-4247.000000000001,-2187.999999999988,,-6434.999999999989
2015.05.22,-4194.999999999993,-2191.999999999993,,-6386.999999999985
2015.05.22,-4194.999999999993,-2236.9999999999945,,-6431.999999999987
2015.05.22,-4386.999999999985,-2292.000000000002,,-6678.999999999987
2015.05.22,-4397.999999999991,-2283.0000000000014,,-6680.999999999993
2015.05.22,-4460.999999999982,-2295.9999999999923,,-6756.9999999999745
2015.05.22,-4438.999999999993,-2292.000000000002,,-6730.9999999999945
2015.05.22,-4443.999999999981,-2271.9999999999914,,-6715.999999999973
2015.05.22,-4457.9999999999845,-2284.9999999999964,,-6742.999999999981
2015.05.22,-4410.999999999987,-2280.999999999992,,-6691.999999999979
2015.05.22,-4362.999999999984,-2277.000000000001,,-6639.9999999999845
