date,EURUSD,USDJPY,empty,sum
2015.05.18,-65.99999999998829,-98.99999999998954,,-164.99999999997783
2015.05.18,-86.99999999999264,-95.99999999998943,,-182.99999999998207
2015.05.18,-107.99999999999699,-149.99999999999147,,-257.99999999998846
2015.05.18,-114.99999999999844,-150.99999999999625,,-265.99999999999466
2015.05.18,-86.99999999999264,-143.00000000000068,,-229.99999999999332
2015.05.18,-106.99999999999044,-140.99999999999113,,-247.99999999998158
2015.05.18,-127.99999999999478,-147.99999999999613,,-275.9999999999909
2015.05.18,-275.9999999999874,-405.00000000000114,,-680.9999999999885
2015.05.18,-234.99999999998522,-396.99999999999136,,-631.9999999999766
2015.05.18,-293.99999999999426,-478.9999999999992,,-772.9999999999934
2015.05.18,-270.99999999999903,-464.9999999999892,,-735.9999999999882
2015.05.18,-217.99999999998488,-397.99999999999613,,-615.999999999981
2015.05.18,-190.00000000000128,-402.000000000001,,-592.0000000000023
2015.05.18,-219.99999999999798,-390.99999999999113,,-610.9999999999891
2015.05.18,-217.0000000000005,-368.9999999999998,,-586.0000000000002
2015.05.18,-157.99999999999147,-360.99999999999,,-518.9999999999815
2015.05.18,-258.99999999998704,-408.00000000000125,,-666.9999999999883
2015.05.18,-312.9999999999855,-485.99999999999,,-798.9999999999754
2015.05.18,-165.9999999999995,-436.9999999999976,,-602.999999999997
2015.05.18,-320.9999999999935,-408.00000000000125,,-728.9999999999948
2015.05.18,-568.9999999999973,-418.99999999999693,,-987.9999999999942
2015.05.18,-685.9999999999866,-490.99999999999966,,-1176.9999999999864
2015.05.18,-818.9999999999919,-481.9999999999993,,-1300.9999999999914
2015.05.18,-783.0000000000003,-414.99999999999204,,-1197.9999999999923
2015.05.18,-766.0,-434.99999999998806,,-1200.9999999999882
2015.05.18,-756.9999999999854,-451.9999999999982,,-1208.9999999999836
2015.05.18,-576.9999999999831,-418.99999999999693,,-995.99999999998
2015.05.18,-534.9999999999966,-423.9999999999924,,-958.999999999989
2015.05.18,-526.9999999999886,-420.99999999999227,,-947.9999999999809
2015.05.18,-556.0000000000009,-436.9999999999976,,-992.9999999999985
2015.05.18,-676.9999999999943,-479.99999999998977,,-1156.999999999984
2015.05.18,-685.0000000000023,-479.99999999998977,,-1164.999999999992
2015.05.18,-842.9999999999937,-497.99999999999045,,-1340.999999999984
2015.05.18,-1120.9999999999943,-620.9999999999951,,-1741.9999999999895
2015.05.18,-1108.9999999999823,-544.9999999999875,,-1653.9999999999698
2015.05.18,-1086.9999999999936,-574.9999999999886,,-1661.9999999999823
