date,EURCAD,empty,sum
2018.09.24,-168.99999999999693,,-168.99999999999693
2018.09.24,-116.00000000000499,,-116.00000000000499
2018.09.24,-107.00000000001265,,-107.00000000001265
2018.09.24,-95.00000000000064,,-95.00000000000064
2018.09.24,-93.00000000000975,,-93.00000000000975
2018.09.24,-66.00000000001049,,-66.00000000001049
2018.09.24,-103.99999999999298,,-103.99999999999298
2018.09.24,-120.00000000000898,,-120.00000000000898
2018.09.24,-126.0000000000039,,-126.0000000000039
2018.09.24,-148.99999999999915,,-148.99999999999915
2018.09.24,-113.00000000000753,,-113.00000000000753
2018.09.24,-106.00000000000608,,-106.00000000000608
2018.09.24,-109.00000000000354,,-109.00000000000354
2018.09.24,-123.00000000000644,,-123.00000000000644
2018.09.24,-175.99999999999838,,-175.99999999999838
2018.09.24,-215.99999999999397,,-215.99999999999397
2018.09.24,-251.00000000000122,,-251.00000000000122
2018.09.24,-200.00000000000017,,-200.00000000000017
2018.09.24,-222.99999999999542,,-222.99999999999542
2018.09.24,-175.99999999999838,,-175.99999999999838
2018.09.24,-287.9999999999994,,-287.9999999999994
2018.09.24,-282.0000000000045,,-282.0000000000045
2018.09.24,-556.0000000000009,,-556.0000000000009
2018.09.24,-585.9999999999976,,-585.9999999999976
2018.09.24,-625.9999999999932,,-625.9999999999932
2018.09.24,-661.0000000000005,,-661.0000000000005
2018.09.24,-697.9999999999986,,-697.9999999999986
2018.09.24,-761.999999999996,,-761.999999999996
2018.09.24,-673.0000000000125,,-673.0000000000125
2018.09.24,-656.0000000000122,,-656.0000000000122
2018.09.24,-617.0000000000009,,-617.0000000000009
2018.09.24,-522.0000000000002,,-522.0000000000002
2018.09.24,-939.0000000000009,,-939.0000000000009
2018.09.24,-856.0000000000123,,-856.0000000000123
2018.09.24,-709.0000000000041,,-709.0000000000041
2018.09.24,-773.0000000000015,,-773.0000000000015
2018.09.24,-773.0000000000015,,-773.0000000000015
2018.09.24,-676.9999999999943,,-676.9999999999943
2018.09.24,-692.0000000000038,,-692.0000000000038
2018.09.24,-774.9999999999924,,-774.9999999999924
2018.09.24,-631.0000000000038,,-631.0000000000038
2018.09.24,-543.0000000000045,,-543.0000000000045
2018.09.24,-527.9999999999951,,-527.9999999999951
2018.09.24,-506.0000000000064,,-506.0000000000064
2018.09.24,-516.0000000000053,,-516.0000000000053
2018.09.24,-499.000000000005,,-499.000000000005
2018.09.24,-468.00000000000176,,-468.00000000000176
2018.09.24,-516.0000000000053,,-516.0000000000053
2018.09.25,-523.0000000000068,,-523.0000000000068
2018.09.25,-551.0000000000126,,-551.0000000000126
2018.09.25,-486.999999999993,,-486.999999999993
2018.09.25,-507.9999999999973,,-507.9999999999973
2018.09.25,-497.99999999999847,,-497.99999999999847
2018.09.25,-517.0000000000119,,-517.0000000000119
2018.09.25,-568.9999999999973,,-568.9999999999973
2018.09.25,-530.0000000000082,,-530.0000000000082
2018.09.25,-540.9999999999915,,-540.9999999999915
2018.09.25,-571.9999999999948,,-571.9999999999948
2018.09.25,-503.000000000009,,-503.000000000009
2018.09.25,-465.0000000000043,,-465.0000000000043
2018.09.25,-479.99999999999153,,-479.99999999999153
2018.09.25,-486.00000000000864,,-486.00000000000864
2018.09.25,-493.0000000000101,,-493.0000000000101
2018.09.25,-534.9999999999966,,-534.9999999999966
2018.09.25,-544.9999999999955,,-544.9999999999955
2018.09.25,-561.9999999999958,,-561.9999999999958
2018.09.25,-648.0000000000041,,-648.0000000000041
2018.09.25,-696.0000000000077,,-696.0000000000077
2018.09.25,-646.0000000000132,,-646.0000000000132
2018.09.25,-983.0000000000006,,-983.0000000000006
2018.09.25,-936.0000000000035,,-936.0000000000035
2018.09.25,-835.000000000008,,-835.000000000008
2018.09.25,-802.9999999999982,,-802.9999999999982
2018.09.25,-785.9999999999978,,-785.9999999999978
2018.09.25,-785.9999999999978,,-785.9999999999978
2018.09.25,-707.9999999999975,,-707.9999999999975
2018.09.25,-1103.9999999999939,,-1103.9999999999939
2018.09.25,-1163.000000000003,,-1163.000000000003
2018.09.25,-1008.0000000000089,,-1008.0000000000089
2018.09.25,-957.0000000000078,,-957.0000000000078
2018.09.25,-951.000000000013,,-951.000000000013
2018.09.25,-930.0000000000086,,-930.0000000000086
2018.09.25,-1039.9999999999966,,-1039.9999999999966
2018.09.25,-1025.9999999999936,,-1025.9999999999936
2018.09.25,-956.0000000000013,,-956.0000000000013
2018.09.25,-700.999999999996,,-700.999999999996
2018.09.25,-757.999999999992,,-757.999999999992
2018.09.25,-805.9999999999956,,-805.9999999999956
2018.09.25,-756.0000000000011,,-756.0000000000011
2018.09.25,-734.9999999999968,,-734.9999999999968
2018.09.25,-712.0000000000015,,-712.0000000000015
2018.09.25,-768.9999999999975,,-768.9999999999975
2018.09.25,-723.0000000000069,,-723.0000000000069
2018.09.25,-764.0000000000091,,-764.0000000000091
2018.09.25,-768.9999999999975,,-768.9999999999975
2018.09.25,-757.999999999992,,-757.999999999992
2018.09.26,-761.0000000000117,,-761.0000000000117
2018.09.26,-736.0000000000033,,-736.0000000000033
2018.09.26,-730.0000000000084,,-730.0000000000084
2018.09.26,-753.0000000000036,,-753.0000000000036
2018.09.26,-768.9999999999975,,-768.9999999999975
2018.09.26,-748.9999999999997,,-748.9999999999997
2018.09.26,-801.0000000000073,,-801.0000000000073
2018.09.26,-798.9999999999942,,-798.9999999999942
2018.09.26,-730.9999999999927,,-730.9999999999927
2018.09.26,-656.0000000000122,,-656.0000000000122
2018.09.26,-670.9999999999993,,-670.9999999999993
2018.09.26,-656.0000000000122,,-656.0000000000122
