date,USDJPY,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2019.03.25,-27.000000000001023,-1.0000000000065512,-63.000000000013046,-14.000000000002899,-12.000000000000899,-9.999999999998899,-16.0000000000049,-100.99999999999909,-160.00000000000458,-55.00000000000682,-7.000000000005002,-34.99999999999659,-26.999999999999247,-1.0000000000065512,,-529.000000000046
2019.03.25,-9.000000000000341,58.99999999999794,-41.000000000002146,-24.000000000001798,-26.999999999999247,-19.00000000000235,4.000000000004,-19.000000000005457,-56.000000000011596,-15.000000000000568,-6.000000000000227,7.000000000005002,60.99999999999994,76.0000000000094,,-9.00000000000746
2019.03.25,-126.00000000000477,88.99999999999464,-95.00000000000064,-31.000000000003247,-34.000000000000696,-4.000000000004,-24.000000000001798,-196.00000000002638,-101.00000000001774,-151.00000000001046,-99.99999999999432,-49.99999999999716,108.99999999999244,106.00000000000608,,-608.000000000068
2019.03.25,-135.00000000000512,69.9999999999923,-75.00000000000284,-39.999999999995595,-36.999999999998145,-29.999999999996696,4.999999999999449,-199.00000000001228,-77.00000000001594,-179.00000000000205,-105.99999999999454,-71.99999999998852,86.99999999999264,96.99999999999153,,-691.0000000000359
2019.03.25,-134.00000000000034,56.0000000000005,-26.999999999999247,-43.999999999999595,-35.999999999991594,-38.0000000000047,39.999999999995595,-138.00000000000523,8.999999999992347,-155.00000000000114,-105.00000000000398,-97.99999999999898,31.999999999998696,11.999999999989797,,-626.0000000000279
2019.03.25,1.9999999999953388,5.999999999994898,78.00000000000028,-36.999999999998145,-20.999999999993246,-2.999999999997449,95.99999999999609,183.9999999999975,47.99999999998139,16.999999999995907,24.00000000000091,41.00000000001103,-72.0000000000054,-73.00000000001194,,289.9999999999672
2019.03.25,150.99999999999625,49.99999999999449,109.99999999998789,-18.0000000000069,25.00000000000835,68.00000000000139,114.99999999999844,370.9999999999809,40.99999999997994,167.99999999999216,159.9999999999966,210.00000000000796,-19.00000000000235,-70.99999999999883,,1360.9999999999363
2019.03.25,144.00000000000546,48.99999999999905,95.999999999985,-17.000000000000348,16.0000000000049,49.99999999999449,109.99999999999899,373.9999999999952,45.99999999999049,173.00000000000182,156.0000000000059,188.0000000000024,-11.00000000000545,-69.9999999999923,,1303.9999999999854
2019.03.25,152.00000000000102,56.99999999999594,74.99999999998064,-39.999999999995595,-3.999999999992898,21.00000000000435,109.00000000000354,375.0,49.99999999999449,165.99999999999682,153.99999999999636,157.0000000000107,17.000000000000348,38.0000000000047,,1327.0000000000007
2019.03.25,194.99999999999318,41.9999999999976,49.99999999999449,-55.000000000005045,-9.999999999998899,-19.999999999997797,100.00000000000009,384.9999999999909,22.999999999995246,199.99999999998863,165.99999999999682,163.0000000000109,13.999999999991797,24.000000000001798,,1276.9999999999598
