date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.21,-125.00000000000844,-60.99999999999994,66.0000000000025,6.999999999990347,117.00000000001154,-59.000000000009045,-64.99999999999773,-68.00000000000139,-26.999999999986812,242.00000000000887,-164.00000000000858,-132.99999999999557,-66.99999999999484,83.9999999999952,-82.99999999999841,-79.9999999999983,19.999999999997797,120.99999999999334,348.9999999999993,,73.99999999999989
2019.01.21,-153.00000000000313,-66.00000000001049,55.00000000000682,-30.000000000007798,-45.99999999999049,-92.00000000000318,-48.00000000000182,-130.0000000000079,-8.99999999998613,119.00000000000244,30.999999999981043,-132.99999999999557,-100.99999999999554,212.99999999999653,-52.99999999999727,-24.00000000000091,49.99999999999449,159.9999999999935,381.99999999999346,,124.99999999996811
2019.01.21,-178.00000000000037,-90.00000000001229,40.99999999999682,-19.00000000000235,-62.99999999999084,-147.00000000000824,-67.99999999999784,-197.00000000000273,32.00000000001069,43.999999999999595,-3.0000000000196536,-146.0000000000008,-211.00000000000563,217.0000000000005,-31.999999999996476,-25.000000000005684,-12.000000000000899,40.99999999999105,341.99999999999784,,-474.0000000000474
2019.01.21,-212.00000000000108,-60.000000000015596,5.000000000009663,-15.00000000000945,15.999999999993797,-156.00000000000057,7.000000000005002,-257.0000000000072,211.00000000001273,134.99999999999625,-175.00000000001404,-75.00000000000284,-239.00000000001143,171.99999999999437,33.00000000000125,-2.0000000000095497,-58.99999999999794,35.999999999991594,385.99999999999744,,-249.0000000000677
2019.01.21,-190.00000000000128,-150.00000000000568,-43.99999999999693,-26.999999999999247,-73.99999999999629,-220.00000000002018,31.999999999996476,-246.99999999999721,146.000000000015,55.000000000005045,11.999999999989797,-109.00000000000887,-289.0000000000059,323.99999999999096,34.000000000006025,45.99999999999227,-4.000000000004,158.99999999999804,472.00000000000574,,-74.00000000003621
2019.01.21,-178.00000000000037,-151.9999999999966,-48.00000000000182,-12.000000000000899,-7.0000000000014495,-211.00000000000563,25.99999999999625,-285.9999999999974,212.99999999999386,197.00000000000273,-100.0000000000112,-108.00000000000409,-228.00000000000597,293.0000000000099,1.0000000000047748,33.00000000000125,17.999999999995797,188.9999999999947,482.00000000000466,,121.99999999997857
2019.01.21,-168.00000000000148,-141.99999999999767,-146.99999999999136,-123.00000000000644,-9.999999999998899,-188.00000000001037,111.0000000000042,-263.99999999999756,318.00000000001205,83.9999999999952,208.99999999999253,13.999999999995794,-290.9999999999968,526.0000000000042,115.99999999999966,225.9999999999991,119.00000000000244,288.9999999999948,487.99999999999955,,1166.999999999999
2019.01.21,-178.00000000000037,-171.00000000001003,-155.00000000000114,-91.00000000000774,-75.00000000000284,-228.00000000000597,131.00000000000023,-252.0000000000078,270.00000000001023,100.0000000000112,164.99999999999292,-13.00000000000523,-258.0000000000027,478.0000000000006,85.00000000000796,195.99999999999795,120.99999999999334,304.9999999999997,482.999999999989,,912.9999999999593
2019.01.21,-182.99999999999983,-185.99999999999727,-61.99999999999761,17.000000000000348,-29.999999999996696,-249.00000000001032,43.99999999999693,-299.00000000000483,209.00000000000318,177.00000000000495,-142.0000000000199,-129.0000000000049,-270.99999999999903,279.99999999999136,11.00000000000989,10.99999999999568,-18.0000000000069,231.99999999999886,577.0000000000052,,-11.000000000030923
2019.01.21,-170.99999999999892,-175.00000000001404,27.000000000001023,62.99999999999084,-73.99999999999629,-223.00000000001762,-60.99999999999284,-246.99999999999721,26.00000000001046,107.99999999999699,-173.00000000000094,-219.0000000000083,-245.99999999999068,161.99999999999548,-61.99999999999761,-103.9999999999992,-73.00000000000084,184.99999999999073,577.9999999999897,,-679.0000000000392
