date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,NZDCAD,empty,sum
2021.02.08,-108.99999999999244,-26.0000000000149,-71.00000000002105,-69.99999999999318,-110.99999999999443,-2.999999999997449,-2.0000000000131024,0.0,0.0,0.0,-9.999999999998899,-21.00000000000435,-23.000000000024556,-12.000000000012001,-308.9999999999815,-97.9999999999981,0.0,0.0,0.0,,-865.0000000000459
2021.02.08,-93.99999999999409,69.9999999999923,-34.000000000000696,-126.00000000000477,-78.00000000000028,29.000000000001247,168.99999999999693,-7.999999999985796,21.999999999999797,37.99999999999359,78.00000000000028,-4.000000000004,179.00000000000205,161.99999999999548,-266.999999999995,-104.99999999999955,15.000000000000568,91.99999999999875,41.9999999999976,,179.99999999999443
2021.02.08,-102.99999999999754,86.99999999999264,-5.000000000010552,-132.99999999999557,-48.99999999998794,43.999999999999595,198.99999999999363,24.000000000001798,48.000000000003595,65.99999999999939,107.00000000000153,-48.99999999999905,215.99999999997976,201.99999999999108,-241.00000000000233,-171.99999999999437,64.00000000000716,99.99999999999432,78.99999999999574,,483.9999999999729
2021.02.08,-96.99999999999153,125.99999999998168,5.999999999994898,-109.99999999999943,-75.99999999998718,163.00000000000205,286.99999999999284,70.99999999999883,75.00000000000284,113.99999999999189,222.99999999999542,-19.00000000000235,296.99999999999704,258.99999999998704,-244.9999999999841,-153.9999999999875,76.99999999999818,237.99999999999955,234.99999999999633,,1469.9999999999866
2021.02.08,-132.99999999999423,188.9999999999947,8.999999999992347,-164.99999999999204,-48.99999999998794,201.00000000000674,341.99999999999784,99.00000000000463,85.00000000000173,143.9999999999997,256.99999999999613,-7.9999999999968985,320.99999999999795,307.99999999999716,-255.99999999998957,-181.9999999999933,61.00000000000705,277.9999999999916,246.99999999999721,,1748.000000000031
2021.02.08,-214.99999999999852,81.9999999999821,-121.00000000001555,-245.9999999999951,-129.99999999998568,163.00000000000205,421.99999999998903,114.0000000000141,134.0000000000008,179.99999999999127,300.0000000000003,44.99999999999504,431.99999999998795,320.9999999999935,-300.99999999999574,-83.9999999999952,132.99999999999557,325.9999999999934,280.9999999999979,,1835.9999999999573
2021.02.08,-225.99999999999287,72.99999999998974,-128.000000000017,-237.99999999999955,-133.99999999998968,109.99999999999899,426.9999999999996,113.00000000000753,152.00000000000767,186.99999999999272,278.00000000000045,46.00000000000159,364.9999999999807,246.99999999999721,-269.9999999999925,-48.000000000003595,140.00000000000057,246.9999999999999,200.00000000000017,,1540.999999999982
2021.02.08,-235.99999999999176,64.99999999998174,-124.00000000001299,-240.99999999999966,-104.99999999999955,126.0000000000039,409.99999999999926,106.00000000000608,147.00000000000824,200.99999999999562,286.99999999999284,39.00000000000014,388.9999999999816,249.99999999999466,-239.99999999999577,-35.999999999991594,144.00000000000546,277.000000000001,220.99999999999343,,1679.9999999999725
2021.02.08,-214.99999999999852,59.99999999999339,-112.000000000001,-215.99999999999397,-127.99999999999478,111.00000000000554,407.0000000000018,104.00000000001519,146.00000000000168,179.99999999999127,261.99999999999557,29.999999999996696,362.99999999999955,286.99999999999284,-238.99999999998923,-41.99999999998649,126.99999999999534,253.0000000000001,217.99999999999596,,1596.000000000021
2021.02.08,-209.9999999999991,75.99999999998718,-97.00000000001374,-213.99999999999864,-122.99999999998423,112.99999999999643,415.99999999999415,118.00000000001809,148.0000000000037,182.99999999999983,258.9999999999981,34.99999999999615,363.9999999999759,287.9999999999994,-252.99999999999213,-58.000000000002494,120.00000000000455,246.9999999999999,212.00000000000108,,1623.9999999999843
2021.02.08,-185.99999999999727,113.99999999999189,-76.0000000000094,-159.9999999999966,-98.99999999998244,117.00000000000044,367.0000000000062,84.0000000000174,117.00000000000044,165.9999999999995,229.00000000000142,32.999999999994145,346.99999999998,322.9999999999844,-230.9999999999812,-65.99999999998829,105.00000000000398,219.99999999999886,205.99999999999508,,1610.0000000000184
2021.02.08,-154.99999999999403,120.99999999999334,-67.00000000001705,-179.00000000000205,-103.99999999999298,111.00000000000554,370.999999999988,87.00000000001484,119.99999999999788,164.99999999999292,222.99999999999542,34.99999999999615,354.99999999998977,327.99999999999494,-234.99999999998522,-68.00000000000139,105.99999999999454,218.00000000000352,195.00000000000074,,1626.9999999999748
2021.02.08,-153.99999999999858,150.99999999999002,-57.00000000001815,-188.0000000000024,-86.99999999999264,133.00000000000534,409.99999999999926,91.00000000001884,128.00000000000588,200.00000000000017,246.99999999999721,51.000000000001044,412.9999999999825,337.99999999999386,-198.99999999999363,-63.99999999999739,125.0,245.9999999999951,210.99999999999451,,1994.999999999981
2021.02.08,-164.99999999999292,83.9999999999952,-82.00000000000429,-224.00000000000375,-103.99999999999298,104.00000000000409,368.9999999999971,85.00000000000173,124.00000000000189,179.99999999999127,227.99999999999488,34.000000000000696,415.9999999999968,292.00000000000335,-202.9999999999976,-52.000000000007596,144.00000000000546,248.99999999999523,187.9999999999993,,1666.999999999988
2021.02.08,-161.99999999999548,85.00000000000173,-79.00000000000685,-221.9999999999942,-104.99999999999955,111.00000000000554,363.9999999999866,87.00000000001484,108.00000000000809,179.99999999999127,232.99999999999432,17.999999999995797,407.99999999998704,290.9999999999968,-200.00000000000017,-116.99999999998934,135.99999999999568,263.9999999999958,200.00000000000017,,1599.999999999988
2021.02.08,-151.9999999999966,122.99999999998423,-60.000000000015596,-209.00000000000318,-82.00000000000429,131.00000000000333,361.9999999999957,92.00000000000318,125.00000000000844,178.99999999999582,237.99999999999378,21.00000000000435,405.00000000000114,287.9999999999994,-190.00000000000128,-66.99999999999484,149.0000000000009,266.9999999999959,212.99999999999653,,1832.9999999999668
2021.02.08,-152.99999999999204,95.00000000000064,-81.00000000001995,-225.9999999999991,-105.99999999998388,101.00000000000664,353.99999999998766,69.00000000000794,114.99999999999844,183.99999999999528,213.99999999999199,26.000000000003798,424.99999999998295,286.99999999999284,-175.99999999999838,-59.99999999999339,155.00000000000114,253.0000000000001,192.99999999999872,,1668.9999999999814
2021.02.08,-159.9999999999935,82.99999999998863,-92.00000000000318,-224.00000000000375,-124.99999999999733,101.00000000000664,350.9999999999902,63.000000000013046,108.00000000000809,179.99999999999127,213.99999999999199,22.999999999995246,409.9999999999966,304.9999999999997,-159.99999999998238,-92.99999999998754,141.00000000000534,248.99999999999523,188.9999999999947,,1563.000000000009
2021.02.08,-200.00000000000017,108.99999999998133,-106.00000000000608,-228.9999999999992,-104.99999999999955,129.9999999999968,378.999999999996,87.00000000001484,117.00000000000044,195.00000000000074,239.99999999999577,24.000000000001798,424.99999999998295,317.9999999999961,-218.99999999999142,-96.00000000000719,144.00000000000546,268.99999999999125,221.99999999999997,,1703.99999999996
