names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,['NZDCAD'],80.0,0.3939540737040739,S
GBPUSD,10,"['EURCAD', 'CADJPY', 'EURCHF', 'NZDCAD', 'AUDCAD', 'CADCHF']",80.0,-0.4,B
EURUSD,20,"['EURAUD', 'AUDCHF', 'NZDCAD']",80.0,-0.7380000000000001,B
USDJPY,10,['NZDUSD'],80.0,-0.968,B
USDCAD,10,"['USDCHF', 'GBPUSD', 'AUDNZD']",80.0,0.3368888888888889,S
AUDUSD,10,"['USDCHF', 'USDJPY', 'GBPJPY']",80.0,0.988,S
NZDUSD,10,"['NZDCAD', 'USDCHF']",80.0,-0.02799999999999999,B
GBPCHF,10,"['AUDCHF', 'EURAUD']",80.0,-0.2191587301587302,B
EURCHF,20,['EURNZD'],80.0,-1.0,B
CHFJPY,30,"['NZDCAD', 'NZDJPY', 'GBPUSD', 'EURCHF']",80.0,-0.6360375180375182,B
CADCHF,10,['GBPUSD'],80.0,-0.6859285714285714,B
AUDCHF,20,"['USDCAD', 'USDCHF', 'NZDUSD', 'EURNZD']",100.0,-0.955,B
NZDCHF,10,"['NZDJPY', 'GBPUSD', 'EURJPY', 'CHFJPY']",100.0,-1.0,B
EURGBP,10,"['AUDCHF', 'EURAUD']",80.0,0.19146031746031744,S
GBPJPY,10,['CADJPY'],80.0,1.0,S
GBPCAD,10,"['AUDCHF', 'EURAUD']",80.0,-0.3235714285714286,B
GBPAUD,15,"['CADCHF', 'EURCAD']",100.0,-0.018555555555555558,B
EURCAD,30,"['GBPUSD', 'EURNZD']",100.0,-0.312510656010656,B
EURAUD,50,"['USDCAD', 'EURJPY']",100.0,-0.28380914020619896,B
EURNZD,20,"['EURUSD', 'NZDCHF']",80.0,-0.3957857142857144,B
CADJPY,20,['GBPUSD'],80.0,-0.08086147186147187,B
AUDJPY,10,"['EURGBP', 'GBPCHF', 'EURUSD', 'GBPCAD']",80.0,0.46,S
NZDJPY,15,"['NZDCAD', 'CADCHF', 'EURUSD', 'EURCHF']",80.0,0.026047619047619045,S
NZDCAD,10,['EURCAD'],100.0,-0.6534603174603177,B
AUDNZD,10,"['USDCAD', 'EURCAD', 'NZDCHF', 'EURNZD', 'CADCHF']",80.0,0.14,S
