date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.02.20,-48.000000000003595,0.0,-8.999999999992347,-10.99999999999568,-73.99999999999629,-25.999999999992696,0.0,-5.000000000010552,-66.99999999999484,-70.99999999999795,0.0,-78.99999999999574,-73.00000000000084,-63.00000000000195,-207.9999999999984,-106.00000000000608,-121.99999999999989,0.0,0.0,0.0,0.0,-109.99999999999943,-1.9999999999953388,-195.00000000000074,-185.99999999999727,,-1454.9999999999798
2017.02.20,-24.000000000001798,65.99999999998829,79.00000000000685,29.000000000010573,-51.000000000001044,-46.999999999997044,12.999999999996348,-22.999999999995246,47.00000000001925,67.00000000000728,52.000000000007596,-46.999999999997044,-85.00000000000173,-81.9999999999932,-286.00000000000136,-51.000000000001044,-46.999999999997044,112.000000000001,171.99999999999437,314.00000000001427,108.00000000000409,-144.00000000000546,-13.999999999995794,-31.999999999998696,-229.99999999999687,,-103.9999999999335
2017.02.20,-5.999999999994898,150.99999999999002,110.00000000001009,-54.000000000002046,-14.000000000002899,-51.000000000001044,-26.999999999999247,55.99999999998939,66.00000000001049,85.99999999999852,74.00000000000739,-48.000000000003595,-141.00000000000225,-44.99999999999504,-384.9999999999909,93.99999999999409,99.99999999998899,120.00000000000898,215.00000000000963,394.00000000000546,125.0,-120.00000000000455,36.99999999999193,-78.99999999999574,-276.00000000000955,,382.0000000000032
2017.02.20,14.999999999987246,262.999999999991,179.00000000001802,-99.99999999999432,24.999999999986144,-44.99999999999504,-48.99999999999905,153.9999999999875,63.000000000013046,85.00000000000796,67.00000000000594,-105.99999999999498,-166.99999999999494,-19.999999999997797,-427.99999999999727,192.99999999999872,270.99999999999903,178.00000000001148,300.99999999999574,536.0000000000032,85.00000000000796,-58.000000000006935,118.99999999999977,-100.00000000000009,-283.99999999999534,,1177.0000000000373
2017.02.20,-42.999999999993044,126.99999999998823,96.00000000000719,-43.99999999999693,-72.0000000000054,43.999999999999595,-106.00000000000608,116.99999999998934,90.00000000001229,8.000000000009777,88.00000000001029,-100.00000000000009,-159.9999999999935,-61.999999999995396,-341.99999999998454,104.99999999999955,299.00000000000483,151.00000000001222,375.9999999999986,570.0000000000039,46.999999999997044,3.0000000000001137,135.00000000000512,-132.99999999999423,-255.00000000000523,,939.0000000000637
2017.02.20,-60.99999999999994,137.9999999999937,80.00000000001339,-54.000000000002046,-59.99999999999339,1.0000000000065512,-109.00000000000354,156.00000000000057,97.00000000001374,-15.999999999991132,108.00000000000809,-41.000000000002146,-139.00000000000023,-37.99999999999359,-252.9999999999859,125.99999999998168,224.99999999998633,140.0000000000068,275.000000000003,492.0000000000035,55.00000000000682,-4.0000000000048885,152.00000000000102,-117.99999999999588,-286.00000000000847,,866.0000000000439
2017.02.20,-117.99999999999588,79.00000000000685,2.0000000000131024,-42.999999999992156,-153.00000000000313,6.0000000000060005,-148.99999999999915,141.99999999999767,83.00000000001084,-45.000000000001705,93.00000000000975,-65.99999999999939,-144.99999999999514,-34.000000000000696,-253.99999999999068,137.9999999999937,209.9999999999991,144.0000000000108,270.99999999999903,517.0000000000119,33.00000000000125,-27.000000000001023,149.0000000000009,-104.00000000000409,-314.00000000001427,,415.0000000000636
2017.02.20,-160.00000000000458,60.99999999999994,-39.999999999995595,25.000000000005684,-164.99999999999292,48.99999999999905,-148.0000000000037,181.9999999999933,85.00000000000173,-37.9999999999967,105.00000000001064,-29.999999999996696,-130.99999999999224,-3.999999999992898,-266.9999999999959,162.99999999997982,197.00000000000273,100.0000000000112,215.00000000000963,516.0000000000053,39.00000000000148,-43.99999999999693,177.99999999999727,-127.99999999999478,-348.00000000001495,,412.00000000003996
2017.02.20,-140.0000000000068,89.00000000000574,-18.999999999991246,70.99999999999795,-120.00000000000898,-2.999999999997449,-150.00000000000568,194.0000000000053,91.00000000001884,16.999999999995907,144.0000000000108,11.00000000000545,-127.99999999999478,-7.0000000000014495,-459.99999999997954,64.99999999998174,109.99999999998789,56.99999999999594,154.99999999999403,476.9999999999941,109.99999999999943,-225.9999999999991,22.999999999996135,-153.00000000000313,-363.0000000000022,,-155.00000000000114
2017.02.20,-131.99999999999878,86.99999999999264,1.0000000000065512,213.99999999999864,-56.000000000011596,-31.999999999998696,-129.9999999999968,181.00000000000892,104.00000000001519,143.00000000000068,170.00000000000347,58.000000000002494,-119.00000000000244,-19.999999999997797,-485.99999999999,60.99999999999994,14.000000000002899,36.999999999998145,104.99999999999955,510.99999999999477,257.000000000005,-260.0000000000051,24.00000000000091,-143.9999999999997,-421.0000000000047,,167.00000000002427
