date,NZDUSD,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.27,0.0,0.0,-2.000000000002,-85.00000000000796,-187.99999999998818,-120.00000000000898,-443.0000000000156,-43.99999999999693,-236.99999999999832,-158.0000000000137,,-1277.0000000000316
2021.09.27,9.00000000000345,97.9999999999981,18.999999999991246,-67.99999999998363,-102.00000000000387,-168.99999999999693,-175.00000000001404,10.99999999999568,-319.99999999999807,-192.00000000001438,,-889.0000000000225
2021.09.27,117.00000000000044,147.99999999999258,17.999999999995797,-66.0000000000025,-97.99999999998477,-129.00000000000134,-148.99999999999915,126.99999999999534,-253.99999999999866,-224.000000000002,,-510.00000000000426
2021.09.27,124.00000000000189,197.00000000000273,13.999999999991797,161.00000000000136,43.00000000000637,-110.00000000001009,-168.99999999999693,198.99999999999807,-271.9999999999945,-232.99999999999432,,-45.99999999999369
2021.09.27,121.99999999999989,214.99999999999852,-4.999999999999449,116.00000000001387,31.00000000000591,-111.00000000001664,-182.0000000000155,207.9999999999984,-297.00000000000284,-253.00000000001432,,-156.00000000003217
2021.09.27,136.99999999999824,221.99999999999997,-8.000000000008,93.00000000001774,20.000000000010232,-120.00000000000898,-134.99999999999625,200.9999999999934,-304.9999999999997,-256.00000000001177,,-151.00000000000517
2021.09.27,187.00000000000384,248.99999999999923,3.999999999992898,72.00000000000273,-66.99999999997885,-89.00000000000574,-78.00000000000028,203.00000000000296,-343.9999999999999,-300.99999999999574,,-163.99999999997885
2021.09.27,226.00000000000398,304.9999999999997,23.999999999990695,64.99999999999773,-52.99999999999727,21.00000000000435,48.000000000003595,250.0,-361.9999999999957,-293.99999999999426,,230.0000000000128
2021.09.27,248.00000000000378,334.00000000000097,13.999999999991797,69.00000000001683,-42.00000000000159,97.9999999999981,104.99999999999955,290.9999999999968,-378.00000000000057,-368.00000000001273,,370.99999999999307
2021.09.27,285.00000000000193,351.0000000000013,17.000000000000348,61.00000000000705,-62.99999999998818,215.99999999999397,149.9999999999835,313.0000000000024,-353.99999999999875,-334.9999999999964,,641.000000000007
2021.09.27,265.0000000000041,365.99999999999966,12.000000000000899,-24.00000000000091,-114.99999999998067,174.99999999999181,156.00000000000057,262.999999999991,-380.999999999998,-358.9999999999982,,358.00000000001023
2021.09.27,260.00000000000466,356.9999999999962,5.999999999994898,-61.9999999999834,-138.99999999998158,163.9999999999864,139.9999999999846,243.99999999999977,-410.9999999999947,-439.0000000000116,,119.99999999999523
2021.09.27,256.0000000000007,351.99999999999676,7.9999999999968985,-99.99999999999432,-165.99999999999682,139.00000000000023,102.00000000000209,206.99999999999363,-385.99999999999744,-392.00000000001455,,19.99999999998721
2021.09.27,205.99999999999508,324.9999999999975,25.999999999992696,-68.9999999999884,-175.99999999998772,106.99999999999044,-28.000000000005798,140.99999999999113,-370.9999999999991,-408.00000000000836,,-247.00000000002245
2021.09.27,190.00000000000128,313.99999999999204,30.999999999992145,-42.00000000000159,-158.99999999999181,112.99999999998533,-73.99999999999629,134.9999999999909,-361.9999999999957,-414.00000000000324,,-268.00000000002694
2021.09.27,234.00000000000088,347.9999999999928,36.999999999998145,-49.99999999998295,-179.9999999999784,134.99999999999625,41.000000000002146,167.0000000000016,-354.9999999999942,-388.0000000000106,,-10.999999999974307
2021.09.27,214.99999999999852,356.00000000000074,43.999999999999595,-31.00000000000591,-176.9999999999925,143.00000000000423,-14.000000000002899,165.99999999999682,-363.0000000000022,-422.9999999999956,,-83.9999999999992
2021.09.27,199.00000000000472,361.0000000000002,45.99999999999049,7.000000000005002,-147.99999999999613,147.99999999999258,-26.0000000000149,152.9999999999916,-343.9999999999999,-424.00000000000216,,-28.00000000002842
