date,AUDUSD,CHFJPY,EURJPY,empty,sum
2017.09.18,37.99999999999359,-615.0000000000091,-864.0000000000043,,-1441.0000000000198
2017.09.18,60.99999999999994,-615.0000000000091,-788.0000000000109,,-1342.00000000002
2017.09.18,34.99999999999615,-593.0000000000035,-823.0000000000075,,-1381.000000000015
2017.09.18,115.99999999999389,-654.0000000000106,-848.9999999999895,,-1387.0000000000064
2017.09.18,239.0000000000003,-670.0000000000017,-974.9999999999943,,-1405.9999999999957
2017.09.18,204.99999999999963,-531.0000000000059,-896.9999999999914,,-1222.9999999999977
2017.09.18,300.99999999999574,-237.99999999999955,-686.000000000007,,-623.0000000000109
2017.09.18,415.99999999999415,-256.0000000000002,-621.0000000000093,,-461.0000000000154
2017.09.18,407.0000000000018,-349.00000000000375,-716.0000000000082,,-658.0000000000101
2017.09.18,368.00000000000165,-368.9999999999998,-771.000000000015,,-772.0000000000132
2017.09.18,404.99999999999983,-427.99999999999727,-822.0000000000027,,-845.0000000000002
2017.09.18,476.9999999999941,-418.00000000000637,-805.0000000000068,,-746.0000000000191
2017.09.18,436.00000000000307,-424.99999999999716,-812.0000000000118,,-801.0000000000059
2017.09.18,380.00000000000256,-418.00000000000637,-838.9999999999986,,-877.0000000000025
2017.09.18,341.0000000000024,-346.00000000000364,-793.0000000000064,,-798.0000000000076
2017.09.18,317.0000000000006,-438.0000000000024,-948.0000000000075,,-1069.0000000000093
2017.09.18,392.9999999999989,-430.9999999999974,-943.000000000012,,-981.0000000000105
2017.09.19,378.00000000000057,-460.00000000000796,-960.000000000008,,-1042.0000000000155
2017.09.19,371.99999999999454,-451.9999999999982,-907.0000000000107,,-987.0000000000143
2017.09.19,363.99999999999767,-421.99999999999704,-935.0000000000023,,-993.0000000000016
2017.09.19,322.00000000000006,-392.0000000000101,-888.0000000000052,,-958.0000000000152
2017.09.19,290.9999999999968,-378.0000000000001,-873.9999999999952,,-960.9999999999985
2017.09.19,253.99999999999866,-423.0000000000018,-924.0000000000066,,-1093.0000000000098
2017.09.19,204.99999999999963,-456.00000000000307,-963.9999999999986,,-1215.000000000002
2017.09.19,217.99999999999596,-436.9999999999976,-920.9999999999923,,-1139.9999999999939
2017.09.19,53.00000000000304,-426.00000000000193,-938.0000000000166,,-1311.0000000000155
2017.09.19,246.99999999999721,-539.0000000000015,-1082.9999999999984,,-1375.0000000000027
2017.09.19,283.99999999999534,-545.0000000000017,-1087.0000000000175,,-1348.0000000000239
2017.09.19,275.000000000003,-505.00000000000966,-1032.0000000000107,,-1262.0000000000173
2017.09.19,254.99999999999412,-517.0000000000101,-1055.0000000000068,,-1317.0000000000227
2017.09.19,254.99999999999412,-509.00000000000034,-1049.0000000000066,,-1303.0000000000127
2017.09.19,300.0000000000003,-517.0000000000101,-1100.999999999999,,-1318.0000000000089
2017.09.19,204.99999999999963,-636.0000000000099,-1271.000000000015,,-1702.0000000000252
2017.09.19,159.9999999999935,-868.0000000000092,-1670.000000000016,,-2378.000000000032
2017.09.19,214.99999999999852,-871.0000000000093,-1599.9999999999943,,-2256.000000000005
2017.09.19,80.00000000000229,-868.0000000000092,-1562.0000000000118,,-2350.0000000000186
2017.09.19,141.00000000000225,-810.0000000000023,-1575.000000000017,,-2244.0000000000173
2017.09.19,153.00000000000313,-808.0000000000069,-1501.0000000000048,,-2156.0000000000086
2017.09.19,81.9999999999932,-838.0000000000081,-1563.0000000000166,,-2319.0000000000314
2017.09.19,81.9999999999932,-660.0000000000108,-1530.0000000000011,,-2108.0000000000186
2017.09.19,95.00000000000064,-506.0000000000002,-1281.000000000006,,-1692.0000000000055
2017.09.19,-9.999999999998899,-209.00000000000318,-1375.0,,-1594.000000000002
2017.09.19,-7.9999999999968985,-385.0000000000051,-1468.999999999994,,-1861.9999999999961
2017.09.19,-12.000000000000899,-416.000000000011,-1424.0000000000066,,-1852.0000000000186
2017.09.19,-9.00000000000345,-370.00000000000455,-1375.0,,-1754.000000000008
2017.09.19,-75.00000000000284,-266.00000000000534,-1133.0000000000098,,-1474.000000000018
2017.09.19,-18.0000000000069,-266.00000000000534,-1087.9999999999939,,-1372.0000000000061
2017.09.19,-63.99999999999739,-201.00000000000762,-1081.0000000000173,,-1346.0000000000223
2017.09.19,-146.99999999999713,-203.00000000000296,-1125.0,,-1475.0
2017.09.19,-119.00000000000244,-186.00000000000705,-1026.0000000000105,,-1331.00000000002
2017.09.19,-96.00000000000719,-164.00000000000148,-932.9999999999927,,-1193.0000000000014
2017.09.19,-11.00000000000545,-171.99999999999704,-1061.000000000007,,-1244.0000000000095
2017.09.19,-60.99999999999994,-256.0000000000002,-1116.9999999999902,,-1433.9999999999905
2017.09.19,-51.000000000001044,-231.00000000000875,-1140.9999999999911,,-1423.000000000001
2017.09.19,-172.00000000000549,-275.0000000000057,-1161.0000000000014,,-1608.0000000000125
2017.09.19,-67.00000000000594,-367.00000000000443,-1314.9999999999977,,-1749.0000000000082
2017.09.19,-80.00000000000229,-413.0000000000109,-1396.9999999999914,,-1890.0000000000045
2017.09.19,-129.9999999999968,-362.000000000009,-1312.0000000000118,,-1804.0000000000177
2017.09.19,-156.00000000000057,-337.0000000000033,-1372.9999999999905,,-1865.9999999999943
2017.09.19,-182.00000000000438,-311.9999999999976,-1313.999999999993,,-1807.999999999995
2017.09.19,-148.99999999999915,-293.00000000000637,-1346.0000000000036,,-1788.000000000009
2017.09.19,-163.00000000000205,-323.0000000000075,-1372.9999999999905,,-1859.0
2017.09.19,-170.99999999999892,-329.9999999999983,-1365.000000000009,,-1866.0000000000064
2017.09.19,-148.0000000000037,-329.00000000000773,-1388.0000000000052,,-1865.0000000000166
2017.09.19,-139.00000000000023,-326.0000000000076,-1424.0000000000066,,-1889.0000000000146
2017.09.20,-143.00000000000423,-311.00000000000705,-1359.0000000000089,,-1813.00000000002
2017.09.20,-129.9999999999968,-368.0000000000092,-1427.9999999999973,,-1926.0000000000032
2017.09.20,-119.00000000000244,-391.00000000000534,-1430.0000000000068,,-1940.0000000000146
2017.09.20,-104.99999999999955,-397.00000000000557,-1390.9999999999911,,-1892.9999999999964
2017.09.20,-146.99999999999713,-384.00000000000034,-1378.9999999999907,,-1909.9999999999882
2017.09.20,-87.99999999999919,-408.00000000000125,-1412.0000000000061,,-1908.0000000000066
2017.09.20,-53.00000000000304,-341.0000000000082,-1360.99999999999,,-1755.0000000000014
2017.09.20,-85.99999999999719,-375.0,-1366.0000000000139,,-1827.000000000011
2017.09.20,-104.00000000000409,-400.0000000000057,-1382.000000000005,,-1886.0000000000148
2017.09.20,-214.00000000000307,-481.9999999999993,-1527.0000000000152,,-2223.0000000000177
2017.09.20,-234.00000000000088,-478.00000000000864,-1552.9999999999973,,-2265.000000000007
2017.09.20,-187.9999999999993,-454.9999999999983,-1507.000000000005,,-2150.0000000000027
2017.09.20,-194.0000000000053,-493.9999999999998,-1492.999999999995,,-2181.0
2017.09.20,-238.0000000000049,-441.0000000000025,-1441.0000000000025,,-2120.00000000001
2017.09.20,-224.000000000002,-441.0000000000025,-1454.0000000000077,,-2119.0000000000123
2017.09.20,-236.99999999999832,-407.0000000000107,-1409.9999999999966,,-2054.0000000000055
2017.09.20,-263.0000000000021,-447.00000000000273,-1439.9999999999977,,-2150.0000000000027
2017.09.20,-243.99999999999977,-427.99999999999727,-1431.0000000000116,,-2103.0000000000086
2017.09.20,-453.99999999999886,-277.000000000001,-1324.0000000000123,,-2055.0000000000123
2017.09.20,-426.00000000000415,-359.99999999999943,-1348.9999999999895,,-2134.999999999993
2017.09.20,-392.9999999999989,-346.00000000000364,-1342.000000000013,,-2081.0000000000155
2017.09.20,-382.00000000000455,-438.0000000000024,-1253.0000000000143,,-2073.0000000000214
2017.09.20,-416.00000000000523,-480.000000000004,-1337.0000000000175,,-2233.000000000027
2017.09.20,-456.9999999999963,-442.99999999999784,-1296.999999999997,,-2196.999999999991
2017.09.20,-556.0000000000009,-447.00000000000273,-1242.999999999995,,-2245.9999999999986
2017.09.20,-607.0000000000019,-381.0000000000002,-1323.0000000000075,,-2311.0000000000095
2017.09.20,-563.0000000000024,-284.000000000006,-1195.999999999998,,-2043.0000000000064
2017.09.20,-548.9999999999995,-243.0000000000092,-1164.0000000000157,,-1956.0000000000246
2017.09.20,-573.0000000000013,-337.0000000000033,-1211.0000000000127,,-2121.0000000000173
2017.09.20,-626.0000000000043,-329.00000000000773,-1210.000000000008,,-2165.00000000002
2017.09.20,-658.9999999999985,-376.0000000000048,-1188.999999999993,,-2223.9999999999964
2017.09.20,-577.0000000000052,-403.0000000000058,-1212.0000000000175,,-2192.0000000000286
2017.09.20,-641.0000000000027,-411.00000000000136,-1241.0000000000139,,-2293.000000000018
2017.09.20,-711.000000000006,-317.99999999999784,-1290.9999999999968,,-2320.000000000001
2017.09.20,-744.0000000000002,-252.00000000000955,-1251.0000000000048,,-2247.0000000000146
2017.09.20,-736.0000000000033,-314.00000000000716,-1236.9999999999948,,-2287.0000000000055
2017.09.20,-695.0000000000011,-344.99999999999886,-1335.000000000008,,-2375.000000000008
2017.09.20,-733.0000000000059,-404.0000000000106,-1359.0000000000089,,-2496.0000000000255
2017.09.20,-782.0000000000049,-334.0000000000032,-1359.0000000000089,,-2475.0000000000173
2017.09.20,-812.999999999997,-359.00000000000887,-1306.0000000000116,,-2478.0000000000173
2017.09.20,-780.9999999999984,-329.00000000000773,-1300.0000000000114,,-2410.0000000000173
2017.09.20,-863.0000000000026,-209.00000000000318,-1313.0000000000166,,-2385.0000000000227
2017.09.20,-224.000000000002,-219.99999999999886,-1018.0000000000007,,-1462.0000000000016
2017.09.20,-182.00000000000438,-278.0000000000058,-1159.9999999999966,,-1620.0000000000068
2017.09.20,-212.00000000000108,-337.0000000000033,-1117.999999999995,,-1666.9999999999993
2017.09.20,-263.99999999999756,-285.0000000000108,-1139.00000000001,,-1688.0000000000184
2017.09.20,-343.9999999999999,-194.00000000000261,-1013.0000000000052,,-1551.0000000000077
2017.09.20,-353.99999999999875,-137.00000000000045,-1040.9999999999968,,-1531.999999999996
2017.09.21,-302.9999999999977,-142.00000000001012,-1033.0000000000155,,-1478.0000000000232
2017.09.21,-379.0000000000071,-219.0000000000083,-1147.9999999999961,,-1746.0000000000116
2017.09.21,-362.00000000000676,-289.0000000000015,-1241.0000000000139,,-1892.000000000022
2017.09.21,-341.99999999999784,-320.0000000000074,-1192.0000000000073,,-1854.0000000000125
2017.09.21,-272.00000000000557,-320.0000000000074,-1168.0000000000064,,-1760.0000000000193
2017.09.21,-201.00000000000674,-349.00000000000375,-1229.9999999999898,,-1780.0000000000002
2017.09.21,-200.00000000000017,-352.00000000000387,-1253.0000000000143,,-1805.0000000000184
2017.09.21,-192.99999999999872,-346.00000000000364,-1192.0000000000073,,-1731.0000000000095
2017.09.21,-134.99999999999625,-310.0000000000023,-1145.0000000000102,,-1590.0000000000086
2017.09.21,-112.99999999999643,-299.0000000000066,-1176.0000000000161,,-1588.000000000019
2017.09.21,-133.00000000000534,-371.0000000000093,-1268.0000000000007,,-1772.0000000000155
2017.09.21,-63.00000000000195,-283.00000000000125,-1207.9999999999984,,-1554.0000000000016
2017.09.21,-78.00000000000028,-261.0000000000099,-1235.99999999999,,-1575.0000000000002
2017.09.21,-43.999999999999595,-243.99999999999977,-1235.99999999999,,-1523.9999999999893
2017.09.21,-41.9999999999976,-233.0000000000041,-1217.000000000013,,-1492.0000000000146
2017.09.21,-12.000000000000899,-222.99999999999898,-1206.0000000000173,,-1441.0000000000173
2017.09.21,236.99999999999832,-195.0000000000074,-1183.9999999999975,,-1142.0000000000066
2017.09.21,290.00000000000136,-177.99999999999727,-1182.9999999999927,,-1070.9999999999886
2017.09.21,315.9999999999941,-173.00000000000182,-1281.000000000006,,-1138.0000000000136
2017.09.21,359.99999999999363,-228.9999999999992,-1602.0000000000039,,-1471.0000000000095
2017.09.21,400.9999999999958,-170.0000000000017,-1394.0000000000055,,-1163.0000000000114
2017.09.21,331.0000000000035,-170.0000000000017,-1548.0000000000018,,-1387.0
2017.09.21,285.9999999999974,-237.00000000000898,-1556.0000000000116,,-1507.0000000000232
2017.09.21,361.0000000000002,-100.00000000000853,-1390.9999999999911,,-1129.9999999999995
2017.09.21,375.9999999999986,-155.00000000000114,-1471.0000000000036,,-1250.0000000000061
2017.09.21,437.999999999994,-136.0000000000099,-1555.0000000000068,,-1253.0000000000227
2017.09.21,507.0000000000019,-146.0000000000008,-1596.0000000000036,,-1235.0000000000025
2017.09.21,566.9999999999953,-85.99999999999852,-1543.0000000000064,,-1062.0000000000095
2017.09.21,624.9999999999977,3.0000000000001137,-1417.0000000000016,,-789.0000000000038
2017.09.21,622.9999999999958,30.9999999999917,-1455.0000000000125,,-801.000000000025
2017.09.21,641.0000000000027,-43.99999999999693,-1453.000000000003,,-855.9999999999972
2017.09.21,726.9999999999999,-162.00000000000614,-1477.0000000000039,,-912.0000000000101
2017.09.21,654.9999999999944,79.9999999999983,-1376.0000000000048,,-641.000000000012
2017.09.21,669.9999999999928,18.000000000000682,-1443.000000000012,,-755.0000000000185
2017.09.21,717.000000000001,-6.000000000000227,-1454.0000000000077,,-743.0000000000069
2017.09.21,614.0000000000034,-17.000000000010118,-1652.0000000000152,,-1055.0000000000218
2017.09.21,622.0000000000003,-118.99999999999977,-1610.99999999999,,-1107.9999999999895
2017.09.21,565.9999999999999,-337.0000000000033,-1741.9999999999902,,-1512.9999999999936
2017.09.21,629.0000000000018,-246.00000000000932,-1721.0000000000036,,-1338.0000000000111
2017.09.21,610.9999999999949,-254.0000000000049,-1743.9999999999998,,-1387.0000000000098
2017.09.21,607.9999999999974,-263.00000000000523,-1802.9999999999973,,-1458.000000000005
2017.09.21,625.9999999999932,-305.0000000000068,-1868.9999999999998,,-1548.0000000000134
2017.09.21,625.9999999999932,-302.0000000000067,-1884.0000000000146,,-1560.0000000000282
2017.09.21,648.9999999999995,-295.0000000000017,-1895.0000000000102,,-1541.0000000000123
2017.09.21,636.0000000000032,-317.99999999999784,-1902.0000000000152,,-1584.00000000001
2017.09.21,685.9999999999977,-347.0000000000084,-1901.0000000000105,,-1562.0000000000211
2017.09.21,639.0000000000007,-358.0000000000041,-1950.9999999999934,,-1669.9999999999968
2017.09.21,705.0000000000001,-313.0000000000024,-1862.9999999999995,,-1471.0000000000018
2017.09.22,632.9999999999947,-346.00000000000364,-1893.0000000000007,,-1606.0000000000095
2017.09.22,631.0000000000038,-233.0000000000041,-1806.0000000000116,,-1408.0000000000118
2017.09.22,678.9999999999962,-307.00000000000216,-1847.0000000000084,,-1475.0000000000143
2017.09.22,688.9999999999952,-317.99999999999784,-1875.0,,-1504.0000000000027
2017.09.22,681.9999999999937,-370.00000000000455,-1912.0000000000061,,-1600.0000000000168
2017.09.22,656.9999999999965,-356.9999999999993,-1912.0000000000061,,-1612.000000000009
2017.09.22,717.000000000001,-344.0000000000083,-1903.9999999999964,,-1531.0000000000036
2017.09.22,808.9999999999931,-283.00000000000125,-1640.9999999999911,,-1114.9999999999993
2017.09.22,800.0000000000007,-204.9999999999983,-1526.0000000000105,,-931.0000000000081
2017.09.22,807.9999999999976,-176.00000000000193,-1580.0000000000125,,-948.0000000000168
2017.09.22,729.0000000000018,-88.00000000000807,-1342.9999999999893,,-701.9999999999956
2017.09.22,717.000000000001,6.999999999990791,-1158.9999999999918,,-435.0
2017.09.22,695.9999999999966,-19.000000000005457,-1216.0000000000082,,-539.000000000017
2017.09.22,710.999999999995,-11.00000000000989,-1287.0000000000061,,-587.000000000021
2017.09.22,702.9999999999981,-13.00000000000523,-1292.0000000000016,,-602.0000000000088
2017.09.22,722.0000000000005,-33.00000000000125,-1311.000000000007,,-622.0000000000078
2017.09.22,690.9999999999972,27.000000000001023,-1381.0000000000002,,-663.000000000002
2017.09.22,632.9999999999947,-146.0000000000008,-1588.9999999999986,,-1102.0000000000048
2017.09.22,578.9999999999961,-64.00000000000716,-1546.999999999997,,-1032.0000000000082
2017.09.22,497.000000000003,-16.000000000005343,-1507.000000000005,,-1026.0000000000073
2017.09.22,458.00000000000284,-45.000000000001705,-1629.9999999999955,,-1216.9999999999943
2017.09.22,427.99999999999505,-121.99999999999989,-1913.000000000011,,-1607.0000000000157
2017.09.22,449.9999999999948,-93.00000000000352,-1884.999999999991,,-1527.9999999999995
2017.09.22,551.0000000000015,-153.0000000000058,-1930.0000000000068,,-1532.0000000000111
2017.09.22,353.0000000000033,-124.00000000000944,-1789.999999999992,,-1560.9999999999982
2017.09.22,226.99999999999943,-64.00000000000716,-1893.0000000000007,,-1730.0000000000084
2017.09.22,298.9999999999937,63.00000000000239,-1643.0000000000007,,-1281.0000000000045
2017.09.22,265.99999999999955,12.000000000000455,-1629.9999999999955,,-1351.9999999999955
2017.09.22,266.999999999995,-93.00000000000352,-1687.0000000000118,,-1513.0000000000205
2017.09.22,288.9999999999948,-87.0000000000033,-1596.0000000000036,,-1394.000000000012
2017.09.22,239.0000000000003,-99.00000000000375,-1679.000000000002,,-1539.0000000000055
2017.09.22,229.99999999999687,-52.00000000000671,-1713.9999999999986,,-1536.0000000000084
2017.09.22,249.99999999999466,-35.0000000000108,-1620.0000000000045,,-1405.0000000000207
2017.09.22,187.00000000000384,-1.0000000000047748,-1585.000000000008,,-1399.0000000000089
2017.09.22,148.0000000000037,-42.00000000000159,-1661.0000000000014,,-1554.9999999999993
2017.09.22,170.00000000000347,9.999999999990905,-1549.0000000000066,,-1369.0000000000123
2017.09.22,226.99999999999943,-78.00000000000296,-1668.0000000000064,,-1519.00000000001
2017.09.22,205.99999999999508,-21.000000000000796,-1653.9999999999964,,-1469.000000000002
2017.09.22,325.99999999999295,-84.00000000000318,-1603.0000000000086,,-1361.0000000000189
2017.09.22,334.00000000000097,-73.99999999999807,-1501.0000000000048,,-1241.0000000000018
2017.09.22,348.9999999999993,-79.00000000000773,-1484.0000000000089,,-1214.0000000000173
2017.09.22,300.0000000000003,-67.00000000000728,-1486.9999999999948,,-1254.0000000000018
2017.09.22,268.0000000000016,-46.00000000000648,-1432.0000000000164,,-1210.0000000000214
2017.09.22,310.9999999999946,28.999999999996362,-1406.000000000006,,-1066.000000000015
2017.09.22,351.0000000000013,9.999999999990905,-1445.999999999998,,-1085.0000000000057
2017.09.22,322.00000000000006,63.99999999999295,-1412.0000000000061,,-1026.0000000000132
2017.09.22,337.99999999999386,34.99999999999659,-1460.000000000008,,-1087.0000000000175
2017.09.22,373.00000000000114,57.999999999992724,-1366.9999999999902,,-935.9999999999964
