date,GBPUSD,empty,sum
2018.11.19,35.00000000000725,,35.00000000000725
2018.11.19,4.000000000004,,4.000000000004
2018.11.19,90.00000000001229,,90.00000000001229
2018.11.19,23.00000000001745,,23.00000000001745
2018.11.19,39.00000000001125,,39.00000000001125
2018.11.19,29.999999999996696,,29.999999999996696
2018.11.19,33.00000000001635,,33.00000000001635
2018.11.19,49.00000000001015,,49.00000000001015
2018.11.19,26.0000000000149,,26.0000000000149
2018.11.19,35.00000000000725,,35.00000000000725
2018.11.19,60.99999999999994,,60.99999999999994
2018.11.19,48.000000000003595,,48.000000000003595
2018.11.19,-17.999999999984695,,-17.999999999984695
2018.11.19,-58.000000000002494,,-58.000000000002494
2018.11.19,-92.99999999998754,,-92.99999999998754
2018.11.19,-45.99999999999049,,-45.99999999999049
2018.11.19,32.0000000000098,,32.0000000000098
2018.11.19,23.00000000001745,,23.00000000001745
2018.11.19,66.00000000001049,,66.00000000001049
2018.11.19,259.0000000000092,,259.0000000000092
2018.11.19,326.0000000000041,,326.0000000000041
2018.11.19,368.00000000001273,,368.00000000001273
2018.11.19,224.000000000002,,224.000000000002
2018.11.19,388.0000000000106,,388.0000000000106
2018.11.19,326.0000000000041,,326.0000000000041
2018.11.19,334.9999999999964,,334.9999999999964
2018.11.19,339.0000000000004,,339.0000000000004
2018.11.19,-248.99999999998812,,-248.99999999998812
2018.11.19,-201.99999999999108,,-201.99999999999108
2018.11.19,-2.999999999997449,,-2.999999999997449
2018.11.19,249.00000000001032,,249.00000000001032
2018.11.19,157.00000000000713,,157.00000000000713
2018.11.19,131.99999999999878,,131.99999999999878
2018.11.19,-44.99999999998394,,-44.99999999998394
2018.11.19,277.00000000001614,,277.00000000001614
2018.11.19,327.00000000001063,,327.00000000001063
2018.11.19,239.99999999999577,,239.99999999999577
2018.11.19,96.00000000000719,,96.00000000000719
2018.11.19,146.00000000000168,,146.00000000000168
2018.11.19,287.9999999999994,,287.9999999999994
2018.11.19,280.9999999999979,,280.9999999999979
2018.11.19,259.0000000000092,,259.0000000000092
2018.11.19,229.99999999999687,,229.99999999999687
2018.11.19,239.99999999999577,,239.99999999999577
2018.11.19,260.0000000000158,,260.0000000000158
2018.11.19,190.00000000000128,,190.00000000000128
2018.11.19,216.00000000001617,,216.00000000001617
2018.11.19,185.99999999999727,,185.99999999999727
2018.11.20,378.999999999996,,378.999999999996
2018.11.20,290.9999999999968,,290.9999999999968
2018.11.20,283.000000000011,,283.000000000011
2018.11.20,250.00000000001688,,250.00000000001688
2018.11.20,250.00000000001688,,250.00000000001688
2018.11.20,226.99999999999943,,226.99999999999943
2018.11.20,202.9999999999976,,202.9999999999976
2018.11.20,207.00000000000162,,207.00000000000162
2018.11.20,199.00000000001583,,199.00000000001583
2018.11.20,276.00000000000955,,276.00000000000955
2018.11.20,306.00000000000625,,306.00000000000625
2018.11.20,269.00000000000813,,269.00000000000813
2018.11.20,223.00000000001762,,223.00000000001762
2018.11.20,233.00000000001654,,233.00000000001654
2018.11.20,276.00000000000955,,276.00000000000955
2018.11.20,246.00000000001288,,246.00000000001288
2018.11.20,296.0000000000074,,296.0000000000074
2018.11.20,221.00000000000452,,221.00000000000452
2018.11.20,211.00000000000563,,211.00000000000563
2018.11.20,314.00000000001427,,314.00000000001427
2018.11.20,398.00000000000944,,398.00000000000944
2018.11.20,114.99999999999844,,114.99999999999844
2018.11.20,79.00000000000685,,79.00000000000685
2018.11.20,38.0000000000047,,38.0000000000047
2018.11.20,263.99999999999756,,263.99999999999756
2018.11.20,338.0000000000161,,338.0000000000161
