date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,NZDCAD,empty,sum
2021.02.08,-24.000000000001798,-136.00000000000279,0.0,0.0,0.0,-92.99999999999864,-333.0000000000055,-49.00000000001015,-108.00000000000809,-134.0000000000008,-158.99999999999804,-85.00000000000173,-262.00000000000045,-297.9999999999983,-9.000000000014552,-106.00000000000608,-58.000000000006935,-134.00000000000034,-156.99999999999602,,-2145.0000000000505
2021.02.08,22.999999999995246,-149.9999999999835,-4.999999999988347,64.99999999999773,-9.999999999998899,-95.00000000000064,-312.00000000000114,-60.000000000015596,-86.0000000000083,-127.99999999999478,-161.00000000000003,-65.99999999999939,-347.99999999998477,-329.00000000000153,110.99999999999443,22.999999999995246,-108.99999999999466,-168.99999999999693,-151.9999999999966,,-1957.9999999999825
2021.02.08,30.999999999992145,-227.99999999998377,-126.99999999998823,64.99999999999773,-19.999999999997797,-216.0000000000051,-354.9999999999942,-124.00000000001299,-126.0000000000039,-171.99999999999437,-264.999999999993,-34.99999999999615,-405.00000000000114,-351.99999999999676,66.99999999999484,56.99999999999594,-140.00000000000057,-289.0000000000015,-268.0000000000016,,-2901.99999999999
2021.02.08,68.00000000000139,-227.99999999998377,-74.99999999998064,75.9999999999934,-2.999999999997449,-273.9999999999965,-363.0000000000022,-118.00000000001809,-116.00000000000499,-204.99999999999963,-317.0000000000006,-34.000000000000696,-388.9999999999816,-370.999999999988,98.99999999998244,78.00000000000028,-126.99999999999534,-337.99999999999386,-349.99999999999477,,-2986.99999999996
2021.02.08,53.999999999998494,-242.99999999999324,-100.99999999999554,43.99999999999693,-1.0000000000065512,-265.0000000000041,-443.99999999999994,-129.00000000000134,-147.00000000000824,-215.99999999999397,-317.9999999999961,-53.00000000000304,-484.9999999999852,-397.0000000000029,151.9999999999966,55.99999999998939,-171.00000000000648,-355.000000000004,-347.9999999999928,,-3367.000000000012
2021.02.08,126.99999999999933,-222.99999999999542,-16.999999999978144,162.9999999999967,31.999999999987594,-226.99999999999943,-496.00000000000756,-152.0000000000188,-170.99999999999892,-221.99999999999997,-339.99999999999585,-80.99999999999774,-515.9999999999911,-415.99999999999415,203.99999999998198,8.999999999992347,-174.0000000000066,-361.99999999999477,-324.9999999999975,,-3187.0000000000173
2021.02.08,179.99999999999127,-147.99999999999258,63.000000000013046,183.9999999999975,45.99999999999049,-184.00000000000637,-465.0000000000043,-134.00000000001188,-196.00000000000728,-226.99999999999943,-324.9999999999975,-66.99999999999484,-465.99999999997976,-350.9999999999902,176.99999999998272,-46.999999999997044,-174.99999999999716,-347.999999999999,-302.9999999999977,,-2786.0
2021.02.08,151.9999999999966,-156.99999999998494,39.00000000001125,179.00000000000205,43.999999999999595,-214.99999999999852,-462.0000000000068,-144.0000000000108,-194.0000000000053,-239.99999999999577,-324.9999999999975,-58.99999999999794,-437.9999999999882,-332.9999999999833,98.99999999998244,-39.00000000001125,-183.9999999999975,-346.00000000000364,-298.9999999999937,,-2921.9999999999836
2021.02.08,153.99999999999858,-154.99999999999403,43.00000000001525,176.9999999999925,41.000000000002146,-216.0000000000051,-434.000000000001,-130.0000000000079,-165.00000000000404,-256.0000000000007,-329.999999999997,-58.000000000002494,-436.9999999999834,-327.99999999999494,72.99999999998974,0.0,-168.00000000000637,-346.00000000000364,-295.99999999999625,,-2830.999999999999
2021.02.08,178.00000000000037,-139.00000000000023,53.00000000001415,155.00000000000114,79.99999999999119,-158.99999999999804,-446.9999999999974,-136.00000000000279,-169.00000000000804,-227.99999999999488,-297.9999999999983,-53.999999999998494,-437.9999999999882,-346.9999999999862,148.99999999999915,11.00000000000545,-156.99999999999648,-299.99999999999716,-259.9999999999936,,-2505.999999999948
