date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.05.25,-105.99999999999498,-53.999999999998494,192.99999999999872,-225.9999999999991,-117.00000000001154,-139.00000000000023,-153.9999999999875,-187.99999999998818,126.99999999998113,-36.999999999998145,-75.9999999999983,-376.0000000000048,-248.00000000000378,-401.99999999999125,-94.99999999999886,-226.99999999999943,-233.00000000001654,-43.00000000001525,-134.00000000000034,-116.99999999999022,-5.000000000009663,-56.0000000000005,-90.99999999999665,-175.00000000001404,,-2979.000000000038
2015.05.25,-58.000000000002494,-56.99999999999594,160.00000000000458,-191.0000000000025,-103.00000000000864,-106.00000000000608,-45.000000000006146,-228.00000000000597,162.00000000000614,-2.999999999997449,-95.00000000000064,-341.0000000000082,-211.00000000000563,-201.99999999999108,-96.00000000000364,-211.99999999998997,-265.0000000000041,-30.0000000000189,-146.0000000000008,-172.9999999999876,12.000000000000455,-83.9999999999952,-59.99999999999339,-204.00000000000418,,-2576.000000000017
2015.05.25,-9.999999999998899,-36.999999999998145,113.99999999999189,-195.0000000000074,-99.00000000000463,-116.00000000000499,-8.000000000008,-225.00000000000853,216.99999999998454,24.000000000001798,-121.99999999999989,-352.00000000000387,-235.00000000000742,-153.00000000000313,-67.99999999998363,-207.00000000000162,-254.00000000002086,-119.00000000000244,-147.00000000000557,-190.9999999999883,4.9999999999954525,-104.99999999999955,-67.9999999999903,-236.99999999999832,,-2588.000000000062
2015.05.25,4.000000000004,-36.999999999998145,119.99999999998678,-195.0000000000074,-99.00000000000463,-134.0000000000008,25.00000000000835,-228.99999999999034,236.99999999999477,36.999999999998145,-136.99999999999824,-337.0000000000175,-239.00000000001143,-170.99999999998784,-51.9999999999925,-175.99999999999838,-247.00000000001944,-128.000000000017,-136.0000000000099,-172.9999999999876,-23.000000000010346,-117.99999999999588,-91.99999999999208,-265.0000000000041,,-2565.000000000052
2015.05.25,1.0000000000065512,-42.999999999993044,173.99999999998528,-228.9999999999992,-87.99999999999919,-114.99999999999844,18.999999999991246,-261.0000000000001,218.9999999999941,26.999999999999247,-121.99999999999989,-359.00000000000887,-202.9999999999976,-158.99999999999804,-96.99999999997999,-241.99999999998667,-372.00000000001677,-78.00000000000028,-167.0000000000016,-235.99999999999,-5.000000000009663,-128.99999999999022,-81.9999999999932,-258.0000000000027,,-2804.9999999999886
2015.05.25,4.000000000004,-42.0000000000087,210.99999999998343,-212.0000000000033,-80.00000000001339,-90.99999999999665,28.000000000005798,-269.00000000000813,235.99999999999,22.999999999995246,-97.9999999999981,-340.0000000000034,-205.00000000001074,-107.99999999999699,-100.99999999999909,-246.99999999999721,-356.00000000000074,17.999999999984695,-152.00000000000102,-201.99999999999818,33.999999999991815,-114.99999999999844,-61.999999999995396,-243.99999999999977,,-2370.0000000000746
2015.05.25,-2.999999999997449,-52.000000000007596,204.99999999998852,-198.0000000000075,-95.00000000000064,-75.00000000000284,22.999999999995246,-329.00000000000153,218.9999999999941,34.000000000000696,-121.00000000000443,-313.0000000000166,-211.99999999998997,-173.99999999998528,-183.9999999999975,-270.99999999999903,-372.00000000001677,63.99999999999739,-142.00000000001012,-198.99999999999807,13.999999999995794,-113.99999999999189,-43.999999999999595,-195.00000000001182,,-2534.000000000067
2015.05.25,65.00000000000395,-14.000000000002899,153.9999999999875,-171.99999999999704,-52.000000000007596,-80.00000000000229,92.00000000000318,-339.0000000000004,257.99999999998136,66.99999999999484,-175.99999999999838,-335.00000000000796,-209.9999999999991,-329.00000000000153,-147.99999999999613,-256.99999999999613,-259.0000000000092,-60.000000000015596,-149.0000000000009,-111.99999999999477,6.999999999990791,-41.9999999999976,-78.99999999999574,-157.00000000000713,,-2327.000000000069
2015.05.25,102.99999999999754,-12.999999999996348,-5.999999999994898,-143.00000000000068,-52.000000000007596,-85.99999999999719,109.00000000000354,-388.9999999999949,275.99999999998204,73.99999999999629,-243.00000000000432,-340.0000000000034,-272.99999999998994,-289.9999999999903,-141.9999999999959,-231.99999999998778,-252.0000000000078,-203.00000000001984,-150.00000000000568,-156.99999999999648,-25.000000000005684,-79.99999999999119,-81.9999999999932,-191.00000000000784,,-2787.0000000000114
2015.05.25,135.00000000000733,75.99999999998718,5.999999999994898,-114.00000000000432,3.999999999981796,-58.000000000002494,29.00000000001235,-313.00000000000773,340.0000000000034,90.99999999999665,-180.99999999999784,-471.00000000000364,-336.00000000000296,-381.99999999999346,-32.99999999998704,-164.99999999999292,-173.00000000000094,-125.00000000001954,-184.0000000000117,-165.99999999999682,18.000000000000682,-80.99999999999774,-72.99999999998974,-198.99999999999363,,-2355.000000000018
2015.05.25,90.0000000000012,65.00000000000395,-19.00000000001345,-156.0000000000059,-24.000000000001798,-72.0000000000054,46.999999999997044,-340.9999999999913,294.9999999999875,58.000000000002494,-207.00000000000162,-522.0000000000198,-317.0000000000117,-326.0000000000041,-110.99999999999,-261.0000000000001,-303.0000000000088,-145.00000000001734,-187.00000000001182,-193.9999999999884,24.999999999991473,-80.99999999999774,-95.99999999999609,-219.00000000001364,,-3001.000000000095
2015.05.25,-36.0000000000027,-17.000000000000348,170.99999999998784,-150.00000000000568,-106.00000000000608,-80.99999999999774,-309.0000000000037,-353.0000000000033,135.99999999999568,10.999999999994348,-121.99999999999989,-621.0000000000093,-574.0000000000078,-373.00000000000114,-330.99999999998886,-395.99999999999636,-553.0000000000035,44.99999999998394,-137.00000000000045,-200.9999999999934,12.000000000000455,-158.99999999999804,-53.999999999998494,-236.99999999999832,,-4435.000000000053
2015.05.25,-107.00000000000153,106.00000000000608,323.99999999999096,-179.00000000000205,-226.00000000001506,-106.00000000000608,-354.9999999999942,-351.99999999999676,43.00000000000637,-19.999999999997797,-51.000000000001044,-597.0000000000084,-679.0000000000074,-387.000000000004,-381.0000000000002,-412.9999999999967,-579.0000000000184,196.99999999998053,-112.99999999999955,-183.9999999999975,-10.000000000005116,-218.99999999999142,-46.999999999997044,-219.99999999999798,,-4555.000000000055
2015.05.25,-107.00000000000153,49.99999999999449,289.9999999999903,-165.99999999999682,-147.00000000000824,-99.00000000000463,-309.0000000000037,-353.99999999998766,73.99999999998386,-31.999999999998696,-39.00000000000014,-510.0000000000193,-554.00000000001,-305.9999999999841,-389.99999999998636,-418.9999999999916,-554.00000000001,222.99999999999542,-115.99999999999966,-196.99999999998852,0.999999999990564,-178.00000000000037,-6.999999999990347,-212.00000000001216,,-4058.00000000004
2015.05.25,-27.999999999994696,45.99999999999049,202.9999999999976,-132.000000000005,-101.00000000001774,-109.00000000000354,-207.00000000000162,-356.00000000000074,144.00000000000546,7.0000000000014495,-148.0000000000037,-467.00000000001296,-463.9999999999977,-221.99999999998886,-276.9999999999868,-374.999999999992,-489.0000000000061,48.99999999998794,-144.00000000000546,-187.99999999998818,-69.00000000000261,-157.99999999999147,-123.99999999999079,-314.99999999999864,,-3924.0000000000055
2015.05.25,-82.99999999999974,46.999999999997044,252.99999999999213,-102.99999999999443,-32.0000000000098,-109.00000000000354,-201.00000000000674,-353.0000000000033,14.999999999986358,-53.999999999998494,-129.00000000000134,-316.0000000000025,-343.00000000000443,-93.99999999999409,-379.99999999999545,-438.9999999999894,-590.0000000000016,78.99999999998464,-102.00000000000387,-192.99999999999784,-65.00000000001194,-167.9999999999904,-103.99999999999298,-307.99999999999716,,-3772.0000000000396
2015.05.25,-70.99999999999883,116.99999999998934,238.99999999998923,-58.000000000006935,-35.00000000000725,-67.00000000000594,-248.99999999998812,-276.9999999999939,-15.00000000001478,-94.00000000000519,-31.999999999998696,-331.0000000000173,-346.0000000000019,-160.99999999998892,-356.9999999999993,-439.99999999999596,-554.00000000001,180.99999999998673,-115.99999999999966,-155.9999999999917,-41.00000000001103,-166.99999999999494,-73.99999999999629,-265.0000000000041,,-3369.0000000000655
2015.05.25,-63.00000000000195,123.99999999999079,224.99999999998633,-33.00000000000125,-15.00000000000945,-29.000000000001247,-249.99999999999466,-297.9999999999983,-37.00000000000614,-102.00000000000209,0.0,-284.00000000002024,-326.0000000000041,-95.999999999985,-396.99999999999136,-444.9999999999843,-634.0000000000013,207.99999999998596,-93.00000000000352,-166.99999999998738,-37.00000000000614,-182.99999999999983,-73.99999999999629,-242.99999999999324,,-3249.000000000025
2015.05.25,-43.999999999999595,-39.999999999995595,258.99999999998704,-45.000000000001705,-41.000000000002146,-24.999999999997247,-198.99999999999363,-326.9999999999884,-7.000000000005002,-50.0000000000056,-53.999999999998494,-225.9999999999991,-283.000000000011,-1.999999999990898,-400.99999999998204,-407.0000000000018,-619.000000000014,210.99999999998343,-61.00000000000705,-167.99999999999216,-3.0000000000001137,-195.00000000000074,-6.999999999990347,-236.99999999999832,,-2971.0000000000045
2015.05.25,-4.999999999999449,-49.99999999999449,258.0000000000027,-64.00000000000716,-57.00000000001815,-53.00000000000304,5.999999999994898,-334.9999999999964,72.00000000000273,0.999999999995449,-73.00000000000084,-140.00000000001478,-187.00000000000384,12.000000000012001,-326.9999999999982,-358.9999999999982,-499.000000000005,178.99999999999582,-73.0000000000075,-147.99999999999613,-24.00000000000091,-143.9999999999997,-39.999999999995595,-241.00000000000233,,-2291.000000000038
2015.05.25,12.000000000000899,-195.9999999999962,248.99999999998812,-51.00000000000193,-90.99999999999665,-56.99999999999594,12.000000000012001,-336.9999999999873,88.99999999999864,29.999999999996696,-97.9999999999981,-129.99999999999545,-173.00000000000094,14.000000000002899,-346.99999999998,-322.9999999999844,-458.00000000000284,149.9999999999835,-42.00000000000159,-113.99999999999011,-49.000000000006594,-156.00000000000057,-9.999999999998899,-217.0000000000005,,-2292.9999999999554
2015.05.25,35.00000000000725,-123.00000000000644,144.99999999999514,-30.000000000001137,-168.0000000000126,-46.999999999997044,113.99999999999189,-330.9999999999924,74.99999999998863,75.00000000000284,-104.00000000000409,-42.00000000000159,-333.9999999999899,-4.000000000004,-286.00000000000136,-241.99999999998667,-385.00000000001313,59.99999999999339,1.9999999999953388,-78.99999999999352,-52.00000000000671,-230.99999999999233,9.00000000000345,-188.9999999999947,,-2132.00000000002
2015.05.25,9.00000000000345,-123.00000000000644,185.99999999999727,-9.000000000000341,-185.00000000001293,-38.0000000000047,97.9999999999981,-322.00000000000006,56.99999999998795,83.9999999999952,-69.00000000000794,58.9999999999975,-268.0000000000016,104.00000000001519,-299.99999999998295,-191.99999999999218,-433.0000000000167,93.99999999999409,52.99999999999727,-108.99999999999466,-53.00000000001148,-233.99999999998977,63.00000000000195,-192.00000000001438,,-1720.000000000048
2015.05.25,-54.999999999993946,-204.00000000000418,192.99999999999872,-43.00000000000637,-195.00000000001182,-14.999999999998348,69.9999999999923,-408.00000000000836,-22.999999999996135,34.99999999999615,-75.00000000000284,78.00000000000296,-188.9999999999947,72.0000000000054,-425.9999999999877,-330.9999999999924,-476.0000000000098,165.9999999999995,-15.000000000000568,-94.99999999999886,-15.000000000000568,-198.99999999999363,56.0000000000005,-195.00000000001182,,-2289.000000000017
2015.05.25,-158.0000000000026,-178.99999999999582,285.99999999998624,-33.00000000000125,-303.0000000000088,-24.000000000001798,-127.99999999999478,-313.00000000000773,-167.0000000000016,-34.000000000000696,12.000000000000899,72.00000000000273,-394.9999999999898,31.000000000003247,-418.00000000000637,-231.99999999998778,-491.0000000000192,270.99999999999903,98.99999999998954,-67.99999999999784,-19.000000000005457,-263.99999999999756,127.00000000001043,-127.00000000001043,,-2455.0000000000373
2015.05.25,-168.99999999999693,-144.99999999999514,312.00000000000114,-28.000000000005798,-236.00000000001398,-18.0000000000069,-134.99999999999625,-268.0000000000016,-152.9999999999916,-19.999999999997797,47.9999999999925,68.9999999999884,-312.00000000000114,15.00000000000945,-449.99999999998863,-261.0000000000001,-538.0000000000163,331.999999999999,101.99999999998965,-68.9999999999884,-6.000000000000227,-252.99999999999213,130.0000000000079,-131.00000000001444,,-2184.0000000000196
2015.05.25,-146.99999999999713,-146.00000000000168,275.9999999999874,-6.000000000000227,-232.00000000000998,7.9999999999968985,-99.99999999998899,-242.00000000000887,-155.00000000000114,-14.999999999998348,80.00000000000229,45.99999999999227,-303.0000000000088,151.00000000001222,-461.9999999999891,-280.9999999999979,-558.0000000000141,340.9999999999913,84.99999999999375,-108.99999999999466,-2.0000000000095497,-258.9999999999981,145.00000000000622,-160.00000000000458,,-2045.0000000000407
2015.05.25,-163.00000000000205,-137.9999999999937,299.99999999998914,-13.999999999995794,-192.00000000001438,-1.0000000000065512,-146.00000000000168,-204.99999999998852,-165.99999999999682,-75.9999999999983,92.99999999999864,50.99999999998772,-241.00000000000233,145.00000000001734,-423.0000000000018,-322.9999999999844,-556.0000000000009,347.9999999999928,25.99999999999625,-113.99999999999011,9.999999999990905,-241.99999999999778,85.00000000000173,-158.99999999999804,,-2100.9999999999986
2015.05.25,-232.99999999999432,-136.00000000000279,320.9999999999935,-16.999999999995907,-329.00000000000153,-21.00000000000435,-266.999999999995,-200.00000000000017,-257.000000000005,-30.000000000007798,98.99999999999353,45.99999999999227,-500.00000000001154,60.000000000015596,-439.9999999999977,-248.99999999998812,-531.9999999999991,302.9999999999866,107.99999999998988,-63.99999999999295,-20.000000000010232,-318.99999999999153,140.0000000000068,-140.0000000000068,,-2677.000000000026
2015.05.25,-273.000000000001,-113.99999999999189,215.99999999999397,-13.00000000000523,-327.00000000001063,-53.00000000000304,-323.0000000000066,-93.99999999999409,-320.99999999999795,-75.00000000000284,125.99999999999278,52.99999999999727,-483.99999999999557,17.000000000000348,-390.99999999999113,-86.99999999999264,-443.99999999999994,160.99999999998892,159.9999999999966,-67.99999999999784,-53.00000000001148,-294.9999999999897,148.0000000000037,-163.00000000000205,,-2697.00000000002
2015.05.25,-263.99999999999756,-150.00000000000568,209.9999999999991,-24.00000000000091,-266.0000000000107,-34.000000000000696,-306.9999999999906,-28.000000000005798,-313.99999999999295,-69.00000000000794,124.99999999999733,45.99999999999227,-394.9999999999898,31.000000000003247,-355.99999999999454,-86.99999999999264,-408.00000000000836,157.99999999999147,156.99999999999648,-46.999999999997044,-40.00000000000625,-264.999999999993,155.00000000000514,-141.00000000001333,,-2313.000000000023
2015.05.25,-251.00000000000122,-117.99999999999588,231.0000000000034,-13.999999999995794,-287.9999999999994,2.000000000002,-333.9999999999899,-52.99999999999194,-305.0000000000068,-53.00000000000304,163.99999999999747,2.999999999985903,-482.00000000000466,-38.99999999998904,-382.99999999998136,-82.00000000000429,-447.0000000000196,240.9999999999801,157.99999999998704,-72.99999999999329,-6.000000000000227,-303.9999999999932,191.00000000000784,-107.99999999999699,,-2350.000000000003
2015.05.25,-247.99999999999267,-76.0000000000094,238.99999999998923,-10.000000000005116,-289.0000000000059,7.9999999999968985,-333.9999999999899,-59.000000000009045,-294.00000000001114,-34.000000000000696,164.99999999999292,-9.000000000014552,-493.0000000000101,-60.99999999999994,-377.9999999999859,-78.99999999998464,-476.0000000000098,278.9999999999848,186.9999999999976,-55.999999999997385,6.000000000000227,-289.9999999999903,227.00000000001052,-110.99999999999443,,-2186.0000000000387
2015.05.25,-244.99999999999523,-69.00000000000794,251.00000000000122,-18.000000000000682,-287.9999999999994,-26.000000000003798,-323.0000000000066,-62.99999999999084,-276.00000000001046,-46.00000000000159,141.00000000000225,-6.000000000000227,-473.99999999999665,-24.000000000001798,-364.9999999999807,-102.00000000000209,-403.00000000002,211.99999999998997,161.99999999999193,-40.99999999999682,-16.000000000005343,-269.9999999999925,166.00000000001057,-137.9999999999937,,-2261.0000000000105
2015.05.25,-242.99999999999324,-89.00000000000574,256.99999999999613,-31.999999999996476,-267.0000000000172,-33.000000000005244,-333.9999999999899,-78.00000000000028,-272.99999999999613,-46.00000000000159,105.99999999999498,-30.000000000001137,-442.9999999999934,-51.000000000001044,-328.00000000000296,-80.99999999999774,-385.00000000001313,197.99999999998707,149.0000000000009,-40.99999999999682,-43.00000000000637,-247.99999999999267,108.00000000000809,-123.00000000000644,,-2350.00000000003
2015.05.25,-258.0000000000027,-85.00000000000173,253.99999999999866,-31.999999999996476,-269.00000000000813,-38.0000000000047,-347.9999999999928,-75.99999999998718,-294.00000000001114,-58.99999999999794,90.99999999999665,-24.00000000000091,-434.000000000001,-43.999999999999595,-328.00000000000296,-78.99999999998464,-385.00000000001313,194.99999999998963,146.99999999999136,-39.99999999999204,-31.00000000000591,-245.99999999999068,148.0000000000037,-126.0000000000039,,-2361.0000000000177
2015.05.25,-266.999999999995,-92.00000000000318,251.99999999998556,-52.00000000000671,-290.00000000001245,-34.99999999999615,-347.9999999999928,-78.00000000000028,-271.99999999999136,-55.000000000005045,112.99999999999643,-45.99999999999227,-466.00000000001086,-52.99999999999194,-342.9999999999893,-103.99999999999298,-389.0000000000171,191.99999999999218,132.99999999999557,-47.99999999998761,-15.000000000000568,-243.99999999999977,151.00000000000114,-99.00000000000463,,-2455.00000000002
2015.05.25,-224.000000000002,-87.99999999999919,248.99999999998812,-76.99999999999818,-297.0000000000139,-29.999999999996696,-303.9999999999932,-107.99999999999699,-221.00000000000364,-16.0000000000049,85.99999999999719,-86.00000000001273,-476.0000000000098,-83.9999999999952,-306.99999999998795,-80.99999999999774,-380.00000000000256,213.99999999998087,119.99999999999034,-66.99999999999307,-13.00000000000523,-248.99999999999923,152.00000000000767,-92.00000000000318,,-2379.000000000051
2015.05.26,-251.99999999999667,-102.00000000000209,261.9999999999845,-67.99999999999784,-292.00000000000335,-31.999999999998696,-313.99999999999204,-120.99999999999334,-271.99999999999136,-35.00000000000725,83.9999999999952,-85.00000000000796,-475.0000000000032,-73.99999999999629,-352.9999999999802,-116.00000000000499,-392.00000000001455,239.99999999999577,141.9999999999959,-43.99999999999693,-3.0000000000001137,-245.99999999999068,138.00000000000477,-114.0000000000141,,-2524.000000000016
2015.05.26,-246.99999999999721,-93.00000000000975,245.99999999999068,-69.00000000000261,-300.00000000001137,-29.000000000001247,-326.9999999999884,-92.99999999998754,-295.99999999999227,-41.9999999999976,107.00000000000153,-68.00000000001205,-473.99999999999665,-92.00000000000318,-307.9999999999927,-95.999999999985,-414.00000000000324,204.99999999998852,129.99999999999545,-73.99999999999807,1.9999999999953388,-247.99999999999267,141.00000000000225,-131.00000000001444,,-2570.000000000012
2015.05.26,-270.99999999999903,-93.99999999999409,256.99999999999613,-111.99999999999477,-278.00000000000045,-28.000000000005798,-327.99999999999494,-66.99999999999484,-283.00000000001546,-56.0000000000005,113.99999999999189,-116.00000000001387,-470.9999999999992,-51.000000000001044,-286.00000000000136,-86.99999999999264,-395.000000000012,207.99999999998596,95.99999999998943,-95.99999999998943,3.9999999999906777,-256.99999999999613,146.00000000000168,-131.00000000001444,,-2582.0000000000646
2015.05.26,-239.0000000000003,-56.000000000011596,261.9999999999845,-81.99999999999363,-272.00000000000557,-29.000000000001247,-343.99999999998875,-63.99999999999739,-221.00000000000364,-36.0000000000027,73.99999999999629,-141.00000000001955,-486.00000000000864,-68.00000000000139,-293.00000000000637,-85.00000000000173,-466.00000000001086,220.99999999998232,96.9999999999942,-132.99999999999557,-16.000000000005343,-300.99999999999574,137.00000000000932,-154.99999999999403,,-2696.0000000000778
2015.05.26,-217.0000000000005,-35.00000000000725,259.9999999999936,-81.00000000000307,-270.00000000001467,24.999999999997247,-316.0000000000052,-63.99999999999739,-191.0000000000025,-46.00000000000159,171.99999999999437,-141.9999999999959,-487.99999999999955,-31.999999999987594,-278.99999999999636,-90.99999999999665,-451.0000000000014,315.99999999998295,94.99999999999886,-134.00000000000034,79.9999999999983,-291.99999999999227,220.00000000000907,-93.00000000000975,,-2054.0000000000373
2015.05.26,-293.99999999999426,-70.99999999999883,275.000000000003,-168.00000000000637,-334.9999999999964,-24.999999999997247,-394.9999999999898,-82.99999999998863,-215.0000000000034,-50.0000000000056,156.99999999999602,-224.99999999999432,-537.0000000000097,-89.99999999999008,-328.9999999999793,-143.99999999998857,-504.0000000000156,315.99999999998295,93.99999999999409,-142.99999999998647,67.99999999999784,-304.9999999999997,210.00000000001017,-116.00000000000499,,-2908.9999999999654
2015.05.26,-383.0,-167.00000000000603,353.0000000000033,-215.99999999999397,-381.0000000000091,-89.00000000000574,-468.00000000000176,-103.99999999999298,-268.0000000000007,-84.0000000000063,158.0000000000026,-228.00000000000864,-561.9999999999958,-207.00000000000162,-382.99999999998136,-219.99999999999798,-531.0000000000148,305.9999999999841,80.99999999998886,-128.99999999999068,35.99999999998715,-270.99999999999903,174.00000000000747,-119.00000000000244,,-3702.000000000037
2015.05.26,-437.999999999994,-292.00000000000335,407.0000000000018,-259.00000000000034,-399.00000000001603,-126.0000000000039,-415.99999999999415,-238.0000000000049,-277.00000000001523,-119.00000000000244,147.99999999999258,-217.00000000001296,-516.0000000000053,-105.99999999998388,-586.9999999999891,-451.99999999998573,-733.0000000000059,329.00000000000153,58.9999999999975,-118.99999999999977,34.99999999999659,-261.99999999999557,132.0000000000099,-124.99999999999733,,-4571.000000000011
2015.05.26,-447.99999999999284,-434.000000000001,560.9999999999893,-296.99999999999704,-398.00000000000944,-92.99999999999864,-438.00000000000506,-265.99999999998846,-268.0000000000007,-126.99999999999933,197.00000000000273,-191.0000000000025,-472.00000000000574,-15.999999999993797,-600.9999999999991,-496.99999999999187,-782.000000000016,632.9999999999947,36.99999999999193,-156.99999999999648,101.99999999998965,-296.9999999999917,170.00000000000347,-83.00000000001084,,-4165.000000000028
2015.05.26,-446.9999999999974,-451.0000000000014,646.9999999999976,-286.00000000000136,-423.0000000000178,-68.99999999999685,-312.00000000000114,-253.99999999999866,-277.9999999999916,-114.00000000000298,220.99999999999343,-24.00000000000091,-272.99999999998994,185.00000000001293,-611.9999999999948,-470.9999999999992,-818.0000000000076,679.9999999999917,46.999999999997044,-195.99999999999795,110.99999999999,-301.9999999999912,219.00000000000253,-97.00000000001374,,-3317.0000000000196
2015.05.26,-434.9999999999965,-408.00000000000836,585.9999999999976,-278.0000000000058,-406.00000000001745,-31.999999999998696,-292.00000000000335,-248.00000000000378,-252.00000000000955,-108.00000000000809,231.99999999999886,-14.000000000010004,-246.99999999999721,280.0000000000136,-557.9999999999927,-436.9999999999985,-853.9999999999992,664.9999999999823,35.99999999998715,-227.99999999999443,149.99999999999147,-330.9999999999924,233.00000000000543,-131.99999999999878,,-3078.0000000000587
2015.05.26,-369.99999999999255,-361.9999999999957,502.9999999999868,-263.9999999999958,-347.0000000000084,-36.0000000000027,-235.00000000000742,-252.0000000000078,-194.00000000001683,-97.9999999999981,180.99999999999784,-159.9999999999966,-228.99999999999034,307.99999999999716,-489.9999999999807,-404.0000000000044,-825.0000000000091,564.9999999999933,-55.00000000000682,-307.9999999999927,141.9999999999959,-337.99999999999386,183.00000000001094,-195.00000000001182,,-3280.000000000029
