date,CHFJPY,EURJPY,empty,sum
2017.08.08,85.99999999999852,-296.0000000000207,,-210.00000000002217
2017.08.08,78.00000000000296,-261.0000000000241,,-183.00000000002115
2017.08.08,43.00000000000637,-294.00000000001114,,-251.00000000000477
2017.08.08,28.999999999996362,-286.00000000000136,,-257.000000000005
2017.08.08,96.00000000000364,-237.99999999999955,,-141.9999999999959
2017.08.08,79.9999999999983,-289.0000000000157,,-209.0000000000174
2017.08.08,84.99999999999375,-259.00000000001455,,-174.0000000000208
2017.08.08,72.99999999999329,-270.00000000001023,,-197.00000000001694
2017.08.08,88.99999999999864,-251.00000000000477,,-162.00000000000614
2017.08.08,123.99999999999523,-215.0000000000034,,-91.00000000000819
2017.08.08,109.99999999999943,-225.00000000002274,,-115.0000000000233
2017.08.08,99.99999999999432,-227.00000000000387,,-127.00000000000955
2017.08.08,146.0000000000008,-138.00000000000523,,7.999999999995566
2017.08.08,224.00000000000375,37.99999999998249,,261.99999999998624
2017.08.08,213.99999999999864,6.000000000000227,,219.99999999999886
2017.08.08,183.00000000000693,-72.00000000000273,,111.0000000000042
2017.08.08,219.99999999999886,-85.00000000000796,,134.9999999999909
2017.08.08,269.00000000000546,-24.00000000000091,,245.00000000000455
2017.08.08,283.00000000000125,-70.0000000000216,,212.99999999997965
2017.08.08,186.9999999999976,195.99999999999795,,382.99999999999557
2017.08.08,218.9999999999941,243.99999999999977,,462.99999999999386
2017.08.08,262.00000000000045,288.99999999998727,,550.9999999999877
2017.08.08,346.00000000000364,510.9999999999957,,856.9999999999993
2017.08.08,399.0000000000009,481.9999999999993,,881.0000000000002
2017.08.08,417.0000000000016,459.99999999997954,,876.9999999999811
2017.08.08,525.9999999999962,471.99999999998,,997.9999999999762
2017.08.08,469.99999999999886,424.99999999998295,,894.9999999999818
2017.08.08,495.00000000000455,480.99999999999454,,975.9999999999991
2017.08.08,439.9999999999977,502.9999999999859,,942.9999999999836
2017.08.08,462.0000000000033,606.9999999999993,,1069.0000000000027
2017.08.08,456.00000000000307,633.9999999999861,,1089.999999999989
2017.08.08,463.99999999999864,637.9999999999768,,1101.9999999999754
2017.08.09,450.9999999999934,628.9999999999907,,1079.999999999984
2017.08.09,414.0000000000015,639.9999999999864,,1053.9999999999877
2017.08.09,421.99999999999704,713.9999999999986,,1135.9999999999957
2017.08.09,546.0000000000065,820.999999999998,,1367.0000000000045
2017.08.09,504.0000000000049,734.9999999999852,,1238.99999999999
2017.08.09,566.0000000000025,828.9999999999793,,1394.9999999999818
2017.08.09,522.9999999999961,875.9999999999764,,1398.9999999999725
2017.08.09,549.0000000000066,970.9999999999752,,1519.9999999999818
2017.08.09,621.9999999999999,1163.9999999999873,,1785.9999999999873
2017.08.09,629.0000000000049,1215.9999999999798,,1844.9999999999845
2017.08.09,602.0000000000039,1429.9999999999784,,2031.9999999999823
2017.08.09,447.9999999999933,1361.9999999999948,,1809.9999999999882
2017.08.09,403.99999999999636,1365.9999999999854,,1769.9999999999818
2017.08.09,61.99999999999761,1355.9999999999945,,1417.9999999999923
2017.08.09,3.0000000000001137,1335.9999999999843,,1338.9999999999845
2017.08.09,37.9999999999967,1262.0000000000005,,1299.9999999999973
2017.08.09,64.00000000000716,1222.9999999999848,,1286.9999999999918
2017.08.09,82.99999999999841,1092.9999999999893,,1175.9999999999877
2017.08.09,34.99999999999659,993.9999999999998,,1028.9999999999964
2017.08.09,126.99999999999534,1062.9999999999882,,1189.9999999999836
2017.08.09,143.00000000000068,979.9999999999898,,1122.9999999999905
2017.08.09,-237.99999999999955,1072.0000000000027,,834.0000000000032
2017.08.09,-349.9999999999943,1359.9999999999852,,1009.9999999999909
2017.08.09,-216.99999999999875,1561.9999999999834,,1344.9999999999845
2017.08.09,-141.00000000000534,1415.9999999999968,,1274.9999999999914
2017.08.09,-259.00000000000034,1239.9999999999807,,980.9999999999803
2017.08.09,-231.99999999999932,1298.9999999999782,,1066.9999999999789
2017.08.09,-227.99999999999443,1311.9999999999834,,1083.999999999989
2017.08.09,-159.00000000000603,1385.9999999999957,,1226.9999999999895
2017.08.09,-234.99999999999943,1402.9999999999916,,1167.9999999999923
2017.08.09,-292.0000000000016,1512.9999999999768,,1220.9999999999752
2017.08.09,-331.99999999999363,1455.9999999999889,,1123.9999999999952
2017.08.09,-355.000000000004,1447.0000000000027,,1091.9999999999986
2017.08.09,-409.9999999999966,1383.9999999999861,,973.9999999999895
2017.08.09,-364.0000000000043,1237.9999999999995,,873.9999999999952
2017.08.09,-257.99999999999557,1022.9999999999961,,765.0000000000006
2017.08.09,-177.99999999999727,1145.9999999999866,,967.9999999999893
2017.08.09,-325.00000000000284,1044.9999999999875,,719.9999999999847
2017.08.09,-319.9999999999932,1048.9999999999782,,728.999999999985
2017.08.09,-274.0000000000009,1123.9999999999952,,849.9999999999943
2017.08.09,-334.99999999999375,1069.9999999999932,,734.9999999999994
2017.08.09,-340.0000000000034,1024.9999999999773,,684.9999999999739
2017.08.09,-332.9999999999984,1052.9999999999973,,719.9999999999989
2017.08.09,-290.00000000000625,1162.9999999999825,,872.9999999999762
2017.08.09,-355.99999999999454,1135.9999999999957,,780.0000000000011
2017.08.09,-444.0000000000026,1003.9999999999907,,559.9999999999881
2017.08.09,-447.9999999999933,953.9999999999793,,505.999999999986
2017.08.09,-496.9999999999999,914.999999999992,,417.99999999999216
2017.08.10,-459.99999999999375,944.9999999999932,,484.99999999999943
2017.08.10,-447.00000000000273,949.9999999999886,,502.9999999999859
2017.08.10,-385.9999999999957,987.9999999999995,,602.0000000000039
2017.08.10,-409.9999999999966,921.999999999997,,512.0000000000005
2017.08.10,-378.0000000000001,1000.9999999999764,,622.9999999999762
2017.08.10,-474.9999999999943,891.9999999999959,,417.0000000000016
2017.08.10,-533.0000000000013,844.9999999999989,,311.9999999999976
2017.08.10,-498.9999999999952,820.999999999998,,322.00000000000273
2017.08.10,-537.0000000000061,792.999999999978,,255.9999999999718
2017.08.10,-438.0000000000024,850.9999999999991,,412.9999999999967
2017.08.10,-340.0000000000034,935.9999999999786,,595.9999999999752
2017.08.10,-253.0000000000001,1051.9999999999925,,798.9999999999924
2017.08.10,-260.9999999999957,1043.9999999999827,,782.999999999987
2017.08.10,-265.00000000000057,1146.9999999999914,,881.9999999999908
2017.08.10,-251.00000000000477,1231.9999999999993,,980.9999999999945
2017.08.10,-256.0000000000002,1209.9999999999795,,953.9999999999793
2017.08.10,-256.0000000000002,1167.999999999978,,911.9999999999777
2017.08.10,-167.0000000000016,1250.0,,1082.9999999999984
2017.08.10,-171.99999999999704,1215.0000000000034,,1043.0000000000064
2017.08.10,-106.99999999999932,1203.000000000003,,1096.0000000000036
2017.08.10,-106.99999999999932,1295.9999999999923,,1188.999999999993
2017.08.10,-121.99999999999989,1280.9999999999775,,1158.9999999999777
2017.08.10,-108.00000000000409,1334.9999999999795,,1226.9999999999754
2017.08.10,-131.00000000000023,1301.9999999999925,,1170.9999999999923
2017.08.10,-120.99999999999511,1435.9999999999786,,1314.9999999999836
2017.08.10,-73.99999999999807,1546.999999999997,,1472.999999999999
2017.08.10,-54.000000000002046,1659.9999999999966,,1605.9999999999945
2017.08.10,-3.0000000000001137,1584.0000000000032,,1581.0000000000032
2017.08.10,58.000000000006935,1592.9999999999893,,1650.9999999999964
2017.08.10,134.00000000000034,1546.999999999997,,1680.9999999999973
2017.08.10,123.99999999999523,1530.9999999999775,,1654.9999999999727
2017.08.10,179.00000000000205,1531.9999999999823,,1710.9999999999843
2017.08.10,0.0,1554.9999999999784,,1554.9999999999784
2017.08.10,-28.999999999996362,1518.999999999977,,1489.9999999999807
2017.08.10,88.99999999999864,1637.9999999999768,,1726.9999999999754
2017.08.10,153.99999999999636,1697.999999999979,,1851.9999999999754
2017.08.10,256.0000000000002,1729.9999999999898,,1985.99999999999
2017.08.10,289.0000000000015,1801.9999999999925,,2090.999999999994
2017.08.10,341.99999999999875,1788.9999999999873,,2130.999999999986
2017.08.10,316.99999999999307,1843.999999999994,,2160.9999999999873
2017.08.10,349.9999999999943,1806.999999999988,,2156.9999999999823
2017.08.10,290.9999999999968,1859.9999999999852,,2150.999999999982
2017.08.10,290.00000000000625,1798.9999999999782,,2088.9999999999845
2017.08.10,228.9999999999992,1637.9999999999768,,1866.999999999976
2017.08.10,292.0000000000016,1601.9999999999754,,1893.999999999977
2017.08.10,287.9999999999967,1685.9999999999786,,1973.9999999999754
2017.08.10,197.9999999999933,1677.9999999999973,,1875.9999999999905
2017.08.10,189.99999999999773,1649.000000000001,,1838.9999999999986
2017.08.11,281.9999999999965,1743.9999999999998,,2025.9999999999964
2017.08.11,296.0000000000065,1828.9999999999793,,2124.999999999986
2017.08.11,262.00000000000045,1860.99999999999,,2122.9999999999905
2017.08.11,317.99999999999784,1905.0000000000011,,2222.999999999999
2017.08.11,272.00000000000557,1840.9999999999798,,2112.9999999999854
2017.08.11,305.0000000000068,1887.9999999999768,,2192.9999999999836
2017.08.11,304.00000000000205,1885.9999999999957,,2189.9999999999977
2017.08.11,335.9999999999985,1947.0000000000027,,2283.0000000000014
2017.08.11,293.99999999999693,1887.0000000000005,,2180.9999999999973
2017.08.11,329.9999999999983,1923.0000000000018,,2253.0
2017.08.11,376.0000000000048,1973.9999999999895,,2349.9999999999945
2017.08.11,381.0000000000002,2054.000000000002,,2435.000000000002
2017.08.11,311.00000000000705,2088.9999999999986,,2400.0000000000055
2017.08.11,263.9999999999958,2020.9999999999866,,2284.9999999999823
2017.08.11,263.00000000000523,1990.9999999999854,,2253.999999999991
2017.08.11,275.0000000000057,2033.9999999999918,,2308.9999999999973
2017.08.11,250.0,2000.0,,2250.0
2017.08.11,188.0000000000024,1903.9999999999964,,2091.9999999999986
2017.08.11,230.99999999999454,1852.9999999999802,,2083.9999999999745
2017.08.11,228.9999999999992,1858.9999999999804,,2087.9999999999795
2017.08.11,308.00000000000693,1893.999999999977,,2201.999999999984
2017.08.11,331.99999999999363,2038.9999999999873,,2370.999999999981
2017.08.11,304.00000000000205,2066.999999999979,,2370.999999999981
2017.08.11,192.99999999999784,2156.9999999999823,,2349.99999999998
2017.08.11,135.99999999999568,2197.999999999979,,2333.9999999999745
2017.08.11,302.0000000000067,2106.999999999999,,2409.000000000006
2017.08.11,338.99999999999864,2064.9999999999977,,2403.9999999999964
2017.08.11,290.00000000000625,1969.9999999999989,,2260.000000000005
2017.08.11,203.99999999999352,1806.999999999988,,2010.9999999999814
2017.08.11,299.0000000000066,1923.0000000000018,,2222.000000000008
2017.08.11,182.00000000000216,1840.0000000000034,,2022.0000000000055
2017.08.11,185.00000000000227,1417.999999999978,,1602.9999999999802
2017.08.11,134.00000000000034,1187.9999999999882,,1321.9999999999886
2017.08.11,195.99999999999795,1388.9999999999816,,1584.9999999999795
2017.08.11,352.00000000000387,1442.9999999999836,,1794.9999999999875
2017.08.11,308.9999999999975,1539.999999999992,,1848.9999999999895
2017.08.11,394.999999999996,1635.9999999999957,,2030.9999999999918
2017.08.11,381.0000000000002,1536.0000000000014,,1917.0000000000016
2017.08.11,365.99999999999966,1486.9999999999948,,1852.9999999999945
2017.08.11,393.0000000000007,1476.9999999999754,,1869.9999999999761
2017.08.11,325.9999999999934,1233.9999999999804,,1559.9999999999739
2017.08.11,310.0000000000023,1286.9999999999777,,1596.99999999998
2017.08.11,320.99999999999795,1311.9999999999834,,1632.9999999999814
2017.08.11,343.0000000000035,1302.9999999999973,,1646.000000000001
2017.08.11,334.0000000000032,1387.9999999999768,,1721.99999999998
2017.08.11,271.0000000000008,1322.0000000000027,,1593.0000000000036
2017.08.11,254.0000000000049,1264.9999999999864,,1518.9999999999914
2017.08.11,268.0000000000007,1262.9999999999768,,1530.9999999999775
